sample_id	patient_id	hla_class_I_score	hla_class_II_score	lymph_score
TCGA-DJ-A3VD-01A	TCGA-DJ-A3VD	1.2687773367370714	1.5557918895618492	1.3349041046231234
TCGA-DJ-A1QE-01A	TCGA-DJ-A1QE	-0.06832094823093422	-0.07581845983764275	-0.6270296176741922
TCGA-BJ-A0ZB-01A	TCGA-BJ-A0ZB	0.10561006468209963	0.09509820757166512	-0.48253363456547355
TCGA-IM-A3U3-01A	TCGA-IM-A3U3	0.994556388984745	0.8188840824991516	-0.0645636287292012
TCGA-BJ-A45F-01A	TCGA-BJ-A45F	-0.8382478355564374	-0.829238258342542	-1.0009749557719818
TCGA-EL-A4KG-01A	TCGA-EL-A4KG	1.0394030045195477	0.3320835466775271	-0.4323659951688091
TCGA-ET-A39S-01A	TCGA-ET-A39S	-0.7036181060012295	-0.30278757223879854	-0.6363270739764791
TCGA-E8-A436-01A	TCGA-E8-A436	1.0436881842165437	0.811855782576371	0.5629497304066596
TCGA-EM-A22K-01A	TCGA-EM-A22K	-1.109168974025121	-0.6532873250153456	-0.7794097662523943
TCGA-E3-A3DY-01A	TCGA-E3-A3DY	0.4247403079816115	0.3746515819534758	0.25536750930601193
TCGA-KS-A4I7-01A	TCGA-KS-A4I7	0.29528597560908815	0.003457686591755454	0.13863900801536067
TCGA-4C-A93U-01A	TCGA-4C-A93U	1.6926972625126695	1.5139091760826315	0.7298646413756967
TCGA-ET-A25G-01A	TCGA-ET-A25G	-0.08150876385065643	-0.06328014621086632	-0.9276943121812683
TCGA-EL-A3H4-01A	TCGA-EL-A3H4	-0.11944341311254293	-0.2577533808638982	-0.8422051192705698
TCGA-EL-A3ZL-01A	TCGA-EL-A3ZL	-0.399318281901052	-0.7647566793753263	-0.5451334835912229
TCGA-DJ-A3VE-01A	TCGA-DJ-A3VE	-0.31495459036479173	-0.3785592859698822	-0.6082071858737321
TCGA-DJ-A1QL-01A	TCGA-DJ-A1QL	-0.744798222836332	-1.6163938683679653	-0.43169439371947216
TCGA-FE-A234-01A	TCGA-FE-A234	0.3803366637554112	0.38213160373044236	-0.27910927179615524
TCGA-H2-A26U-01A	TCGA-H2-A26U	1.7438655243887229	1.7473727404498849	1.8067786838402105
TCGA-EM-A1CS-01A	TCGA-EM-A1CS	-0.4745058016517067	-0.3685310675158234	-0.47637065279578594
TCGA-CE-A484-01A	TCGA-CE-A484	-0.7954461865071757	-1.0904122975314317	-0.4266108987748492
TCGA-DJ-A3VJ-01A	TCGA-DJ-A3VJ	0.4372285206425439	0.10542061719864922	0.5168809174098886
TCGA-ET-A39M-01A	TCGA-ET-A39M	0.8647657735775045	1.1523877301931265	1.162077009233197
TCGA-EL-A3MX-11A	TCGA-EL-A3MX	-1.410201217629726	-1.3820173820160182	-0.8798641321783184
TCGA-BJ-A2P4-01A	TCGA-BJ-A2P4	-0.4166261359723443	-0.8032549187982416	-0.47387241792320545
TCGA-ET-A2MY-01A	TCGA-ET-A2MY	0.4199633527430887	0.135600523914194	-0.8193267081586165
TCGA-EL-A3ZP-01A	TCGA-EL-A3ZP	1.1696775660949292	1.032518020352416	1.4455295317145804
TCGA-E8-A418-01A	TCGA-E8-A418	1.403242919232653	0.7574065847857792	0.2635757899768001
TCGA-DJ-A2Q4-01A	TCGA-DJ-A2Q4	-0.1443622808600234	-0.045006242386135174	0.11501786049297254
TCGA-EL-A3MW-01A	TCGA-EL-A3MW	-0.6179582802236455	-0.3789437182179591	-0.3542167512814099
TCGA-BJ-A0YZ-01A	TCGA-BJ-A0YZ	-1.048615093539867	-0.8565363627180884	-1.017592191806314
TCGA-E8-A2JQ-01A	TCGA-E8-A2JQ	2.2128131956402024	1.719678860332894	2.939133104901433
TCGA-E8-A2JQ-11A	TCGA-E8-A2JQ	1.6450179768230662	1.6217748940031487	2.324694737050228
TCGA-FY-A3NM-01A	TCGA-FY-A3NM	-1.5145503177222077	-1.589044867297282	-0.9745266167199876
TCGA-EM-A4FN-01A	TCGA-EM-A4FN	0.11772733023247418	0.8183687862057317	-0.27434215107207177
TCGA-EL-A3H7-01A	TCGA-EL-A3H7	1.0754349089790678	0.9565110241669678	1.0190273757574102
TCGA-EL-A3H7-11A	TCGA-EL-A3H7	0.3646491961352439	0.7391586271856022	1.0185937771027787
TCGA-BJ-A2NA-11A	TCGA-BJ-A2NA	0.5543359477814767	0.6004516719332379	1.411318394689424
TCGA-DJ-A1QF-01A	TCGA-DJ-A1QF	-0.869499922802139	-0.3290623406486041	-0.9078114778487015
TCGA-BJ-A2NA-01A	TCGA-BJ-A2NA	0.8076440170204241	0.32928129654094046	0.2107777172884103
TCGA-BJ-A3PR-01A	TCGA-BJ-A3PR	1.986198661338794	1.6999161844057185	2.9036032665234135
TCGA-KS-A4I3-01A	TCGA-KS-A4I3	0.2707299989222169	0.13802551988357306	-0.08664368624308416
TCGA-DJ-A2PY-01A	TCGA-DJ-A2PY	0.17177306677275408	0.5546299104189737	-0.2809972891177394
TCGA-EL-A3H8-01A	TCGA-EL-A3H8	-0.29930778271784764	-0.3874199630818735	-0.769612585379543
TCGA-EL-A3CO-01A	TCGA-EL-A3CO	0.5076600065505473	1.0186203739225206	1.1406836622478524
TCGA-EL-A4K2-01A	TCGA-EL-A4K2	-0.25956008149433135	0.3943802334914264	0.22530639338245273
TCGA-FE-A23A-01A	TCGA-FE-A23A	1.3529484177351399	1.1827994537518158	1.2575313215063004
TCGA-EL-A4K1-01A	TCGA-EL-A4K1	0.14521470878395365	0.3645865541378556	-0.3565012287471939
TCGA-DJ-A3VF-01A	TCGA-DJ-A3VF	0.6723887482592144	0.9345381659058752	0.18656922626214892
TCGA-CE-A482-01A	TCGA-CE-A482	-0.12429881396195851	0.059190821145858684	-0.5789364940768643
TCGA-EM-A3SU-01A	TCGA-EM-A3SU	1.4736169736391338	1.6078792839069693	0.6224357016147681
TCGA-FE-A3PC-01A	TCGA-FE-A3PC	-0.2525508089733964	-0.08226743265325671	-0.06884242040031437
TCGA-EM-A3FQ-01A	TCGA-EM-A3FQ	0.7267428826569381	1.7183758261459232	1.1340787394502967
TCGA-EL-A3GO-01A	TCGA-EL-A3GO	-0.5605638596662749	-0.49582081371806935	0.3824922860836038
TCGA-E8-A44K-01A	TCGA-E8-A44K	0.649018646674499	0.5037366867247866	0.0559208447719934
TCGA-EM-A3SU-06A	TCGA-EM-A3SU	1.2829583170032748	1.2625471314865047	1.39992543164663
TCGA-DJ-A3UZ-01A	TCGA-DJ-A3UZ	0.5460033954398289	0.5959982415958002	0.8377227538768093
TCGA-BJ-A0ZE-01A	TCGA-BJ-A0ZE	-1.2163254823417116	-1.3671040691584082	-0.9645817084671926
TCGA-E8-A432-01A	TCGA-E8-A432	0.1731317589112598	-0.17812251681954155	-0.2378047118306873
TCGA-BJ-A18Y-01A	TCGA-BJ-A18Y	-1.0224021777551722	-0.8672479640152363	-0.8476924351575367
TCGA-DJ-A4UT-01A	TCGA-DJ-A4UT	1.3972543553633663	1.1649144632021564	1.992904853537786
TCGA-DJ-A2Q3-01A	TCGA-DJ-A2Q3	1.1476497298095525	1.0843105008275105	0.9262428662167107
TCGA-ET-A40R-01A	TCGA-ET-A40R	0.05355754087442543	0.5794830121013331	0.28854180487484826
TCGA-EM-A2CR-01A	TCGA-EM-A2CR	-1.5112116541554106	-0.6105956580259697	-0.7817092350519004
TCGA-J8-A4HY-01A	TCGA-J8-A4HY	0.6167645586174733	0.4037251715008289	0.007531298371047309
TCGA-DJ-A3UP-01A	TCGA-DJ-A3UP	0.015420916372740805	-0.3125007709693417	-0.008348837874081068
TCGA-EM-A3FR-01A	TCGA-EM-A3FR	-0.9400323723486366	-1.4418436302221684	-0.5342290520098216
TCGA-DJ-A4UQ-01A	TCGA-DJ-A4UQ	-0.2910565720173787	0.22310166794514244	-0.07868087984641135
TCGA-ET-A4KQ-01A	TCGA-ET-A4KQ	-1.031529002078203	-1.2809621568358611	-0.8349879700109213
TCGA-CE-A481-01A	TCGA-CE-A481	0.45871219066760677	0.36130604282570034	0.9266676650066185
TCGA-EM-A3O3-01A	TCGA-EM-A3O3	0.5048395511667515	0.9800546103427472	0.6847779194130454
TCGA-EM-A2CP-01A	TCGA-EM-A2CP	2.069441342711912	1.6811672260248753	2.329279931328423
TCGA-EL-A3GZ-11A	TCGA-EL-A3GZ	-0.449447327558659	-1.1055043244021263	-0.2764962691223334
TCGA-EL-A3H3-01A	TCGA-EL-A3H3	1.0258145754760362	1.709881255285597	0.8573303556792077
TCGA-EL-A3CS-01A	TCGA-EL-A3CS	-0.23088712056055954	0.3338822059301986	-0.9408623518461959
TCGA-BJ-A0Z3-01A	TCGA-BJ-A0Z3	0.8484298225650087	0.843601800881635	1.1890552688329115
TCGA-DJ-A2PT-01A	TCGA-DJ-A2PT	0.6959547648981684	1.2680681855370708	0.581627761797803
TCGA-ET-A39I-01A	TCGA-ET-A39I	-1.517662415013629	-1.643287253708061	-0.9201230872759086
TCGA-FK-A3SD-01A	TCGA-FK-A3SD	-0.931025472631429	-1.9918967150792206	-1.2222926918570305
TCGA-DJ-A13W-01A	TCGA-DJ-A13W	-2.4432674974410205	-1.741084621618428	-0.7517550467483752
TCGA-DJ-A13R-01A	TCGA-DJ-A13R	0.7845821773422464	0.8413562942968685	2.210278300484055
TCGA-DJ-A1QI-01A	TCGA-DJ-A1QI	-0.2985788169842834	-0.09104906200054216	-0.35586428401127096
TCGA-EL-A3ZK-01A	TCGA-EL-A3ZK	0.2205380083613559	0.734564731205885	-0.06625898816148408
TCGA-ET-A3DW-11A	TCGA-ET-A3DW	-1.2520975095171087	-1.5843276623972251	-0.6222167123668797
TCGA-EL-A4JZ-01A	TCGA-EL-A4JZ	1.6435312560374538	1.4228770812519138	1.162384352040497
TCGA-ET-A2N4-01A	TCGA-ET-A2N4	-0.23341014983884187	-0.4420914033926053	-0.7214040558522561
TCGA-ET-A3DS-01A	TCGA-ET-A3DS	-0.9261848301778208	-0.7948436084414717	-0.4042417786385549
TCGA-EL-A3D4-01A	TCGA-EL-A3D4	-0.32374308169446114	-0.4937699410360868	-0.5715307272706096
TCGA-DJ-A2PZ-01A	TCGA-DJ-A2PZ	0.3693974713440082	0.5914577820920428	-0.6392097382382116
TCGA-FY-A3RA-01A	TCGA-FY-A3RA	0.10999890161370786	0.02091610073285078	-0.74914547071474
TCGA-EM-A4FV-01A	TCGA-EM-A4FV	0.5894690250591397	0.7639378861534832	0.9182304102641153
TCGA-EM-A3AN-01A	TCGA-EM-A3AN	-0.2394820595370775	0.24552341029639146	-0.26905592112761245
TCGA-DJ-A3UN-01A	TCGA-DJ-A3UN	0.034469485055821834	0.22054968323404062	-0.026170337678697343
TCGA-J8-A42S-01A	TCGA-J8-A42S	-0.5768253675664646	-0.4062539733527097	-0.6208132935044043
TCGA-EL-A4JX-01A	TCGA-EL-A4JX	1.8175878808301051	1.6395577101240661	1.9991847908785454
TCGA-DE-A0Y2-01A	TCGA-DE-A0Y2	0.11236334581854211	-0.8143895964957518	-0.7858785191641228
TCGA-EL-A4JV-01A	TCGA-EL-A4JV	-0.7620475237122359	-1.35054826996139	-0.555754011414623
TCGA-KS-A4I1-01A	TCGA-KS-A4I1	-0.493924495621464	-0.510637985859027	-0.19442777739536696
TCGA-CE-A27D-01A	TCGA-CE-A27D	1.52386404771519	1.5064728604886497	2.022444441941015
TCGA-BJ-A0Z0-01A	TCGA-BJ-A0Z0	-1.6454490741181702	-1.2651131597980085	-1.118747565755577
TCGA-EL-A3CU-01A	TCGA-EL-A3CU	0.9883608694578588	1.2670369382838633	0.9845792758097431
TCGA-EM-A1CV-11A	TCGA-EM-A1CV	-1.5953306871672794	-1.9891292018306341	-0.8451147183572051
TCGA-EL-A3MY-11A	TCGA-EL-A3MY	-1.102178084123396	-1.6330509302901166	-0.5317387200693365
TCGA-EM-A2CK-01A	TCGA-EM-A2CK	-0.7506402041239973	-1.138196297828056	-0.5201674188472126
TCGA-FK-A4UB-01A	TCGA-FK-A4UB	-0.5583837350719785	-0.41461154829842295	-0.4310137376153284
TCGA-ET-A2N5-01A	TCGA-ET-A2N5	-1.079529732152521	-0.6708950798942642	-0.5176058943176852
TCGA-ET-A2N5-11B	TCGA-ET-A2N5	-1.5731274669062483	-1.530280808669098	-0.5025580639649645
TCGA-EM-A2P0-01A	TCGA-EM-A2P0	-0.28718458837531374	-0.26075388407281835	-0.5956544107101839
TCGA-H2-A421-01A	TCGA-H2-A421	1.3696801773919336	1.0707429401496384	1.1574273692190553
TCGA-CE-A483-01A	TCGA-CE-A483	-0.2185946580399942	-0.6952242518237223	-0.6187490921904945
TCGA-FY-A76V-01A	TCGA-FY-A76V	-0.7837248032689595	-0.03342612985445719	-0.4288031391260233
TCGA-EL-A3GX-01A	TCGA-EL-A3GX	0.9128679432348855	0.7053422247669675	0.21323325097856152
TCGA-DO-A2HM-01B	TCGA-DO-A2HM	1.4217804548006097	1.7285482767452955	2.0210087885671606
TCGA-IM-A3U2-01A	TCGA-IM-A3U2	0.027752249813231274	0.2626497479600826	-0.8273997601922143
TCGA-EL-A3T0-11A	TCGA-EL-A3T0	0.032874612895063535	0.2743437873832696	0.7293245302735769
TCGA-EL-A3T0-01A	TCGA-EL-A3T0	-0.009209985355159014	-0.01107423103423477	-0.006335530880051962
TCGA-E3-A3E1-01A	TCGA-E3-A3E1	0.12626339932155362	0.17814790575864287	-0.2622113012401494
TCGA-ET-A3BX-01A	TCGA-ET-A3BX	-0.4549517148857055	-0.4456407191200165	-0.7533268372044227
TCGA-BJ-A0ZJ-01A	TCGA-BJ-A0ZJ	1.0432882192978155	1.0629103051498459	1.4139117121370335
TCGA-EL-A3T9-01A	TCGA-EL-A3T9	-0.5678144331304399	1.102510984895605	-0.730727101152316
TCGA-EM-A1YD-01A	TCGA-EM-A1YD	-0.4062486604458435	-0.8372228006862618	-0.16229407282840588
TCGA-EL-A3T6-11A	TCGA-EL-A3T6	0.5601003373278013	0.45644253096352666	1.428718452701808
TCGA-ET-A3BP-01A	TCGA-ET-A3BP	-0.21678489450582303	-0.2837964886356055	-0.23846917749470412
TCGA-EL-A3H1-01A	TCGA-EL-A3H1	-1.0534837026059287	-1.4329475227868467	-0.911898559016181
TCGA-DJ-A3VK-01A	TCGA-DJ-A3VK	-0.6718175954982323	-0.5345712106516884	-0.1233504107145375
TCGA-EM-A4FR-01A	TCGA-EM-A4FR	-0.8859417367455832	-0.7914786058544196	-0.6818633624943048
TCGA-EM-A22M-01A	TCGA-EM-A22M	1.693217170321122	1.4798587925320241	1.8541801079040168
TCGA-EL-A3T8-11A	TCGA-EL-A3T8	-1.362882545058555	-0.8609850142279487	-0.2942770786741004
TCGA-EL-A3ZR-01A	TCGA-EL-A3ZR	-1.161558444956676	-1.1865478451203073	-1.078232771640292
TCGA-DJ-A4UW-01A	TCGA-DJ-A4UW	-0.20934689216431673	0.2823488230862185	-0.20754220360963901
TCGA-DJ-A13V-01A	TCGA-DJ-A13V	-0.11257980968260566	-0.4201255474317388	-0.06048241206494621
TCGA-E8-A417-01A	TCGA-E8-A417	1.1356235507689012	1.1278524037756252	0.8899137371913187
TCGA-EM-A2P1-06A	TCGA-EM-A2P1	1.3194475580789877	1.5392734071843213	1.5476094430842728
TCGA-DJ-A1QQ-01A	TCGA-DJ-A1QQ	-0.578685901581574	-0.3980228906839365	-0.3425512440926353
TCGA-ET-A39R-01A	TCGA-ET-A39R	2.3295185298534564	1.701392239565725	2.2102862144442765
TCGA-ET-A3DR-01A	TCGA-ET-A3DR	-1.4648600856391578	-1.3017872422340957	-1.084023231930658
TCGA-ET-A2N3-01B	TCGA-ET-A2N3	-1.0787002922299076	-2.3715159356539037	-1.076946509188929
TCGA-CE-A485-01A	TCGA-CE-A485	0.08497456372195886	0.5436502603607056	0.1916752359662074
TCGA-ET-A3DT-01A	TCGA-ET-A3DT	1.8658118416970286	1.7209790981001147	2.036227992080136
TCGA-CE-A13K-01A	TCGA-CE-A13K	0.25345581016281077	-0.23601851440933194	-0.059429877795522085
TCGA-DJ-A3V8-01A	TCGA-DJ-A3V8	0.02219451212795256	0.1267543019836483	-0.6302130654685656
TCGA-BJ-A290-01A	TCGA-BJ-A290	-0.8702897202233834	-0.9307945406071468	-0.7809763411102485
TCGA-ET-A3BO-01A	TCGA-ET-A3BO	1.3017623218223637	1.3703806717280624	0.9843581175586767
TCGA-EL-A3N3-01A	TCGA-EL-A3N3	1.270014874226573	0.9204537438935712	0.7657584397291362
TCGA-EL-A3N3-11A	TCGA-EL-A3N3	0.29194358648748703	0.7554535551000797	0.9153651964521778
TCGA-DJ-A1QH-01A	TCGA-DJ-A1QH	0.4456561763149446	0.7819822876637991	-0.06584807220998273
TCGA-J8-A3O2-06A	TCGA-J8-A3O2	-0.37451328983326426	0.1598844832445268	-0.552873565392579
TCGA-DJ-A2Q9-01A	TCGA-DJ-A2Q9	0.8301139292128769	1.597070317835651	1.1379814295019683
TCGA-BJ-A190-01A	TCGA-BJ-A190	-1.699157558423307	-2.1370940510975096	-1.3773817227429703
TCGA-DE-A3KN-01A	TCGA-DE-A3KN	-0.5381110766291305	0.10120148191835734	-0.11480662268546649
TCGA-EM-A3AL-01A	TCGA-EM-A3AL	-0.49259115649785423	-1.8521952587248989	-0.7563145453272404
TCGA-ET-A25R-01A	TCGA-ET-A25R	0.8817320412353471	1.2619141411283032	-0.30901734334501707
TCGA-EM-A1YC-01A	TCGA-EM-A1YC	-1.423044104056102	-1.33165586758758	-0.9980400571660714
TCGA-ET-A3DO-01A	TCGA-ET-A3DO	1.7153553741856018	1.5253419597387194	1.7217908685074819
TCGA-EM-A3SZ-01A	TCGA-EM-A3SZ	1.0028309075244382	0.8541945890273616	0.4293960153490387
TCGA-BJ-A18Z-01A	TCGA-BJ-A18Z	0.26658222405223736	0.7061748618468534	-0.16716955108858825
TCGA-EM-A4FK-01A	TCGA-EM-A4FK	-1.2130896281395567	-1.6257510344701054	-1.1558776429959676
TCGA-EM-A3FK-01A	TCGA-EM-A3FK	-0.684887876811426	-1.2933176402093518	-1.1581457142156923
TCGA-EM-A3SX-01A	TCGA-EM-A3SX	-0.4532211624198497	-0.9412258268690686	-0.33951024820743
TCGA-EL-A3ZH-11A	TCGA-EL-A3ZH	-1.346393916764107	-1.0203321884437202	-0.5299956586121894
TCGA-BJ-A0Z5-01A	TCGA-BJ-A0Z5	0.09584010111274692	-0.2410862028748561	-0.3475266247799682
TCGA-EM-A4FM-01A	TCGA-EM-A4FM	0.3769940662076561	0.6795817104461219	-0.20894491915924246
TCGA-EL-A3GY-01A	TCGA-EL-A3GY	0.16680415343564395	0.16665678735981754	-0.04073190022248881
TCGA-DO-A1JZ-01A	TCGA-DO-A1JZ	-1.734509512347309	-0.8116641441578075	-0.6993851894964513
TCGA-EM-A3AO-01A	TCGA-EM-A3AO	1.7879129926924713	1.4518924237640145	0.6027542285062534
TCGA-ET-A39J-01A	TCGA-ET-A39J	-0.24745806857831706	-0.8923707774785824	-0.8669515376051723
TCGA-E8-A437-01A	TCGA-E8-A437	-0.0969528722787401	-0.05781590663978225	-0.6541615551119334
TCGA-EM-A2OZ-01A	TCGA-EM-A2OZ	0.5130055339551385	0.17841107102630646	-0.06438513153980897
TCGA-EM-A1CW-01A	TCGA-EM-A1CW	0.9321791570924234	0.4997382310894863	0.7951481190495165
TCGA-BJ-A2N9-11A	TCGA-BJ-A2N9	1.4602912721458199	1.606830695749611	2.394284060962614
TCGA-DJ-A3VM-01A	TCGA-DJ-A3VM	-1.2730379478776974	-1.0400934482841548	-0.8190813845253033
TCGA-EM-A2CL-01A	TCGA-EM-A2CL	-1.4320339318384006	-1.724374111026324	-0.9013722850861207
TCGA-ET-A40T-01A	TCGA-ET-A40T	0.6845311550787764	0.6178219754927582	0.7371380936180028
TCGA-ET-A25K-01A	TCGA-ET-A25K	-0.4541776347919201	-0.8492654853999773	-0.6948117000566187
TCGA-FE-A236-01A	TCGA-FE-A236	0.05181434438942624	0.22503118391122284	-0.30530478377917447
TCGA-EL-A3ZQ-01A	TCGA-EL-A3ZQ	0.21402296117486724	0.37176903588241206	0.33138204461661364
TCGA-EL-A3ZQ-11A	TCGA-EL-A3ZQ	-0.5021035291708117	-0.3495344499453968	0.20360771733822045
TCGA-EL-A3CP-01A	TCGA-EL-A3CP	-0.5388757605456829	-0.6381174993922871	-0.9676300363170707
TCGA-DJ-A1QM-01A	TCGA-DJ-A1QM	-0.6329218558698374	-0.1394760834575662	-0.41250099145762564
TCGA-DJ-A3UQ-01A	TCGA-DJ-A3UQ	0.5247095374611438	0.8738533263059567	0.20558275310896673
TCGA-BJ-A0ZF-01A	TCGA-BJ-A0ZF	-1.2397309055970103	-0.4780348135869209	-0.6650648758087806
TCGA-EM-A3O7-01A	TCGA-EM-A3O7	-0.4200636689479166	-0.3017418251791258	-0.3516492494483359
TCGA-IM-A3EB-01A	TCGA-IM-A3EB	1.5413220463213975	1.0416551329093735	0.9289051715673725
TCGA-EL-A3ZO-01A	TCGA-EL-A3ZO	0.8181481682205056	1.445442996356775	0.9709958471769645
TCGA-EL-A3H5-01A	TCGA-EL-A3H5	-0.47729968076381357	0.29292116889399594	0.21842615881979688
TCGA-EL-A3ZK-11A	TCGA-EL-A3ZK	0.9473848726582196	0.9762123432962865	1.440082334362513
TCGA-EM-A3AK-01A	TCGA-EM-A3AK	0.24021811886686656	-0.3007204778523108	-0.09107826978528738
TCGA-ET-A25L-01A	TCGA-ET-A25L	0.3173521143932731	0.26151846540240903	-0.5261529537643588
TCGA-FY-A3ON-01A	TCGA-FY-A3ON	0.21324407572286513	0.17816846724827493	0.5498999600730987
TCGA-DE-A4MB-01A	TCGA-DE-A4MB	0.40973466882192106	0.9039445930834621	-0.6534193825936918
TCGA-EL-A3CT-01A	TCGA-EL-A3CT	0.4386660757884449	0.1381600962849823	-0.333858782089178
TCGA-ET-A2MZ-01A	TCGA-ET-A2MZ	-0.8141966615468018	-0.6900988742838717	-0.9504849739317482
TCGA-EM-A4FU-01A	TCGA-EM-A4FU	-0.5692486573499418	-0.8120016565605008	-0.4100305968490318
