sample_id	patient_id	hla_class_I_score	hla_class_II_score	lymph_score
TCGA-DJ-A2Q6-01A	TCGA-DJ-A2Q6	0.5645769873961499	0.11132315053634358	0.13334634809486107
TCGA-FK-A3SE-01A	TCGA-FK-A3SE	-1.0970888991119185	-0.26417529791170263	-1.011418559260964
TCGA-DJ-A2QA-01A	TCGA-DJ-A2QA	-0.4828716042154079	-0.4848225108345317	-0.3585576237905303
TCGA-FY-A2QD-01A	TCGA-FY-A2QD	-2.106616790223271	-2.3894407739359904	-1.1142261362798629
TCGA-EL-A3GR-01A	TCGA-EL-A3GR	-1.1928356361552943	-0.0635944214979135	-0.5844684316396876
TCGA-EL-A3T7-01A	TCGA-EL-A3T7	0.06542739470970763	-0.04576661185489666	-0.6059976336790865
TCGA-EL-A3T7-11A	TCGA-EL-A3T7	-1.4386989345171257	-0.9993527772716239	-0.5582583512849179
TCGA-FE-A230-01A	TCGA-FE-A230	1.4240358984209764	1.3808899196417916	1.0211237309445642
TCGA-EM-A3FO-01A	TCGA-EM-A3FO	-1.114027255527121	-1.1593556851780111	-0.9019175808142038
TCGA-DJ-A3VB-01A	TCGA-DJ-A3VB	0.9559489835413245	0.5858828088517816	0.2865897020717943
TCGA-BJ-A28X-11A	TCGA-BJ-A28X	1.389140362978431	1.6625814806609658	2.5092615480116773
TCGA-BJ-A28X-01A	TCGA-BJ-A28X	1.3430637066234437	1.5118755855319908	1.9578611935862578
TCGA-DJ-A2QB-01A	TCGA-DJ-A2QB	-0.9653823107041799	-0.9749182626832821	-0.848859269544993
TCGA-DO-A1K0-01A	TCGA-DO-A1K0	-0.21530884811765244	-0.14471424418388126	-0.8047316487794904
TCGA-EL-A4KD-01A	TCGA-EL-A4KD	-0.06722840101559682	0.17856268594537614	-0.11981513931395224
TCGA-BJ-A192-01A	TCGA-BJ-A192	-0.9667728800854425	-0.2792269347528134	-0.999326647634847
TCGA-L6-A4EU-01A	TCGA-L6-A4EU	0.7685878092704762	1.1516838527400377	-0.12221840830504006
TCGA-DJ-A3V0-01A	TCGA-DJ-A3V0	0.7661304679361097	0.2975273556706224	-0.013733597610430394
TCGA-EM-A2P2-01A	TCGA-EM-A2P2	-0.3410183936710824	-1.7344494865760196	-0.4409944439766678
TCGA-BJ-A45G-01A	TCGA-BJ-A45G	-0.8378401944873427	-0.6417343532344267	-0.5292968989408203
TCGA-FY-A3R7-01A	TCGA-FY-A3R7	0.2777295216613292	0.5580628583486333	0.5622488327108696
TCGA-DJ-A3VG-01A	TCGA-DJ-A3VG	-0.5854111383564194	-0.5796438156247036	-0.5487085548890209
TCGA-ET-A25O-01A	TCGA-ET-A25O	-0.9300562813973478	-0.30464633451328016	-1.0336617477602241
TCGA-DJ-A3UR-01A	TCGA-DJ-A3UR	-0.3743301888975788	-0.15420436120871248	-0.6662018330875122
TCGA-E8-A415-01A	TCGA-E8-A415	-0.01770842399491239	0.15963457763637376	-0.10633555476626967
TCGA-DJ-A4UR-01A	TCGA-DJ-A4UR	-0.004592033051943786	-0.4759494251096082	-0.05945009006106477
TCGA-DJ-A13L-01A	TCGA-DJ-A13L	1.20241965439172	1.7930630056962433	1.4405367176401762
TCGA-BJ-A45I-01A	TCGA-BJ-A45I	1.6605393232743775	1.1156940462872889	1.1498801654614645
TCGA-ET-A40S-01A	TCGA-ET-A40S	1.1638822347830136	1.5966887849276177	0.911398260318608
TCGA-EL-A3CZ-01A	TCGA-EL-A3CZ	-1.3226394411613103	-1.0151448446708449	-0.8687854811117428
TCGA-EM-A2P3-01A	TCGA-EM-A2P3	0.21166830139420273	0.37216688107577844	-0.4910230268245691
TCGA-BJ-A2N7-11A	TCGA-BJ-A2N7	-1.0136878736198678	-1.0769477432379613	-0.15526306387394326
TCGA-BJ-A2N7-01A	TCGA-BJ-A2N7	-0.8454401199270241	-0.6760921623284988	-0.810895169734923
TCGA-EL-A3GW-01A	TCGA-EL-A3GW	-0.8154903520137474	-0.955684673039045	-0.9002849103841002
TCGA-DJ-A13P-01A	TCGA-DJ-A13P	-0.3765726529843687	-0.41979820856270283	-0.3561545000304926
TCGA-ET-A39O-01A	TCGA-ET-A39O	1.4478781889591825	0.982617140079124	0.664375496416652
TCGA-IM-A3ED-01A	TCGA-IM-A3ED	0.1743932485777741	0.28268117849005747	0.48647761134009376
TCGA-ET-A39L-01A	TCGA-ET-A39L	-0.581788127854012	-0.7619685019656293	-0.1507911152210577
TCGA-FY-A3YR-01A	TCGA-FY-A3YR	0.2663827008200502	0.6850118097209764	0.08294527311380998
TCGA-KS-A4IB-01A	TCGA-KS-A4IB	0.15609570531860886	-0.5145002851346243	-0.9182415427327473
TCGA-EM-A3ST-11A	TCGA-EM-A3ST	-1.0359838485094128	-0.73007586279675	-0.18044861126418998
TCGA-EM-A3ST-01A	TCGA-EM-A3ST	-0.9746372174184066	-1.037021993002452	-0.2915000194269572
TCGA-E8-A413-01A	TCGA-E8-A413	0.46042176423239706	0.71327753409562	0.35313462151997355
TCGA-EL-A3TA-01A	TCGA-EL-A3TA	-0.002797453374245471	0.290085078902715	0.4207008868366058
TCGA-EL-A3TA-11A	TCGA-EL-A3TA	-0.8934243906558478	-0.7631447430735993	-0.1817322769807053
TCGA-DJ-A2PW-01A	TCGA-DJ-A2PW	1.056419739849326	0.003211195582377115	-0.34465330929924165
TCGA-DJ-A2PO-01A	TCGA-DJ-A2PO	1.1765460101120182	0.7778283028401248	1.223447141587381
TCGA-ET-A3BT-01A	TCGA-ET-A3BT	0.21092192310397997	0.5975015389133702	-0.404018398885952
TCGA-EM-A2CJ-01A	TCGA-EM-A2CJ	-1.4700518378131613	-1.6451293695614388	-0.9675789524874907
