x	y	mpp
53760	2304	0.248
54016	2304	0.248
54272	2304	0.248
55040	2304	0.248
53248	2560	0.248
53504	2560	0.248
53760	2560	0.248
54016	2560	0.248
54272	2560	0.248
54528	2560	0.248
54784	2560	0.248
55040	2560	0.248
55296	2560	0.248
52736	2816	0.248
52992	2816	0.248
53248	2816	0.248
53504	2816	0.248
53760	2816	0.248
54016	2816	0.248
54272	2816	0.248
54528	2816	0.248
54784	2816	0.248
55040	2816	0.248
55296	2816	0.248
55552	2816	0.248
55808	2816	0.248
48384	3072	0.248
48640	3072	0.248
52224	3072	0.248
52480	3072	0.248
52736	3072	0.248
52992	3072	0.248
53248	3072	0.248
53504	3072	0.248
53760	3072	0.248
54016	3072	0.248
54272	3072	0.248
54528	3072	0.248
54784	3072	0.248
55040	3072	0.248
55296	3072	0.248
55552	3072	0.248
55808	3072	0.248
56064	3072	0.248
47872	3328	0.248
48128	3328	0.248
48384	3328	0.248
48640	3328	0.248
48896	3328	0.248
49152	3328	0.248
49408	3328	0.248
49664	3328	0.248
49920	3328	0.248
50176	3328	0.248
50432	3328	0.248
51968	3328	0.248
52224	3328	0.248
52480	3328	0.248
52736	3328	0.248
52992	3328	0.248
53248	3328	0.248
53504	3328	0.248
53760	3328	0.248
54016	3328	0.248
54272	3328	0.248
54528	3328	0.248
54784	3328	0.248
55040	3328	0.248
55296	3328	0.248
55552	3328	0.248
55808	3328	0.248
56064	3328	0.248
56320	3328	0.248
56576	3328	0.248
47872	3584	0.248
48128	3584	0.248
48384	3584	0.248
48640	3584	0.248
48896	3584	0.248
49152	3584	0.248
49408	3584	0.248
49664	3584	0.248
49920	3584	0.248
50176	3584	0.248
50432	3584	0.248
50688	3584	0.248
50944	3584	0.248
51200	3584	0.248
51456	3584	0.248
51712	3584	0.248
51968	3584	0.248
52224	3584	0.248
52480	3584	0.248
52736	3584	0.248
52992	3584	0.248
53248	3584	0.248
53504	3584	0.248
53760	3584	0.248
54016	3584	0.248
54272	3584	0.248
54528	3584	0.248
54784	3584	0.248
55040	3584	0.248
55296	3584	0.248
55552	3584	0.248
55808	3584	0.248
56064	3584	0.248
56320	3584	0.248
56576	3584	0.248
56832	3584	0.248
57088	3584	0.248
47360	3840	0.248
47616	3840	0.248
47872	3840	0.248
48128	3840	0.248
48384	3840	0.248
48640	3840	0.248
48896	3840	0.248
49152	3840	0.248
49408	3840	0.248
49664	3840	0.248
49920	3840	0.248
50176	3840	0.248
50432	3840	0.248
50688	3840	0.248
50944	3840	0.248
51200	3840	0.248
51456	3840	0.248
51712	3840	0.248
51968	3840	0.248
52224	3840	0.248
52480	3840	0.248
52736	3840	0.248
52992	3840	0.248
53248	3840	0.248
53504	3840	0.248
53760	3840	0.248
54016	3840	0.248
54272	3840	0.248
54528	3840	0.248
54784	3840	0.248
55040	3840	0.248
55296	3840	0.248
55552	3840	0.248
55808	3840	0.248
56064	3840	0.248
56320	3840	0.248
56576	3840	0.248
56832	3840	0.248
57088	3840	0.248
57344	3840	0.248
46080	4096	0.248
46336	4096	0.248
46592	4096	0.248
46848	4096	0.248
47104	4096	0.248
47360	4096	0.248
47616	4096	0.248
47872	4096	0.248
48128	4096	0.248
48384	4096	0.248
48640	4096	0.248
48896	4096	0.248
49152	4096	0.248
49408	4096	0.248
49664	4096	0.248
49920	4096	0.248
50176	4096	0.248
50432	4096	0.248
50688	4096	0.248
50944	4096	0.248
51200	4096	0.248
51456	4096	0.248
51712	4096	0.248
51968	4096	0.248
52224	4096	0.248
52480	4096	0.248
52736	4096	0.248
52992	4096	0.248
53248	4096	0.248
53504	4096	0.248
53760	4096	0.248
54016	4096	0.248
54272	4096	0.248
54528	4096	0.248
54784	4096	0.248
55040	4096	0.248
55296	4096	0.248
55552	4096	0.248
55808	4096	0.248
56064	4096	0.248
56320	4096	0.248
56576	4096	0.248
56832	4096	0.248
57088	4096	0.248
57344	4096	0.248
57600	4096	0.248
45824	4352	0.248
46080	4352	0.248
46336	4352	0.248
