x	y	mpp
11520	3840	0.2517
11776	3840	0.2517
12032	3840	0.2517
12544	4352	0.2517
13312	4352	0.2517
13568	4352	0.2517
10752	4608	0.2517
11008	4608	0.2517
11776	4608	0.2517
13312	4608	0.2517
11008	4864	0.2517
12032	4864	0.2517
13568	4864	0.2517
13824	4864	0.2517
13312	5120	0.2517
13568	5120	0.2517
13824	5120	0.2517
17408	5888	0.2517
17664	5888	0.2517
20736	5888	0.2517
17152	6144	0.2517
19968	6144	0.2517
3328	6400	0.2517
5888	6400	0.2517
16384	6400	0.2517
19968	6400	0.2517
20224	6400	0.2517
16384	6656	0.2517
17152	6656	0.2517
4352	6912	0.2517
12544	6912	0.2517
12800	6912	0.2517
13056	6912	0.2517
13312	6912	0.2517
14592	6912	0.2517
14848	6912	0.2517
15104	6912	0.2517
16384	6912	0.2517
16640	6912	0.2517
16896	6912	0.2517
17152	6912	0.2517
17408	6912	0.2517
19200	6912	0.2517
6656	7168	0.2517
12032	7168	0.2517
12288	7168	0.2517
12544	7168	0.2517
12800	7168	0.2517
13056	7168	0.2517
13312	7168	0.2517
14592	7168	0.2517
14848	7168	0.2517
15104	7168	0.2517
16384	7168	0.2517
16640	7168	0.2517
17152	7168	0.2517
17408	7168	0.2517
19200	7168	0.2517
6656	7424	0.2517
11520	7424	0.2517
11776	7424	0.2517
12032	7424	0.2517
12288	7424	0.2517
12544	7424	0.2517
12800	7424	0.2517
13056	7424	0.2517
13312	7424	0.2517
13824	7424	0.2517
14080	7424	0.2517
14336	7424	0.2517
14592	7424	0.2517
14848	7424	0.2517
15104	7424	0.2517
15360	7424	0.2517
16640	7424	0.2517
16896	7424	0.2517
17408	7424	0.2517
17664	7424	0.2517
17920	7424	0.2517
18176	7424	0.2517
4352	7680	0.2517
6656	7680	0.2517
6912	7680	0.2517
11264	7680	0.2517
11520	7680	0.2517
11776	7680	0.2517
12032	7680	0.2517
12288	7680	0.2517
12544	7680	0.2517
12800	7680	0.2517
13056	7680	0.2517
13312	7680	0.2517
13824	7680	0.2517
14080	7680	0.2517
14336	7680	0.2517
14592	7680	0.2517
14848	7680	0.2517
15104	7680	0.2517
17152	7680	0.2517
17408	7680	0.2517
17920	7680	0.2517
18176	7680	0.2517
30464	7680	0.2517
6400	7936	0.2517
6656	7936	0.2517
11008	7936	0.2517
11264	7936	0.2517
11520	7936	0.2517
11776	7936	0.2517
12032	7936	0.2517
12288	7936	0.2517
12544	7936	0.2517
12800	7936	0.2517
13056	7936	0.2517
13312	7936	0.2517
13568	7936	0.2517
13824	7936	0.2517
14080	7936	0.2517
14336	7936	0.2517
14592	7936	0.2517
14848	7936	0.2517
16896	7936	0.2517
17152	7936	0.2517
17408	7936	0.2517
17664	7936	0.2517
6400	8192	0.2517
6656	8192	0.2517
10240	8192	0.2517
10496	8192	0.2517
10752	8192	0.2517
11008	8192	0.2517
11264	8192	0.2517
11520	8192	0.2517
11776	8192	0.2517
12032	8192	0.2517
12288	8192	0.2517
12544	8192	0.2517
12800	8192	0.2517
13056	8192	0.2517
13312	8192	0.2517
13568	8192	0.2517
13824	8192	0.2517
14080	8192	0.2517
14336	8192	0.2517
19456	8192	0.2517
9728	8448	0.2517
9984	8448	0.2517
10240	8448	0.2517
10496	8448	0.2517
10752	8448	0.2517
11008	8448	0.2517
11264	8448	0.2517
11520	8448	0.2517
11776	8448	0.2517
12032	8448	0.2517
12288	8448	0.2517
12544	8448	0.2517
12800	8448	0.2517
13056	8448	0.2517
13312	8448	0.2517
13568	8448	0.2517
13824	8448	0.2517
14080	8448	0.2517
14336	8448	0.2517
14592	8448	0.2517
14848	8448	0.2517
17664	8448	0.2517
17920	8448	0.2517
18176	8448	0.2517
18432	8448	0.2517
18688	8448	0.2517
18944	8448	0.2517
19200	8448	0.2517
19456	8448	0.2517
19968	8448	0.2517
29952	8448	0.2517
30208	8448	0.2517
30720	8448	0.2517
9216	8704	0.2517
9472	8704	0.2517
9728	8704	0.2517
9984	8704	0.2517
10240	8704	0.2517
10496	8704	0.2517
10752	8704	0.2517
11008	8704	0.2517
11264	8704	0.2517
11520	8704	0.2517
11776	8704	0.2517
12032	8704	0.2517
12288	8704	0.2517
12544	8704	0.2517
12800	8704	0.2517
13056	8704	0.2517
13312	8704	0.2517
13568	8704	0.2517
13824	8704	0.2517
14080	8704	0.2517
14336	8704	0.2517
14592	8704	0.2517
