x	y	mpp
82688	1536	0.2472
102912	4608	0.2472
24064	4864	0.2472
98304	4864	0.2472
98560	4864	0.2472
98816	4864	0.2472
99072	4864	0.2472
99328	4864	0.2472
99584	4864	0.2472
99840	4864	0.2472
100096	4864	0.2472
100352	4864	0.2472
100608	4864	0.2472
100864	4864	0.2472
101120	4864	0.2472
101376	4864	0.2472
102400	4864	0.2472
102656	4864	0.2472
102912	4864	0.2472
103168	4864	0.2472
23296	5120	0.2472
23552	5120	0.2472
23808	5120	0.2472
24064	5120	0.2472
24320	5120	0.2472
24576	5120	0.2472
24832	5120	0.2472
25088	5120	0.2472
25344	5120	0.2472
25600	5120	0.2472
25856	5120	0.2472
26112	5120	0.2472
26368	5120	0.2472
26624	5120	0.2472
26880	5120	0.2472
27136	5120	0.2472
27392	5120	0.2472
27648	5120	0.2472
27904	5120	0.2472
96000	5120	0.2472
96256	5120	0.2472
96512	5120	0.2472
96768	5120	0.2472
97024	5120	0.2472
97280	5120	0.2472
97536	5120	0.2472
97792	5120	0.2472
98048	5120	0.2472
98304	5120	0.2472
98560	5120	0.2472
98816	5120	0.2472
99072	5120	0.2472
99328	5120	0.2472
99584	5120	0.2472
99840	5120	0.2472
100096	5120	0.2472
100352	5120	0.2472
100608	5120	0.2472
100864	5120	0.2472
101120	5120	0.2472
101376	5120	0.2472
101632	5120	0.2472
101888	5120	0.2472
102144	5120	0.2472
102400	5120	0.2472
102656	5120	0.2472
102912	5120	0.2472
103168	5120	0.2472
103424	5120	0.2472
106240	5120	0.2472
106496	5120	0.2472
106752	5120	0.2472
107008	5120	0.2472
107264	5120	0.2472
107520	5120	0.2472
107776	5120	0.2472
108032	5120	0.2472
108288	5120	0.2472
108544	5120	0.2472
108800	5120	0.2472
109056	5120	0.2472
109312	5120	0.2472
109568	5120	0.2472
109824	5120	0.2472
111104	5120	0.2472
111360	5120	0.2472
111616	5120	0.2472
111872	5120	0.2472
112128	5120	0.2472
112384	5120	0.2472
112640	5120	0.2472
112896	5120	0.2472
19968	5376	0.2472
20224	5376	0.2472
20480	5376	0.2472
20736	5376	0.2472
20992	5376	0.2472
21248	5376	0.2472
21504	5376	0.2472
21760	5376	0.2472
22016	5376	0.2472
22272	5376	0.2472
22528	5376	0.2472
22784	5376	0.2472
23040	5376	0.2472
23296	5376	0.2472
23552	5376	0.2472
23808	5376	0.2472
24064	5376	0.2472
24320	5376	0.2472
24576	5376	0.2472
24832	5376	0.2472
25088	5376	0.2472
25344	5376	0.2472
25600	5376	0.2472
25856	5376	0.2472
26112	5376	0.2472
26368	5376	0.2472
26624	5376	0.2472
26880	5376	0.2472
27136	5376	0.2472
27392	5376	0.2472
27648	5376	0.2472
27904	5376	0.2472
28160	5376	0.2472
28416	5376	0.2472
95232	5376	0.2472
95488	5376	0.2472
95744	5376	0.2472
96000	5376	0.2472
96256	5376	0.2472
96512	5376	0.2472
96768	5376	0.2472
97024	5376	0.2472
97280	5376	0.2472
97536	5376	0.2472
97792	5376	0.2472
98048	5376	0.2472
98304	5376	0.2472
98560	5376	0.2472
98816	5376	0.2472
99072	5376	0.2472
99328	5376	0.2472
99584	5376	0.2472
99840	5376	0.2472
100096	5376	0.2472
100352	5376	0.2472
100608	5376	0.2472
100864	5376	0.2472
101120	5376	0.2472
101376	5376	0.2472
101632	5376	0.2472
101888	5376	0.2472
102144	5376	0.2472
102400	5376	0.2472
102656	5376	0.2472
102912	5376	0.2472
103168	5376	0.2472
103424	5376	0.2472
104448	5376	0.2472
104704	5376	0.2472
104960	5376	0.2472
105216	5376	0.2472
105472	5376	0.2472
105728	5376	0.2472
105984	5376	0.2472
106240	5376	0.2472
106496	5376	0.2472
106752	5376	0.2472
107008	5376	0.2472
107264	5376	0.2472
107520	5376	0.2472
107776	5376	0.2472
108032	5376	0.2472
108288	5376	0.2472
108544	5376	0.2472
108800	5376	0.2472
109056	5376	0.2472
109312	5376	0.2472
109568	5376	0.2472
109824	5376	0.2472
110080	5376	0.2472
110336	5376	0.2472
110592	5376	0.2472
110848	5376	0.2472
111104	5376	0.2472
111360	5376	0.2472
111616	5376	0.2472
111872	5376	0.2472
112128	5376	0.2472
112384	5376	0.2472
112640	5376	0.2472
112896	5376	0.2472
113152	5376	0.2472
113408	5376	0.2472
113664	5376	0.2472
113920	5376	0.2472
114176	5376	0.2472
114432	5376	0.2472
114688	5376	0.2472
