x	y	mpp
35840	3584	0.2505
36096	3584	0.2505
36352	3584	0.2505
36608	3584	0.2505
32256	3840	0.2505
33280	3840	0.2505
33536	3840	0.2505
33792	3840	0.2505
34048	3840	0.2505
34304	3840	0.2505
34560	3840	0.2505
34816	3840	0.2505
35072	3840	0.2505
35328	3840	0.2505
35584	3840	0.2505
35840	3840	0.2505
36096	3840	0.2505
36352	3840	0.2505
36608	3840	0.2505
36864	3840	0.2505
37120	3840	0.2505
37376	3840	0.2505
37632	3840	0.2505
37888	3840	0.2505
29952	4096	0.2505
30208	4096	0.2505
31744	4096	0.2505
32000	4096	0.2505
32256	4096	0.2505
32512	4096	0.2505
32768	4096	0.2505
33024	4096	0.2505
33280	4096	0.2505
33536	4096	0.2505
33792	4096	0.2505
34048	4096	0.2505
34304	4096	0.2505
34560	4096	0.2505
34816	4096	0.2505
35072	4096	0.2505
35328	4096	0.2505
35584	4096	0.2505
35840	4096	0.2505
36096	4096	0.2505
36352	4096	0.2505
36608	4096	0.2505
36864	4096	0.2505
37120	4096	0.2505
37376	4096	0.2505
37632	4096	0.2505
37888	4096	0.2505
38144	4096	0.2505
29696	4352	0.2505
29952	4352	0.2505
30208	4352	0.2505
30464	4352	0.2505
31744	4352	0.2505
32000	4352	0.2505
32256	4352	0.2505
32512	4352	0.2505
32768	4352	0.2505
33024	4352	0.2505
33280	4352	0.2505
33536	4352	0.2505
33792	4352	0.2505
34048	4352	0.2505
34304	4352	0.2505
34560	4352	0.2505
34816	4352	0.2505
35072	4352	0.2505
35328	4352	0.2505
35584	4352	0.2505
35840	4352	0.2505
36096	4352	0.2505
36352	4352	0.2505
36608	4352	0.2505
36864	4352	0.2505
37120	4352	0.2505
37376	4352	0.2505
37632	4352	0.2505
37888	4352	0.2505
38144	4352	0.2505
38400	4352	0.2505
27392	4608	0.2505
27648	4608	0.2505
27904	4608	0.2505
28160	4608	0.2505
28672	4608	0.2505
28928	4608	0.2505
29440	4608	0.2505
29696	4608	0.2505
29952	4608	0.2505
30208	4608	0.2505
30464	4608	0.2505
30720	4608	0.2505
31232	4608	0.2505
31488	4608	0.2505
31744	4608	0.2505
32000	4608	0.2505
32256	4608	0.2505
32512	4608	0.2505
32768	4608	0.2505
33024	4608	0.2505
33280	4608	0.2505
33536	4608	0.2505
33792	4608	0.2505
34048	4608	0.2505
34304	4608	0.2505
34560	4608	0.2505
34816	4608	0.2505
35072	4608	0.2505
35328	4608	0.2505
35584	4608	0.2505
35840	4608	0.2505
36096	4608	0.2505
36352	4608	0.2505
36608	4608	0.2505
36864	4608	0.2505
37120	4608	0.2505
37376	4608	0.2505
37632	4608	0.2505
37888	4608	0.2505
38144	4608	0.2505
38400	4608	0.2505
26880	4864	0.2505
27136	4864	0.2505
27392	4864	0.2505
27648	4864	0.2505
27904	4864	0.2505
28160	4864	0.2505
28416	4864	0.2505
28672	4864	0.2505
28928	4864	0.2505
29184	4864	0.2505
29440	4864	0.2505
29696	4864	0.2505
29952	4864	0.2505
30208	4864	0.2505
30464	4864	0.2505
30720	4864	0.2505
30976	4864	0.2505
31232	4864	0.2505
31488	4864	0.2505
31744	4864	0.2505
32000	4864	0.2505
32256	4864	0.2505
32512	4864	0.2505
32768	4864	0.2505
33024	4864	0.2505
33280	4864	0.2505
33536	4864	0.2505
33792	4864	0.2505
34048	4864	0.2505
34304	4864	0.2505
34560	4864	0.2505
34816	4864	0.2505
35072	4864	0.2505
35328	4864	0.2505
35584	4864	0.2505
35840	4864	0.2505
36096	4864	0.2505
36352	4864	0.2505
36608	4864	0.2505
36864	4864	0.2505
37120	4864	0.2505
37376	4864	0.2505
37632	4864	0.2505
37888	4864	0.2505
38144	4864	0.2505
38400	4864	0.2505
46848	4864	0.2505
26624	5120	0.2505
26880	5120	0.2505
27136	5120	0.2505
27392	5120	0.2505
27648	5120	0.2505
27904	5120	0.2505
28160	5120	0.2505
28416	5120	0.2505
28672	5120	0.2505
28928	5120	0.2505
29184	5120	0.2505
29440	5120	0.2505
29696	5120	0.2505
29952	5120	0.2505
30208	5120	0.2505
30464	5120	0.2505
30720	5120	0.2505
30976	5120	0.2505
31232	5120	0.2505
31488	5120	0.2505
31744	5120	0.2505
32000	5120	0.2505
32256	5120	0.2505
32512	5120	0.2505
32768	5120	0.2505
33024	5120	0.2505
33280	5120	0.2505
33536	5120	0.2505
33792	5120	0.2505
