chembl_id	name	smiles	max_phase	first_approval	oral	parenteral	withdrawn	molecule_type
CHEMBL936	diphenidol	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	4.0	1967.0	True	False	False	Small molecule
CHEMBL937	diethylcarbamazine citrate	CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O	4.0	1950.0	True	False	False	Small molecule
CHEMBL163	ritonavir	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	4.0	1996.0	True	False	False	Small molecule
CHEMBL939	gefitinib	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	4.0	2003.0	True	False	False	Small molecule
CHEMBL940	gabapentin	NCC1(CC(=O)O)CCCCC1	4.0	1993.0	True	False	False	Small molecule
CHEMBL291338	3,3',4',5-tetrachlorosalicylanilide	O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O	4.0		False	False	True	Small molecule
CHEMBL58323	lacosamide	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	4.0	2008.0	True	True	False	Small molecule
CHEMBL941	imatinib	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	4.0	2001.0	True	False	False	Small molecule
CHEMBL301265	pramipexole	CCCN[C@H]1CCc2nc(N)sc2C1	4.0	1997.0	True	False	False	Small molecule
CHEMBL942	bisacodyl	CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1	4.0	2004.0	True	False	False	Small molecule
CHEMBL56337	epalrestat	CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1	4.0	1992.0	True	False	False	Small molecule
CHEMBL944	chloroprocaine hydrochloride	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl	4.0	1955.0	False	True	False	Small molecule
CHEMBL945	amiloride	N=C(N)NC(=O)c1nc(Cl)c(N)nc1N	4.0	1981.0	True	False	False	Small molecule
CHEMBL946	azatadine	CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1	4.0	1977.0	True	False	False	Small molecule
CHEMBL58510	chloroquine phosphate	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O	4.0	1949.0	True	False	False	Small molecule
CHEMBL951	iophendylate	CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1	4.0	1982.0	False	True	False	Small molecule
CHEMBL294199	capsaicin	COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O	4.0	2009.0	False	False	False	Small molecule
CHEMBL953	entacapone	CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1	4.0	1998.0	True	False	False	Small molecule
CHEMBL61593	cyclothiazide	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O	4.0	1982.0	True	False	False	Small molecule
CHEMBL956	suprofen	CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1	4.0	1985.0	False	False	True	Small molecule
CHEMBL957	bosentan	COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO	4.0	2001.0	True	False	False	Small molecule
CHEMBL959	rimantadine	CC(N)C12CC3CC(CC(C3)C1)C2	4.0	1993.0	True	False	False	Small molecule
CHEMBL960	leflunomide	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	4.0	1998.0	True	False	False	Small molecule
CHEMBL62193	sulfadimethoxine	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	4.0		False	False	True	Small molecule
CHEMBL61006	phenylpropanolamine	CC(N)C(O)c1ccccc1	4.0	1958.0	True	False	True	Small molecule
CHEMBL962	epoprostenol sodium	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O.[Na+]	4.0	1995.0	False	True	False	Small molecule
CHEMBL963	oxymorphone	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	4.0	1959.0	True	True	False	Small molecule
CHEMBL964	disulfiram	CCN(CC)C(=S)SSC(=S)N(CC)CC	4.0	1951.0	True	False	False	Small molecule
CHEMBL965	carbamoylcholine	C[N+](C)(C)CCOC(N)=O	4.0	1972.0	False	True	False	Small molecule
CHEMBL967	temazepam	CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	4.0	1981.0	True	False	False	Small molecule
CHEMBL968	flurazepam	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	4.0	1970.0	True	False	False	Small molecule
CHEMBL969	prazepam	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1	4.0	1982.0	True	False	False	Small molecule
CHEMBL970	halazepam	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F	4.0	1981.0	True	False	False	Small molecule
CHEMBL971	pentobarbital sodium	CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+]	4.0	1973.0	True	True	True	Small molecule
CHEMBL972	selegiline	C#CCN(C)[C@H](C)Cc1ccccc1	4.0	1989.0	True	False	False	Small molecule
CHEMBL973	teriflunomide	C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1	4.0	2012.0	True	False	False	Small molecule
CHEMBL975	mesna	O=S(=O)([O-])CCS.[Na+]	4.0	1988.0	True	True	False	Small molecule
CHEMBL64391	itraconazole	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	4.0	1992.0	True	True	False	Small molecule
CHEMBL64894	gentian violet	CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]	4.0	1982.0	False	False	True	Small molecule
CHEMBL976	praziquantel	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	4.0	1982.0	True	False	False	Small molecule
CHEMBL977	hydrocortisone hemisuccinate anhydrous	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O	4.0	1955.0	False	True	False	Small molecule
CHEMBL978	methacholine	CC(=O)OC(C)C[N+](C)(C)C	4.0	1986.0	False	False	False	Small molecule
CHEMBL979	meprobamate	CCCC(C)(COC(N)=O)COC(N)=O	4.0	1955.0	True	False	True	Small molecule
CHEMBL980	guaifenesin	COc1ccccc1OCC(O)CO	4.0	2002.0	True	False	False	Small molecule
CHEMBL981	fenofibric acid	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	4.0	2008.0	True	False	False	Small molecule
CHEMBL982	nalmefene	C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	4.0	1995.0	False	True	False	Small molecule
CHEMBL983	succinylcholine chloride	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]	4.0	1952.0	False	True	False	Small molecule
CHEMBL984	mivacurium chloride	COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-]	4.0	1992.0	False	True	False	Small molecule
CHEMBL985	urea	NC(N)=O	4.0	1982.0	True	True	False	Small molecule
CHEMBL65375	tipiracil hydrochloride	Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl	4.0	2015.0	True	False	False	Small molecule
CHEMBL291657	crinecerfont	C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1	4.0	2024.0	True	False	False	Small molecule
CHEMBL63857	phenolphthalein	O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21	4.0		False	False	True	Small molecule
CHEMBL986	retinol	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	4.0	1982.0	True	True	False	Small molecule
CHEMBL989	fluocinolone acetonide	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	4.0	1963.0	False	True	False	Small molecule
CHEMBL990	butenafine	CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12	4.0	1996.0	False	False	False	Small molecule
CHEMBL991	stavudine	Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O	4.0	1994.0	True	False	False	Small molecule
CHEMBL995	losartan potassium	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+]	4.0	1995.0	True	False	False	Small molecule
CHEMBL996	cefoxitin	CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	4.0	1978.0	False	True	False	Small molecule
CHEMBL70046	sorivudine	O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br	4.0		False	False	True	Small molecule
CHEMBL997	ibandronic acid	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	4.0	1996.0	True	True	False	Small molecule
CHEMBL998	loratadine	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	4.0	1993.0	True	False	False	Small molecule
CHEMBL305660	ebastine	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	4.0	1990.0	True	False	False	Small molecule
CHEMBL1000	cetirizine	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	4.0	1995.0	True	True	False	Small molecule
CHEMBL70418	clobazam	CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	4.0	2005.0	True	False	False	Small molecule
CHEMBL1002	levosalbutamol	CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1	4.0	1999.0	False	False	False	Small molecule
CHEMBL1003	clavulanate potassium	O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+]	4.0	1984.0	True	True	False	Small molecule
CHEMBL1004	doxylamine	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	4.0	1948.0	True	False	False	Small molecule
CHEMBL70972	seratrodast	CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O	4.0	1995.0	True	False	False	Small molecule
CHEMBL1005	remifentanil	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1	4.0	1996.0	False	True	False	Small molecule
CHEMBL70927	deferiprone	Cc1c(O)c(=O)ccn1C	4.0	1999.0	True	False	False	Small molecule
CHEMBL1006	amifostine	NCCCNCCSP(=O)(O)O	4.0	1995.0	False	True	False	Small molecule
CHEMBL1008	bepridil	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	4.0	1990.0	True	False	False	Small molecule
CHEMBL1009	levodopa	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	4.0	1970.0	True	False	False	Small molecule
CHEMBL1010	cefotaxime sodium	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+]	4.0	1981.0	False	True	False	Small molecule
CHEMBL308954	etravirine	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br	4.0	2008.0	True	False	False	Small molecule
CHEMBL306700	viloxazine	CCOc1ccccc1OCC1CNCCO1	4.0	2021.0	True	False	False	Small molecule
CHEMBL1013	loracarbef anhydrous	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1	4.0	1991.0	True	False	False	Small molecule
CHEMBL74632	moxalactam	CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	4.0	1982.0	False	True	False	Small molecule
CHEMBL1014	candesartan cilexetil	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	4.0	1998.0	True	False	False	Small molecule
CHEMBL1015	evans blue free acid	Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O	4.0	1982.0	False	True	False	Small molecule
CHEMBL1017	telmisartan	CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	4.0	1998.0	True	False	False	Small molecule
CHEMBL1018	dienestrol	C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1	4.0	1947.0	False	False	True	Small molecule
CHEMBL75435	dexketoprofen	C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1	4.0	1994.0	True	False	False	Small molecule
CHEMBL73234	carbetapentane	CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1	4.0		True	False	True	Small molecule
CHEMBL1020	tolmetin	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	4.0	1976.0	True	False	False	Small molecule
CHEMBL1021	nepafenac	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	4.0	2005.0	False	False	False	Small molecule
CHEMBL75880	perhexiline	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1	4.0	1974.0	False	False	True	Small molecule
CHEMBL1023	bexarotene	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	4.0	1999.0	True	False	False	Small molecule
CHEMBL1024	ifosfamide	O=P1(NCCCl)OCCCN1CCCl	4.0	1988.0	False	True	False	Small molecule
CHEMBL1025	isoflurophate	CC(C)OP(=O)(F)OC(C)C	4.0	1957.0	False	False	False	Small molecule
CHEMBL1026	fenoldopam mesylate	CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1	4.0	1997.0	False	True	False	Small molecule
CHEMBL1027	tiagabine	Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C	4.0	1997.0	True	False	False	Small molecule
CHEMBL76370	tegaserod	CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12	4.0	2002.0	True	False	True	Small molecule
CHEMBL431770	istradefylline	CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O	4.0	2013.0	True	False	False	Small molecule
CHEMBL1029	miglustat	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	4.0	2002.0	True	False	False	Small molecule
CHEMBL1034	diclofenac sodium	O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]	4.0	1988.0	True	True	False	Small molecule
CHEMBL1037	guanadrel	N=C(N)NCC1COC2(CCCCC2)O1	4.0	1982.0	True	False	False	Small molecule
CHEMBL1040	calcifediol anhydrous	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12	4.0	1980.0	True	False	False	Small molecule
CHEMBL1042	cholecalciferol	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12	4.0	1999.0	True	True	False	Small molecule
CHEMBL1043	dapsone	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	4.0	1979.0	True	False	False	Small molecule
CHEMBL1046	aminocaproic acid	NCCCCCC(=O)O	4.0	1964.0	True	True	False	Small molecule
CHEMBL421701	dithiazanine iodide	CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]	4.0		False	False	True	Small molecule
CHEMBL311498	cianidanol	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2	4.0	1977.0	False	False	True	Small molecule
CHEMBL420762	mozavaptan	Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1	4.0	2006.0	True	False	False	Small molecule
CHEMBL1051	latanoprost	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O	4.0	1996.0	False	False	False	Small molecule
CHEMBL1054	trichlormethiazide	NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O	4.0	1960.0	True	False	False	Small molecule
CHEMBL1055	chlorthalidone	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	4.0	1960.0	True	False	False	Small molecule
CHEMBL316157	cephaloridine	O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12	4.0		False	False	True	Small molecule
CHEMBL1057	fluorescein	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	4.0	1976.0	False	True	False	Small molecule
CHEMBL1059	pregabalin	CC(C)C[C@H](CN)CC(=O)O	4.0	2004.0	True	False	False	Small molecule
CHEMBL1060	sodium phosphate, dibasic, anhydrous	O=P([O-])([O-])O.[Na+].[Na+]	4.0	1957.0	True	True	False	Small molecule
CHEMBL1064	simvastatin	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	4.0	1991.0	True	False	False	Small molecule
CHEMBL83063	ritodrine	CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1	4.0	1982.0	True	True	False	Small molecule
CHEMBL1065	methysergide	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1	4.0	1962.0	True	False	False	Small molecule
CHEMBL1068	oxcarbazepine	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	4.0	2000.0	True	False	False	Small molecule
CHEMBL1069	valsartan	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C	4.0	1996.0	True	False	False	Small molecule
CHEMBL315838	encainide	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1	4.0	1986.0	False	False	True	Small molecule
CHEMBL86304	moclobemide	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	4.0	1990.0	True	False	False	Small molecule
CHEMBL85231	medifoxamine	CN(C)CC(Oc1ccccc1)Oc1ccccc1	4.0		False	False	True	Small molecule
CHEMBL1070	nabumetone	COc1ccc2cc(CCC(C)=O)ccc2c1	4.0	1991.0	True	False	False	Small molecule
CHEMBL1071	oxaprozin	O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1	4.0	1992.0	True	False	False	Small molecule
CHEMBL86715	procyclidine	OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1	4.0	1955.0	True	False	False	Small molecule
CHEMBL1072	bumetanide	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	4.0	1983.0	True	True	False	Small molecule
CHEMBL1073	glipizide	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	4.0	1984.0	True	False	False	Small molecule
CHEMBL87493	fenfluramine	CCNC(C)Cc1cccc(C(F)(F)F)c1	4.0	1963.0	True	False	True	Small molecule
CHEMBL1075	moricizine	CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2	4.0	1990.0	True	False	False	Small molecule
CHEMBL87992	eslicarbazepine acetate	CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21	4.0	2009.0	True	False	False	Small molecule
CHEMBL1077	bromfenac	Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1	4.0	1997.0	False	False	True	Small molecule
CHEMBL1079	tizanidine	Clc1ccc2nsnc2c1NC1=NCCN1	4.0	1996.0	True	False	False	Small molecule
CHEMBL89598	vigabatrin	C=CC(N)CCC(=O)O	4.0	2009.0	True	False	False	Small molecule
CHEMBL90555	vincristine	CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	4.0	1963.0	False	True	False	Small molecule
CHEMBL1082	amoxicillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	4.0	1974.0	True	False	False	Small molecule
CHEMBL313972	masoprocol	C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1	4.0	1992.0	False	False	False	Small molecule
CHEMBL314854	fingolimod	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	4.0	2010.0	True	False	False	Small molecule
CHEMBL91397	rupatadine	Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1	4.0	2001.0	True	False	False	Small molecule
CHEMBL1085	acetophenazine	CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	4.0	1961.0	True	False	False	Small molecule
CHEMBL1086	dibucaine	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	4.0	1982.0	False	True	False	Small molecule
CHEMBL1087	mepivacaine	Cc1cccc(C)c1NC(=O)C1CCCCN1C	4.0	1960.0	False	True	False	Small molecule
CHEMBL1088	mesoridazine	CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21	4.0	1970.0	True	True	False	Small molecule
CHEMBL1089	phenelzine	NNCCc1ccccc1	4.0	1961.0	True	False	False	Small molecule
CHEMBL1090	vidarabine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	4.0	1976.0	False	True	False	Small molecule
CHEMBL90593	prasterone	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	4.0		False	False	True	Small molecule
CHEMBL1091	hydrocortisone acetate	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	4.0	1951.0	False	True	False	Small molecule
CHEMBL1092	trihexyphenidyl hydrochloride	Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1	4.0	1949.0	True	False	False	Small molecule
CHEMBL1093	articaine	CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC	4.0	2000.0	False	True	False	Small molecule
CHEMBL1094	felbamate	NC(=O)OCC(COC(N)=O)c1ccccc1	4.0	1993.0	True	False	False	Small molecule
CHEMBL1095	ethotoin	CCN1C(=O)NC(c2ccccc2)C1=O	4.0	1957.0	True	False	False	Small molecule
CHEMBL1096	amlexanox	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	4.0	1996.0	False	False	False	Small molecule
CHEMBL94081	alclofenac	C=CCOc1ccc(CC(=O)O)cc1Cl	4.0		False	False	True	Small molecule
CHEMBL1098	bupivacaine	CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	4.0	1972.0	False	True	False	Small molecule
CHEMBL93268	sodium nitrite	O=N[O-].[Na+]	4.0	2011.0	False	True	False	Small molecule
CHEMBL1100	paramethadione	CCC1(C)OC(=O)N(C)C1=O	4.0	1949.0	True	False	False	Small molecule
CHEMBL1101	biperiden	OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	4.0	1959.0	True	True	False	Small molecule
CHEMBL1102	glutethimide	CCC1(c2ccccc2)CCC(=O)NC1=O	4.0	1976.0	True	False	False	Small molecule
CHEMBL1103	furazolidone	O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	4.0	1958.0	True	False	False	Small molecule
CHEMBL1104	edrophonium	CC[N+](C)(C)c1cccc(O)c1	4.0	1951.0	False	True	False	Small molecule
CHEMBL1106	epinastine	NC1=NCC2c3ccccc3Cc3ccccc3N12	4.0	2003.0	False	False	False	Small molecule
CHEMBL1107	halofantrine	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	4.0	1992.0	True	False	False	Small molecule
CHEMBL1108	droperidol	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	4.0	1970.0	False	True	True	Small molecule
CHEMBL94454	mizolastine	CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1	4.0	1998.0	True	False	False	Small molecule
CHEMBL1109	sulfaphenazole	Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	4.0	1982.0	True	False	False	Small molecule
CHEMBL1110	alosetron	Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O	4.0	2000.0	True	False	False	Small molecule
CHEMBL94394	bufexamac	CCCCOc1ccc(CC(=O)NO)cc1	4.0		False	False	True	Small molecule
CHEMBL316561	proglumide	CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1	4.0		False	False	True	Small molecule
CHEMBL1111	ambrisentan	COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O	4.0	2007.0	True	False	False	Small molecule
CHEMBL1112	aripiprazole	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	4.0	2002.0	True	True	False	Small molecule
CHEMBL1113	amoxapine	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2	4.0	1980.0	True	False	False	Small molecule
CHEMBL1115	pyridostigmine	CN(C)C(=O)Oc1ccc[n+](C)c1	4.0	1955.0	True	True	False	Small molecule
CHEMBL1116	raloxifene hydrochloride	Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	4.0	1997.0	True	False	False	Small molecule
CHEMBL1117	idarubicin	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O	4.0	1990.0	False	True	False	Small molecule
CHEMBL95889	betaine	C[N+](C)(C)CC(=O)O	4.0	1996.0	True	False	False	Small molecule
CHEMBL1118	desvenlafaxine	CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1	4.0	2008.0	True	False	False	Small molecule
CHEMBL319144	minodronic acid	O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	4.0	2009.0	True	False	False	Small molecule
CHEMBL328190	lasofoxifene	Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1	4.0	2009.0	True	False	False	Small molecule
