gene	log2FC_B_vs_A	cohen_d_B_vs_A	p_value	padj
AL137798.1	-0.005811476552986569	-0.10963384942364707	0.5084697893053046	0.7094025625379717
ZNF595	-0.044542570938644666	-0.12023136416981	0.5084928122713782	0.7094025625379717
AC073626.1	-0.0005796075693997839	-0.10515950525103909	0.5085054960115694	0.7094025625379717
SPATA13-AS1	-0.0034279195140779622	-0.10145023331675412	0.5085073733943455	0.7094025625379717
AC010809.2	-0.014535333479280016	-0.11349195931955942	0.5085222266051544	0.7094041453539209
XPC	-0.09341197676793911	-0.10928425826367974	0.508563405218811	0.7094317113707308
AC009063.1	-0.0003827162043109202	-0.10694205084451483	0.5085727269484065	0.7094317113707308
RN7SL567P	-0.0006828480752749993	-0.10683399304353905	0.5085831442483101	0.7094317113707308
AC078860.3	-0.0010501506501780968	-0.09806058053498423	0.5086973998541123	0.7095552562554635
AP003041.1	0.005505486218231576	0.10583666158610444	0.5087004045681975	0.7095552562554635
AC016292.2	0.002175983829188443	0.12063610876860487	0.5087128767653895	0.7095552562554635
AC008114.1	0.0022448804875931875	0.11625336986821214	0.5087429840587689	0.7095687842055697
COL4A2-AS2	-0.009186250509890088	-0.0994345142764909	0.5087500192068555	0.7095687842055697
AP002761.2	-0.004116070050655549	-0.11525363733635825	0.5087937098459783	0.7095984326860776
LINC00399	-0.00037722120484698986	-0.10687449442338924	0.5087987214931907	0.7095984326860776
LINC02868	-0.0017481493373195864	-0.1044503055281313	0.5088233804694823	0.7096020359254475
AC023669.1	0.0019302586856384154	0.13608740861792756	0.508828750016739	0.7096020359254475
AC103792.1	-0.0020333045642293938	-0.121976703006973	0.5088704778348948	0.7096410905671434
RN7SL472P	0.008137676553903343	0.1323788849144532	0.5089127832763302	0.7096768631349896
MIR4538	0.00574821747793851	0.11962266287064018	0.5089235774909558	0.7096768631349896
ACTG1P11	0.0067976282772426	0.1255449250468032	0.5089942415862769	0.7097534551190963
TRAJ26	0.0009658367350387346	0.12860054836651397	0.509010026698923	0.7097534551190963
RPL21P41	0.0017901405194992231	0.11538372854545609	0.5090331765272114	0.7097534551190963
HLA-B	0.12129807799378511	0.12162395383040515	0.5090341206469545	0.7097534551190963
DEFB109B	-0.000451397317951187	-0.10046048423498063	0.5090600301934272	0.7097534551190963
LINC00608	-0.001694332260177676	-0.10616055170215252	0.5090608554642564	0.7097534551190963
TRBV5-5	0.013852359904838261	0.12649859519413262	0.5090904435713333	0.7097755709764684
EHD3	-0.06838362183781799	-0.12040781997161437	0.509198115001603	0.709906546732304
AC008543.1	-0.021894924514790248	-0.10983339662452755	0.5092338698070259	0.7099221805087015
AC105339.4	0.006615989496920813	0.11205831079576914	0.5092367860147602	0.7099221805087015
AC092070.3	-0.0012391195564118549	-0.11586221534455751	0.5092535552201924	0.7099264192050297
UQCRC2P1	0.0009656870995428202	0.11748581549542604	0.5093757325751312	0.7100682364761923
S1PR3	-0.07608105556702904	-0.1181506282708991	0.5093827483576189	0.7100682364761923
AC245033.3	-0.002243404216698188	-0.10662743646750368	0.5094304982455182	0.7101000917758762
ATP5MFP2	0.02708211449562732	0.12079551540013578	0.5094373479155989	0.7101000917758762
AL138688.2	-0.007192608094324898	-0.11160615291275003	0.5094467967123674	0.7101000917758762
FOXF1	-0.08482288471915655	-0.1120297166153482	0.5095466439936283	0.7102201214974261
VTI1BP3	0.0011430572989223403	0.1163790269651178	0.5095881859017046	0.7102588793068394
AC026412.2	-0.011708702450496933	-0.11505675182956902	0.5096050155840753	0.7102631923041377
SATB2	-0.0735774776739182	-0.11326167798555646	0.5096371078009433	0.7102887766890704
RPS26P54	-0.0024552377009377183	-0.11428404913761375	0.5097917868421888	0.7104852061609646
PLA2G2D	0.13596084287712085	0.12366955904998551	0.5098141338014712	0.7104972018058989
RPS2P35	0.011654129764823745	0.11001309719603121	0.5098541539920914	0.7105309343514731
ENPP2	0.17347675239848392	0.1125931845377564	0.5098761436751549	0.7105309343514731
RNU7-195P	0.0015278977456064952	0.12193782515783085	0.509890413735795	0.7105309343514731
AL121790.1	0.005016526888657481	0.11537043375229102	0.5098933001266426	0.7105309343514731
PRORP	-0.03770915110332318	-0.11657142243123751	0.5099096173961167	0.7105345250652275
ZNF679	-0.0007465042080906228	-0.10318112536814385	0.510006231290948	0.7106472859508389
AC022973.1	0.0011735237201163365	0.12121244627314984	0.5100180247182908	0.7106472859508389
AC012409.4	-0.001970635821481855	-0.11137020853450262	0.51006944742001	0.7106997870163053
AC013564.1	0.002615954267067592	0.11817521557455701	0.5101103184365788	0.7107235093895358
AC026191.1	0.027479214850179623	0.11387978186215938	0.5101273071001587	0.7107235093895358
AL645937.3	-0.00044003855323853936	-0.10629867209875492	0.5101347004149258	0.7107235093895358
RNU6-342P	0.0012972533302413269	0.1157616387977655	0.5101434335150938	0.7107235093895358
CMAHP	-0.13458493946774874	-0.11710620835039419	0.5101551937019355	0.7107235093895358
USP10	0.04925638238341534	0.1120105636603633	0.5102003984536776	0.7107529850914339
RRM1-AS1	0.0019843648806267718	0.1165139968502832	0.5102085200145662	0.7107529850914339
CLPX	-0.04485428771613087	-0.11157786537346982	0.5102175854185592	0.7107529850914339
FGF12-AS2	0.005684036778787538	0.1127246757036467	0.5102574257551074	0.7107893363294638
EXOSC5	-0.05878248160564592	-0.1183217436737614	0.5102887565027133	0.7108119431994958
GGTLC4P	-0.028397894556023262	-0.11229353112266775	0.5103137675380885	0.7108119431994958
AC112236.2	-0.007827339385564971	-0.11342339789633404	0.5103148922140605	0.7108119431994958
LAPTM4BP2	-0.0010627770758854277	-0.11118115463650204	0.5103311471311328	0.7108154379490925
AC108448.1	0.001012868821320513	0.1212870969139244	0.5103655322184297	0.710844184462715
MEOX2	0.08959815148562877	0.11675445666480583	0.5104235611932915	0.7109058600750457
ATP5PBP1	0.0026198979321374015	0.11907370970890498	0.5104782264336158	0.7109456752903346
RPL31P3	-0.00045366696035723805	-0.10641924092019002	0.5104796450180836	0.7109456752903346
AC027229.1	-0.0004366918694398226	-0.10642015437565568	0.5105348821303549	0.7109730111419705
RB1	0.061099383341963964	0.11264804070594699	0.5105365616947272	0.7109730111419705
GPR1	-0.03363771128473189	-0.11032979866037064	0.5105405198649183	0.7109730111419705
CSDE1	0.048503869578569336	0.1125342676587613	0.5105972948749975	0.7110329271094145
MED15P5	-0.0083335874240518	-0.10747481576807434	0.510650359101648	0.7110876725327945
SH2B2	0.0854808303806216	0.12676281349051652	0.5107357000624064	0.7111873595951933
CHROMR	-0.07176336093279767	-0.11748845876634921	0.5107663012157477	0.7112108194568094
ZNF79	0.045373756109681196	0.12213702949873037	0.5107804354312102	0.7112113494690966
AL359073.1	-0.007122655813856821	-0.11456712604729029	0.5107960351064825	0.7112139199060642
SORBS1	0.0869150457396839	0.11351158688850044	0.5108391986309733	0.711254868077713
GTF2F2P1	-0.00223473528566474	-0.11189956719554005	0.5108584033753082	0.711262456501994
SPG21	0.041692018154760646	0.11692965509897608	0.5109451185266611	0.7113522089180437
AL157938.4	-0.000855363343316271	-0.0951707657912036	0.5109503799161281	0.7113522089180437
AC011767.1	-0.03813840812838726	-0.09794196431678948	0.5111226750390105	0.7115729229200484
AC007919.2	-0.0013684333970573567	-0.11391737002207894	0.5112196332772146	0.711688745629238
ZNF273	-0.08370445807632976	-0.11661829723571969	0.5112380790815687	0.7116910068482987
RPL21P31	0.0012577629823360575	0.11132352403236302	0.5112487832645617	0.7116910068482987
RPS29P12	-0.0009931565881080504	-0.10715927754255432	0.5113065140428951	0.7117522113619077
AL162385.1	-0.002723281458436472	-0.10745254640278962	0.5113405899979577	0.7117804853262374
AC079354.2	-0.002484120545271735	-0.10464143586287364	0.5114008356237185	0.7118451846820486
ZFAND4	-0.04985740886317647	-0.11427818096109017	0.5115385478638369	0.7120177074260954
AC073352.1	0.03709598109873852	0.13120160527929733	0.5115983115856593	0.7120795404994359
RNU1-36P	-0.00238091024641595	-0.10384911992364004	0.5116241946732161	0.7120795404994359
LTB	0.15113256185346913	0.12103628792568437	0.5116242820234774	0.7120795404994359
DENND4C	-0.07843011558081958	-0.11164089651997045	0.5116487923064328	0.7120944879278144
PURPL	-0.06845717892694708	-0.11379418501472326	0.5117227714696699	0.712175047373034
CLCN4	0.08145699796174366	0.1177870170214575	0.5117604939365599	0.712175047373034
AC004870.3	0.002391344217938375	0.12253823549156834	0.5117607692368674	0.712175047373034
AL590093.1	0.009792573388323109	0.11155613498067096	0.5117617641378928	0.712175047373034
AL391117.1	-0.0033312417601439465	-0.1163200597448343	0.5117940394038715	0.712195857193983
AL137076.1	-0.0004299487705280029	-0.10635314038558998	0.5118100118022992	0.712195857193983
AC116562.3	-0.06371807305678201	-0.11815427069322855	0.5118180357185667	0.712195857193983
AC239799.2	-0.004037029586598344	-0.11401473100696952	0.5119284922186715	0.7122835674214585
CXCR4	0.1400974240163375	0.1181084564152957	0.5119315513521896	0.7122835674214585
PCBP1-AS1	0.053052589085692325	0.12119412097882445	0.5119332706869166	0.7122835674214585
AL645998.1	-0.010632229493506604	-0.11614689905378736	0.5119454873275895	0.7122835674214585
CCNO	-0.07072518840181763	-0.11661524435482507	0.5119585351726775	0.7122835674214585
PCIF1	0.03910397063911031	0.11411666855699128	0.5119637143725855	0.7122835674214585
LINC00997	0.041468685387445525	0.11377807526997186	0.512000234364817	0.7123059722016826
AL162425.1	-0.0016811282423726702	-0.11127349351643229	0.5120118119370812	0.7123059722016826
SDR42E2	0.02270205331063313	0.12104018095835793	0.5120325999211126	0.7123059722016826
RPS24P8	-0.03619523190432461	-0.11041625059467966	0.5120465592099368	0.7123059722016826
IGKV3D-25	0.0014229737813955083	0.11665495143980718	0.5120486918576926	0.7123059722016826
MTND4LP9	0.001975862783887286	0.11729970164479996	0.5120668267431743	0.7123120373840933
AL135998.1	-0.002013489540651404	-0.11112708336237609	0.5120964363055295	0.7123340636932142
AL136115.2	0.007349409835777795	0.1165311875110189	0.5121659224270295	0.71235541351215
IGKV2-14	0.0009797259738874354	0.11307827781618979	0.5121786199711604	0.71235541351215
AP004289.2	-0.0013701159513177415	-0.10492969271671526	0.5121815049635798	0.71235541351215
NEURL1	-0.0215379783549261	-0.1200698673909638	0.5121820934908293	0.71235541351215
AC022523.1	-0.0013335313908447678	-0.0992335062153249	0.512190189935825	0.71235541351215
AC006329.1	-0.004154789460060565	-0.11184364424254666	0.5121944388968547	0.71235541351215
AC040169.4	-0.0024174694819558695	-0.10719977776160086	0.5122123210821043	0.7123611246161233
AC008514.1	-0.007572891149373144	-0.11217031823090252	0.5122511209828228	0.7123779773640375
AL358117.1	0.0018725228614965444	0.12985018127516984	0.5122519910716167	0.7123779773640375
LINC01509	-0.0018391420680685033	-0.10513480633551575	0.51226959284302	0.7123832974453518
AC244636.3	-0.051511026619291966	-0.11772511308549839	0.5123048270194086	0.7124119063272449
AL441943.2	-0.0008055008013396201	-0.09965483545818482	0.5123177188720245	0.7124119063272449
AL353751.1	-0.003892160036856919	-0.10775040894299301	0.5123531182962112	0.7124330547909442
ARSDP1	-0.007658325691515679	-0.10255067212351753	0.51236048180504	0.7124330547909442
RNU7-151P	-0.0032120710894991585	-0.10330124003456416	0.5123890260402559	0.7124535876732367
BEND3P3	-0.024981640779708325	-0.11470008633954304	0.5124257913859183	0.7124855502233663
AL512383.1	0.009521265872267676	0.10416133415180785	0.5125359572465312	0.7125944451332369
FAUP2	0.0016362390945577421	0.10982557279401378	0.5125407858080857	0.7125944451332369
BNIP3P29	-0.0038246419989591534	-0.11737731509543808	0.5125454505286228	0.7125944451332369
AL732323.1	0.0009570414540706195	0.12931654477695068	0.5126115643671887	0.7126548138209283
AC084838.1	-0.00039425488516121063	-0.10496341606806399	0.5126164347021572	0.7126548138209283
AC012306.2	-0.046031107380920755	-0.11382125681757117	0.5126399925948094	0.7126684049001315
AC083855.1	0.0005823170867049768	0.1209620560559746	0.5126846476151756	0.7127113235342853
SASH3	0.13358313757554896	0.11983067097184716	0.5127090816885923	0.7127261303583107
AC016903.2	-0.0005086363722601409	-0.10015864485312848	0.5127380638820926	0.7127472586399702
AL359854.1	-0.00047948593490947024	-0.1052111132419572	0.5127598063440192	0.7127583222455196
AC091588.2	-0.0014377879240198102	-0.10058619504611147	0.5127983863921135	0.7127839780698253
AC000367.1	-0.0010350591089607218	-0.10565919408766959	0.5128268533744889	0.7127839780698253
LINC02313	0.001990588752815624	0.11695227965108763	0.5128329286869926	0.7127839780698253
LINC02580	0.040016034247185805	0.1270239254026822	0.5128389885577381	0.7127839780698253
RN7SL354P	0.0011354663554483274	0.11856393533871354	0.5128471831537955	0.7127839780698253
EIF4E2	-0.03399350831808157	-0.1191034561337515	0.512957231360822	0.7128682129549307
AC245884.11	-0.002430170218795125	-0.10897257160697568	0.5129575547584203	0.7128682129549307
AC239799.1	0.006449284187524024	0.11684185631446652	0.5129655755486395	0.7128682129549307
AC091153.1	0.03240445412136761	0.11431085071994124	0.5129764519144258	0.7128682129549307
AC115223.1	0.05164209912492668	0.11768491606278346	0.5129767181502181	0.7128682129549307
RNU4-51P	-0.0016989771584063592	-0.10629501899953307	0.513028818650838	0.7129042953760277
AL109910.2	0.0029095528202033906	0.11560808413812831	0.5130375799264314	0.7129042953760277
BOLA1	-0.055991028319328784	-0.10870948775485306	0.5130536903575464	0.7129042953760277
AC113167.1	-0.0025378387038994168	-0.11116188265091916	0.513057828168453	0.7129042953760277
RNA5SP373	0.0015904309902427423	0.11944452825464544	0.513099130136321	0.7129425279041084
RN7SKP299	-0.0023741886332413215	-0.10661767791609092	0.5133496774406809	0.7132714934071809
DOP1B	0.0770932673711	0.1193794987550031	0.5134226393031767	0.7133537025365836
MIR5695	-0.0020422101795751907	-0.11411742445555587	0.5134610085024488	0.7133878452046033
FAP	-0.07565773997978842	-0.12237633897408805	0.5134820514833275	0.7133979141390207
RNU6-880P	0.0016071710612222635	0.11697970373241631	0.513562396479004	0.7134689122247554
OR5AW1P	-0.0006011042734112484	-0.09845276405952713	0.5135653112361191	0.7134689122247554
FAM180B	0.08737721263365783	0.1190392257177348	0.5135745454495575	0.7134689122247554
MTHFD1P1	-0.00907410628732122	-0.10580988591380386	0.5136692441398687	0.7135812992616793
AC026471.2	-0.05082877330193725	-0.11627304232743342	0.5137008540566488	0.7136060406749057
KLHDC2	0.06875530762081272	0.10965422902829958	0.5137206509411141	0.7136143711603705
AL591926.5	0.0033806225990554266	0.11501975658355115	0.5137562627534247	0.7136258027024112
MYH6	-0.04193251494476144	-0.10101908346919118	0.5137654606092124	0.7136258027024112
AL662907.2	0.021882331444663672	0.11562176004087014	0.5137901611904206	0.7136258027024112
BFSP1	0.1018298636327244	0.11816309387507062	0.5138092795527368	0.7136258027024112
CDPF1P1	-0.03623720605216163	-0.11277468091103328	0.5138288669375505	0.7136258027024112
PMVK	-0.04962550643305619	-0.11727131101385856	0.5138498759329707	0.7136258027024112
AL359893.1	-0.0010275547397078678	-0.09457310891588118	0.5138499438652895	0.7136258027024112
YWHAZP3	0.01953426232751898	0.11089967984994419	0.5138682359050797	0.7136258027024112
RECQL4	-0.0650172512111915	-0.11440084988675894	0.5138697994905385	0.7136258027024112
COPS9	0.06371688585503676	0.1160073590459046	0.5138777963266145	0.7136258027024112
RN7SL673P	0.001111109064847072	0.11805527725131724	0.5138949552006944	0.7136258027024112
AL451074.3	-0.0032687342533624687	-0.11346126474124535	0.5138992160143455	0.7136258027024112
AL139421.1	0.010021742595473532	0.1261795616258206	0.5139293306089692	0.7136258027024112
SLAMF1	0.10465212541600988	0.12177373083708781	0.5139452023647324	0.7136258027024112
HTR1A	0.002000368551959209	0.11908191522816113	0.513949145790344	0.7136258027024112
AC092640.1	-0.00147673839942247	-0.10646972751035944	0.5139530846993288	0.7136258027024112
SNRPGP17	0.001768200337125143	0.11361687807603449	0.5139705816247482	0.7136258027024112
AL138799.2	0.00312134868865856	0.11351953015497901	0.513982153558315	0.7136258027024112
LYZL6	-0.0010597553672534676	-0.09872016640590682	0.513991085487639	0.7136258027024112
PRAL	-0.005128634233940804	-0.11134914069875218	0.5140315879165334	0.7136470208043806
FAM240C	-0.13078522949990123	-0.11330424849510454	0.514033969250271	0.7136470208043806
RPS2P39	-0.0005463425206269194	-0.10712180509842084	0.5140777292411715	0.7136886129937235
MIR98	0.001293452141651807	0.11705164278496907	0.5141853709846682	0.7138188869228215
ISCA1P2	0.0007505535784809796	0.11795079854355257	0.514243785051175	0.7138808152692969
AC138028.6	0.014941521748810055	0.12222693945091474	0.5142671883552794	0.7138941391382742
CA1	-0.03443061590280569	-0.12312060906289864	0.5143198286210952	0.7139480472947882
RN7SL1	-0.1438256773692368	-0.11393225863524707	0.5143533438311697	0.7139754050104318
LINC01865	-0.0018605074724839243	-0.09871324623456328	0.5144084636550577	0.7139847280870839
