	g8_RAI	TDS16	HLA_I	HLA_II	TLS	B_cell	Dediff_EMT	sub
TCGA-FY-A2QD-01A	0.26930355123892047	0.5421052424020953	-1.6238236239382462	-1.541575216519064	-0.541620863804964	0.015417489083397943	-0.9013721202399689	sub_B
TCGA-DJ-A2QB-01A	-0.6647475387659525	-0.22227157596575117	-0.3224732804676298	-0.20601758261402123	-0.3003634027309188	0.13168047685263215	-0.32244075976056236	sub_A
TCGA-BJ-A192-01A	-0.09524695993488361	-0.25061850321055945	-0.20082544831931334	0.8031993308766081	-0.4028586848364999	-0.35995450254012473	-0.2524028322623094	sub_B
TCGA-EM-A2P2-01A	-0.7628137729999677	-0.7550288814368501	0.25554268082633275	-0.633980729629444	0.025012159275825934	-0.06375403158293069	0.3674627545410716	sub_A
TCGA-BJ-A45G-01A	0.4544563412907003	0.3308712635955428	-0.1493978808679904	0.1856649585715642	-0.003755956778962529	-0.2448124903801484	0.2628381153787477	sub_A
TCGA-DJ-A3VG-01A	0.433932267126271	0.18005789556613105	0.13031218546955162	0.06500576622278784	-0.1441087750447905	-0.17102226003780094	0.33919174848319356	sub_A
TCGA-DJ-A4UR-01A	-0.09659901873038983	-0.34129159114204105	0.8935090032533856	0.3182215524341122	0.17433425875779954	-0.28393688436977776	0.5666052619007438	sub_A
TCGA-EL-A3CZ-01A	0.5337530975560191	0.43584451748448577	-0.7412036919888557	-0.32411195133573956	-0.4176838495354019	-0.4740141058465483	-0.18362103581768566	sub_A
TCGA-BJ-A2N7-01A	-0.07355251547971976	0.01594298037760048	-0.20412961977407496	-0.030368819999603086	-0.23679284428785474	-0.38545837599922256	-0.4316097178513688	sub_A
TCGA-EL-A3GW-01A	-0.31764147551609123	-0.24922646071318297	-0.14828242822661142	-0.10964951775540577	-0.25198983630646826	-0.3934635741507038	-0.13288903834887478	sub_A
TCGA-ET-A39L-01A	-0.2351610532925854	-0.1757198856425558	0.1076284491684014	-0.02962230733308473	-0.1200345142075407	-0.4207995789150867	0.8495540011926044	sub_A
TCGA-EM-A2CJ-01A	0.7752571551464124	0.1503429776880933	-0.739606926655949	-0.8231103318439924	-0.40966102356257883	-0.29951975847878926	-0.15773185258075534	sub_B
TCGA-BJ-A45F-01A	-0.455566368106128	-0.31712373192273735	-0.19502324109557378	0.1332401562096188	-0.040192442177371786	-0.08076849124044536	-0.10976659954328422	sub_A
TCGA-EM-A22K-01A	0.018095436922762248	0.15491034866400175	-0.426229093040055	0.021776550876409704	-0.2966524497600206	-0.6011856142295211	-0.03921770424742024	sub_A
TCGA-DJ-A1QL-01A	0.49083943259959867	0.435253002849727	-0.09795442815932975	-0.7837794833066487	-0.4028615007377578	-0.2684626174807591	0.16470217185888741	sub_B
TCGA-CE-A484-01A	-0.552904430840229	-0.4106610711826559	0.06255438487195779	-0.19648187733099584	-0.15483142640014283	-0.42096060290882464	0.8362020446481664	sub_A
TCGA-BJ-A2P4-01A	-0.09635870972380074	-0.1206168480536399	0.4363311940013716	0.03696915376791103	-0.11119650647363287	-0.352332816777355	0.8116074051514526	sub_A
TCGA-BJ-A0YZ-01A	-0.38915016920346013	-0.308285131961938	-0.3807271370963238	-0.12227509593216293	-0.375867488403889	-0.6273152447108931	0.9948736239744823	sub_B
TCGA-FY-A3NM-01A	0.9012640701582386	0.8123705443899387	-0.9108226617313755	-0.7913993935052602	-0.4302862903538187	-0.07641940669824766	-0.5184406055717398	sub_B
TCGA-EL-A4K2-01A	0.4005829281546651	0.14414569942328898	0.4880053141286668	1.2226357283888352	0.3797034002548862	0.07641720906908954	0.5905086985349596	sub_A
TCGA-EL-A3GO-01A	-0.19008789005555607	-0.16636169619376157	0.11910180470282336	0.05516345009179981	-0.14022209126370086	-0.11101000358945416	1.4654753794402853	sub_B
TCGA-BJ-A0ZE-01A	-0.3896852538244442	-0.30173110651933666	-0.6238118731105684	-0.3503684139792794	-0.3580636426573927	0.32738434689931983	-1.5056202873472748	sub_A
TCGA-BJ-A18Y-01A	0.4897656122006007	0.4042155296941782	-0.34628563831429787	-0.09425968391061064	-0.1854063098950566	-0.4904105169058466	0.4423414279426995	sub_A
TCGA-EM-A2CR-01A	-0.6740427603484381	-0.8400778430898793	-0.5837156497764058	0.12095314342403873	-0.2648735723150227	-0.32720706164617247	-0.20749920824904322	sub_A
TCGA-DJ-A3UP-01A	-0.10311366529928408	-0.10796721270627081	0.8194796752019095	0.5112407593499926	0.05734537780420088	-0.23616156543733838	-0.13825461800260622	sub_A
TCGA-EM-A3FR-01A	0.17155080731392416	-0.053910282426793424	-0.32106672218498683	-0.6288909463779404	0.001972373447483767	-0.08929198927804272	-0.018112269610093948	sub_A
TCGA-ET-A4KQ-01A	0.5797963808824075	0.48772096610452675	-0.35948634347395797	-0.4559908344303934	-0.16477772653214098	-0.23985774313171604	0.5936554351561093	sub_A
TCGA-EM-A2CP-01A	-0.5645270418860826	-0.6521091700208365	3.004405680054965	2.604377620094079	1.9516469153094047	2.353877074030546	0.37648124977517117	sub_B
TCGA-ET-A39I-01A	0.5447257298259944	0.5255325695965999	-0.9687700083932308	-0.7112005679594822	-0.2324799761206091	-0.10127045079152895	-0.44495796992497066	sub_A
TCGA-FK-A3SD-01A	0.5041722357390381	0.49189987422291553	-0.24752431579505332	-0.9419007068807709	-0.523434017681296	-0.32754101962546617	-0.6133025534011132	sub_B
TCGA-DJ-A13W-01A	-1.3638019577293639	-1.2675488767339491	-1.7000678644343785	-1.1862071399058813	0.022193801553672444	-0.409481711701396	-0.16551235024038263	sub_A
TCGA-DJ-A13R-01A	-1.2717995084653744	-1.4992518984050047	1.7578584191604785	1.6288506585286076	1.0474639585461343	0.4098041647818554	-0.7010829780726275	sub_B
TCGA-ET-A3DS-01A	0.9290962357654903	0.9501749665333816	-0.17731361267488907	-0.1341130252265375	0.9513964110420717	1.1366592246170626	-0.4877739872380788	sub_B
TCGA-EL-A3D4-01A	-0.14664821891020435	-0.21623248789616806	0.4242175168433293	0.21827185227549037	-0.2558018688388102	-0.6360415484579335	0.6372678990149245	sub_A
TCGA-EL-A4JV-01A	0.04881146848387648	0.22231075973439374	-0.09234257323358819	-0.514517075485898	-0.2926531551454042	-0.12396620662463738	-0.06765019382451148	sub_A
TCGA-BJ-A0Z0-01A	0.5833508718223642	0.5683191683358018	-1.0052264391019152	-0.6075222750234996	-0.5646205408056851	-0.27933245626141956	-0.5865489804109224	sub_A
TCGA-EM-A2CK-01A	0.2318613521360754	0.3109057159425991	-0.025956632422250516	-0.35792377378805107	-0.5012353330633	-0.3449340951865021	-0.14963341410841458	sub_A
TCGA-ET-A2N5-01A	-0.017418550618837708	0.06075596401835738	-0.38502647513434357	0.04383114466217791	-0.33574569702858525	-0.27839003327081796	-0.9258352859204899	sub_A
TCGA-BJ-A0ZJ-01A	-0.30243394630079246	-0.16661075777473336	1.9540430441731556	1.9297974521319436	2.7140616118006826	2.7178209983824964	0.7873639374637498	sub_A
TCGA-EM-A1YD-01A	0.6902121098634455	0.6165730483370069	0.286313427022575	-0.11231377759231338	0.3680094480282748	0.17299380630379033	0.9514453615521193	sub_B
TCGA-EL-A3H1-01A	0.3788456983723668	0.3537529182526705	-0.4671991649221152	-0.6504542664333739	-0.349612306386847	-0.0022448738389578096	-0.0918695891019017	sub_A
TCGA-DJ-A3VK-01A	-0.2478496104937845	-0.11314416514619519	0.15113715986401777	0.3482623701040601	0.09253004770841484	-0.1337988410925692	0.6568401352864259	sub_A
TCGA-EM-A4FR-01A	0.08503280989197627	-0.2064966552654336	0.012358117990985585	0.06777199066150277	-0.17415833896510827	-0.3331759381304363	0.10731348949925454	sub_A
TCGA-EL-A3ZR-01A	0.1801445533203871	0.1883538707308306	-0.43516895988158694	-0.23843742211194202	-0.33928546697282974	-0.3669059185774812	-0.6530942380090964	sub_A
TCGA-BJ-A190-01A	0.4176643031384183	0.5361145857178169	-1.099437763478512	-1.3294067043352664	-0.6872426396357243	-0.3606664470475567	-0.07464749428032416	sub_B
TCGA-EM-A3AL-01A	0.3593860644395442	0.330799734643897	0.09696194548714132	-1.164524012929028	-0.46423248350591173	-0.2033184879245439	1.4327637030505849	sub_B
TCGA-EM-A1YC-01A	-0.6854443900667534	-0.15780556863752593	-1.0167256740662776	-0.5987184591400274	-0.563498631005423	-0.5822714788614846	-0.3010050665883242	sub_B
TCGA-EM-A4FK-01A	0.19597770752715946	0.2492521129300717	-0.5926625642957963	-0.7932917239190393	-0.44897348165283296	-0.6028103426651755	-0.5455914444015483	sub_A
TCGA-EM-A1CW-01A	-0.1595009892180546	-0.0063404102509782845	1.7143883304309928	1.4623019734043416	0.8095486618906115	0.9506337495773035	-0.2572023614150682	sub_B
TCGA-DJ-A3VM-01A	-0.6512291495810607	-0.33952081853885174	-0.4972015420758841	-0.12226914632838862	0.0778712232581479	0.4966048041370919	-0.42341346629346954	sub_A
TCGA-EM-A2CL-01A	0.3083543418720363	0.31792014543483865	-0.8117614881911921	-1.0099017606906933	-0.620189754298927	-0.457752101345373	-0.43463523536139687	sub_B
TCGA-BJ-A0ZF-01A	0.06773212348254651	0.11870602869442252	-0.532391308536771	0.30140462747553526	-0.046838877233206844	-0.2617447904768026	0.473048939384119	sub_B
TCGA-EM-A4FU-01A	-0.11242330463572377	-0.20202966966056024	0.12156752665195131	0.12787623808676868	0.041862385723322605	0.00962775676780489	0.3653880055954382	sub_A
TCGA-EM-A3FN-01A	0.3829148446707582	0.15268102291259616	-0.7019166141133247	-1.2380953969469177	-0.46993772144643203	-0.19567634935792821	0.2204036839056634	sub_B
