cluster_1,,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
MDK,LRP1,0.0,0.0,0.0,0.0,0.0,1.4483824659152869,1.5913559114665128,0.9285095170526223,1.0275260397557462,1.4834381112221922,1.3305158174784038,1.4734892630296297,0.8106428686157392,0.9096593913188631,1.365571462785309,1.2688466707865396,1.4118201163377655,0.748973721923875,0.8479902446269989,1.3039023160934449,0.0,0.0,0.0,0.0,0.0
DLK1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.3266086271416382,0.2632756012209346,0.1537160406340958,0.0,0.5314804763606424,0.33556439664670684,0.27223137072600323,0.16267181013916446,0.0,0.5404362458657112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.03944296682818552,0.07305853037050083,0.0,0.0,0.0,0.04788222992211229,0.08149779346442759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAG1,NOTCH4,0.0,0.5096008832311809,0.5432164467734961,0.0,0.0,0.0,0.18706185127911942,0.22067741482143474,0.0,0.0,0.0,0.12238511651599902,0.15600068005831433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLK1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.0,0.0,0.0,0.0,0.0,0.23936168531353555,0.08352794138233313,0.05352389039565497,0.0,0.0,0.22158385041980636,0.06575010648860395,0.0357460555019258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144344475785724,0.33820369854833415,0.13210878097327786,0.0,0.7722632116993101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108686593095294,0.1889026380833894,0.08977867312907502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780203846017352,0.1846913599743211,0.6496441886667293,0.3264452106674345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMP,CD36,0.0,0.30926250853342063,0.24347446693314448,0.0,0.0,0.0,1.1471482039837355,1.0813601623834592,0.0,0.0,0.0,0.16083878550574465,0.0950507439054685,0.0,0.0,0.0,0.735600386442763,0.6698123448424869,0.0,0.0,0.0,0.32986044722996405,0.26407240562968787,0.0,0.0
CCL2,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14371024174947036,0.46724095136931776,0.0,0.0,0.0,0.03210621769900228,0.35563692731884966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22573655260053532,0.5492672622203827,0.0
CCL13,ACKR4,0.0,0.0,0.221669310454997,0.5452000200748444,0.0,0.0,0.0,0.0710945415929692,0.39462525121281655,0.0,0.0,0.0,0.018241769947247834,0.3417724795670952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22573655260053532,0.5492672622203827,0.0
CXCL6,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112936669596472,0.5896134877771374,0.08717964765643268,0.3268702183175523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,ITGA6,0.8620628515879313,0.5699254516581918,0.5739826750319383,0.8104876776536305,0.0,0.6331404522340396,0.34100305230430006,0.3450602756780466,0.5815652782997389,0.0,0.4393695753575964,0.14723217542785685,0.15128939880160341,0.3877944014232957,0.0,0.703837086757024,0.4116996868272846,0.4157569102010311,0.6522619128227234,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,CD36,0.0,0.5577960554580117,0.4920080138577355,0.0,0.0,0.0,0.32887365610412,0.2630856145038438,0.0,0.0,0.0,0.1351027792276768,0.06931473762740063,0.0,0.0,0.0,0.39957029062710453,0.33378224902682835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWF,SCARA5,1.7840730547904968,1.670759347270937,1.47644705976112,0.0,0.0,0.8202737185838964,0.7069600110643366,0.5126477235545194,0.0,0.0,0.4713018173469773,0.35798810982741747,0.16367582231760025,0.0,0.0,0.6366853614648182,0.5233716539452585,0.3290593664354413,0.0,0.0,1.4561002214749654,1.3427865139554056,1.1484742264455885,0.0,0.0
FGF7,FGFR4,0.0,0.0,0.23686887124755046,0.0,0.0,0.0,0.0,0.2034375015339208,0.0,0.0,0.0,0.0,0.010402360577372056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26005083818811237,0.0,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A1,RYR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38075519810884173,0.0,0.0,0.0,0.0,0.5991813170968564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22365711944809108,0.0,0.0
SCGB3A1,MARCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26534043489817827,0.0536267665624887,0.04808270472786933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,GPIHBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.12719269816795092,0.10722632242015535,0.0,0.0,0.0,0.08049205257803634,0.06052567683024077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,TIE1,0.0,0.0,0.0,0.0,0.0,0.3395772620979766,0.15552228454793438,0.1375312338342669,0.0,0.0,0.29287661650806207,0.10882163895801979,0.09083058824435233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,INSR,0.0,0.6983704910742656,0.8462955186512903,0.0,0.8910228530565898,0.0,0.516136311413197,0.6640613389902217,0.0,0.7087886733955212,0.0,0.1017418210109819,0.24966684858800658,0.0,0.29439418299330605,0.0,0.41097214282228706,0.5588971703993117,0.0,0.6036245048046112,0.0,0.8444761818714357,0.9924012094484603,0.0,1.0371285438537599
PCSK9,LDLR,0.0,0.0,0.0,0.0,0.0,0.0,0.018894955013575177,0.028585052698495993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7552790593788418,0.2430988513351826,0.0247235667277733,0.3390263171678179,0.0,0.7429951415325183,0.23081493348885915,0.012439648881449814,0.3267423993214944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT2,TIE1,0.0,0.0,0.0,0.0,0.0,0.3026911463407095,0.11863616879066724,0.10064511807699979,0.0,0.0,0.2594121384176356,0.07535716086759336,0.05736611015392591,0.0,0.0,0.5619541307290395,0.37789915317899725,0.3599081024653298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39610543129271425,0.20277640666530017,0.6677292353577085,0.3445302573584135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.3233243129896314,0.3569398765319467,0.0,0.0,0.0,0.08994127003046473,0.12355683357278004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,ITGA6,0.0,0.0,0.0,0.0,0.0,0.6757862813463817,0.3836488814166423,0.3877061047903888,0.6242111074120811,0.0,0.4424032383872151,0.1502658384574756,0.15432306183122213,0.3908280644529144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.3715194852164622,0.30573144361618604,0.0,0.0,0.0,0.13813644225729554,0.07234840065701938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A8,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.12558333793382967,0.05979529633355349,0.0,0.0,0.0,0.07952683904603282,0.01373879744575664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A12,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.08037179641509325,0.014583754814817069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,CD36,0.0,0.2925083978792255,0.22672035627894932,0.0,0.0,0.0,0.19204915708370424,0.12626111548342805,0.0,0.0,0.0,0.09849367956588426,0.03270563796560808,0.0,0.0,0.0,0.39957029062710453,0.33378224902682835,0.0,0.0,0.0,0.35093288260899236,0.2851448410087162,0.0,0.0
CALCB,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38259495013562433,0.18926592550821025,0.6542187542006185,0.3310197762013236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,ITGA6,0.0,0.0,0.0,0.0,0.0,1.0791012136900469,0.7869638137603073,0.7910210371340539,1.0275260397557462,0.0,0.9612345652531638,0.6690971653234242,0.6731543886971708,0.9096593913188631,0.0,0.8995654185612996,0.60742801863156,0.6114852420053066,0.8479902446269989,0.0,0.0,0.0,0.0,0.0,0.0
ADM,TSHR,0.6135293046633402,0.42020028003592613,0.8851531087283344,0.5619541307290395,0.0,0.4791959997420007,0.28586697511458664,0.7508198038069949,0.4276208258077,0.0,0.5632201022718694,0.3698910776444553,0.8348439063368636,0.5116449283375686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CD79A,0.0,0.0,0.0,0.0,0.0,0.0,0.07904835865738687,0.05690129693564528,0.38178156902281085,0.0,0.0,0.031220596233221896,0.009073534511480318,0.3339538065986459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LRP1,1.3190402189890542,1.4620136645402801,0.7991672701263897,0.8981837928295135,1.3540958642959595,1.8285633568906605,1.9715368024418862,1.3086904080279957,1.4077069307311196,1.8636190021975656,1.6782331691344914,1.821206614685717,1.1583602202718268,1.2573767429749507,1.7132888144413965,1.2688466707865396,1.4118201163377655,0.748973721923875,0.8479902446269989,1.3039023160934449,1.6725897709528605,1.8155632165040863,1.1527168220901958,1.2517333447933197,1.7076454162597656
PCSK9,LRP1,0.0,0.0,0.0,0.0,0.0,0.7539198447702529,0.8968932903214787,0.2340468959075883,0.3330634186107121,0.7889754900771581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,LRP1,1.2313441038131714,1.374317549364397,0.7114711549505067,0.8104876776536305,1.2663997491200765,1.0024217044592796,1.1453951500105055,0.48254875559661503,0.5815652782997389,1.0374773497661849,0.8086508275828365,0.9516242731340623,0.28877787872017185,0.3877944014232957,0.8437064728897417,1.073118338982264,1.21609178453349,0.5532453901195995,0.6522619128227234,1.1081739842891694,0.0,0.0,0.0,0.0,0.0
VWF,LRP1,2.220506032307943,2.3634794778591686,1.700633083445278,1.799649606148402,2.255561677614848,1.2567066961013422,1.399680141652568,0.7368337472386777,0.8358502699418014,1.2917623414082473,0.9077347948644231,1.050708240415649,0.38786184600175855,0.4868783687048823,0.9427904401713283,1.073118338982264,1.21609178453349,0.5532453901195995,0.6522619128227234,1.1081739842891694,1.8925331989924112,2.035506644543637,1.3726602501297467,1.4716767728328706,1.9275888442993165
CGA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002879017715128833,0.3264097273349762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035440550511899377,0.3270747646710373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,ACKR4,0.0,0.0,0.221669310454997,0.5452000200748444,0.0,0.0,0.0,0.024789279287205864,0.34831998890705324,0.0,0.0,0.0,0.0030803079657916784,0.32661101758563904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,CD68,0.0,0.44917457492164015,0.291422175445218,0.5452000200748444,0.0,0.0,0.3487153341261189,0.19096293464969671,0.4447407792793231,0.0,0.0,0.2551598566082989,0.09740745713187673,0.35118530176150314,0.0,0.0,0.5562364676695192,0.398484068193097,0.6522619128227234,0.0,0.0,0.507599059651407,0.34984666017498484,0.6036245048046112,0.0
S100A8,CD68,0.0,0.0,0.0,0.0,0.0,0.0,0.2822495149762443,0.12449711549982215,0.37827496012944856,0.0,0.0,0.23619301608844745,0.0784406166120253,0.33221846124165166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,FLT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014963858009597916,0.019141870292765515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.6086345560541759,0.5453015301334724,0.4357419695466336,0.0,0.8135064052731803,0.3752515130950093,0.3119184871743057,0.20235892658746696,0.0,0.5801233623140136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB3A1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3568257762881522,0.2934927503674486,0.18393318978060985,0.0,0.5616976255071565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.07489698053745741,0.11507700298482904,0.0,0.0,0.0,0.027069218113292444,0.06724924056066407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,FCGR2A,0.0,0.0,0.0,0.0,0.0,0.26371555917718437,0.19665413291266795,0.11114641415533164,0.0,0.3221400439069512,0.23173942830827501,0.1646780020437586,0.07917028328642228,0.0,0.29016391303804184,0.7409283518791199,0.6738669256146035,0.5883592068572672,0.0,0.7993528366088867,0.4780742049217224,0.411012778657206,0.32550505989986966,0.0,0.5364986896514893
VEGFD,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06221501936862275,0.11857538653535012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,ICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031843851051920743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,F3,0.0,0.7417229128241092,0.7107240740791403,0.0,0.0,0.0,0.16843260473079896,0.13743376598583001,0.0,0.0,0.0,0.12942251178668918,0.09842367304172026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL3,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTN,PTPRB,0.0,0.0,0.0,0.0,0.0,0.7338233105698775,0.24045799990718283,0.1911118127601448,0.0,0.6499919327457299,0.6109960517006418,0.11763074103794703,0.06828455389090898,0.0,0.5271646738764941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,ACKR1,0.9614527622858683,0.44927255424220913,0.23089726963479978,0.5452000200748444,0.0,0.7645727311180771,0.25239252307441795,0.03401723846700865,0.34831998890705324,0.0,0.742863759796663,0.23068355175300378,0.012308267145594463,0.32661101758563904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,ADGRL4,0.767901599407196,0.6514466997612728,0.5901374260877926,0.8749634921550751,0.7842828035354614,0.33438776785068297,0.21793286820475974,0.1566235945312795,0.441449660598562,0.35076897197894835,0.22577145594563833,0.1093165562997151,0.04800728262623486,0.3328333486935174,0.2421526600739037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,TSPAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.945355865392792,1.1831474626165228,0.0,0.0,0.0,0.8274892169559089,1.0652808141796397,0.0,0.0,0.0,0.7658200702640447,1.0036116674877755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.9912354350090027,0.699098035079263,0.7031552584530096,0.9396602610747019,0.0,0.8090012553479341,0.5168638554181946,0.5209210787919412,0.7574260814136333,0.0,0.39460676494571895,0.10246936501597942,0.10652658838972597,0.3430315910114182,0.0,0.703837086757024,0.4116996868272846,0.4157569102010311,0.6522619128227234,0.0,1.1373411258061727,0.8452037258764331,0.8492609492501797,1.0857659518718719,0.0
CCL18,ACKR1,0.0,0.0,0.0,0.0,0.0,0.9034431438321031,0.39126293578844396,0.1728876511810346,0.4871904016210792,0.0,0.7561139579437955,0.2439337499001364,0.02555846529272706,0.3398612157327716,0.0,2.0232566396395364,1.5110764315958773,1.292701146988468,1.6070038974285126,0.0,0.9778339664141337,0.4656537583704745,0.24727847376306517,0.5615812242031097,0.0
CXCL3,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7618465419119217,0.24966633386826248,0.03129104926085315,0.3455937997008977,0.0,0.7448026402925472,0.23262243224888804,0.014247147641478712,0.3285498980815233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742853720647541,0.23067351260388172,0.0122982279964724,0.326600978436517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7870301941360873,0.27484998609242817,0.056474701485018826,0.3707774519250634,0.0,0.7550540632671779,0.2428738552235188,0.02449857061610946,0.338801321056154,0.0,1.2642429868380227,0.7520627787943637,0.5336874941869543,0.8479902446269989,0.0,1.0013888398806254,0.48920863183696617,0.2708333472295569,0.5851360976696014,0.0
CXCL10,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7796155645159746,0.2674353564723154,0.049060071864906095,0.36336282230495065,0.0,0.7509156984451283,0.2387354904014691,0.020360205794059776,0.33466295623410436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7529068953089053,0.2407266872652461,0.022351402657836784,0.3366541530978814,0.0,0.7427067286773741,0.23052652063371484,0.012151236026305521,0.3264539864663501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433275068820613,0.23114729883840204,0.012772014230992723,0.3270747646710373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,ITGB6,0.0,0.0,0.0,0.0,0.0,0.0,0.17154266727104617,0.2136321483766369,0.0,0.0,0.0,0.08063316631839489,0.12272264742398564,0.0,0.0,0.0,0.6679693011755354,0.7100587822811262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,CDH5,0.0,0.0,0.0,0.0,0.0,0.700529281789444,0.2445595097006037,0.1770862409886116,0.0,0.33920435557204687,0.6538286361995294,0.1978588641106891,0.13038559539869699,0.0,0.29250370998213227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,CDH11,0.0,0.0,0.0,0.0,0.0,0.3228231514437815,0.4564435026618872,0.1556360788241743,0.0,0.33920435557204687,0.2761225058538669,0.4097428570719726,0.10893543323425972,0.0,0.29250370998213227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A2,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,TYROBP,1.1771572629610696,0.9452175163151173,0.7402484372321061,1.343649983406067,0.8075031042098999,1.686680400862676,1.4547406542167234,1.2497715751337122,1.853173121307673,1.317026242111506,1.5363502131065068,1.3044104664605545,1.099441387377543,1.702842933551504,1.166696054355337,1.126963714758555,0.8950239681126027,0.6900548890295914,1.2934564352035522,0.7573095560073853,1.530706814924876,1.2987670682789234,1.0937979891959122,1.697199535369873,1.161052656173706
CCL20,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00589096255904344,0.3294216721788908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM3D,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030384444737736184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-G,KLRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0441794301686662,0.01755835048172744,0.3389818939600098,0.0,0.0,0.03966492648050583,0.013043846793567078,0.33446739027184946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR4,MCAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085152993557658,0.16331508059877217,0.07496735536389881,0.3271766533412343,0.27853924532312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR2,FGFR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006409317328961965,0.0,0.0,0.0,0.0,0.0023672370719507274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,LRP1,1.8834517002105713,2.026425145761797,1.3635787513479065,1.4625952740510304,1.9185073455174764,2.1661351238297164,2.3091085693809426,1.6462621749670519,1.7452786976701757,2.2011907691366215,0.8845102382527792,1.0274836838040051,0.36463728939011464,0.4636538120932384,0.9195658835596844,1.860859195391337,2.003832640942563,1.3409862465286724,1.4400027692317963,1.8959148406982422,2.194482199350993,2.3374556449022186,1.674609250488328,1.773625773191452,2.229537844657898
IFNG,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN1,IL1RL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011866807295458531,0.012252380471524642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3G,FCGR2A,0.0,0.0,0.0,0.0,0.0,0.2574506556050161,0.1903892293404997,0.10488151058316339,0.0,0.315875140334783,0.22824261086022302,0.1611811845957066,0.07567346583837027,0.0,0.2866670955899899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAM1,VCAM1,0.7554122606913248,0.5159128687801432,0.38750426201922644,1.0398671825726826,0.6008424361546834,0.5159128687801432,0.2764134768689616,0.14800487010804486,0.8003677906615011,0.36134304424350183,0.38750426201922644,0.14800487010804486,0.019596263347128103,0.6719591839005843,0.23293443748258505,1.0398671825726826,0.8003677906615011,0.6719591839005843,1.3243221044540405,0.8852973580360413,0.6008424361546834,0.36134304424350183,0.23293443748258505,0.8852973580360413,0.446272611618042
