gene	n	n_high	n_low	mean_eff_high	mean_eff_low	spearman_r	spearman_p	t_stat	t_p	cohens_d	spearman_fdr	t_fdr
CYSLTR2	11	5	6	0.004131749838776002	0.04748258456502353	-0.37272727272727274	0.2589258736842221	-1.0393127605799302	0.3395410054714772	-0.6449896716350723	0.9896864954561603	0.9266124575125749
CCL25	11	5	6	-0.01700729643184806	0.038974351944452805	-0.37272727272727274	0.2589258736842221	-1.126609796854655	0.28906868511080924	-0.6767647728783006	0.9896864954561603	0.9200163745556171
GSK3A	11	5	6	-0.05574382215814975	0.07883433113857648	-0.37272727272727274	0.2589258736842221	-1.452581690749022	0.18239853687295088	-0.8815652417786837	0.9896864954561603	0.9133283402779913
NHS	11	5	6	-0.09010284841099511	-0.0011476042799502216	-0.37272727272727274	0.2589258736842221	-1.1179524091559907	0.3004530921502983	-0.687373843093068	0.9896864954561603	0.9218460635776755
PIBF1	11	5	6	0.057190904759684115	0.1186352444224968	-0.37272727272727274	0.2589258736842221	-1.1119891011397025	0.29695178738209427	-0.6753110541636387	0.9896864954561603	0.9211184762357774
C8A	11	5	6	0.05653282073193642	0.1091556647699094	-0.37272727272727274	0.2589258736842221	-1.3670304754178422	0.20715112432938831	-0.8303618192883275	0.9896864954561603	0.9142535134008006
NUDT21	11	5	6	-2.034141804852004	-1.8595172267136812	-0.37272727272727274	0.2589258736842221	-1.1827133805658832	0.26887633993745547	-0.7172864630438861	0.9896864954561603	0.919720826113363
CDHR4	11	5	6	-0.08423908566262134	-0.07661979210682189	-0.37272727272727274	0.2589258736842221	-0.1926073483947095	0.8515722393735787	-0.11513243517981941	0.9896864954561603	0.9841543689541837
SPSB1	11	5	6	-0.05030417547644954	-0.02788841382272324	-0.37272727272727274	0.2589258736842221	-0.49933937194474304	0.6347067263512893	-0.30898140184744294	0.9896864954561603	0.9642070686400884
FGF18	11	5	6	0.016981830878583522	0.11453494708065208	-0.37272727272727274	0.2589258736842221	-1.5688142053990128	0.1531520122145979	-0.9517708782049862	0.9896864954561603	0.9133283402779913
PON2	11	5	6	-0.10309187817873493	0.014522462093191682	-0.37272727272727274	0.2589258736842221	-2.052374530170691	0.07036223179610859	-1.2300562102973736	0.9896864954561603	0.9133283402779913
POTEM	11	5	6	-0.07790995095305712	0.0033399287649892493	-0.37272727272727274	0.2589258736842221	-0.7032697484950332	0.5121064207897313	-0.43906995145835026	0.9896864954561603	0.9476343133829365
OR6C6	11	5	6	-0.4115657528919767	-0.2867483620879513	-0.37272727272727274	0.2589258736842221	-1.3962821975331832	0.21551559254498057	-0.8686283337781833	0.9896864954561603	0.9142535134008006
IRX5	11	5	6	-0.02822665770366368	0.027610261741724883	-0.37272727272727274	0.2589258736842221	-1.109055045809048	0.3028138246581551	-0.6805289420052688	0.9896864954561603	0.9225384243008801
UBA6	11	5	6	-0.4949582877152581	-0.3954430812591761	-0.37272727272727274	0.2589258736842221	-0.8018257010693117	0.44758831978072544	-0.4913667162827124	0.9896864954561603	0.9353293842934872
TWSG1	11	5	6	0.14295680682914602	0.1864909166369726	-0.37272727272727274	0.2589258736842221	-1.3535389388949588	0.21267376099407925	-0.8249187671952265	0.9896864954561603	0.9142535134008006
SEPTIN6	11	5	6	0.025190655182781418	0.07179649642083523	-0.37272727272727274	0.2589258736842221	-2.0158669687835236	0.08649797172696586	-1.2441239322596809	0.9896864954561603	0.9133283402779913
POLR3E	11	5	6	-0.9952959132591749	-0.7334072119018685	-0.37272727272727274	0.2589258736842221	-1.2417467452572448	0.263966259918635	-0.7725811763980377	0.9896864954561603	0.9187601421641901
CERCAM	11	5	6	-0.2693559866702137	-0.1304462843961195	-0.37272727272727274	0.2589258736842221	-2.4638573042117278	0.052334384342645056	-1.5337392373007375	0.9896864954561603	0.9133283402779913
PODNL1	11	5	6	-0.15463155286477148	-0.13617384410542857	-0.37272727272727274	0.2589258736842221	-0.3245621866531516	0.7573553457092971	-0.20195634526290251	0.9896864954561603	0.9739700569442964
DAP	11	5	6	-0.1790193505004495	-0.11737171542528148	-0.37272727272727274	0.2589258736842221	-2.0399608816524286	0.07182714708217701	-1.2263324227412553	0.9896864954561603	0.9133283402779913
OR6Y1	11	5	6	-0.01410275356948204	0.03546067539852668	-0.37272727272727274	0.2589258736842221	-1.1841814522488638	0.28204415497872753	-0.6883984745888243	0.9896864954561603	0.9200163745556171
GPX5	11	5	6	0.132153313212434	0.20438194503686824	-0.37272727272727274	0.2589258736842221	-1.6714181328031066	0.13913254499098607	-1.0284817656784926	0.9896864954561603	0.9133283402779913
ZBTB9	11	5	6	-0.16624346148015873	-0.09855768822420678	-0.37272727272727274	0.2589258736842221	-1.6300599108364326	0.1455543706545762	-1.0001486764151895	0.9896864954561603	0.9133283402779913
CCNA2	11	5	6	-1.3986861767755587	-1.1256248650450615	-0.37272727272727274	0.2589258736842221	-1.6424959834719663	0.13883968077605807	-1.0009194315094307	0.9896864954561603	0.9133283402779913
TP53BP2	11	5	6	-0.33411381413929975	-0.16599117406691777	-0.37272727272727274	0.2589258736842221	-2.191297393716055	0.06097009772028441	-1.3393089574360335	0.9896864954561603	0.9133283402779913
SKOR2	11	5	6	0.06272891380363851	0.11445102625971926	-0.37272727272727274	0.2589258736842221	-0.5917547830576714	0.5841213361553612	-0.37316769042377645	0.9896864954561603	0.9581369582126454
GSC	11	5	6	0.05282480391835408	0.054857541603661186	-0.37272727272727274	0.2589258736842221	-0.031220677087162172	0.9757887842857829	-0.018854058242347482	0.9896864954561603	0.997549003166344
AMBRA1	11	5	6	-0.12283940940202938	-0.054103044966932634	-0.37272727272727274	0.2589258736842221	-0.34214947743696794	0.7401038385339954	-0.20564035170986653	0.9896864954561603	0.9725277168504818
KAZALD1	11	5	6	-0.01724268949479836	0.043161530133269156	-0.37272727272727274	0.2589258736842221	-1.054710715114797	0.325406638399704	-0.6471755182480144	0.9896864954561603	0.9250452097195997
TTYH1	11	5	6	0.004991000637851556	0.046734739166662785	-0.37272727272727274	0.2589258736842221	-0.6853062159511533	0.5201395778971499	-0.42602241222633974	0.9896864954561603	0.9479175631988803
ZNF517	11	5	6	0.00793433443471706	0.042522783209514636	-0.37272727272727274	0.2589258736842221	-0.8254383451973127	0.43208830138790927	-0.5015933483170404	0.9896864954561603	0.9315954312667135
CFAP161	11	5	6	-0.04229945455970446	0.03006754346640596	-0.37272727272727274	0.2589258736842221	-1.4319311214611767	0.18647246601789147	-0.863987032644175	0.9896864954561603	0.9133283402779913
CALB1	11	5	6	0.17024070138831107	0.18234944560934493	-0.37272727272727274	0.2589258736842221	-0.2630507145791726	0.798463158479693	-0.1573368680097453	0.9896864954561603	0.9805617098043609
TRIM9	11	5	6	-0.2596680329224782	-0.14494365609348572	-0.37272727272727274	0.2589258736842221	-1.2904797147633182	0.23243377882895686	-0.7859778382231393	0.9896864954561603	0.915543198737781
THOC5	11	5	6	-1.1833200689703811	-1.1186200739028884	-0.37272727272727274	0.2589258736842221	-0.3415565858551813	0.7416553024701873	-0.2015020004379481	0.9896864954561603	0.9731136447495784
PRADC1	11	5	6	-0.3285695637793318	-0.24801361749869918	-0.37272727272727274	0.2589258736842221	-1.4760113608965875	0.1908360579799027	-0.9154332756377406	0.9896864954561603	0.9133283402779913
PSMD11	11	5	6	-1.7649097113875674	-1.6151754518176127	-0.37272727272727274	0.2589258736842221	-1.040185552616425	0.32964257698367927	-0.6356731509202499	0.9896864954561603	0.9252843201103845
ZNF267	11	5	6	0.08463023186531864	0.2095354495615063	-0.37272727272727274	0.2589258736842221	-2.5785097142024402	0.02977399190700893	-1.5461211785563276	0.9896864954561603	0.9133283402779913
LIPM	11	5	6	-0.14171400362072176	-0.08472119701325664	-0.37272727272727274	0.2589258736842221	-1.6502896255657473	0.15558459429154115	-1.0285632044115776	0.9896864954561603	0.9133283402779913
RPAP2	11	5	6	-0.932549702216327	-0.7959039814452119	-0.37272727272727274	0.2589258736842221	-1.1373546268981511	0.29096807459943697	-0.6971800316651287	0.9896864954561603	0.9200163745556171
MT1G	11	5	6	-0.336437943833169	-0.27372946691959904	-0.37272727272727274	0.2589258736842221	-0.8472780819942852	0.4240580985475092	-0.5200747705469919	0.9896864954561603	0.931208705856206
GCG	11	5	6	0.0409765126921922	0.11137117904432085	-0.37272727272727274	0.2589258736842221	-2.0680587685339207	0.07612498401576571	-1.214328079024889	0.9896864954561603	0.9133283402779913
MT1E	11	5	6	-0.6232029084559495	-0.45639997951840744	-0.37272727272727274	0.2589258736842221	-1.6106385488300132	0.14228869643286157	-0.9608129379177044	0.9896864954561603	0.9133283402779913
ALDOB	11	5	6	-0.013736161687769524	0.0458127612174416	-0.37272727272727274	0.2589258736842221	-1.6119621196097285	0.16587365486252678	-1.0066199021814892	0.9896864954561603	0.9133283402779913
PTPRO	11	5	6	0.03339219217540575	0.15313219445260282	-0.37272727272727274	0.2589258736842221	-1.873465720964924	0.09698970513853218	-1.1401339027904889	0.9896864954561603	0.9133283402779913
C3orf52	11	5	6	0.06520838212086294	0.07804679303193918	-0.37272727272727274	0.2589258736842221	-0.28697942224373296	0.7822400323827728	-0.16842973390293414	0.9896864954561603	0.9791490795754568
TERB2	11	5	6	-0.07462276545154709	-0.029212333922985525	-0.37272727272727274	0.2589258736842221	-0.9233469536839869	0.3811286968052294	-0.5597407338425547	0.9896864954561603	0.9303766357820936
RBMXL2	11	5	6	0.044789521205171476	0.05448568128897901	-0.37272727272727274	0.2589258736842221	-0.2444438207591023	0.8148322427499145	-0.15133950842012897	0.9896864954561603	0.9810018754970443
DENND4B	11	5	6	-0.21406361367198282	-0.147654501280259	-0.37272727272727274	0.2589258736842221	-2.0566300094905805	0.07145430033702208	-1.2466759270748509	0.9896864954561603	0.9133283402779913
VEZF1	11	5	6	-0.2575562682348375	-0.2732218798165023	-0.37272727272727274	0.2589258736842221	0.13556589316814072	0.8952536834191109	0.08203901899465715	0.9896864954561603	0.988306151612314
RETREG3	11	5	6	-0.1691243021302728	-0.12049784655914471	-0.37272727272727274	0.2589258736842221	-0.9028931945594384	0.4098284147087976	-0.566080321138224	0.9896864954561603	0.9303766357820936
DTNBP1	11	5	6	-0.1097192309733849	-0.055655369968418	-0.37272727272727274	0.2589258736842221	-0.8524795619234292	0.41606738357957423	-0.5120047306685237	0.9896864954561603	0.9303766357820936
AADAC	11	5	6	0.0939418019954222	0.11603925236543015	-0.37272727272727274	0.2589258736842221	-0.48422636230075794	0.6405101918552573	-0.29386862514110884	0.9896864954561603	0.9643183237432961
DYNC1I2	11	5	6	-1.9905191053300808	-1.7851318456124055	-0.37272727272727274	0.2589258736842221	-1.3997808032144354	0.19510868616321533	-0.8407171011649246	0.9896864954561603	0.9133283402779913
SNX9	11	5	6	0.05602203833436044	0.09631087916952459	-0.37272727272727274	0.2589258736842221	-0.9550896649491492	0.37756134059654395	-0.55495991727391	0.9896864954561603	0.9303766357820936
IFNA21	11	5	6	-0.03669498960472726	0.021788629678597377	-0.37272727272727274	0.2589258736842221	-0.6701121167299863	0.5259096791139423	-0.39132398808510804	0.9896864954561603	0.9481338297504717
MLLT3	11	5	6	-0.021222411748562202	0.09008966409372776	-0.37272727272727274	0.2589258736842221	-1.579946525192356	0.15131314287734	-0.9360984805874493	0.9896864954561603	0.9133283402779913
MEN1	11	5	6	-0.5984420210660251	-0.4951774078167091	-0.37272727272727274	0.2589258736842221	-0.40061400011713455	0.6987079252547775	-0.23753202120281713	0.9896864954561603	0.9687889312945343
MFGE8	11	5	6	0.11340176043348413	0.1370826510618006	-0.37272727272727274	0.2589258736842221	-1.102834723699603	0.30275355194908066	-0.6733210181824307	0.9896864954561603	0.9225384243008801
METTL21A	11	5	6	-0.007730409680053019	0.018834764675188933	-0.37272727272727274	0.2589258736842221	-0.6849845514232107	0.5182992362777925	-0.3990410774821892	0.9896864954561603	0.9479175631988803
FLCN	11	5	6	-0.3590977325879501	-0.27582587986273094	-0.37272727272727274	0.2589258736842221	-0.5747480535950935	0.5861557486871629	-0.3561250607122887	0.9896864954561603	0.9581369582126454
RALGDS	11	5	6	-0.08785498604215218	0.017836487258899168	-0.37272727272727274	0.2589258736842221	-2.2791769615181594	0.04911667416279849	-1.375666860242	0.9896864954561603	0.9133283402779913
ARHGAP31	11	5	6	-0.011938077081706886	0.03996644094286925	-0.37272727272727274	0.2589258736842221	-0.8254091807122205	0.4305475374905554	-0.4939324603935108	0.9896864954561603	0.9315753020525079
GALC	11	5	6	-0.08710264785603092	-0.0360316679957535	-0.37272727272727274	0.2589258736842221	-0.9858660532183041	0.35269299971036017	-0.6004806267407087	0.9896864954561603	0.9266124575125749
TMPRSS2	11	5	6	-0.06393734373643109	0.06071786143239233	-0.37272727272727274	0.2589258736842221	-2.8530296818968206	0.02484584033577122	-1.755253973563442	0.9896864954561603	0.9133283402779913
ICAM5	11	5	6	-0.21843442319221382	-0.1282824777914681	-0.37272727272727274	0.2589258736842221	-1.2822678330329655	0.2393968356563886	-0.7870529854208524	0.9896864954561603	0.915543198737781
SPIB	11	5	6	0.02971116533275182	0.025691805179266152	-0.37272727272727274	0.2589258736842221	0.12058142472695874	0.9067289338387684	0.07187331894123368	0.9896864954561603	0.990191878226144
MMP19	11	5	6	-0.20810156941874833	-0.15404386236043915	-0.37272727272727274	0.2589258736842221	-0.7542252152316397	0.47725682591138563	-0.44038908342477845	0.9896864954561603	0.9409251328789188
RINL	11	5	6	-0.06699990526411782	-0.012004868848804666	-0.37272727272727274	0.2589258736842221	-0.8979477283376374	0.40482976498973733	-0.557515786272593	0.9896864954561603	0.9303766357820936
ULK4	11	5	6	0.03363900949841038	0.12825212457346363	-0.37272727272727274	0.2589258736842221	-2.548607771422105	0.043567840614645865	-1.5799335180611085	0.9896864954561603	0.9133283402779913
PTGFRN	11	5	6	-0.08908017440143659	-0.030395236270709964	-0.37272727272727274	0.2589258736842221	-0.9061137242037725	0.3894226769123827	-0.5486385919328949	0.9896864954561603	0.9303766357820936
PTH1R	11	5	6	-0.059613866500700906	0.028883473697764412	-0.37272727272727274	0.2589258736842221	-1.6626833286026732	0.13076749345677477	-0.9989175609847737	0.9896864954561603	0.9133283402779913
PTCH1	11	5	6	-0.024136317571488784	0.10004308191449453	-0.37272727272727274	0.2589258736842221	-1.502252064202292	0.17645325010818025	-0.9233569842642917	0.9896864954561603	0.9133283402779913
DDO	11	5	6	-0.059151676077739544	0.016539822800858434	-0.37272727272727274	0.2589258736842221	-1.7737567379811137	0.1322863721712936	-1.1057303932346731	0.9896864954561603	0.9133283402779913
USP9X	11	5	6	-1.0060719250344001	-0.7604547639080185	-0.37272727272727274	0.2589258736842221	-1.0613651115539868	0.3313894674926499	-0.6596445780404173	0.9896864954561603	0.9252843201103845
SUPT5H	11	5	6	-1.5355896555058142	-1.3827673953978146	-0.37272727272727274	0.2589258736842221	-1.4843868682120223	0.17983965429413676	-0.9108828675947532	0.9896864954561603	0.9133283402779913
ZAR1L	11	5	6	-0.06810514180001132	-0.05444534584912339	-0.37272727272727274	0.2589258736842221	-0.27668256017704346	0.7890015722093461	-0.16350584617555292	0.9896864954561603	0.9798206356830022
CFAP69	11	5	6	-0.10280697830597141	0.012563060893921374	-0.37272727272727274	0.2589258736842221	-2.131391334697171	0.06797640918802138	-1.3053273265938081	0.9896864954561603	0.9133283402779913
MCCC2	11	5	6	-0.046542954096654245	-0.009628770554194031	-0.37272727272727274	0.2589258736842221	-0.8558037207009113	0.4259858004361634	-0.5313932229747782	0.9896864954561603	0.9315753020525079
TTLL6	11	5	6	-0.09895191416060074	-0.006868452113254867	-0.37272727272727274	0.2589258736842221	-1.762335413267816	0.11185300677278173	-1.057855168084132	0.9896864954561603	0.9133283402779913
FLRT3	11	5	6	0.07608203820617657	0.13870020149176773	-0.37272727272727274	0.2589258736842221	-1.3012584090414119	0.23097039809816844	-0.7958223286700251	0.9896864954561603	0.915543198737781
GCNT2	11	5	6	0.056425717761030315	0.08761993939176373	-0.37272727272727274	0.2589258736842221	-0.8713374866467946	0.4187373534063817	-0.5415436991818958	0.9896864954561603	0.9306832370991649
RWDD2A	11	5	6	0.04095325478073446	0.0881838808648522	-0.37272727272727274	0.2589258736842221	-1.1173735337472162	0.2928565056047903	-0.6720571408466042	0.9896864954561603	0.9200163745556171
HMGXB3	11	5	6	-0.30470162362808184	-0.06896151622556393	-0.36363636363636365	0.27163754099382253	-2.102074193599125	0.06493185653272886	-1.2630885851232498	0.9896864954561603	0.9133283402779913
TPR	11	5	6	-1.2183081716885364	-0.9376809902192099	-0.36363636363636365	0.27163754099382253	-1.6296240555163164	0.13781110855599535	-0.9745022603038158	0.9896864954561603	0.9133283402779913
PCDHAC1	11	5	6	-0.10678851562659006	-0.07631970196455816	-0.36363636363636365	0.27163754099382253	-0.4709156275265566	0.6491004179284204	-0.28088133151227124	0.9896864954561603	0.9643183237432961
LMX1A	11	5	6	0.047250217023194055	0.09602145631489294	-0.36363636363636365	0.27163754099382253	-0.9398435293806643	0.3718412114499649	-0.5642864259474274	0.9896864954561603	0.929596542654227
NIPA1	11	5	6	-0.02322930506575386	0.017337371851378	-0.36363636363636365	0.27163754099382253	-0.8542483989665569	0.41524057687702726	-0.5142274489472906	0.9896864954561603	0.9303766357820936
FAM241B	11	5	6	0.016152003917917677	0.11146997461522368	-0.36363636363636365	0.27163754099382253	-1.6540321537500242	0.13647776851464344	-1.0080139109980504	0.9896864954561603	0.9133283402779913
CBLN1	11	5	6	-0.21405125368767725	-0.12747710988871186	-0.36363636363636365	0.27163754099382253	-1.3855155321267651	0.2027373468467259	-0.8193759955997917	0.9896864954561603	0.9133283402779913
NETO2	11	5	6	-0.0077439876733397415	0.046864746899261324	-0.36363636363636365	0.27163754099382253	-0.9960819026154317	0.34635272392545663	-0.6033550356359625	0.9896864954561603	0.9266124575125749
CCK	11	5	6	0.029455408562282803	0.0286421884174145	-0.36363636363636365	0.27163754099382253	0.03208660916961369	0.9751732467187894	0.019532824414487823	0.9896864954561603	0.997549003166344
SUSD2	11	5	6	-0.0742234773193811	-0.08453416705090638	-0.36363636363636365	0.27163754099382253	0.2217936683143919	0.8294893874710528	0.13376455222208067	0.9896864954561603	0.9819788238081173
DCX	11	5	6	0.16237249894332179	0.1933734035213979	-0.36363636363636365	0.27163754099382253	-0.8965111716023318	0.4021832897513743	-0.5536868158840532	0.9896864954561603	0.9303766357820936
CCS	11	5	6	-0.3474255970959995	-0.2471822668519161	-0.36363636363636365	0.27163754099382253	-0.8367493096452363	0.4328798145297566	-0.5170201294390653	0.9896864954561603	0.9317128007222991
GLP2R	11	5	6	-0.02062019854626746	0.07138892784929428	-0.36363636363636365	0.27163754099382253	-2.03994962377682	0.08771092518653346	-1.2649659303077416	0.9896864954561603	0.9133283402779913
MYPN	11	5	6	0.0087251701871045	0.0773697237463729	-0.36363636363636365	0.27163754099382253	-1.3358408693201256	0.21953074132226552	-0.8163507685088263	0.9896864954561603	0.9142535134008006
PRELID1	11	5	6	-2.8683111957060996	-2.623611299168955	-0.36363636363636365	0.27163754099382253	-0.9109707681284415	0.39663417204072926	-0.5640434951739232	0.9896864954561603	0.9303766357820936
SCLY	11	5	6	-0.12256368758269602	0.024499716419470418	-0.36363636363636365	0.27163754099382253	-1.2183438737267915	0.27832604744841377	-0.7627676680170622	0.9896864954561603	0.9200163745556171
NAALADL2	11	5	6	0.14199540309816264	0.162990449413727	-0.36363636363636365	0.27163754099382253	-0.5315052778248336	0.6102619360223362	-0.32522844312128807	0.9896864954561603	0.961872313338883
PPP1R3F	11	5	6	0.030262883516491024	0.06005693608823529	-0.36363636363636365	0.27163754099382253	-1.2067833944546982	0.2591425502046285	-0.7186091606903539	0.9896864954561603	0.9160311901205421
KRT85	11	5	6	-0.09585892493369835	-0.08591147735819733	-0.36363636363636365	0.27163754099382253	-0.15328869854787078	0.8816041794096999	-0.09146430441425642	0.9896864954561603	0.9875532775467489
NAA15	11	5	6	-1.2502626307878582	-1.2774091495062747	-0.36363636363636365	0.27163754099382253	0.11786057173274543	0.9099335942754105	0.07297282788969608	0.9896864954561603	0.9903116252413251
CFAP100	11	5	6	-0.11572555058324083	-0.06015869677288214	-0.36363636363636365	0.27163754099382253	-1.016499892822518	0.3368066941034529	-0.6149760839552215	0.9896864954561603	0.9260551030939895
ABCG1	11	5	6	-0.08262376157075627	-0.027676858627443787	-0.36363636363636365	0.27163754099382253	-1.3545086348455806	0.2231841358719563	-0.8386030096566196	0.9896864954561603	0.9142535134008006
ALOX12	11	5	6	0.11913204615279671	0.12488472599527271	-0.36363636363636365	0.27163754099382253	-0.07380690311988146	0.9434773004292767	-0.045667144557842175	0.9896864954561603	0.991939398435722
IL17B	11	5	6	0.08634881321671087	0.10165543270672917	-0.36363636363636365	0.27163754099382253	-0.32265768203510137	0.7587939378334511	-0.20083367808688635	0.9896864954561603	0.9739700569442964
DOCK7	11	5	6	-0.34426703876241266	-0.1781202118416614	-0.36363636363636365	0.27163754099382253	-2.058031803012398	0.09335842678165371	-1.2859028200356828	0.9896864954561603	0.9133283402779913
SENP6	11	5	6	-1.3629621212216816	-1.195913995440769	-0.36363636363636365	0.27163754099382253	-1.0163403702869755	0.3633328981157923	-0.6405710210770851	0.9896864954561603	0.9278474854607748
ZFYVE21	11	5	6	0.010065762165679018	0.05338534376530313	-0.36363636363636365	0.27163754099382253	-0.7122905229162255	0.500700202757879	-0.4394073718182152	0.9896864954561603	0.9469271656359692
AK8	11	5	6	-0.07543164920380248	-0.020830666104146935	-0.36363636363636365	0.27163754099382253	-1.7069402272083625	0.12660829014880143	-1.0415232729507136	0.9896864954561603	0.9133283402779913
ABT1	11	5	6	-0.8274561168645189	-0.7630245658037946	-0.36363636363636365	0.27163754099382253	-0.6906288601792027	0.5081242963325581	-0.41872668483717795	0.9896864954561603	0.9470401886424957
ERC2	11	5	6	-0.056996874684623625	0.017112519129722413	-0.36363636363636365	0.27163754099382253	-1.4335549073302425	0.18562882145117904	-0.8624391207301338	0.9896864954561603	0.9133283402779913
OR6K2	11	5	6	-0.09944615317812684	-0.022260467952783098	-0.36363636363636365	0.27163754099382253	-1.0272334582993528	0.3454067203673928	-0.638038265536762	0.9896864954561603	0.9266124575125749
TRHDE	11	5	6	-0.0770993931165025	-0.027772049553050935	-0.36363636363636365	0.27163754099382253	-0.9170628254909554	0.399852884178264	-0.5727137595514417	0.9896864954561603	0.9303766357820936
SHCBP1L	11	5	6	-0.07700228657517967	0.01699817689392077	-0.36363636363636365	0.27163754099382253	-1.98308605070942	0.0945242197810365	-1.1540223414828534	0.9896864954561603	0.9133283402779913
GRB2	11	5	6	-0.06575776044816314	-0.1041510467127534	-0.36363636363636365	0.27163754099382253	0.12974271886101776	0.900443632554832	0.07602267331089692	0.9896864954561603	0.989035236866734
FAM53B	11	5	6	-0.08863315795970447	0.017572759681298716	-0.36363636363636365	0.27163754099382253	-1.3805953153863415	0.21819334752806585	-0.8572776400976561	0.9896864954561603	0.9142535134008006
NSL1	11	5	6	-0.9855685085099356	-0.9206766967656965	-0.36363636363636365	0.27163754099382253	-1.225184093473614	0.25935244219398684	-0.7524532261136809	0.9896864954561603	0.9160311901205421
NDUFAB1	11	5	6	-0.6098199335908555	-0.5505917449230004	-0.36363636363636365	0.27163754099382253	-0.22001651757583635	0.830873433934902	-0.13289292182845863	0.9896864954561603	0.9821143492498055
GPD2	11	5	6	-0.07925933275727351	0.00633354304824777	-0.36363636363636365	0.27163754099382253	-1.886577783508644	0.10661401925359032	-1.167610442994598	0.9896864954561603	0.9133283402779913
STX19	11	5	6	0.046579607245800105	0.15068053203500156	-0.36363636363636365	0.27163754099382253	-2.781894604939784	0.02162579738790004	-1.6601642289716982	0.9896864954561603	0.9133283402779913
ZCCHC4	11	5	6	-0.005344480731425959	0.010781531137137432	-0.36363636363636365	0.27163754099382253	-0.34951392379536833	0.7400732524792986	-0.2023471036745879	0.9896864954561603	0.9725277168504818
LYPD6B	11	5	6	-0.1433227863601824	-0.05229419356478962	-0.36363636363636365	0.27163754099382253	-1.2268978807853175	0.26007122626297385	-0.755000610338606	0.9896864954561603	0.9162958120833165
PFKFB1	11	5	6	-0.09589955468503078	-0.03486149543339923	-0.36363636363636365	0.27163754099382253	-1.4448965630145034	0.20101888350239824	-0.8979376734419732	0.9896864954561603	0.9133283402779913
ATP8A2	11	5	6	-0.09085397039021914	-0.026427784849177727	-0.36363636363636365	0.27163754099382253	-1.555955041030553	0.15432360081399363	-0.9366515864597268	0.9896864954561603	0.9133283402779913
CCDC91	11	5	6	0.031086968480742976	0.12495265113895888	-0.36363636363636365	0.27163754099382253	-1.9163444900039903	0.09866149738469591	-1.1208826410881338	0.9896864954561603	0.9133283402779913
PAPSS1	11	5	6	-0.02753902650630092	0.07331560246012722	-0.36363636363636365	0.27163754099382253	-1.4799072962367286	0.17757770740654436	-0.8735755203399883	0.9896864954561603	0.9133283402779913
SSTR3	11	5	6	-0.06503449166250126	0.03164961558737469	-0.36363636363636365	0.27163754099382253	-2.1953724735536184	0.05947972085759136	-1.3387314546168845	0.9896864954561603	0.9133283402779913
SLC5A4	11	5	6	-0.0163082891191137	0.013634535747988017	-0.36363636363636365	0.27163754099382253	-0.5484152549789186	0.6024282802489885	-0.3392637180203578	0.9896864954561603	0.9593317968908369
SPTBN5	11	5	6	-0.06820830971803786	0.04390252066760192	-0.36363636363636365	0.27163754099382253	-1.838289013852481	0.10835524797676623	-1.129926609056229	0.9896864954561603	0.9133283402779913
IL1R2	11	5	6	0.008411362950257458	0.015355419529906633	-0.36363636363636365	0.27163754099382253	-0.16415984231795572	0.8738704051640427	-0.09668056342727378	0.9896864954561603	0.9875532775467489
HDAC11	11	5	6	0.01748834659687096	0.07309936410110547	-0.36363636363636365	0.27163754099382253	-1.4313036055358481	0.19209548527965833	-0.8428311951844042	0.9896864954561603	0.9133283402779913
ZPR1	11	5	6	-1.7389180053159818	-1.5319445102154619	-0.36363636363636365	0.27163754099382253	-0.8700920883966753	0.41276001288000874	-0.5346382418753566	0.9896864954561603	0.9303766357820936
XYLT2	11	5	6	-0.3259090435100814	-0.35259952595092975	-0.36363636363636365	0.27163754099382253	0.23445415188714638	0.8227081518195597	0.13620543183517012	0.9896864954561603	0.9815925066267018
EVI5	11	5	6	-0.19420889942172642	-0.11827623546934678	-0.36363636363636365	0.27163754099382253	-1.2288263352956619	0.2520323361312073	-0.7453381078951066	0.9896864954561603	0.915543198737781
ATP6V1H	11	5	6	-0.6474276624683226	-0.527537470967955	-0.36363636363636365	0.27163754099382253	-0.5552534166689317	0.5922912281167296	-0.3339621587064555	0.9896864954561603	0.9581369582126454
SMARCA2	11	5	6	-0.11557634890097987	-0.03657203910932968	-0.36363636363636365	0.27163754099382253	-0.424643720545301	0.6817628580084026	-0.2578827881008478	0.9896864954561603	0.9655351259354685
ATP13A5	11	5	6	0.0960767631286595	0.14845274209674092	-0.36363636363636365	0.27163754099382253	-2.0691130677993477	0.06942224615604596	-1.2513729511956468	0.9896864954561603	0.9133283402779913
AQP11	11	5	6	0.050620878928104754	0.07194091605314366	-0.36363636363636365	0.27163754099382253	-0.33178238776220376	0.7533827170487315	-0.20744453846333671	0.9896864954561603	0.9739700569442964
C16orf89	11	5	6	-0.15361208998647707	-0.06642062419142257	-0.36363636363636365	0.27163754099382253	-2.036464451422537	0.07827492286172198	-1.2467246119422908	0.9896864954561603	0.9133283402779913
ICA1	11	5	6	-0.08244909526106028	0.003029548275506451	-0.36363636363636365	0.27163754099382253	-2.1649709692764363	0.07057509414374538	-1.3373981352894484	0.9896864954561603	0.9133283402779913
ASB12	11	5	6	0.008575955678460397	0.04896543117409533	-0.36363636363636365	0.27163754099382253	-1.1411625045765665	0.2832565851649932	-0.6845869013902792	0.9896864954561603	0.9200163745556171
