source	drug	compound_id	n	n_high	n_low	median_auc	mean_auc_high	mean_auc_low	spearman_r	spearman_p	t_stat	t_p	cohens_d	note
GDSC2	DABRAFENIB	DPC-002044	12	6.0	6.0	0.7900735865731585	0.7826609163751949	0.8639111089571351	-0.20979020979020982	0.512840943181826	-0.9808892957640455	0.35447532603925974	-0.5663166989545941	
GDSC2	SCH772984	DPC-003397	12	6.0	6.0	0.822056749322437	0.8322139187106777	0.8072275240758877	0.2377622377622378	0.45680085263992326	0.42383217836432846	0.6822677428587649	0.24469962226987052	
GDSC2	TRAMETINIB	DPC-006587	12	6.0	6.0	0.724211495669257	0.7113801609256928	0.6710312552262717	-0.006993006993006993	0.9827917689028476	0.5001615427908991	0.6293160727023073	0.28876840136862414	
GDSC2	VX-11E	DPC-006904	11	5.0	6.0	0.883175548287633	0.8619562538105162	0.8348011714391131	0.10000000000000002	0.7698749998921367	0.41841638208730414	0.6854969782116743	0.25183539115689685	
CTRP	DABRAFENIB	DPC-002044	3											n<5 thyroid lines with AUC
CTRP	REGORAFENIB	DPC-005513	9	4.0	5.0	0.88080747782889	0.8373862457219581	0.9081054081389967	-0.6833333333333333	0.04244227208707231	-1.9548787618496164	0.09375242863971736	-1.3096573721308655	
CTRP	TRAMETINIB	DPC-006587	3											n<5 thyroid lines with AUC
GDSC1	VX-11E	DPC-006904	12	6.0	6.0	0.8662928738639535	0.8564816171548837	0.8675874561644056	-0.2556921609434964	0.4224811423333079	-0.14407921934292373	0.8884035525788403	-0.08318417607226815	
