broad_id	n	n_high	n_low	mean_LFC_high	mean_LFC_low	spearman_r	spearman_p	t_stat	t_p	cohens_d	name	moa	target	spearman_fdr	t_fdr	mapk_class
BRD-K33457401-001-02-9	13	6	7	-0.7034511406717572	-0.047510448635309656	-0.4175824175824176	0.15567475363347452	-2.3144800643332073	0.04115196434938263	-1.2837817650757497	bronopol			0.9920116271582938	0.986308321258557	
BRD-K00003525-003-01-9	13	6	7	-0.1398151179707428	0.06805512198583137	-0.4945054945054945	0.08582353060960757	-2.3576602519361085	0.044864014524145054	-1.2761653368832189	hydroxocobalamin			0.9920116271582938	0.986308321258557	
BRD-K00003475-001-01-9	13	6	7	0.05944086258399404	0.4692060730071777	-0.5439560439560439	0.05464653454086549	-2.232368209750711	0.05252078111316484	-1.2567887547975272	S-3304			0.9920116271582938	0.986308321258557	
BRD-K24621118-001-04-9	13	6	7	-0.5092234930807803	-0.2239743035051211	-0.6153846153846154	0.025167116551899297	-2.3102202823930824	0.04938753961998053	-1.2487458031064047	Actinonin			0.9920116271582938	0.986308321258557	
BRD-K90756851-001-01-1	13	6	7	-1.0155323094089794	-0.4079406532927744	-0.36813186813186816	0.21585718064938147	-2.209919857197042	0.05567291577068785	-1.2466360619489931	K-Ras(G12C)-inhibitor-12			0.9920116271582938	0.986308321258557	
BRD-K00003125-001-01-9	13	6	7	-0.6589189779589679	-0.07361908160312904	-0.3241758241758242	0.2798818688931397	-2.2085062168017187	0.05439185878555064	-1.2428819653425887	sulfatinib			0.9920116271582938	0.986308321258557	
BRD-K00003453-003-01-9	13	6	7	-8.084311094149099	-6.253961327581871	-0.6098901098901099	0.02687783442125201	-2.302000963256283	0.05182137523031825	-1.2415098545489711	CT7001			0.9920116271582938	0.986308321258557	
BRD-K00003404-001-01-9	13	6	7	-9.53247723408799	-7.04929134971607	-0.5879120879120879	0.03458605834210783	-2.2328834132226376	0.047504758916360336	-1.2388621535207618	CYC065			0.9920116271582938	0.986308321258557	
BRD-K00004966-001-01-9	13	6	7	-0.29919191761489894	0.053687622378806664	-0.3516483516483517	0.23869970534203364	-2.280423604844386	0.05073655764405412	-1.234330951625479	amenamevir			0.9920116271582938	0.986308321258557	
BRD-K88737571-001-02-2	13	6	7	-1.8077207731536102	-1.2722185646068698	-0.47802197802197804	0.09849011541638986	-2.15441108849324	0.06519024413216014	-1.222513756600738	CC-223			0.9920116271582938	0.986308321258557	
BRD-K00004703-001-01-9	13	6	7	-0.008229669419146463	0.2915450975449114	-0.4835164835164835	0.09413469259693935	-2.2057417177391447	0.04961577546194048	-1.2209213845943945	MSDC-0602K			0.9920116271582938	0.986308321258557	
BRD-K00004294-001-01-9	13	6	7	-0.049105966312963295	0.23974134798075888	-0.38461538461538464	0.19441291997748633	-2.211493764178622	0.049325957309875317	-1.217801148921344	TCS-2002			0.9920116271582938	0.986308321258557	
BRD-K00005330-001-01-9	13	6	7	-0.2880543741130797	0.05712988583101801	-0.24725274725274726	0.415405119725538	-2.14909315800459	0.061942416737183405	-1.2133550990603883	AUT-1			0.9920116271582938	0.986308321258557	
BRD-K00004610-001-01-9	13	6	7	-2.9826768542828943	-2.1755525000670812	-0.36813186813186816	0.21585718064938147	-2.147223016877928	0.05977126512626137	-1.2076536096154378	entasobulin			0.9920116271582938	0.986308321258557	
BRD-K00003273-003-01-9	13	6	7	-7.447688698101982	-5.666439544130581	-0.6263736263736264	0.021988602409889674	-2.177761642004083	0.05209309801457351	-1.2052949334677185	cbl0137			0.9920116271582938	0.986308321258557	
BRD-K00073093-001-02-9	13	6	7	-3.077299024453586	-2.014036143744865	-0.3076923076923077	0.30644705251252885	-2.207516877803392	0.056221418427900315	-1.1960943440580252	Alofanib			0.9920116271582938	0.986308321258557	
BRD-K00005344-001-01-9	13	6	7	-0.31712662599226005	0.1282367022864612	-0.4010989010989011	0.17435746494503296	-2.129285657885612	0.05690787557966417	-1.1724265438505046	DCP-LA			0.9920116271582938	0.986308321258557	
BRD-K49461364-001-01-0	13	6	7	-0.5671597968427212	0.6307257225724558	-0.5604395604395604	0.04634590589406467	-2.1189926788524596	0.05771683641944381	-1.1693879963151559	TCS-21311			0.9920116271582938	0.986308321258557	
BRD-K00003146-318-01-9	13	6	7	-0.016731697893419394	0.5014527458276026	-0.32967032967032966	0.27133505450523593	-2.1412443288031273	0.05817072068274372	-1.1689253801451402	MIW-815			0.9920116271582938	0.986308321258557	
BRD-K34362291-001-02-9	13	6	7	-6.510224278448308	-5.020671430905925	-0.6098901098901099	0.02687783442125201	-2.1601517202913336	0.06425242588288475	-1.1651829516223424	TC-S-7003			0.9920116271582938	0.986308321258557	
BRD-K00005245-001-01-9	13	6	7	-0.3046932924208013	0.2194161862143414	-0.21428571428571427	0.4820544547023681	-2.0988582198980668	0.05972182071571888	-1.1596573195632605	KM-0118			0.9920116271582938	0.986308321258557	
BRD-A18598741-001-02-9	13	6	7	-0.09217938689307296	0.052347489833992254	-0.5	0.08186423116569438	-2.078054645068641	0.06323691329915501	-1.1589050157674847	4BP-TQS			0.9920116271582938	0.986308321258557	
BRD-K00003377-001-01-9	13	6	7	-0.41852107064958993	-0.1987319243396126	-0.5659340659340659	0.04379259223545486	-2.045471952300285	0.07491046139984993	-1.15778819862664	fisogatinib			0.9920116271582938	0.986308321258557	
BRD-K01584643-001-04-9	13	6	7	-1.1005112551917058	-0.38381913312865434	-0.3131868131868132	0.2974384220710294	-2.0272279031726534	0.07559271693951262	-1.1452260494228348	tannic-acid			0.9920116271582938	0.986308321258557	
BRD-K00004660-001-01-9	13	6	7	-0.41432581374807337	-0.09221905974422853	-0.532967032967033	0.060736503065617946	-2.004015633168988	0.08518625680657359	-1.1411404961114202	MK-1903			0.9920116271582938	0.986308321258557	
BRD-K00003320-001-01-9	13	6	7	-0.11814143233809016	0.34838676223967713	-0.17032967032967034	0.5779754288392673	-2.0578592338655706	0.06410318911944339	-1.1371765062491583	ceruletide			0.9920116271582938	0.986308321258557	
BRD-K82266792-001-03-9	13	6	7	-0.17786561393879605	0.24819995960193214	-0.24175824175824176	0.4261755195945088	-2.0144517518080427	0.07533702443784482	-1.13503665041835	SDZ-220-040			0.9920116271582938	0.986308321258557	
BRD-K00003471-001-01-9	13	6	7	-0.16877038258789276	0.07774720186748163	-0.489010989010989	0.08991308230865641	-2.0247335981287313	0.07086796769837252	-1.1340928056764226	rislenemdaz			0.9920116271582938	0.986308321258557	
BRD-K01029106-001-02-9	13	6	7	-0.37771179778728703	0.15608678786157495	-0.5054945054945055	0.07803332731018385	-1.9971403474212717	0.07993060686462176	-1.1292411870117856	chromium-picolinate			0.9920116271582938	0.986308321258557	
BRD-K00003096-001-01-9	13	6	7	-7.7955481210447415	-5.780667960655042	-0.5934065934065934	0.03252444027009706	-2.0408265562824712	0.06668758318293577	-1.1211657038661385	FN-1501			0.9920116271582938	0.986308321258557	
BRD-K00003507-001-01-9	13	6	7	0.044638202503763734	0.23095090347519395	-0.34065934065934067	0.2547064607541251	-1.9321110161920232	0.09108622761409718	-1.0959461163770707	farampator			0.9920116271582938	0.986308321258557	
BRD-K00091121-003-01-9	13	6	7	-2.1164563526493954	-1.4076779857262542	-0.3021978021978022	0.3156083662499548	-1.950455698052502	0.0777483056228716	-1.0848630267388713	SEL120-34A (monohydrochloride)			0.9920116271582938	0.986308321258557	
BRD-K00077266-001-02-9	13	6	7	-0.2763444756478138	0.09712164674958244	-0.4065934065934066	0.16797834614789647	-1.9114165270256092	0.08782218340443099	-1.0752896085838572	CCR2 antagonist 3			0.9920116271582938	0.986308321258557	
BRD-K00076647-001-02-9	13	6	7	-0.9221045862187864	-0.4587986764596682	-0.7142857142857143	0.006088305245824156	-1.9028611860219038	0.08965530000549014	-1.0715251778623411	MK-0429			0.9920116271582938	0.986308321258557	
BRD-K47464228-001-14-9	13	6	7	-0.16744021042915738	0.19006856334645464	-0.5769230769230769	0.03899262343244832	-1.878710398385179	0.103534291921174	-1.0709418303452738	azaserine			0.9920116271582938	0.986308321258557	
BRD-K00004615-001-01-9	13	6	7	-1.2193480649028954	-0.5795387347131572	-0.46703296703296704	0.10760914039913913	-1.952298435641471	0.07925713319178211	-1.0668785227927984	PBT-1033			0.9920116271582938	0.986308321258557	
BRD-K00004554-001-01-9	13	6	7	-0.04403742001918074	0.30356610293687847	-0.4230769230769231	0.1497485415549681	-1.9095074917899568	0.0826160393149829	-1.0548952563314413	lodenosine			0.9920116271582938	0.986308321258557	
BRD-K00003389-001-01-9	13	6	7	-0.4274382149547466	-0.05594772065932748	-0.2692307692307692	0.3737330422818916	-1.880617975464728	0.08972326979521077	-1.0529688260703483	HTHQ			0.9920116271582938	0.986308321258557	
BRD-K00003523-236-01-9	13	6	7	-0.268420597874552	-0.07949899508194631	-0.4725274725274725	0.10298105029992846	-1.8923487629326434	0.08539178030318029	-1.0505987799152954	tauroglycocholate			0.9920116271582938	0.986308321258557	
BRD-K00077023-001-02-9	13	6	7	-0.5099786047543612	-0.2884769728615465	-0.3241758241758242	0.2798818688931397	-1.9062840360432158	0.08371617090894576	-1.047516162749425	Oteseconazole			0.9920116271582938	0.986308321258557	
BRD-K00078514-003-02-9	13	6	7	-0.13888777839567762	0.12079856271985878	-0.21428571428571427	0.4820544547023681	-1.9143802590109171	0.08405233993040571	-1.0470255361185787	Etelcalcetide (hydrochloride)			0.9920116271582938	0.986308321258557	
BRD-K00004645-001-01-9	13	6	7	-0.2406318568053135	0.05407817090566832	-0.2967032967032967	0.3249215884859749	-1.8345639577983666	0.10545600411128533	-1.0404460731869698	rimeporide			0.9920116271582938	0.986308321258557	
BRD-K00003260-001-01-9	13	6	7	-0.10577992348137255	0.12967214408082506	-0.5054945054945055	0.07803332731018385	-1.8934332434855088	0.08585896135358	-1.0391351902274149	glecaprevir			0.9920116271582938	0.986308321258557	
BRD-K60842365-001-03-9	13	6	7	-0.4381948148815309	0.01238333266006906	-0.43956043956043955	0.13286024415692985	-1.8924338994650702	0.08623999715760905	-1.0377315566288419	theaflavin			0.9920116271582938	0.986308321258557	
BRD-K00090654-001-01-9	13	6	7	-0.41360041388251884	-0.14162362456478522	-0.3626373626373626	0.22331572029248187	-1.8594132761579276	0.09078529271909382	-1.0349682874712374	LHF-535			0.9920116271582938	0.986308321258557	
BRD-A37873789-003-02-9	13	6	7	-0.08513448179645337	0.2439210693866956	-0.4230769230769231	0.1497485415549681	-1.7983761608549733	0.10952295955183877	-1.0177153331610822	octodrine			0.9920116271582938	0.986308321258557	
BRD-K00004562-001-01-9	13	6	7	-0.19936060670583525	0.05293501619547166	-0.32967032967032966	0.27133505450523593	-1.8121903217674686	0.09890724414996657	-1.011057396272317	deazaguanine			0.9920116271582938	0.986308321258557	
BRD-K21306330-001-02-9	13	6	7	-0.08288297104393057	0.32937375446887335	-0.17032967032967034	0.5779754288392673	-1.777354291924118	0.11670785366953376	-1.0098994061580724	CJ-033466			0.9920116271582938	0.986308321258557	
BRD-K00003354-001-01-9	13	6	7	-8.451092765151623	-6.709957633487955	-0.6098901098901099	0.02687783442125201	-1.812198215574688	0.09731704977311767	-1.0012662974445994	cinobufotalin			0.9920116271582938	0.986308321258557	
BRD-K75989555-001-02-9	13	6	7	-0.14814847449807914	0.05294615285525316	-0.45054945054945056	0.1223318876780357	-1.776284027727996	0.10888820013754257	-0.9991476121448997	melanotan-ii			0.9920116271582938	0.986308321258557	
BRD-K50888640-001-01-6	13	6	7	-0.3319224737090041	-0.059073123158947416	-0.34065934065934067	0.2547064607541251	-1.8194445587264652	0.09750363297667139	-0.9972906327396095	MDL-27531			0.9920116271582938	0.986308321258557	
BRD-K00076909-001-02-9	13	6	7	-0.003930010100786428	0.20006136271943542	-0.3626373626373626	0.22331572029248187	-1.810998708882133	0.09784246154653337	-0.9968825833708106	AZD2098			0.9920116271582938	0.986308321258557	
BRD-K26921335-003-01-2	13	6	7	-0.12230228227335184	0.32294302193984187	-0.41208791208791207	0.1617510527725265	-1.8306237629201354	0.10018048388988969	-0.9945557196562255	CP-640186			0.9920116271582938	0.986308321258557	
BRD-K00005327-001-01-9	13	6	7	-1.4184337335206456	-0.8773056758282465	-0.3956043956043956	0.18088916310494074	-1.791243822902072	0.10078392311563951	-0.9907610199009398	scabertopin			0.9920116271582938	0.986308321258557	
BRD-K00091282-001-01-9	13	6	7	0.018074360706360648	0.34363957116791227	-0.2087912087912088	0.493621819356885	-1.8014648985862178	0.09967280268818143	-0.9902390182967391	Fosdagrocorat			0.9920116271582938	0.986308321258557	
BRD-K07460388-019-02-9	13	6	7	-0.11997071167883407	0.19512098887031887	-0.510989010989011	0.07432891414402142	-1.7486495457227251	0.11230368815456211	-0.981170927262096	PHP-501			0.9920116271582938	0.986308321258557	
BRD-K15324227-001-02-9	13	6	7	-0.19070943289614087	0.13661103753608025	-0.3626373626373626	0.22331572029248187	-1.749830793409778	0.10835251684120048	-0.9717125574176404	ML355			0.9920116271582938	0.986308321258557	
BRD-K08333979-003-02-9	13	6	7	-0.7957510087359024	-0.405752818081217	-0.43956043956043955	0.13286024415692985	-1.7107738027963857	0.12800566879658554	-0.9712441262798338	SB-612111			0.9920116271582938	0.986308321258557	
BRD-K00003188-046-01-9	13	6	7	0.011953603948245026	0.3089065772965487	0.03296703296703297	0.9148564744875124	-1.6983432425039402	0.13554470806666308	-0.9691176950859564	capromorelin			0.9920116271582938	0.986308321258557	
BRD-K00003489-001-01-9	13	6	7	-0.17606708419784545	0.10280727986790318	-0.4065934065934066	0.16797834614789647	-1.7670046871205352	0.1061764155882337	-0.9689154822599009	gamithromycin			0.9920116271582938	0.986308321258557	
BRD-K20484910-001-16-9	13	6	7	-0.373225834127509	-0.12900818892474	-0.5659340659340659	0.04379259223545486	-1.7492125806657015	0.1087108061794259	-0.9613304549220437	ampyrone			0.9920116271582938	0.986308321258557	
BRD-A45499626-001-04-9	13	6	7	-9.168705671773232	-6.92270141326736	-0.13186813186813187	0.6676075762175145	-1.6568882210220512	0.1560559202597037	-0.954954118274811	UBP-296			0.9920116271582938	0.986308321258557	
BRD-A22971209-001-01-0	13	6	7	-0.13764083852493678	0.12003861048688438	-0.510989010989011	0.07432891414402142	-1.7346860768263774	0.1115966488882287	-0.9523488123977684	DMPS			0.9920116271582938	0.986308321258557	
BRD-K00004649-001-01-9	13	6	7	-0.17930159691916778	0.2723891640725316	-0.31868131868131866	0.28858316144472024	-1.696084033277149	0.12018663060665565	-0.9478329245662961	E3330			0.9920116271582938	0.986308321258557	
BRD-K00003240-300-01-9	13	6	7	-2.0420457759736776	-1.2821261617866102	-0.46703296703296704	0.10760914039913913	-1.733122458271534	0.11480772162993867	-0.9447315093796143	eravacycline			0.9920116271582938	0.986308321258557	
BRD-K00004578-001-01-9	13	6	7	-0.19454831844643405	0.058369034215275714	-0.24725274725274726	0.415405119725538	-1.7242832589960984	0.11429370485969345	-0.9443076142845553	KAF-156			0.9920116271582938	0.986308321258557	
BRD-K00004737-001-01-9	13	6	7	-0.14817354619230552	0.11964817948690142	-0.521978021978022	0.06729171199351022	-1.71315899318542	0.11490108130258814	-0.9438488703914824	nitroflurbiprofen			0.9920116271582938	0.986308321258557	
BRD-K00004607-001-01-9	13	6	7	-0.15180395619643502	0.053752516488889804	-0.0989010989010989	0.7478683035983906	-1.669873046741812	0.13214876900048025	-0.9437845207382817	monepantel			0.9920116271582938	0.986308321258557	
BRD-K83982397-001-06-9	13	6	7	-0.19707841009362273	0.08943427427723931	-0.34065934065934067	0.2547064607541251	-1.6654890680403824	0.1342253317476804	-0.9426846582416817	2-Benzyl-4-chlorophenol			0.9920116271582938	0.986308321258557	
BRD-K00003390-003-01-9	13	6	7	-0.16909406549018643	0.2089923795776837	-0.2802197802197802	0.3537636356336792	-1.7442760585564099	0.12304302894039057	-0.9389394500135674	YL0919			0.9920116271582938	0.986308321258557	
BRD-K00091067-376-01-9	13	6	7	-0.15349579097171684	0.06325844050304492	-0.35714285714285715	0.2309298623020339	-1.6322927297067618	0.1339135615604009	-0.9138237848751338	AMXT-1501 tetrahydrochloride			0.9920116271582938	0.986308321258557	
BRD-K00076940-046-02-9	13	6	7	-3.2505944689197808	-2.518762802204322	-0.45604395604395603	0.11728306543614493	-1.6704668457579979	0.12946933080466222	-0.9068759524921777	Evogliptin (tartrate)			0.9920116271582938	0.986308321258557	
BRD-K00089583-001-01-9	13	6	7	-0.16817568441065064	0.13232677294340467	-0.43956043956043955	0.13286024415692985	-1.5949176861190233	0.15319119949401003	-0.9066905066765778	Indoxacarb			0.9920116271582938	0.986308321258557	
BRD-K00003290-003-01-9	13	6	7	-0.15547681086190576	-0.03128843660175156	-0.5164835164835165	0.07074904067496358	-1.6056140398225247	0.14105957893588777	-0.9012888014255955	emixustat			0.9920116271582938	0.986308321258557	
BRD-K49900195-300-02-9	13	6	7	-3.459633697633772	-2.5654100209313655	-0.5384615384615384	0.05763443347046609	-1.581166895084358	0.1561286262354109	-0.8987274381674215	WYE-687			0.9920116271582938	0.986308321258557	
BRD-K00003411-001-01-9	13	6	7	-0.3557918911996137	-0.04292588421968673	-0.3241758241758242	0.2798818688931397	-1.5841129364653779	0.15237503895150928	-0.897366347338652	bamaquimast			0.9920116271582938	0.986308321258557	
BRD-K00003331-001-01-9	13	6	7	-0.18169409872910305	0.012410556626211766	-0.5054945054945055	0.07803332731018385	-1.613650150133284	0.13540442117794013	-0.8965869375633324	NIM811			0.9920116271582938	0.986308321258557	
BRD-K31606909-001-03-9	13	6	7	-0.5340014026536607	-0.22189174776381665	-0.3901098901098901	0.18757411613383787	-1.635267131294691	0.13172385826779004	-0.8961384119294529	Metarrestin			0.9920116271582938	0.986308321258557	
BRD-K64748124-300-06-9	13	6	7	-0.022145845013338095	0.23040242072908593	-0.3901098901098901	0.18757411613383787	-1.5749236845206576	0.1547902168571393	-0.8924910366002798	GNTI			0.9920116271582938	0.986308321258557	
BRD-A37752546-001-02-9	13	6	7	-0.20368524848882022	0.1521709739015433	-0.22527472527472528	0.4593051427250056	-1.548851369154919	0.17003155995411423	-0.8857386879830542	1E-1-(2-hydroxy-5-methylphenyl)-1-dodecanone-oxime			0.9920116271582938	0.986308321258557	
BRD-K40624912-003-17-9	13	6	7	-0.5781335627141176	-0.2329556641451967	-0.4065934065934066	0.16797834614789647	-1.5939728896337397	0.13926837061433012	-0.8802181754978092	ZM-39923			0.9920116271582938	0.986308321258557	
BRD-K12483104-001-02-9	13	6	7	-0.006632982784962239	0.34177121029416585	-0.2967032967032967	0.3249215884859749	-1.55491564323158	0.15824532759970675	-0.879911541467524	VU10010			0.9920116271582938	0.986308321258557	
BRD-K00003277-003-01-9	13	6	7	-0.10069361315557857	0.10596785096605252	-0.31868131868131866	0.28858316144472024	-1.521316525815193	0.18707785132887028	-0.877311913822199	vatinoxan			0.9920116271582938	0.986308321258557	
BRD-K00004722-001-01-9	13	6	7	-2.569516860970985	-1.9468137296015375	-0.3021978021978022	0.3156083662499548	-1.5477374980661391	0.15496732245690065	-0.869747631252869	LY3295668			0.9920116271582938	0.986308321258557	
BRD-K53114651-001-12-7	13	6	7	-2.5211300690819667	-1.3516816132444482	-0.4065934065934066	0.16797834614789647	-1.5938981462325246	0.14676346427659026	-0.8641205788251309	azaguanine-8			0.9920116271582938	0.986308321258557	
BRD-K30331124-001-04-9	13	6	7	-0.23450545431859013	0.10675318736937643	-0.35714285714285715	0.2309298623020339	-1.5058243217084977	0.17959125186676114	-0.8604459916715964	ASC-J9			0.9920116271582938	0.986308321258557	
BRD-K87727457-001-02-9	13	6	7	-0.2275487221318054	0.009058568364974056	-0.33516483516483514	0.26294314035936023	-1.4969019963079906	0.18443640601901615	-0.8573078232830549	VU152100			0.9920116271582938	0.986308321258557	
BRD-K00005345-001-01-9	13	6	7	0.14436857829725977	0.3489260672182743	-0.4065934065934066	0.16797834614789647	-1.5610878039565999	0.14817644276846195	-0.8556886170270587	20-HETE			0.9920116271582938	0.986308321258557	
BRD-K00073070-001-02-9	13	6	7	-0.43494050262015443	-0.14931975555765017	0.016483516483516484	0.9573761750901848	-1.5340464852605349	0.15421308816422574	-0.8540166120331523	SAR-260301			0.9920116271582938	0.986308321258557	
BRD-K36474365-001-09-9	13	6	7	-0.13749192682475106	0.07414931865424915	-0.21428571428571427	0.4820544547023681	-1.5246292304276419	0.15833942881461693	-0.8531065111861486	tartaric-acid			0.9920116271582938	0.986308321258557	
BRD-K00003126-001-01-9	13	6	7	-5.738570164619457	-3.5119966973050505	-0.24725274725274726	0.415405119725538	-1.530109206229265	0.15538722292253637	-0.8524725899171971	G-749			0.9920116271582938	0.986308321258557	
BRD-K97152684-001-03-9	13	6	7	-2.4201184194484036	-1.3507860586113207	-0.45604395604395603	0.11728306543614493	-1.5008945004163678	0.1707610201750978	-0.848615617172404	PD-161570			0.9920116271582938	0.986308321258557	
BRD-K23479488-001-02-9	13	6	7	-0.665514753307103	-0.1828279840934473	-0.4340659340659341	0.1383423778882126	-1.4868053977855937	0.17628246080106444	-0.8426022679166377	dynole-34-2			0.9920116271582938	0.986308321258557	
BRD-K00004653-001-01-9	13	6	7	-0.3759865219026184	-0.037129745276995016	-0.13736263736263737	0.6545168402947126	-1.487091293751628	0.17526593247867067	-0.8418246832405878	S15535			0.9920116271582938	0.986308321258557	
BRD-K00073067-001-02-9	13	6	7	-1.4685383054744046	-0.7810683008383738	-0.3076923076923077	0.30644705251252885	-1.5202079252529686	0.1567276668886355	-0.8388480712985891	Artelinic acid			0.9920116271582938	0.986308321258557	
