broad_id	n	n_high	n_low	mean_LFC_high	mean_LFC_low	spearman_r	spearman_p	t_stat	t_p	cohens_d	name	moa	target	spearman_fdr	t_fdr	mapk_class
BRD-K75016267-001-02-9	13	6	7	-0.5274830217041732	0.0006840752585781056	-0.554945054945055	0.04900449559833095	-3.809911213602589	0.0029348111478045783	-2.098833092641274	SNG-1153			0.9920116271582938	0.986308321258557	
BRD-K00005247-001-01-9	13	6	7	-0.2162022850436803	0.16711464781807567	-0.8461538461538461	0.00026601205575225306	-3.6833374859284884	0.003690787012557992	-2.045409800843447	salvianolic-acid-A			0.2421750716865293	0.986308321258557	
BRD-K00003145-001-01-9	13	6	7	-0.4201389696739506	0.15822796540071868	-0.6593406593406593	0.0142255785114567	-3.2542041103474695	0.014385743303924309	-1.8544971894636748	PF-05089771			0.9920116271582938	0.986308321258557	
BRD-K00003365-300-01-9	13	6	7	-0.25482081172824506	0.26193879092940137	-0.7857142857142857	0.0014541896038438252	-3.294996078152121	0.008310543235929883	-1.797507449825333	AQ-13			0.5518649546587316	0.986308321258557	
BRD-K84068331-001-02-9	13	6	7	-0.4910840659411944	-0.10000042357395851	-0.5989010989010989	0.03055411417293788	-3.216281291664208	0.00821843882742488	-1.7794179805366788	CW-008			0.9920116271582938	0.986308321258557	
BRD-K17751100-001-02-9	13	6	7	-0.16287360324978695	0.24433412533598112	-0.4945054945054945	0.08582353060960757	-3.228203642358996	0.008328385262788155	-1.7729910669606024	CC4			0.9920116271582938	0.986308321258557	
BRD-K00003264-001-01-9	13	6	7	-0.41067710339697255	-0.040766028453902294	-0.6483516483516484	0.016536698804267263	-3.0936449324761064	0.012630838449124467	-1.7402512028424442	zoliflodacin			0.9920116271582938	0.986308321258557	
BRD-K00074843-001-02-9	13	6	7	-0.27425504741290724	0.18987356556803822	-0.43956043956043955	0.13286024415692985	-3.0274591391381462	0.01432700437601973	-1.7044460336608638	Tepilamide fumarate			0.9920116271582938	0.986308321258557	
BRD-K00004556-001-01-9	13	6	7	-0.13083922285560443	0.288794654236391	-0.38461538461538464	0.19441291997748633	-3.00425629776427	0.011988415945910033	-1.6608624449903893	WAY-255348			0.9920116271582938	0.986308321258557	
BRD-K00003496-001-01-9	13	6	7	-2.0374437000424943	-0.7401605927072802	-0.6208791208791209	0.02353816709643307	-2.7050528878128643	0.03128162151720544	-1.5421071513702855	baloxavir			0.9920116271582938	0.986308321258557	
BRD-K00003492-001-01-9	13	6	7	-0.11166341888345428	0.37680647966198044	-0.6043956043956044	0.02867270567140694	-2.7864776489504606	0.017698933280823385	-1.5397515314760817	apararenone			0.9920116271582938	0.986308321258557	
BRD-K12826175-001-02-4	13	6	7	-0.31843740260673536	0.15188361338533304	-0.5164835164835165	0.07074904067496358	-2.637245755088649	0.02996086750520592	-1.4932949486135925	ISRIB			0.9920116271582938	0.986308321258557	
BRD-K00075584-003-02-9	13	6	7	-6.2345819577970465	-5.184715105306836	-0.36813186813186816	0.21585718064938147	-2.704774580580195	0.020611400222144735	-1.490065032646363	Melflufen (hydrochloride)			0.9920116271582938	0.986308321258557	
BRD-K00004644-001-01-9	13	6	7	-0.5185699760907065	0.03866338610387313	-0.41208791208791207	0.1617510527725265	-2.6069506551152775	0.025323538208204825	-1.45377192808315	PF-06260414			0.9920116271582938	0.986308321258557	
BRD-K00003253-001-01-9	13	6	7	-0.036594042807819936	0.2485421472473202	-0.6703296703296703	0.012166220319952023	-2.587272764522436	0.026815174904534333	-1.4145015262064184	sparsentan			0.9920116271582938	0.986308321258557	
BRD-K00003336-001-01-9	13	6	7	-0.24954534594268807	0.10334309383187171	-0.33516483516483514	0.26294314035936023	-2.5860320980479443	0.032804496433452075	-1.3962675223396872	tuftsin			0.9920116271582938	0.986308321258557	
BRD-K00004622-001-01-9	13	6	7	-1.2734833822674783	-0.4512534236766313	-0.4725274725274725	0.10298105029992846	-2.452103950755619	0.033825051558085344	-1.3707086806918904	MM-206			0.9920116271582938	0.986308321258557	
BRD-K24570280-001-07-9	13	6	7	-0.2651680435109271	0.14628305010785964	-0.44505494505494503	0.12752383613843699	-2.3717086081636114	0.057679808879886094	-1.362023325917338	CINPA-1			0.9920116271582938	0.986308321258557	
BRD-K76205745-237-22-9	13	6	7	-0.14010792881921127	0.27052824435163764	-0.6868131868131868	0.009509496050393584	-2.4377385467403148	0.03353721916088485	-1.338886821019604	losartan			0.9920116271582938	0.986308321258557	
BRD-K32143970-001-02-9	13	6	7	-5.341884979169136	-2.978502521659543	-0.31868131868131866	0.28858316144472024	-2.3946385778851504	0.03603507377928846	-1.331293339848249	AP-18			0.9920116271582938	0.986308321258557	
BRD-K00003431-001-01-9	13	6	7	-0.340978654569718	0.17319174716418312	-0.8131868131868132	0.0007236077236996961	-2.4083802719001675	0.03485286678987775	-1.32713980593308	ziritaxestat			0.3661455081920463	0.986308321258557	
BRD-K74284736-001-04-9	13	6	7	-0.3331654815600078	0.07496663091602922	-0.5714285714285714	0.0413422673717235	-2.4196752895652494	0.03490866816316431	-1.3270875728710085	L-689560			0.9920116271582938	0.986308321258557	
BRD-K00004632-001-01-9	13	6	7	-0.24433441583748558	0.25699616211345117	-0.3516483516483517	0.23869970534203364	-2.3729924732358927	0.037063423437133154	-1.3152974225596166	PF-02413873			0.9920116271582938	0.986308321258557	
BRD-K00003312-003-01-9	13	6	7	0.10004892653091402	0.5756242624849809	-0.4175824175824176	0.15567475363347452	-2.3135109926481614	0.04805929893242945	-1.3070489231224436	sultopride			0.9920116271582938	0.986308321258557	
BRD-K69075588-001-02-9	13	6	7	-4.851072505805917	-2.7466006743397604	-0.5	0.08186423116569438	-2.418305307853366	0.043541693329225625	-1.303962840508632	GNF-7			0.9920116271582938	0.986308321258557	
BRD-K00003140-001-01-9	13	6	7	-0.1884105353373313	0.028468822952444222	-0.5659340659340659	0.04379259223545486	-2.366213375978347	0.03873355186265437	-1.2956939262481981	hPGDS-IN-1			0.9920116271582938	0.986308321258557	
BRD-K91106808-001-03-9	13	6	7	-0.7304674756905407	-0.07821156864364205	-0.5934065934065934	0.03252444027009706	-2.2718475999176846	0.056808902946538196	-1.292794024473567	SU16f			0.9920116271582938	0.986308321258557	
