claim,dedup_key,sources,n_sources,doi,title,year,venue,first_author,cited_by,influential,composite,topical_relevance,new_score
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),pricing asian options for jump diffusions|,arxiv,1,,Pricing Asian Options for Jump Diffusions,,,Erhan Bayraktar,0.0,0.0,100.0,0.035078709109850434,13.507870910985044
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.3389/fimmu.2024.1417899,europepmc_fulltext,1,10.3389/fimmu.2024.1417899,A genome-wide cross-trait analysis identifying shared genetic basis and causal relationships between Hunner-type interstitial cystitis and autoimmune diseases in East Asian populations.,2024.0,,,0.0,0.0,124.0,0.02867877027886362,12.867877027886362
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),subleading correction to the asian options volatility in the|,arxiv,1,,Subleading correction to the Asian options volatility in the Black-Scholes model,,,Dan Pirjol,0.0,0.0,100.0,0.026597291196671702,12.659729119667169
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s43856-026-01487-9,europepmc_fulltext,1,10.1038/s43856-026-01487-9,Identifying genetic and cellular connections and distinctions among 15 autoimmune diseases using an in-silico approach.,2026.0,,,0.0,0.0,126.0,0.015430305964805751,11.543030596480575
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1016/j.xgen.2025.100783,europepmc_fulltext,1,10.1016/j.xgen.2025.100783,Germline variants and mosaic chromosomal alterations affect COVID-19 vaccine immunogenicity.,2025.0,,,0.0,0.0,125.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1210/clinem/dgaf181,europepmc_fulltext,1,10.1210/clinem/dgaf181,Type 1 Diabetes Genetics Consortium.,2025.0,,,0.0,0.0,125.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.7150/thno.116951,europepmc_fulltext,1,10.7150/thno.116951,"Inhibitory leukocyte immunoglobulin-like receptors, subfamily B (LILRBs) in human diseases: structure, roles, mechanisms, and clinical applications.",2025.0,,,0.0,0.0,125.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),10.1038/s41525-022-00345-6,europepmc_fulltext,1,10.1038/s41525-022-00345-6,Germline genetic variation and predicting immune checkpoint inhibitor induced toxicity.,2022.0,,,0.0,0.0,122.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),an elementary proof of the minimal euclidean function on the|,arxiv,1,,An Elementary Proof of the Minimal Euclidean Function on the Gaussian Integers,,,Hester Graves,0.0,0.0,100.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),dissecting the red sequence--i. star formation histories of |,arxiv,1,,Dissecting the Red Sequence--I. Star Formation Histories of Quiescent Galaxies: The Color-Magnitude vs. the Color-Sigma Relation,,,Genevieve J. Graves,0.0,0.0,100.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),dissecting the red sequence--ii. star formation histories of|,arxiv,1,,Dissecting the Red Sequence--II. Star Formation Histories of Early-Type Galaxies Throughout the Fundamental Plane,,,Genevieve J. Graves,0.0,0.0,100.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),measuring ages and elemental abundances from unresolved stel|,arxiv,1,,"Measuring Ages and Elemental Abundances from Unresolved Stellar Populations: Fe, Mg, C, N, and Ca",,,Genevieve J. Graves,0.0,0.0,100.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),mendelian randomization studies in atopic dermatitis: causal|,europepmc_fulltext,1,,Mendelian randomization studies in atopic dermatitis: causal insights across omics layers,,,,0.0,0.0,100.0,0.0,10.0
Pan-Asian HLA fine-mapping (Graves' / autoimmune thyroid),the abc conjecture implies infinitely many non-wieferich pla|,arxiv,1,,The abc conjecture implies infinitely many non-Wieferich places for fixed bases in number fields,,,Hester Graves,0.0,0.0,100.0,0.0,10.0
Single-cell PTC progression,10.3389/fimmu.2022.840811,openalex,1,10.3389/fimmu.2022.840811,Single-Cell Transcriptome Analysis Reveals Inter-Tumor Heterogeneity in Bilateral Papillary Thyroid Carcinoma,2022.0,,Wang,63.0,0.0,185.0,0.2005001753379469,34.20890061715436
Single-cell PTC progression,10.3389/fendo.2021.729565,openalex,1,10.3389/fendo.2021.729565,Single-Cell Transcriptomic Analysis of Ecosystems in Papillary Thyroid Carcinoma Progression,2021.0,,Yan,32.0,0.0,153.0,0.20024847865440465,33.52135542690694
Single-cell PTC progression,10.1038/s41467-021-26343-3,openalex,1,10.1038/s41467-021-26343-3,Single-cell transcriptomic analysis of the tumor ecosystems underlying initiation and progression of papillary thyroid carcinoma,2021.0,,Pu,273.0,0.0,394.0,0.1409260767978854,29.705735786176614
Single-cell PTC progression,10.1002/ctm2.70172,openalex,1,10.1002/ctm2.70172,Single‐cell RNA‐sequencing and spatial transcriptomic analysis reveal a distinct population of <i>APOE</i><sup>−</sup> cells yielding pathological lymph node metastasis in papillary thyroid cancer,2025.0,,Xiao,8.0,0.0,133.0,0.16083650489806536,28.280875067142755
Single-cell PTC progression,10.21037/tcr-2025-aw-2244,europepmc_fulltext,1,10.21037/tcr-2025-aw-2244,Identification of papillary thyroid carcinoma-associated epithelial cell subpopulations and diagnostic biomarkers: integrating machine learning with single-cell analysis.,2026.0,,,0.0,0.0,126.0,0.11474258614127472,21.47425861412747
Single-cell PTC progression,10.1186/s13000-021-01153-9,openalex,1,10.1186/s13000-021-01153-9,CircRNA NRIP1 promotes papillary thyroid carcinoma progression by sponging mir-195-5p and modulating the P38 MAPK and JAK/STAT pathways,2021.0,,Li,38.0,0.0,159.0,0.07629826260227271,21.29338790635692
Single-cell PTC progression,10.1186/s12943-022-01658-x,openalex,1,10.1186/s12943-022-01658-x,CREB3L1 promotes tumor growth and metastasis of anaplastic thyroid carcinoma by remodeling the tumor microenvironment,2022.0,,Pan,99.0,0.0,221.0,0.06290494374222891,20.89566456021098
Single-cell PTC progression,10.1186/s12885-024-12459-4,openalex,1,10.1186/s12885-024-12459-4,Pathomics and single-cell analysis of papillary thyroid carcinoma reveal the pro-metastatic influence of cancer-associated fibroblasts,2024.0,,Wang,14.0,0.0,138.0,0.08169408868739557,20.87745906984177
Single-cell PTC progression,10.6004/jnccn.2022.0040,openalex,1,10.6004/jnccn.2022.0040,"Thyroid Carcinoma, Version 2.2022, NCCN Clinical Practice Guidelines in Oncology",2022.0,,Haddad,488.0,0.0,610.0,0.02511106692884958,18.703469182359832
Single-cell PTC progression,10.1002/advs.202413474,openalex,1,10.1002/advs.202413474,PROS1‐MERTK Axis Drives Tumor Microenvironment Crosstalk and Progression in Papillary Thyroid Microcarcinoma,2025.0,,Zhang,4.0,0.0,129.0,0.07037526537413774,18.646964449847875
Single-cell PTC progression,10.1186/s13045-022-01392-3,openalex,1,10.1186/s13045-022-01392-3,"Targeting cell death pathways for cancer therapy: recent developments in necroptosis, pyroptosis, ferroptosis, and cuproptosis research",2022.0,,Tong,803.0,0.0,622.0,0.009510985346187877,17.640697803797757
Single-cell PTC progression,10.1186/s12943-023-01827-6,openalex,1,10.1186/s12943-023-01827-6,PI3K/AKT/mTOR signaling transduction pathway and targeted therapies in cancer,2023.0,,Glaviano,1787.0,0.0,623.0,0.0,17.48885295573346
Single-cell PTC progression,10.1016/j.gendis.2022.02.007,openalex,1,10.1016/j.gendis.2022.02.007,"Cancer chemotherapy and beyond: Current status, drug candidates, associated risks and progress in targeted therapeutics",2022.0,,Anand,1578.0,0.0,622.0,0.0,17.364547014255642
Single-cell PTC progression,10.1007/s12020-024-03911-3,openalex,1,10.1007/s12020-024-03911-3,A computational approach to assessing the prognostic implications of BRAF and RAS mutations in patients with papillary thyroid carcinoma,2024.0,,Haghzad,21.0,0.0,145.0,0.04215221979703209,17.306264433061525
Single-cell PTC progression,deep learning in single-cell analysis|,arxiv,1,,Deep Learning in Single-Cell Analysis,,,Dylan Molho,0.0,0.0,100.0,0.07128333456807606,17.128333456807606
Single-cell PTC progression,10.1038/s41392-022-01151-3,openalex,1,10.1038/s41392-022-01151-3,Lactate metabolism in human health and disease,2022.0,,Li,1243.0,0.0,622.0,0.0,17.126087273299124
Single-cell PTC progression,10.1007/s10238-026-02101-x,europepmc_fulltext,1,10.1007/s10238-026-02101-x,CD44 is associated with papillary thyroid carcinoma metastasis via potential modulation of the immunosuppressive tumor microenvironment.,2026.0,,,0.0,0.0,126.0,0.07031023562645486,17.031023562645487
Single-cell PTC progression,10.3389/fimmu.2021.636568,openalex,1,10.3389/fimmu.2021.636568,Cancer Immune Evasion Through Loss of MHC Class I Antigen Presentation,2021.0,,Dhatchinamoorthy,1003.0,0.0,621.0,0.0,16.911747300251676
Single-cell PTC progression,10.3389/fimmu.2026.1769020,europepmc_fulltext,1,10.3389/fimmu.2026.1769020,Unraveling the indolence of papillary thyroid carcinoma: an exploratory study on B-cell subsets based on genetic predisposition and tumor immunity.,2026.0,,,0.0,0.0,126.0,0.06747444230482327,16.747444230482326
Single-cell PTC progression,cellphonedb v5: inferring cell-cell communication from singl|,arxiv,1,,CellPhoneDB v5: inferring cell-cell communication from single-cell multiomics data,,,Kevin Troulé,0.0,0.0,100.0,0.0634132253103306,16.34132253103306
Single-cell PTC progression,single-cell protein analysis by mass-spectrometry|,arxiv,1,,Single-cell protein analysis by mass-spectrometry,,,Nikolai Slavov,0.0,0.0,100.0,0.05808113334989987,15.808113334989986
Single-cell PTC progression,beyond the nucleus: cytoplasmic dominance in follicular thyr|,arxiv,1,,Beyond the Nucleus: Cytoplasmic Dominance in Follicular Thyroid Carcinoma Detection Using Single-Cell Raman Imaging Across Multiple Devices,,,Aurelien Pelissier,0.0,0.0,100.0,0.05581822033933078,15.58182203393308
Single-cell PTC progression,10.3389/fimmu.2026.1740257,europepmc_fulltext,1,10.3389/fimmu.2026.1740257,Gut microbe &lt;i&gt;Terrisporobacter&lt;/i&gt; promotes papillary thyroid carcinoma progression by upregulating the &lt;i&gt;NTRK1&lt;/i&gt; oncogene and fostering an immunosuppressive tumor microenvironment.,2026.0,,,0.0,0.0,126.0,0.05574732171479331,15.574732171479331
Single-cell PTC progression,10.1002/cncy.70100,europepmc_fulltext,1,10.1002/cncy.70100,"The fascinating history of papillary thyroid carcinoma nuclei: revelation of two nuclear morphologies-""Classical papillary"" and ""papillary-like"", with different pathobiologic characteristics.",2026.0,,,0.0,0.0,126.0,0.05228494413544956,15.228494413544956
Single-cell PTC progression,10.1186/s12957-026-04242-5,europepmc_fulltext,1,10.1186/s12957-026-04242-5,Milk fat globule-EGF factor 8 enhances the proliferation and migration of thyroid carcinoma cells through epithelial-mesenchymal transition and PI3K/AKT signaling pathway.,2026.0,,,0.0,0.0,126.0,0.043149938891472416,14.314993889147242
Single-cell PTC progression,10.1016/j.eclinm.2026.103839,europepmc_fulltext,1,10.1016/j.eclinm.2026.103839,"A histo-clinical score to predict evolution to radioactive iodine-refractory of the follicular cell-derived thyroid carcinoma (PREDIRAIR): a single-centre, prospective, cohort study.",2026.0,,,0.0,0.0,126.0,0.03472602400634802,13.472602400634802
Single-cell PTC progression,instance-based vision transformer for subtyping of papillary|,arxiv,1,,Instance-based Vision Transformer for Subtyping of Papillary Renal Cell Carcinoma in Histopathological Image,,,Zeyu Gao,0.0,0.0,100.0,0.02845578547586343,12.845578547586342
Single-cell PTC progression,use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0,0.024820816812165344,12.482081681216535
Single-cell PTC progression,gene expression and pathway bioinformatics analysis detect a|,arxiv,1,,Gene expression and pathway bioinformatics analysis detect a potential predictive value of MAP3K8 in thyroid cancer progression,,,Valentina Di Salvatore,0.0,0.0,100.0,0.024770141643885128,12.477014164388512
Single-cell PTC progression,10.1210/jcemcr/luag060,europepmc_fulltext,1,10.1210/jcemcr/luag060,Yttrium-90 radioembolization treatment of metastatic thyroid carcinoma to the liver: a 3-case series.,2026.0,,,0.0,0.0,126.0,0.02334885116902906,12.334885116902907
Single-cell PTC progression,intelligent diagnosis using dual-branch attention network fo|,arxiv,1,,Intelligent Diagnosis Using Dual-Branch Attention Network for Rare Thyroid Carcinoma Recognition with Ultrasound Imaging,,,Peiqi Li,0.0,0.0,100.0,0.02004155362368555,12.004155362368556
Single-cell PTC progression,10.1007/s12105-026-01901-7,europepmc_fulltext,1,10.1007/s12105-026-01901-7,"Proceedings of the 2026 North American Society of Head and Neck Pathology Companion Meeting, San Antonio, TX, March 22, 2026: It's a Trap! Pitfalls in Thyroid Pathology: Mets or Not Mets?",2026.0,,,0.0,0.0,126.0,0.003789555949361913,10.37895559493619
Single-cell PTC progression,10.36401/jipo-26-x2,europepmc_fulltext,1,10.36401/jipo-26-x2,"Abstracts Presented at the 2026 Precision Oncology Saudi Summit: February 12-14, 2026, Madinah, Saudi Arabia.",2026.0,,,0.0,0.0,126.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,10.3390/cancers14041061,openalex,1,10.3390/cancers14041061,Anaplastic Thyroid Carcinoma: An Update,2022.0,,Jannin,147.0,0.0,269.0,0.17538678242570438,32.535890516334554
TIERA-like Korean PTC molecular cohort,10.7150/ijms.29935,openalex,1,10.7150/ijms.29935,Papillary Thyroid Cancer: Genetic Alterations and Molecular Biomarker Investigations,2019.0,,Abdullah,354.0,0.0,473.0,0.11045889026706782,26.9180068161822
TIERA-like Korean PTC molecular cohort,10.3390/cancers10120494,openalex,1,10.3390/cancers10120494,Immune Gene Signature Delineates a Subclass of Papillary Thyroid Cancer with Unfavorable Clinical Outcomes,2018.0,,Kim,88.0,0.0,206.0,0.06655658478767643,21.144294848499783
TIERA-like Korean PTC molecular cohort,10.1001/jamasurg.2018.1153,openalex,1,10.1001/jamasurg.2018.1153,Performance of a Genomic Sequencing Classifier for the Preoperative Diagnosis of Cytologically Indeterminate Thyroid Nodules,2018.0,,Patel,375.0,0.0,493.0,0.0471801243438503,20.647601577774925
TIERA-like Korean PTC molecular cohort,10.1038/s41467-019-10680-5,openalex,1,10.1038/s41467-019-10680-5,Integrative analysis of genomic and transcriptomic characteristics associated with progression of aggressive thyroid cancer,2019.0,,Yoo,261.0,0.0,380.0,0.05009368826796212,20.57771333055731
TIERA-like Korean PTC molecular cohort,10.3803/enm.2023.1885,europepmc_fulltext,1,10.3803/enm.2023.1885,Clinicopathological Features and Molecular Signatures of Lateral Neck Lymph Node Metastasis in Papillary Thyroid Microcarcinoma.,2024.0,,,0.0,0.0,124.0,0.08506838848510437,18.506838848510437
TIERA-like Korean PTC molecular cohort,10.1038/s41586-020-1969-6,openalex,1,10.1038/s41586-020-1969-6,Pan-cancer analysis of whole genomes,2020.0,,Aaltonen,3240.0,0.0,620.0,0.0,18.08363720314155
TIERA-like Korean PTC molecular cohort,10.1111/jebm.12373,openalex,1,10.1111/jebm.12373,Brief introduction of medical database and data mining technology in big data era,2020.0,,Yang,592.0,0.0,620.0,0.0,16.385194398997726
TIERA-like Korean PTC molecular cohort,10.1186/s13045-018-0645-x,openalex,1,10.1186/s13045-018-0645-x,The roles of metallothioneins in carcinogenesis,2018.0,,Si,442.0,0.0,560.0,0.0,16.093569770045136
TIERA-like Korean PTC molecular cohort,use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0,0.05912719644365752,15.912719644365751
TIERA-like Korean PTC molecular cohort,10.1038/s12276-024-01209-y,openalex,1,10.1038/s12276-024-01209-y,Regulation of cargo selection in exosome biogenesis and its biomedical applications in cancer,2024.0,,Lee,302.0,0.0,426.0,0.0,15.71373280550937
TIERA-like Korean PTC molecular cohort,10.1093/bib/bbab504,openalex,1,10.1093/bib/bbab504,Tumor immune microenvironment lncRNAs,2021.0,,Park,278.0,0.0,399.0,0.0,15.631211781821365
TIERA-like Korean PTC molecular cohort,10.1038/s12276-019-0230-6,openalex,1,10.1038/s12276-019-0230-6,"The cancer driver genes IDH1/2, JARID1C/ KDM5C, and UTX/ KDM6A: crosstalk between histone demethylation and hypoxic reprogramming in cancer metabolism",2019.0,,Chang,237.0,0.0,356.0,0.0,15.472270673671474
TIERA-like Korean PTC molecular cohort,10.1038/s41418-018-0126-3,openalex,1,10.1038/s41418-018-0126-3,TP53 gain-of-function mutation promotes inflammation in glioblastoma,2018.0,,Ham,224.0,0.0,342.0,0.0,15.416100402204421
TIERA-like Korean PTC molecular cohort,10.1038/s41379-021-00737-6,openalex,1,10.1038/s41379-021-00737-6,"Novel, emerging and provisional renal entities: The Genitourinary Pathology Society (GUPS) update on renal neoplasia",2021.0,,Trpkov,215.0,0.0,336.0,0.0,15.375278407684165
TIERA-like Korean PTC molecular cohort,10.3390/ijms21020569,openalex,1,10.3390/ijms21020569,"Claudin-1, A Double-Edged Sword in Cancer",2020.0,,Bhat,148.0,0.0,268.0,0.0,15.003946305945458
TIERA-like Korean PTC molecular cohort,10.1186/s12967-021-03067-y,openalex,1,10.1186/s12967-021-03067-y,An update on extra-oral bitter taste receptors,2021.0,,Tuzim,130.0,0.0,251.0,0.0,14.875197323201151
TIERA-like Korean PTC molecular cohort,10.21873/invivo.14114,europepmc_fulltext,1,10.21873/invivo.14114,Gene Profiling Analyses of Synovium Tissues in Korean Osteoarthritis Patients.,2025.0,,,0.0,0.0,125.0,0.03866826222031655,13.866826222031655
TIERA-like Korean PTC molecular cohort,multi-cancer molecular signatures and their interrelationshi|,arxiv,1,,Multi-cancer molecular signatures and their interrelationships,,,Wei-Yi Cheng,0.0,0.0,100.0,0.03731069177596909,13.73106917759691
TIERA-like Korean PTC molecular cohort,korean vlbi network: the first dedicated mm-wavelength vlbi |,arxiv,1,,Korean VLBI Network: the First Dedicated Mm-Wavelength VLBI Network in East Asia,,,Kiyoaki Wajima,0.0,0.0,100.0,0.029594584501826247,12.959458450182625
TIERA-like Korean PTC molecular cohort,10.1002/cam4.71165,europepmc_fulltext,1,10.1002/cam4.71165,From Gene to Enzyme: Multidimensional Decoding of the GGT Molecular Family and Its Clinical Tumor Diagnosis.,2025.0,,,0.0,0.0,125.0,0.02369949547414167,12.369949547414167
TIERA-like Korean PTC molecular cohort,a u-band survey of brown dwarfs in the taurus molecular clou|,arxiv,1,,A U-band survey of brown dwarfs in the Taurus Molecular Cloud with the XMM-Newton Optical/UV Monitor,,,Nicolas Grosso,0.0,0.0,100.0,0.020690475888762164,12.069047588876217
TIERA-like Korean PTC molecular cohort,10.1038/s41588-025-02483-w,europepmc_fulltext,1,10.1038/s41588-025-02483-w,Global multi-ancestry genome-wide analyses identify genes and biological pathways associated with thyroid cancer and benign thyroid diseases.,2026.0,,,0.0,0.0,126.0,0.02017394372157071,12.01739437215707
TIERA-like Korean PTC molecular cohort,10.1007/s00262-025-04210-0,europepmc_fulltext,1,10.1007/s00262-025-04210-0,Tumor microenvironment remodeling across thyroid cancer differentiation states revealed by spatial transcriptomics.,2025.0,,,0.0,0.0,125.0,0.013110309489529947,11.311030948952995
TIERA-like Korean PTC molecular cohort,interpretable data mining of follicular thyroid cancer ultra|,arxiv,1,,Interpretable Data Mining of Follicular Thyroid Cancer Ultrasound Features Using Enhanced Association Rules,,,Songlin Zhou,0.0,0.0,100.0,0.011900881738549843,11.190088173854985
TIERA-like Korean PTC molecular cohort,10.32604/or.2025.065847,europepmc_fulltext,1,10.32604/or.2025.065847,Cell cycle and HIF-1 related gene expression alteration in thyroid cell lines under microgravity.,2025.0,,,0.0,0.0,125.0,0.011494721910892205,11.14947219108922
TIERA-like Korean PTC molecular cohort,10.1186/s12964-025-02397-4,europepmc_fulltext,1,10.1186/s12964-025-02397-4,A novel role of liquid plasma (LP) induced RONS triggers the endoplasmic reticulum stress response and is associated with GSDME-mediated pyroptosis in anaplastic thyroid cancer.,2025.0,,,0.0,0.0,125.0,0.009085871968547285,10.908587196854729
TIERA-like Korean PTC molecular cohort,10.1038/s41598-025-22350-2,europepmc_fulltext,1,10.1038/s41598-025-22350-2,Integrative multi-omics deciphers the potential mechanism and microbial biomarkers for lymph node metastasis in colorectal cancer.,2025.0,,,0.0,0.0,125.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,10.1038/s41698-025-01126-x,europepmc_fulltext,1,10.1038/s41698-025-01126-x,High clinical actionability of a pan-cancer tissue-based combined DNA and RNA next generation sequencing assay in a diverse Asian population.,2025.0,,,0.0,0.0,125.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,10.3390/ijms27010341,europepmc_fulltext,1,10.3390/ijms27010341,New Knowledge About Tissue Engineering Under Microgravity Conditions in Space and on Earth.,2025.0,,,0.0,0.0,125.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,ai-enabled lung cancer prognosis|,arxiv,1,,AI-Enabled Lung Cancer Prognosis,,,Mahtab Darvish,0.0,0.0,100.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,clustering of transcriptomic data for the identification of |,arxiv,1,,Clustering of Transcriptomic Data for the Identification of Cancer Subtypes,,,Xiaochun Chen,0.0,0.0,100.0,0.0,10.0
TIERA-like Korean PTC molecular cohort,convolutional neural network models for cancer type predicti|,arxiv,1,,Convolutional neural network models for cancer type prediction based on gene expression,,,Milad Mostavi,0.0,0.0,100.0,0.0,10.0
