n_studies,total_n,pooled_p,ci_low,ci_high,tau2,I2,Q,Q_pvalue,country
20,1969,0.3566749810406634,0.301608741386078,0.4137103624158435,0.014988890987023175,0.854145222980823,130.26655957591208,0.0,China
6,1235,0.38617215191880416,0.3592414998858128,0.41345592834336126,0.0,0.0,2.361759380803046,0.7971549518836989,Japan
3,680,0.36731572921890676,0.33152953046554423,0.40384951491234883,0.0,0.0,0.057017400819487675,0.9718938382347315,Korea
5,704,0.6741229231312299,0.48348185186877896,0.8387802594696712,0.04518088374287245,0.9374659666815504,63.96516884862224,4.249933738265099e-13,Taiwan
