feature_set	held_out	n_features	true_AUC	flip_AUC	DIAL
A_8gene_only	TCGA	8	0.9190873015873017	0.08091269841269841	0.4190873015873016
A_8gene_only	Lee	8	0.745767575322812	0.254232424677188	0.24576757532281202
A_8gene_only	Yoo	8			
B_8gene_plus_cohort	TCGA	10	0.9190873015873017	0.08091269841269841	0.4190873015873016
B_8gene_plus_cohort	Lee	10	0.745767575322812	0.254232424677188	0.24576757532281202
B_8gene_plus_cohort	Yoo	11			
C_8gene_plus_cohort_x_interact	TCGA	26	0.9187103174603175	0.08128968253968254	0.4187103174603175
C_8gene_plus_cohort_x_interact	Lee	26	0.7504543280726925	0.24954567192730753	0.2504543280726925
C_8gene_plus_cohort_x_interact	Yoo	35			
