weighting	n_folds	mean_AUC	std_AUC	mean_DIAL
naive	2	0.8324274384550568	0.1225555537550168	0.33242743845505685
inverse_prevalence	2	0.8324274384550568	0.1225555537550168	0.33242743845505685
stratified	2	0.8324274384550568	0.1225555537550168	0.33242743845505685
