job_id	neo_row_id	mode	tool	priority	output_found	pdb_path	score_json_path	plddt_mean	iptm	ptm	max_pae	claim_status	qc_warning
TCRSTRUCT_000272	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000273	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000274	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000275	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000276	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000277	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000278	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000279	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000280	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000281	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000282	CNV0_01151	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000250	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000251	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000252	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000253	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000254	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000255	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000256	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000257	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000258	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000259	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000260	CNV0_01149	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000261	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000262	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000263	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000264	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000265	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000266	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000267	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000268	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000269	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000270	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000271	CNV0_01150	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000305	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000306	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000307	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000308	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000309	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000310	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000311	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000312	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000313	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000314	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000315	CNV0_01176	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000283	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000284	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000285	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000286	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000287	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000288	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000289	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000290	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000291	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000292	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000293	CNV0_01152	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000316	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000317	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000318	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000319	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000320	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000321	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000322	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000323	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000324	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000325	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000326	CNV0_01177	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000327	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000328	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000329	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000330	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000331	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000332	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000333	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000334	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000335	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000336	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000337	CNV0_01183	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000338	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
