held_out	n_remaining	d	delta_d_vs_full
TG	7	1.7471424919683312	-0.03614834910695319
TPO	7	1.5618606401443424	-0.2214302009309419
TSHR	7	1.9416460782581113	0.15835523718282696
PAX8	7	1.7915797623392973	0.008288921264012927
FOXE1	7	1.7694585812583197	-0.013832259816964676
NKX2-1	7	1.8551955827418816	0.07190474166659722
DIO1	7	1.5393637885757505	-0.24392705249953384
SLC5A5	7	1.8383442624545563	0.05505342137927194
