feature	n_fail	n_inflamed_dark	mean_fail	mean_inflamed_dark	cohens_d	MW_U	MW_p	fdr
age_at_diagnosis	94	162	46.8343163382702	48.86845640986641	-0.12731654354903904	7034.5	0.3106431379214297	0.362416994241668
rai_score_v17	97	166	6.755794941824507	6.5856915014549795	0.33492609434099263	9872.0	0.0022227471996303285	0.00311184607948246
tds16_score_v17	97	166	6.179750471877437	5.976164789825358	0.42060986133676787	10274.0	0.00018834392132471563	0.00032960186231825234
DM1_use	97	166	-0.22440109260378566	-0.21181212196127713	-0.07368514592694186	7713.0	0.5706772036444434	0.5706772036444434
IFNG_hallmark	97	166	-0.32129959151708215	0.4595236461856648	-2.3290804628594146	0.0	1.0963341490787918e-41	7.674339043551543e-41
HLA1_score	97	166	-0.29271269674754913	0.4599251151737245	-1.6994705652723627	1589.0	1.8601272510858977e-27	6.510445378800643e-27
HLA2_score	97	166	-0.29591910135741084	0.6963852758450022	-1.7141013777052303	1791.0	7.215723553554098e-26	1.683668829162623e-25
