quadrant	count	mean	median	std	feature
Q_fail_to_induce	94	46.834316338270206	42.417522245037645	16.315931637853446	age_at_diagnosis
Q_inflamed_bright	96	43.890400410677614	42.13141683778234	16.313264310879685	age_at_diagnosis
Q_inflamed_dark	162	48.868456409866404	47.771389459274474	15.777948335976344	age_at_diagnosis
Q_quiet_bright	162	48.46771617613506	46.83367556468173	15.046705348729512	age_at_diagnosis
Q_fail_to_induce	0				tumor_size_mm
Q_inflamed_bright	0				tumor_size_mm
Q_inflamed_dark	0				tumor_size_mm
Q_quiet_bright	0				tumor_size_mm
Q_fail_to_induce	97	6.755794941824508	6.789159902765645	0.5164887185884194	rai_score_v17
Q_inflamed_bright	97	8.21680896940805	8.174070163564808	0.7153284381679572	rai_score_v17
Q_inflamed_dark	166	6.5856915014549795	6.583000329360609	0.5028090782940933	rai_score_v17
Q_quiet_bright	167	8.805824175898099	8.81803861808232	0.825150972997135	rai_score_v17
Q_fail_to_induce	97	6.179750471877437	6.261948009283336	0.4917403307544842	tds16_score_v17
Q_inflamed_bright	97	7.246284958211028	7.292024451856751	0.5905030461261266	tds16_score_v17
Q_inflamed_dark	166	5.976164789825358	6.054588905186265	0.47947893202679703	tds16_score_v17
Q_quiet_bright	167	7.785364969309773	7.825391867538403	0.6715307443233653	tds16_score_v17
Q_fail_to_induce	97	-0.22440109260378566	-0.2409888361996834	0.17005574508088084	DM1_use
Q_inflamed_bright	97	-0.8422243644553338	-0.8149567133760255	0.20747609612038667	DM1_use
Q_inflamed_dark	166	-0.21181212196127713	-0.21538097266016304	0.17130749417689164	DM1_use
Q_quiet_bright	167	-0.9424231365079789	-0.9039213882064444	0.22382874448328727	DM1_use
Q_fail_to_induce	97	-0.3212995915170821	-0.2647858513422881	0.21272928201316485	IFNG_hallmark
Q_inflamed_bright	97	0.438787853648835	0.3500172681169449	0.3588721011521061	IFNG_hallmark
Q_inflamed_dark	166	0.4595236461856648	0.3838909380768811	0.38917180800372125	IFNG_hallmark
Q_quiet_bright	167	-0.5292139241700635	-0.5123838131457994	0.3292573796021695	IFNG_hallmark
Q_fail_to_induce	97	-0.528743830400468	-0.5774679665625773	0.32611354877529053	IFNG_ayers
Q_inflamed_bright	97	0.7318900152575667	0.6769821207912273	0.6636812463110535	IFNG_ayers
Q_inflamed_dark	166	0.5110038643382401	0.3686443446918146	0.7206963118785261	IFNG_ayers
Q_quiet_bright	167	-0.6447287246992067	-0.6429329530994038	0.4943218497359545	IFNG_ayers
Q_fail_to_induce	97	-0.29271269674754913	-0.2856314490406329	0.3515927756567214	HLA1_score
Q_inflamed_bright	97	0.4311502453928891	0.3481859265674134	0.5355508367855598	HLA1_score
Q_inflamed_dark	166	0.4599251151737244	0.431227903010617	0.48817991970991303	HLA1_score
Q_quiet_bright	167	-0.537522356203373	-0.5543394003626166	0.3809917103880659	HLA1_score
Q_fail_to_induce	97	-0.29591910135741084	-0.393094401891628	0.4993657428917454	HLA2_score
Q_inflamed_bright	97	0.6435791160783206	0.6339748247361848	0.581246323623136	HLA2_score
Q_inflamed_dark	166	0.6963852758450022	0.7139570355220364	0.6205104688534903	HLA2_score
Q_quiet_bright	167	-0.8627673404744067	-0.8406391660258649	0.6602684894074767	HLA2_score
