feature	n_fail	n_inflamed_dark	mean_fail	mean_inflamed_dark	cohens_d_fail_minus_inflamed	MW_p
RAI_dediff_score	97	166	0.08523415235899959	1.1581496713455877	-1.3949322656582666	7.754690211965133e-24
