	AFND_EastAsianAggregate	AFND_HanChinese	AFND_Japan	AFND_Korea	AFND_Taiwan_Han	AFND_Taiwan_Indigenous	Baek2021_KoreanNGS	GSE213647_normal_RNAseq	K2_normal_RNAseq
AFND_EastAsianAggregate	0.0	0.001138513530779531	0.1107136046596191	0.16167786202437723	0.3048538501372237	0.3048538501372237	0.7145972344107249	0.6789434514855106	0.6598145653006734
AFND_HanChinese	0.001138513530779531	0.0	0.11164892208317921	0.16281541554321072	0.3048765730544114	0.3048765730544114	0.7146641125945795	0.6789770178646188	0.6598081547709305
AFND_Japan	0.1107136046596191	0.11164892208317921	0.0	0.2594406686027426	0.31163491418310685	0.31163491418310685	0.7244466102419628	0.6935957374883919	0.6810455673597895
AFND_Korea	0.16167786202437723	0.16281541554321072	0.2594406686027426	0.0	0.15015553015417235	0.15015553015417235	0.6457873700277251	0.5929888428170712	0.5768918226454544
AFND_Taiwan_Han	0.3048538501372237	0.3048765730544114	0.31163491418310685	0.15015553015417235	0.0	0.0	0.5719261212242314	0.5196577527468035	0.5134288668743666
AFND_Taiwan_Indigenous	0.3048538501372237	0.3048765730544114	0.31163491418310685	0.15015553015417235	0.0	0.0	0.5719261212242314	0.5196577527468035	0.5134288668743666
Baek2021_KoreanNGS	0.7145972344107249	0.7146641125945795	0.7244466102419628	0.6457873700277251	0.5719261212242314	0.5719261212242314	0.0	0.21471589332527738	0.2639224689158425
GSE213647_normal_RNAseq	0.6789434514855106	0.6789770178646188	0.6935957374883919	0.5929888428170712	0.5196577527468035	0.5196577527468035	0.21471589332527738	0.0	0.20638886004404644
K2_normal_RNAseq	0.6598145653006734	0.6598081547709305	0.6810455673597895	0.5768918226454544	0.5134288668743666	0.5134288668743666	0.2639224689158425	0.20638886004404644	0.0
