pilot	split_name	model_name	subset	n_mean	n_std	n_pos_mean	n_pos_std	prevalence_mean	prevalence_std	auprc_mean	auprc_std	auroc_mean	auroc_std	precision_at_5_mean	precision_at_5_std	enrichment_at_5_mean	enrichment_at_5_std	precision_at_10_mean	precision_at_10_std	enrichment_at_10_mean	enrichment_at_10_std	precision_at_20_mean	precision_at_20_std	enrichment_at_20_mean	enrichment_at_20_std	n_unique_test_pmhc_mean	n_unique_test_pmhc_std
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_counterfactual	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.588303613053613	0.11839127486743066	0.7445604395604396	0.13242861086717853	0.44000000000000006	0.16733200530681508	1.8520000000000003	0.6606966020799563	0.33999999999999997	0.1140175425099138	1.4200000000000002	0.3546124645299429	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_counterfactual_plus_tcr	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7562261904761904	0.15075632265633732	0.8832417582417582	0.1125116559325562	0.64	0.16733200530681513	2.7060000000000004	0.64705486629806	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_counterfactual_plus_tcr_exsource	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7562261904761904	0.15075632265633732	0.8832417582417582	0.1125116559325562	0.64	0.16733200530681513	2.7060000000000004	0.64705486629806	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_counterfactual_plus_tcr_exsource_nolabel	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.6659300144300144	0.11714195402475548	0.8387362637362636	0.12572471355544704	0.52	0.1095445115010332	2.212	0.47720016764456413	0.38	0.1095445115010332	1.6	0.39370039370059057	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_counterfactual_plus_tcr_nolabel	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.6659300144300144	0.11714195402475548	0.8387362637362636	0.12572471355544704	0.52	0.1095445115010332	2.212	0.47720016764456413	0.38	0.1095445115010332	1.6	0.39370039370059057	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_multimodal	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.6224087301587302	0.2076085055391142	0.7544505494505495	0.12969599531807333	0.4	0.14142135623730948	1.7080000000000002	0.6552251521423762	0.38	0.08366600265340757	1.6	0.2318404623873926	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_multimodal_plus_tcr	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.737984126984127	0.1257412933701679	0.8581318681318681	0.05942251172044792	0.5599999999999999	0.08944271909999155	2.418	0.5505633478538143	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_multimodal_plus_tcr_exsource	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.737984126984127	0.1257412933701679	0.8581318681318681	0.05942251172044792	0.5599999999999999	0.08944271909999155	2.418	0.5505633478538143	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_multimodal_plus_tcr_exsource_nolabel	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.6882619047619049	0.13227812086570914	0.8235714285714286	0.07425677308658915	0.52	0.1095445115010332	2.248	0.6257155903443673	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	pmhc_multimodal_plus_tcr_nolabel	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.6882619047619049	0.13227812086570914	0.8235714285714286	0.07425677308658915	0.52	0.1095445115010332	2.248	0.6257155903443673	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	tcr_evidence_exsource_nolabel_only	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7062091503267973	0.11847451779329944	0.8749175824175823	0.06570785944726033	0.6	0.14142135623730948	2.598	0.7694283592382076	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	tcr_evidence_exsource_only	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7901388888888888	0.10761693324466952	0.9153021978021979	0.064148175165063	0.6	0.14142135623730948	2.572	0.71057723014462	0.42000000000000004	0.04472135954999579	1.78	0.044721359549995766	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	tcr_evidence_nolabel_only	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7062091503267973	0.11847451779329944	0.8749175824175823	0.06570785944726033	0.6	0.14142135623730948	2.598	0.7694283592382076	0.4	0.07071067811865477	1.6900000000000002	0.19493588689617927	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	exact_peptide_hla_holdout	tcr_evidence_only	all_rows	17.8	0.44721359549995787	4.2	0.44721359549995804	0.23594771241830065	0.024059035711511075	0.7901388888888888	0.10761693324466952	0.9153021978021979	0.064148175165063	0.6	0.14142135623730948	2.572	0.71057723014462	0.42000000000000004	0.04472135954999579	1.78	0.044721359549995766	0.23594771241830065	0.024059035711511075	1.0	0.0	NA	NA
cross_neo_label_tcr_evidence	near_peptide_cluster_holdout	pmhc_counterfactual	all_rows	17.8	0.8366600265340756	4.2	0.44721359549995787	0.23563811489508085	0.016714868404893484	0.3930787513140454	0.0982808419372819	0.6027472527472527	0.15000666671978008	0.32	0.10954451150103323	1.3540000000000003	0.44897661409031103	0.27999999999999997	0.08366600265340754	1.193	0.38127417956111326	0.23563811489508085	0.016714868404893484	1.0	0.0	NA	NA
