pilot	split_name	fold_id	model_name	subset	n	n_pos	prevalence	auprc	auroc	precision_at_5	enrichment_at_5	precision_at_10	enrichment_at_10	precision_at_20	enrichment_at_20
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_counterfactual	all_rows	18.0	5.0	0.2777777777777778	0.5003619909502263	0.5846153846153845	0.4	1.44	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_multimodal	all_rows	18.0	5.0	0.2777777777777778	0.7158333333333333	0.7692307692307693	0.6	2.1599999999999997	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	tcr_evidence_only	all_rows	18.0	5.0	0.2777777777777778	0.49764705882352944	0.5384615384615384	0.4	1.44	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	tcr_evidence_nolabel_only	all_rows	18.0	5.0	0.2777777777777778	0.711111111111111	0.6	0.6	2.1599999999999997	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	tcr_evidence_exsource_only	all_rows	18.0	5.0	0.2777777777777778	0.49764705882352944	0.5384615384615384	0.4	1.44	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	tcr_evidence_exsource_nolabel_only	all_rows	18.0	5.0	0.2777777777777778	0.711111111111111	0.6	0.6	2.1599999999999997	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_counterfactual_plus_tcr	all_rows	18.0	5.0	0.2777777777777778	0.7588235294117647	0.7538461538461538	0.6	2.1599999999999997	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_counterfactual_plus_tcr_nolabel	all_rows	18.0	5.0	0.2777777777777778	0.7315508021390373	0.7076923076923076	0.6	2.1599999999999997	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_counterfactual_plus_tcr_exsource	all_rows	18.0	5.0	0.2777777777777778	0.7588235294117647	0.7538461538461538	0.6	2.1599999999999997	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_counterfactual_plus_tcr_exsource_nolabel	all_rows	18.0	5.0	0.2777777777777778	0.7315508021390373	0.7076923076923076	0.6	2.1599999999999997	0.3	1.0799999999999998	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_multimodal_plus_tcr	all_rows	18.0	5.0	0.2777777777777778	0.8225	0.8153846153846155	0.8	2.88	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_multimodal_plus_tcr_nolabel	all_rows	18.0	5.0	0.2777777777777778	0.7958333333333334	0.8	0.6	2.1599999999999997	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_multimodal_plus_tcr_exsource	all_rows	18.0	5.0	0.2777777777777778	0.8225	0.8153846153846155	0.8	2.88	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_00	pmhc_multimodal_plus_tcr_exsource_nolabel	all_rows	18.0	5.0	0.2777777777777778	0.7958333333333334	0.8	0.6	2.1599999999999997	0.4	1.44	0.2777777777777778	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_counterfactual	all_rows	18.0	4.0	0.2222222222222222	0.550595238095238	0.7678571428571429	0.6	2.7	0.3	1.35	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_multimodal	all_rows	18.0	4.0	0.2222222222222222	0.7152777777777777	0.8749999999999999	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	tcr_evidence_only	all_rows	18.0	4.0	0.2222222222222222	0.875	0.9285714285714285	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	tcr_evidence_nolabel_only	all_rows	18.0	4.0	0.2222222222222222	0.8055555555555556	0.8214285714285714	0.6	2.7	0.3	1.35	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	tcr_evidence_exsource_only	all_rows	18.0	4.0	0.2222222222222222	0.875	0.9285714285714285	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	tcr_evidence_exsource_nolabel_only	all_rows	18.0	4.0	0.2222222222222222	0.8055555555555556	0.8214285714285714	0.6	2.7	0.3	1.35	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_counterfactual_plus_tcr	all_rows	18.0	4.0	0.2222222222222222	0.6791666666666667	0.9285714285714286	0.8	3.6000000000000005	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_counterfactual_plus_tcr_nolabel	all_rows	18.0	4.0	0.2222222222222222	0.6220238095238095	0.8928571428571428	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_counterfactual_plus_tcr_exsource	all_rows	18.0	4.0	0.2222222222222222	0.6791666666666667	0.9285714285714286	0.8	3.6000000000000005	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_counterfactual_plus_tcr_exsource_nolabel	all_rows	18.0	4.0	0.2222222222222222	0.6220238095238095	0.8928571428571428	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_multimodal_plus_tcr	all_rows	18.0	4.0	0.2222222222222222	0.8041666666666667	0.9464285714285715	0.8	3.6000000000000005	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_multimodal_plus_tcr_nolabel	all_rows	18.0	4.0	0.2222222222222222	0.7470238095238095	0.9107142857142857	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_multimodal_plus_tcr_exsource	all_rows	18.0	4.0	0.2222222222222222	0.8041666666666667	0.9464285714285715	0.8	3.6000000000000005	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_01	pmhc_multimodal_plus_tcr_exsource_nolabel	all_rows	18.0	4.0	0.2222222222222222	0.7470238095238095	0.9107142857142857	0.6	2.7	0.4	1.8000000000000003	0.2222222222222222	1.0
cross_neo_label_tcr_evidence	repeated_stratified_5x5_internal	rs_02	pmhc_counterfactual	all_rows	18.0	4.0	0.2222222222222222	0.27236519607843135	0.42857142857142855	0.2	0.9000000000000001	0.2	0.9000000000000001	0.2222222222222222	1.0
