step	n	beta_DM1	p_DM1	r2
step1_DM1_to_TMB	235	0.25719773822669867	7.8145343023099e-05	0.06490502145288657
step2_DM1_to_neo_given_TMB	232	0.060940839834084444	0.280915363062426	0.3668835588452971
step3_DM1_to_cyt_given_TMB_neo	64	0.06485646096686966	0.6740471407979243	0.16684825639607204
step4_DM1_to_HLA1_given_TMB_neo_cyt	64	0.07594231877389279	0.31511191720540116	0.8500701063915708
step4_DM1_to_HLA2_given_TMB_neo_cyt	64	0.4026987764205877	1.979967702349749e-05	0.8097505690228924
direct_DM1_to_HLA1	505	0.2797089877067664	1.5716821445189104e-10	0.07823711780394393
direct_DM1_to_HLA2	505	0.41046899377827406	6.037654624873451e-22	0.16848479485334866
