auc_pre	auc_flip_pre	auc_post	auc_flip_post	dial	batch_identifiability_post	interpretation	cancer	classifier	n_samples	n_genes	semi_synthetic	seconds	is_label_flip
0.6952976088569309	0.6952976088569309	0.673174779813198	0.673174779813198	0.0		ambiguous	SKCM	LogReg_l2	212	3000	False	0.38	False
0.9939978816052724	0.9939978816052724	0.9948217017770976	0.9948217017770976	0.0		true_biology	THCA	LogReg_l2	392	3000	False	0.87	False
0.9956160997999294	0.9956160997999294	0.8775244850477286	0.8775244850477286	0.0		true_biology	THCA	RandomForest	392	3000	False	1.99	False
0.5292710532823527	0.5292710532823527	0.6112542563107535	0.6112542563107535	0.0		ambiguous	SKCM	RandomForest	212	3000	False	1.62	False
0.6736441629096996	0.6736441629096996	0.6406323118187525	0.6406323118187525	0.0		ambiguous	SKCM	LogReg_elasticnet	212	3000	False	18.55	False
0.4911685118606022	0.5088314881393978	0.5547839506172839	0.5547839506172839	0.0		no_signal	SKCM	GradientBoosting	212	3000	False	20.03	False
0.99429210309521	0.99429210309521	0.9949393903730728	0.9949393903730728	0.0		true_biology	THCA	LogReg_elasticnet	392	3000	False	22.15	False
0.7498158690785499	0.7498158690785499	0.8000994533300053	0.8000994533300053	0.0		true_biology	THCA	GradientBoosting	392	3000	False	32.14	False
0.9818181818181818	0.9818181818181818	0.9768065268065268	0.9768065268065268	0.0		true_biology	LGG	LogReg_l2	142	3000	False	306.92	False
0.9815850815850816	0.9815850815850816	0.9522435897435896	0.9522435897435896	0.0		true_biology	LGG	RandomForest	142	3000	False	324.75	False
0.9557114339580792	0.9557114339580792	0.9631498527472798	0.9631498527472798	0.0		true_biology	LUAD	LogReg_l2	236	3000	False	0.91	False
0.9562699468904414	0.9562699468904414	0.9454973938116892	0.9454973938116892	0.0		true_biology	LUAD	LogReg_elasticnet	236	3000	False	54.9	False
0.3898044434586522	0.6101955565413478	0.7530852217416485	0.7530852217416485	0.0		true_biology	LUAD	RandomForest	236	3000	False	7.37	False
0.9635198135198136	0.9635198135198136	0.930448717948718	0.930448717948718	0.0		true_biology	LGG	GradientBoosting	142	3000	False	413.55	False
0.9824592074592076	0.9824592074592076	0.9806526806526806	0.9806526806526806	0.0		true_biology	LGG	LogReg_elasticnet	142	3000	False	424.42	False
0.9735021783315204	0.9735021783315204	0.971676291586459	0.971676291586459	0.0		true_biology	COAD	LogReg_l2	372	3000	False	1.62	False
0.5	0.5	0.6443862210885611	0.6443862210885611	0.0		ambiguous	LUAD	GradientBoosting	236	3000	False	58.16	False
0.4584794571156351	0.5415205428843648	0.9293011496146028	0.9293011496146028	0.0		true_biology	COAD	RandomForest	372	3000	False	6.13	False
0.9752291508681872	0.9752291508681872	0.967880424525874	0.967880424525874	0.0		true_biology	COAD	LogReg_elasticnet	372	3000	False	66.92	False
0.6025252861454914	0.6025252861454914	0.7448387096774194	0.7448387096774194	0.0		true_biology	COAD	GradientBoosting	372	3000	False	62.07	False
0.5478395061728395	0.5478395061728395	0.5339506172839505	0.5339506172839505	0.0		no_signal	SKCM	HistGB	212	3000	False	629.37	False
0.8006565342389751	0.8006565342389751	0.7404378015770272	0.7404378015770272	0.0		true_biology	THCA	HistGB	392	3000	False	710.78	False
0.541986895124025	0.541986895124025	0.6478766958707627	0.6478766958707627	0.0		ambiguous	LUAD	HistGB	236	3000	False	419.67	False
0.5521136049356452	0.5521136049356452	0.7869981916817359	0.7869981916817359	0.0		true_biology	COAD	HistGB	372	3000	False	376.73	False
0.9653846153846154	0.9653846153846154	0.9655594405594404	0.9655594405594404	0.0		true_biology	LGG	HistGB	142	3000	False	639.6	False
