strategy	seed	overall_auc	ras_like_auc	ras_like_n	ras_like_n_pos	braf_like_auc	braf_like_n	braf_like_n_pos	seconds
A_multi_seed	42	0.7218390804597701	0.7948717948717948	16	3	0.6461538461538462	41	26	89.5
A_multi_seed	1	0.664367816091954	0.5897435897435898	16	3	0.6000000000000001	41	26	81.5
A_multi_seed	7	0.7954022988505747	0.6923076923076923	16	3	0.735897435897436	41	26	73.7
A_multi_seed	13	0.7586206896551724	0.8205128205128205	16	3	0.735897435897436	41	26	73.6
A_multi_seed	99	0.7471264367816092	0.9230769230769231	16	3	0.5717948717948718	41	26	74.4
A_multi_seed	2026	0.7298850574712644	0.4358974358974359	16	3	0.7410256410256411	41	26	73.1
