strategy	overall_auc	ras_like_auc	braf_like_auc	fold_breakdown
B_stratified_n3	0.7931034482758621	0.923076923076923	0.7384615384615385	[{'fold': 1, 'val_auc': 0.8888888888888888, 'n_val': 20, 'n_ras_pos_val': 1, 'n_ras_neg_val': 5}, {'fold': 2, 'val_auc': 0.8600000000000001, 'n_val': 20, 'n_ras_pos_val': 1, 'n_ras_neg_val': 4}, {'fold': 3, 'val_auc': 0.9, 'n_val': 19, 'n_ras_pos_val': 1, 'n_ras_neg_val': 4}]
