tss	n	n_pos	mean_prob
BJ	1	0	0.3739393949508667
DE	1	0	0.0275984294712543
DJ	2	2	0.6780580878257751
EM	10	0	0.11719258922385048
FK	1	1	0.8336060643196106
FY	1	0	0.1084116622805595
