	HT_13	FA_12	MAPK_9	p_DM2
HT_13	1.0	-0.4666666666666667	-0.48333333333333334	0.5333333333333333
FA_12	-0.4666666666666667	1.0	0.8166666666666667	0.11666666666666667
MAPK_9	-0.48333333333333334	0.8166666666666667	1.0	0.2
p_DM2	0.5333333333333333	0.11666666666666667	0.2	1.0
