sample	FA_12	HT_13	MAPK_9	sample_alias	sample_title	tissue	DM_call	p_DM2
ERR1518626	-0.5343268121444952	1.1610028718977732	-0.7651224334845286	SNU-GMI-FA01	Thyroid tissue sample	tumor	DM2	0.970401161697656
ERR1518627	-0.8469434857194309	1.2978459909527111	-0.854902478968013	SNU-GMI-FA01-N	Thyroid tissue sample	normal_matched	DM2	0.934177567051066
ERR1518628	0.23065898766536033	-0.40866496412068715	1.4260021842565098	SNU-GMI-FA02	Thyroid tissue sample	tumor	DM2	0.9921296637078936
ERR1518629	0.09540514847881564	0.016538894077093875	-0.00982400458028138	SNU-GMI-FA02-N	Thyroid tissue sample	normal_matched	DM2	0.8990794044041238
ERR1518630	-0.1585432231552033	-0.4249467456838683	-0.17000698900718925	SNU-GMI-FA03	Thyroid tissue sample	tumor	DM2	0.6191619080107046
ERR1518631	-0.22164958436966786	-0.2462572821026576	0.02779510128631691	SNU-GMI-FA03-N	Thyroid tissue sample	normal_matched	DM2	0.945329349921303
ERR1518632	0.8334307920338538	0.033971962972903585	0.16641295935022876	SNU-GMI-FA04	Thyroid tissue sample	tumor	DM2	0.997840628239963
ERR1518633	0.04336207049152604	-0.6884493657884077	-0.3115376952283146	SNU-GMI-FA04-N	Thyroid tissue sample	normal_matched	DM2	0.902919411368208
ERR1518634	0.5586061067192432	-0.7410413622048627	0.4911833563752715	SNU-GMI-FA05	Thyroid tissue sample	tumor	DM2	0.8216141648850698
