split_name	pre_gate_best	pre_gate_AUPRC	pre_gate_top10	gate_AUPRC	gate_top10	combined_best	combined_AUPRC	combined_top10
exact_peptide_hla_holdout	prespecified_rf_qk_no_anchor_w0.5	0.5869645960912089	0.7	0.636884934026875	0.7	fast_nested_esm2_qk_gate	0.636884934026875	0.7
near_peptide_cluster_holdout	rule_gate_rf_qk_fallback_train_selected	0.518668956892469	0.7	0.41104716764656013	0.4	rule_gate_rf_qk_fallback_train_selected	0.518668956892469	0.7
hla_stratified_group_5fold	v2_cf_plm_lr	0.5631973069258118	0.5	0.5333274359959118	0.7	v2_cf_plm_lr	0.5631973069258118	0.5
hla_supertype_heldout	v2_multimodal_lr	0.5854203140701997	0.6	0.5167949764660291	0.5	v2_multimodal_lr	0.5854203140701997	0.6
