split_name	model_name	coverage	top20_precision_after_score_abstention	n_kept
source_heldout_CEDAR	v2_plm_lr_frozen_hash_pilot	0.4	1.0	364
source_heldout_CEDAR	v2_plm_lr_frozen_hash_pilot	0.25	1.0	228
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	1.0	0.9	909
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	0.8	0.9	728
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	0.6	0.9	546
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	0.4	0.9	364
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	0.25	0.9	228
source_heldout_CEDAR	v2_rule_moe_cf_plm_structure	1.0	1.0	909
source_heldout_CEDAR	v2_rule_moe_cf_plm_structure	0.8	1.0	728
source_heldout_CEDAR	v2_rule_moe_cf_plm_structure	0.6	1.0	546
source_heldout_CEDAR	v2_rule_moe_cf_plm_structure	0.4	1.0	364
source_heldout_CEDAR	v2_rule_moe_cf_plm_structure	0.25	1.0	228
source_heldout_CEDAR	v2_source_balanced_cf_rf	1.0	0.95	909
source_heldout_CEDAR	v2_source_balanced_cf_rf	0.8	0.95	728
source_heldout_CEDAR	v2_source_balanced_cf_rf	0.6	0.95	546
source_heldout_CEDAR	v2_source_balanced_cf_rf	0.4	0.95	364
source_heldout_CEDAR	v2_source_balanced_cf_rf	0.25	0.95	228
source_heldout_NEPdb	anchor_rf	1.0	0.0	886
source_heldout_NEPdb	anchor_rf	0.8	0.0	709
source_heldout_NEPdb	anchor_rf	0.6	0.0	532
source_heldout_NEPdb	anchor_rf	0.4	0.0	355
source_heldout_NEPdb	anchor_rf	0.25	0.0	222
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	1.0	0.0	572
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	0.8	0.0	458
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	0.6	0.0	344
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	0.4	0.0	229
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	0.25	0.0	143
source_heldout_NEPdb	source_qk_compact_gamma1	1.0	0.4	886
source_heldout_NEPdb	source_qk_compact_gamma1	0.8	0.4	709
source_heldout_NEPdb	source_qk_compact_gamma1	0.6	0.4	532
source_heldout_NEPdb	source_qk_compact_gamma1	0.4	0.4	355
source_heldout_NEPdb	source_qk_compact_gamma1	0.25	0.4	222
source_heldout_NEPdb	v2_cf_plm_lr	1.0	0.4	572
source_heldout_NEPdb	v2_cf_plm_lr	0.8	0.4	458
source_heldout_NEPdb	v2_cf_plm_lr	0.6	0.4	344
source_heldout_NEPdb	v2_cf_plm_lr	0.4	0.4	229
source_heldout_NEPdb	v2_cf_plm_lr	0.25	0.4	143
source_heldout_NEPdb	v2_cf_plm_rf	1.0	0.0	572
source_heldout_NEPdb	v2_cf_plm_rf	0.8	0.0	458
source_heldout_NEPdb	v2_cf_plm_rf	0.6	0.0	344
source_heldout_NEPdb	v2_cf_plm_rf	0.4	0.0	229
source_heldout_NEPdb	v2_cf_plm_rf	0.25	0.0	143
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	1.0	0.0	572
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	0.8	0.0	458
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	0.6	0.0	344
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	0.4	0.0	229
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	0.25	0.0	143
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	1.0	0.1	572
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	0.8	0.1	458
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	0.6	0.1	344
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	0.4	0.1	229
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	0.25	0.1	143
source_heldout_NEPdb	v2_counterfactual_hgb	1.0	0.05	572
source_heldout_NEPdb	v2_counterfactual_hgb	0.8	0.05	458
source_heldout_NEPdb	v2_counterfactual_hgb	0.6	0.05	344
source_heldout_NEPdb	v2_counterfactual_hgb	0.4	0.05	229
source_heldout_NEPdb	v2_counterfactual_hgb	0.25	0.05	143
source_heldout_NEPdb	v2_counterfactual_lr	1.0	0.2	572
source_heldout_NEPdb	v2_counterfactual_lr	0.8	0.2	458
source_heldout_NEPdb	v2_counterfactual_lr	0.6	0.2	344
source_heldout_NEPdb	v2_counterfactual_lr	0.4	0.2	229
source_heldout_NEPdb	v2_counterfactual_lr	0.25	0.2	143
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	1.0	0.05	572
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	0.8	0.05	458
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	0.6	0.05	344
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	0.4	0.05	229
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	0.25	0.05	143
source_heldout_NEPdb	v2_counterfactual_rf	1.0	0.0	572
source_heldout_NEPdb	v2_counterfactual_rf	0.8	0.0	458
source_heldout_NEPdb	v2_counterfactual_rf	0.6	0.0	344
source_heldout_NEPdb	v2_counterfactual_rf	0.4	0.0	229
source_heldout_NEPdb	v2_counterfactual_rf	0.25	0.0	143
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	1.0	0.45	572
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	0.8	0.45	458
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	0.6	0.45	344
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	0.4	0.45	229
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	0.25	0.45	143
source_heldout_NEPdb	v2_multimodal_lr	1.0	0.4	572
source_heldout_NEPdb	v2_multimodal_lr	0.8	0.4	458
source_heldout_NEPdb	v2_multimodal_lr	0.6	0.4	344
source_heldout_NEPdb	v2_multimodal_lr	0.4	0.4	229
source_heldout_NEPdb	v2_multimodal_lr	0.25	0.4	143
source_heldout_NEPdb	v2_multimodal_rf	1.0	0.05	572
source_heldout_NEPdb	v2_multimodal_rf	0.8	0.05	458
source_heldout_NEPdb	v2_multimodal_rf	0.6	0.05	344
source_heldout_NEPdb	v2_multimodal_rf	0.4	0.05	229
source_heldout_NEPdb	v2_multimodal_rf	0.25	0.05	143
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	1.0	0.25	572
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	0.8	0.25	458
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	0.6	0.25	344
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	0.4	0.25	229
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	0.25	0.25	143
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	1.0	0.2	572
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	0.8	0.2	458
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	0.6	0.2	344
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	0.4	0.2	229
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	0.25	0.2	143
source_heldout_NEPdb	v2_rule_moe_cf_plm_structure	1.0	0.05	572
source_heldout_NEPdb	v2_rule_moe_cf_plm_structure	0.8	0.05	458
source_heldout_NEPdb	v2_rule_moe_cf_plm_structure	0.6	0.05	344
source_heldout_NEPdb	v2_rule_moe_cf_plm_structure	0.4	0.05	229
source_heldout_NEPdb	v2_rule_moe_cf_plm_structure	0.25	0.05	143
source_heldout_NEPdb	v2_source_balanced_cf_rf	1.0	0.0	572
source_heldout_NEPdb	v2_source_balanced_cf_rf	0.8	0.0	458
source_heldout_NEPdb	v2_source_balanced_cf_rf	0.6	0.0	344
source_heldout_NEPdb	v2_source_balanced_cf_rf	0.4	0.0	229
source_heldout_NEPdb	v2_source_balanced_cf_rf	0.25	0.0	143
source_heldout_TESLA_mmc4	anchor_rf	1.0	0.0	610
source_heldout_TESLA_mmc4	anchor_rf	0.8	0.0	488
source_heldout_TESLA_mmc4	anchor_rf	0.6	0.0	366
source_heldout_TESLA_mmc4	anchor_rf	0.4	0.0	244
source_heldout_TESLA_mmc4	anchor_rf	0.25	0.0	153
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	1.0	0.0	605
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	0.8	0.0	484
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	0.6	0.0	363
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	0.4	0.0	242
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	0.25	0.0	152
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	1.0	0.0	610
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	0.8	0.0	488
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	0.6	0.0	366
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	0.4	0.0	244
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	0.25	0.0	153
source_heldout_TESLA_mmc4	v2_cf_plm_lr	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_cf_plm_lr	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_cf_plm_lr	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_cf_plm_lr	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_cf_plm_lr	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_cf_plm_rf	1.0	0.0	605
source_heldout_TESLA_mmc4	v2_cf_plm_rf	0.8	0.0	484
source_heldout_TESLA_mmc4	v2_cf_plm_rf	0.6	0.0	363
source_heldout_TESLA_mmc4	v2_cf_plm_rf	0.4	0.0	242
source_heldout_TESLA_mmc4	v2_cf_plm_rf	0.25	0.0	152
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	1.0	0.0	605
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	0.8	0.0	484
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	0.6	0.0	363
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	0.4	0.0	242
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	0.25	0.0	152
source_heldout_TESLA_mmc4	v2_counterfactual_lr	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_counterfactual_lr	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_counterfactual_lr	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_counterfactual_lr	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_counterfactual_lr	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_counterfactual_rf	1.0	0.0	605
source_heldout_TESLA_mmc4	v2_counterfactual_rf	0.8	0.0	484
source_heldout_TESLA_mmc4	v2_counterfactual_rf	0.6	0.0	363
source_heldout_TESLA_mmc4	v2_counterfactual_rf	0.4	0.0	242
source_heldout_TESLA_mmc4	v2_counterfactual_rf	0.25	0.0	152
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	1.0	0.15	605
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	0.8	0.15	484
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	0.6	0.15	363
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	0.4	0.15	242
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	0.25	0.15	152
source_heldout_TESLA_mmc4	v2_multimodal_lr	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_multimodal_lr	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_multimodal_lr	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_multimodal_lr	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_multimodal_lr	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_multimodal_rf	1.0	0.0	605
source_heldout_TESLA_mmc4	v2_multimodal_rf	0.8	0.0	484
source_heldout_TESLA_mmc4	v2_multimodal_rf	0.6	0.0	363
source_heldout_TESLA_mmc4	v2_multimodal_rf	0.4	0.0	242
source_heldout_TESLA_mmc4	v2_multimodal_rf	0.25	0.0	152
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	1.0	0.15	605
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	0.8	0.15	484
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	0.6	0.15	363
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	0.4	0.15	242
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	0.25	0.15	152
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_rule_moe_cf_plm_structure	1.0	0.05	605
source_heldout_TESLA_mmc4	v2_rule_moe_cf_plm_structure	0.8	0.05	484
source_heldout_TESLA_mmc4	v2_rule_moe_cf_plm_structure	0.6	0.05	363
source_heldout_TESLA_mmc4	v2_rule_moe_cf_plm_structure	0.4	0.05	242
source_heldout_TESLA_mmc4	v2_rule_moe_cf_plm_structure	0.25	0.05	152
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	1.0	0.0	605
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	0.8	0.0	484
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	0.6	0.0	363
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	0.4	0.0	242
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	0.25	0.0	152
source_heldout_TESLA_mmc7_validation	anchor_rf	1.0	0.0	319
source_heldout_TESLA_mmc7_validation	anchor_rf	0.8	0.0	256
source_heldout_TESLA_mmc7_validation	anchor_rf	0.6	0.0	192
source_heldout_TESLA_mmc7_validation	anchor_rf	0.4	0.0	128
source_heldout_TESLA_mmc7_validation	anchor_rf	0.25	0.0	80
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	1.0	0.0	319
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	0.8	0.0	256
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	0.6	0.0	192
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	0.4	0.0	128
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	0.25	0.0	80
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	0.4	0.0	124
