split_name	model_name	AUPRC_ci_low	AUPRC_ci_high	top10_precision_ci_low	top10_precision_ci_high
exact_peptide_hla_holdout	prespecified_rf_qk_quantum_only_w0.5	0.2898440525693944	0.7898606657303529	0.2975	1.0
exact_peptide_hla_holdout	prespecified_lr_qk_no_anchor_w0.5	0.38775237120205686	0.7841588143357919	0.395	0.9024999999999992
exact_peptide_hla_holdout	prespecified_lr_qk_quantum_only_w0.5	0.36729466819175893	0.765163308957001	0.2975	0.9
hla_stratified_group_5fold	prespecified_rf_qk_no_anchor_w0.5	0.37935724411682226	0.6949249499636739	0.3	0.8024999999999992
hla_stratified_group_5fold	prespecified_rf_qk_quantum_only_w0.5	0.35566304609728094	0.7080508283501302	0.2975	0.9
hla_stratified_group_5fold	prespecified_lr_qk_no_anchor_w0.5	0.33564999741686585	0.693804318664734	0.3	0.8
hla_stratified_group_5fold	prespecified_lr_qk_quantum_only_w0.5	0.3473013557143377	0.7164597312346438	0.3	0.9
hla_supertype_heldout	prespecified_rf_qk_no_anchor_w0.5	0.27450527693594917	0.6862532503664321	0.2	0.7
hla_supertype_heldout	prespecified_rf_qk_quantum_only_w0.5	0.2899874952359379	0.7167048896823732	0.1975	0.8
hla_supertype_heldout	prespecified_lr_qk_no_anchor_w0.5	0.25618691801118343	0.7042568932876309	0.2975	0.8
hla_supertype_heldout	prespecified_lr_qk_quantum_only_w0.5	0.31637917331424487	0.7610799049257831	0.2	0.9
near_peptide_cluster_holdout	prespecified_rf_qk_no_anchor_w0.5	0.3118884628743394	0.6514357514764328	0.2	0.9
near_peptide_cluster_holdout	prespecified_rf_qk_quantum_only_w0.5	0.35329609202138346	0.7615265735312852	0.3975	1.0
near_peptide_cluster_holdout	prespecified_lr_qk_no_anchor_w0.5	0.32535295481046467	0.6776127246195798	0.2975	0.8024999999999992
near_peptide_cluster_holdout	prespecified_lr_qk_quantum_only_w0.5	0.3441115346316156	0.6890706492166001	0.2	0.9
repeated_stratified_5x5_internal	prespecified_rf_qk_no_anchor_w0.5	0.36471859984178173	0.5505048166468419	0.2975	1.0
repeated_stratified_5x5_internal	prespecified_rf_qk_quantum_only_w0.5	0.40636045690137723	0.5649855766220842	0.5	1.0
repeated_stratified_5x5_internal	prespecified_lr_qk_no_anchor_w0.5	0.3805410319964013	0.5685570230355086	0.4	1.0
repeated_stratified_5x5_internal	prespecified_lr_qk_quantum_only_w0.5	0.43127582148849475	0.6077055208089719	0.7	1.0
study_heldout	prespecified_rf_qk_no_anchor_w0.5	0.24206349206349206	0.892049319727891	0.33055555555555555	0.8888888888888888
study_heldout	prespecified_rf_qk_quantum_only_w0.5	0.24809027777777778	0.9187748015873015	0.33055555555555555	0.8888888888888888
study_heldout	prespecified_lr_qk_no_anchor_w0.5	0.24206349206349206	0.9450954861111108	0.33055555555555555	0.8888888888888888
study_heldout	prespecified_lr_qk_quantum_only_w0.5	0.25	0.9671527777777778	0.33055555555555555	0.8888888888888888
exact_peptide_hla_holdout	nested_rf_qk_no_anchor_train_selected	0.38201100494546336	0.780825104135942	0.2	1.0
exact_peptide_hla_holdout	nested_rf_qk_quantum_only_train_selected	0.3221328913755307	0.8099541064535198	0.3975	1.0
exact_peptide_hla_holdout	nested_lr_qk_no_anchor_train_selected	0.35554396158913404	0.7396149585280264	0.3	0.9
exact_peptide_hla_holdout	nested_lr_qk_quantum_only_train_selected	0.25104929274275345	0.6722990814788025	0.2	0.8
exact_peptide_hla_holdout	rule_gate_rf_qk_fallback_train_selected	0.38201100494546336	0.780825104135942	0.2	1.0
hla_stratified_group_5fold	nested_rf_qk_no_anchor_train_selected	0.35093436242862924	0.6664784603595201	0.2	0.8
hla_stratified_group_5fold	nested_rf_qk_quantum_only_train_selected	0.40183753502875263	0.7479807272488873	0.3975	0.9
hla_stratified_group_5fold	nested_lr_qk_no_anchor_train_selected	0.3138609978224776	0.632208681909456	0.1975	0.9
hla_stratified_group_5fold	nested_lr_qk_quantum_only_train_selected	0.25898472495697306	0.6138532696894491	0.2	0.8024999999999992
hla_stratified_group_5fold	rule_gate_rf_qk_fallback_train_selected	0.35093436242862924	0.6664784603595201	0.2	0.8
hla_supertype_heldout	nested_rf_qk_no_anchor_train_selected	0.26067074070642055	0.7041525296316653	0.1975	0.8
hla_supertype_heldout	nested_rf_qk_quantum_only_train_selected	0.2948647267560871	0.7220104769745836	0.1975	0.8
hla_supertype_heldout	nested_lr_qk_no_anchor_train_selected	0.24344953838003414	0.7200245299269132	0.1	0.7024999999999991
hla_supertype_heldout	nested_lr_qk_quantum_only_train_selected	0.219198663894558	0.6944602946306995	0.1	0.8
hla_supertype_heldout	rule_gate_rf_qk_fallback_train_selected	0.26067074070642055	0.7041525296316653	0.1975	0.8
near_peptide_cluster_holdout	nested_rf_qk_no_anchor_train_selected	0.2698167459535998	0.6892644439327597	0.2	0.8
near_peptide_cluster_holdout	nested_rf_qk_quantum_only_train_selected	0.3293327826800544	0.6906977630342496	0.2975	0.9024999999999992
near_peptide_cluster_holdout	nested_lr_qk_no_anchor_train_selected	0.34643629094174727	0.6808825417285973	0.2	0.9
near_peptide_cluster_holdout	nested_lr_qk_quantum_only_train_selected	0.31036816647249993	0.655903318721227	0.2	0.8
near_peptide_cluster_holdout	rule_gate_rf_qk_fallback_train_selected	0.3578935913607294	0.7397388808319675	0.3	0.9
repeated_stratified_5x5_internal	nested_rf_qk_no_anchor_train_selected	0.37850793000337957	0.5509446116091068	0.4	0.9
repeated_stratified_5x5_internal	nested_rf_qk_quantum_only_train_selected	0.3904142784714028	0.5891283898185478	0.1975	1.0
repeated_stratified_5x5_internal	nested_lr_qk_no_anchor_train_selected	0.3469009784900462	0.5218221142875046	0.4975	1.0
repeated_stratified_5x5_internal	nested_lr_qk_quantum_only_train_selected	0.3811712331209032	0.5580835367632196	0.6	1.0
repeated_stratified_5x5_internal	rule_gate_rf_qk_fallback_train_selected	0.3904142784714028	0.5891283898185478	0.1975	1.0
study_heldout	nested_rf_qk_no_anchor_train_selected	0.24206349206349206	0.892049319727891	0.33055555555555555	0.8888888888888888
study_heldout	nested_rf_qk_quantum_only_train_selected	0.24809027777777778	0.9187748015873015	0.33055555555555555	0.8888888888888888
study_heldout	nested_lr_qk_no_anchor_train_selected	0.24206349206349206	0.9450954861111108	0.33055555555555555	0.8888888888888888
study_heldout	nested_lr_qk_quantum_only_train_selected	0.25	0.9671527777777778	0.33055555555555555	0.8888888888888888
study_heldout	rule_gate_rf_qk_fallback_train_selected	0.24206349206349206	0.892049319727891	0.33055555555555555	0.8888888888888888
source_heldout_CEDAR	source_prespecified_rf_qk_compact_w0.5	0.9018747995458635	0.9518912368096245	0.7	1.0
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	0.1961541935645512	0.27244255408452045	0.0	0.0
source_heldout_TESLA_mmc4	source_prespecified_rf_qk_compact_w0.5	0.03900044397709115	0.08701833394066234	0.0	0.0
source_heldout_TESLA_mmc7_validation	source_prespecified_rf_qk_compact_w0.5	0.0041823642771575895	0.03180428381602858	0.0	0.0
exact_peptide_hla_holdout	v2_counterfactual_lr	0.3217682774985395	0.7132931727662768	0.1975	0.9
exact_peptide_hla_holdout	v2_counterfactual_lr_hla_ranknorm	0.17246593438010427	0.4355589791421833	0.0	0.4
exact_peptide_hla_holdout	v2_counterfactual_rf	0.36129222625171425	0.719168127054116	0.3	0.9024999999999992
exact_peptide_hla_holdout	v2_counterfactual_hgb	0.25649602659247495	0.6471607319013091	0.09750000000000002	0.7
exact_peptide_hla_holdout	v2_plm_lr_frozen_hash_pilot	0.3582017811950593	0.6968234193769874	0.3	1.0
exact_peptide_hla_holdout	v2_plm_rf_frozen_hash_pilot	0.3498280517740985	0.7710623239063105	0.2975	0.9024999999999992
exact_peptide_hla_holdout	v2_cf_plm_lr	0.37137722517032024	0.7619830144683472	0.3	1.0
exact_peptide_hla_holdout	v2_cf_plm_rf	0.3716556498418958	0.7591306847773432	0.3	0.9024999999999992
exact_peptide_hla_holdout	v2_cf_plm_rf_hla_ranknorm	0.16140587457028213	0.3534841107285217	0.0	0.20249999999999915
exact_peptide_hla_holdout	v2_multimodal_lr	0.4116607478812764	0.7766195997025506	0.3	1.0
exact_peptide_hla_holdout	v2_multimodal_rf	0.3434531734360037	0.7476734046662433	0.3	1.0
exact_peptide_hla_holdout	v2_source_balanced_cf_rf	0.3055588962727549	0.6651032875781607	0.1975	0.9024999999999992
exact_peptide_hla_holdout	v2_groupdro_proxy_cf_lr	0.28973619337843176	0.6950454141992205	0.1975	0.9
exact_peptide_hla_holdout	v2_class_balanced_cf_plm_hgb	0.19340394876433095	0.5517213757762385	0.0	0.6024999999999991
hla_stratified_group_5fold	v2_counterfactual_lr	0.292041714185672	0.5726925390576719	0.1	0.7024999999999991
hla_stratified_group_5fold	v2_counterfactual_lr_hla_ranknorm	0.31921416457156665	0.6368659080686	0.2975	0.8
hla_stratified_group_5fold	v2_counterfactual_rf	0.2909987044771881	0.6123010663824283	0.1	0.7
hla_stratified_group_5fold	v2_counterfactual_hgb	0.2692204454329805	0.6339211486487013	0.2	0.8024999999999992
hla_stratified_group_5fold	v2_plm_lr_frozen_hash_pilot	0.3395087474812325	0.680190339671462	0.3	0.8
hla_stratified_group_5fold	v2_plm_rf_frozen_hash_pilot	0.21869020520962792	0.49795323104514605	0.1975	0.7
hla_stratified_group_5fold	v2_cf_plm_lr	0.3326637157769948	0.7077834540171725	0.1975	0.8
hla_stratified_group_5fold	v2_cf_plm_rf	0.2737931725789054	0.5485949154213928	0.1	0.7
hla_stratified_group_5fold	v2_cf_plm_rf_hla_ranknorm	0.24555735948332064	0.57298570286629	0.1975	0.7024999999999991
hla_stratified_group_5fold	v2_multimodal_lr	0.31108296311051153	0.6470820676671758	0.1	0.7024999999999991
hla_stratified_group_5fold	v2_multimodal_rf	0.2198663672869852	0.47176048323189174	0.1	0.5024999999999992
hla_stratified_group_5fold	v2_source_balanced_cf_rf	0.2343389651816497	0.5533404032287713	0.0	0.6
hla_stratified_group_5fold	v2_groupdro_proxy_cf_lr	0.26481947362118785	0.5523529575244838	0.1	0.6
hla_stratified_group_5fold	v2_class_balanced_cf_plm_hgb	0.2305343229851074	0.5424666705213539	0.1	0.6
hla_supertype_heldout	v2_counterfactual_lr	0.17462022407437452	0.6482175544525813	0.0	0.6024999999999991
hla_supertype_heldout	v2_counterfactual_lr_hla_ranknorm	0.23081778067950928	0.6927904670975318	0.2	0.7024999999999991
hla_supertype_heldout	v2_counterfactual_rf	0.20333841532330982	0.6515270553792519	0.09750000000000002	0.7
hla_supertype_heldout	v2_counterfactual_hgb	0.21001743229235353	0.6159544846445211	0.2	0.8
hla_supertype_heldout	v2_plm_lr_frozen_hash_pilot	0.30319503695717775	0.7705891772700982	0.3	0.9
hla_supertype_heldout	v2_plm_rf_frozen_hash_pilot	0.15988086849729302	0.505768781519468	0.0	0.6
hla_supertype_heldout	v2_cf_plm_lr	0.31074967179281787	0.7768137828043457	0.1975	0.9
hla_supertype_heldout	v2_cf_plm_rf	0.17748042353395505	0.6339428747807689	0.09750000000000002	0.7
hla_supertype_heldout	v2_cf_plm_rf_hla_ranknorm	0.20485970505351897	0.6445445470745179	0.1975	0.8
hla_supertype_heldout	v2_multimodal_lr	0.3328616045830409	0.8135056968367407	0.1	0.9
hla_supertype_heldout	v2_multimodal_rf	0.15398413986871157	0.5628613628440633	0.09750000000000002	0.7
hla_supertype_heldout	v2_source_balanced_cf_rf	0.1777912720690533	0.5432904206625998	0.0	0.6024999999999991
hla_supertype_heldout	v2_groupdro_proxy_cf_lr	0.1706674814775926	0.5945417198702321	0.0	0.5024999999999992
hla_supertype_heldout	v2_class_balanced_cf_plm_hgb	0.15663227040056	0.5036929754735248	0.0	0.6
low_prevalence_stress_split	v2_counterfactual_lr	0.034974711766192434	0.08355546641172211	0.0	0.0
low_prevalence_stress_split	v2_counterfactual_lr_hla_ranknorm	0.03453581177042412	0.09514857198042546	0.0	0.2
low_prevalence_stress_split	v2_counterfactual_rf	0.033124656415003534	0.06940682389990865	0.0	0.0
low_prevalence_stress_split	v2_counterfactual_hgb	0.03183651450453954	0.07828233126660465	0.0	0.3
low_prevalence_stress_split	v2_plm_lr_frozen_hash_pilot	0.038715966845547636	0.11083196218357977	0.0	0.3
low_prevalence_stress_split	v2_plm_rf_frozen_hash_pilot	0.03238825195945147	0.0656086456931836	0.0	0.0
low_prevalence_stress_split	v2_cf_plm_lr	0.03550265276617417	0.131959607329007	0.0	0.30249999999999916
low_prevalence_stress_split	v2_cf_plm_rf	0.030697461165367895	0.0710903597618855	0.0	0.0
low_prevalence_stress_split	v2_cf_plm_rf_hla_ranknorm	0.0411181309538636	0.10098190024824497	0.0	0.2
low_prevalence_stress_split	v2_multimodal_lr	0.03553689511295886	0.13195192033773123	0.0	0.30249999999999916
low_prevalence_stress_split	v2_multimodal_rf	0.030836889049981327	0.06904423644383369	0.0	0.0
low_prevalence_stress_split	v2_source_balanced_cf_rf	0.031130226155430325	0.06428240062331399	0.0	0.0
low_prevalence_stress_split	v2_groupdro_proxy_cf_lr	0.03254136005368281	0.07443170043103005	0.0	0.0
low_prevalence_stress_split	v2_class_balanced_cf_plm_hgb	0.03225504484398707	0.09966220476920662	0.0	0.30249999999999916
near_peptide_cluster_holdout	v2_counterfactual_lr	0.21290111457689456	0.5366768585405695	0.2	0.7
near_peptide_cluster_holdout	v2_counterfactual_lr_hla_ranknorm	0.14440840504882999	0.3322383194653409	0.0	0.30249999999999916
near_peptide_cluster_holdout	v2_counterfactual_rf	0.22178155855231366	0.543177467997598	0.09750000000000002	0.7024999999999991
near_peptide_cluster_holdout	v2_counterfactual_hgb	0.2043545326732516	0.5029868576236826	0.09750000000000002	0.6
near_peptide_cluster_holdout	v2_plm_lr_frozen_hash_pilot	0.2756765342134008	0.6785512280406214	0.2	0.8024999999999992
near_peptide_cluster_holdout	v2_plm_rf_frozen_hash_pilot	0.30921557121648735	0.6556062473666724	0.3	0.8
near_peptide_cluster_holdout	v2_cf_plm_lr	0.26441543708614534	0.5859567782378434	0.1	0.7
near_peptide_cluster_holdout	v2_cf_plm_rf	0.26864691354085474	0.6211426075682192	0.2	0.8
near_peptide_cluster_holdout	v2_cf_plm_rf_hla_ranknorm	0.14031265282005476	0.3224018115248511	0.0	0.3
near_peptide_cluster_holdout	v2_multimodal_lr	0.26762851161440543	0.595414317103406	0.1	0.8
near_peptide_cluster_holdout	v2_multimodal_rf	0.2547052983982934	0.5501218451403995	0.1	0.6
near_peptide_cluster_holdout	v2_source_balanced_cf_rf	0.2047721620138951	0.47795790266679966	0.0	0.5
near_peptide_cluster_holdout	v2_groupdro_proxy_cf_lr	0.19492349165657574	0.5027249510628363	0.1	0.7
near_peptide_cluster_holdout	v2_class_balanced_cf_plm_hgb	0.15761245593273476	0.38105867327818577	0.0	0.5024999999999992
repeated_stratified_5x5_internal	v2_counterfactual_lr	0.27148052934434175	0.4126393919384473	0.0	0.3
repeated_stratified_5x5_internal	v2_counterfactual_lr_hla_ranknorm	0.19870332733124296	0.3034652564865806	0.1	0.6
repeated_stratified_5x5_internal	v2_counterfactual_rf	0.2998304309346554	0.4517540166274383	0.2	0.7024999999999991
repeated_stratified_5x5_internal	v2_counterfactual_hgb	0.22656766544974596	0.3445444989747106	0.0	0.5
repeated_stratified_5x5_internal	v2_plm_lr_frozen_hash_pilot	0.4478197109755011	0.6068884166669795	0.795	1.0
repeated_stratified_5x5_internal	v2_plm_rf_frozen_hash_pilot	0.380255560318245	0.5501240514056809	0.1	0.7
repeated_stratified_5x5_internal	v2_cf_plm_lr	0.35606082510124343	0.5241801666254119	0.09750000000000002	0.7
repeated_stratified_5x5_internal	v2_cf_plm_rf	0.32456314805745445	0.5080106621024855	0.3	0.9
repeated_stratified_5x5_internal	v2_cf_plm_rf_hla_ranknorm	0.17782307754239435	0.2762353206116547	0.0	0.4024999999999992
repeated_stratified_5x5_internal	v2_multimodal_lr	0.36937601552298405	0.5452362999853939	0.2975	0.8
repeated_stratified_5x5_internal	v2_multimodal_rf	0.29300261646376186	0.47362810360472374	0.2	0.8
repeated_stratified_5x5_internal	v2_source_balanced_cf_rf	0.2753953262064046	0.4048037545337111	0.0	0.6
repeated_stratified_5x5_internal	v2_groupdro_proxy_cf_lr	0.26633389698052307	0.4018669979942241	0.0	0.20249999999999915
repeated_stratified_5x5_internal	v2_class_balanced_cf_plm_hgb	0.21365290068833562	0.33024262136561644	0.0	0.5
source_heldout_CEDAR	v2_counterfactual_lr	0.904485577613058	0.9468402752701944	0.8	1.0
source_heldout_CEDAR	v2_counterfactual_lr_hla_ranknorm	0.9079991996708265	0.9509971914032823	0.8	1.0
source_heldout_CEDAR	v2_counterfactual_rf	0.9114542182578214	0.9507374967590754	0.8	1.0
source_heldout_CEDAR	v2_counterfactual_hgb	0.8998559221681637	0.9415234797133682	0.8975000000000001	1.0
source_heldout_CEDAR	v2_plm_lr_frozen_hash_pilot	0.9446637353474936	0.9713135281209911	1.0	1.0
source_heldout_CEDAR	v2_plm_rf_frozen_hash_pilot	0.9149269170516251	0.9568061933327668	0.7	1.0
source_heldout_CEDAR	v2_cf_plm_lr	0.932430064930176	0.9617381320413828	1.0	1.0
source_heldout_CEDAR	v2_cf_plm_rf	0.9155436485325444	0.9547463362800532	0.7	1.0
source_heldout_CEDAR	v2_cf_plm_rf_hla_ranknorm	0.9291192494724178	0.9597144134311887	1.0	1.0
source_heldout_CEDAR	v2_multimodal_lr	0.9324313817787978	0.9617038939528915	1.0	1.0
source_heldout_CEDAR	v2_multimodal_rf	0.912702395145844	0.9528402269665937	0.5975	1.0
source_heldout_CEDAR	v2_source_balanced_cf_rf	0.9114418835354583	0.9496627173625234	1.0	1.0
source_heldout_CEDAR	v2_groupdro_proxy_cf_lr	0.9049778621530551	0.9491450836327419	0.7	1.0
source_heldout_CEDAR	v2_class_balanced_cf_plm_hgb	0.9186309217104275	0.9540183668698323	1.0	1.0
source_heldout_NEPdb	v2_counterfactual_lr	0.20562841172895938	0.27187984194930154	0.0	0.4
source_heldout_NEPdb	v2_counterfactual_lr_hla_ranknorm	0.1936229718693826	0.25799754502643724	0.0	0.10249999999999915
source_heldout_NEPdb	v2_counterfactual_rf	0.18126697659305765	0.240020829377905	0.0	0.0
source_heldout_NEPdb	v2_counterfactual_hgb	0.18946421295793703	0.2503504653251639	0.0	0.3
source_heldout_NEPdb	v2_plm_lr_frozen_hash_pilot	0.23077459042886303	0.3318118115317323	0.0	0.6
source_heldout_NEPdb	v2_plm_rf_frozen_hash_pilot	0.21823498307694275	0.29129260702122056	0.0	0.30249999999999916
source_heldout_NEPdb	v2_cf_plm_lr	0.25380308244418043	0.3644432280929214	0.1	0.6024999999999991
source_heldout_NEPdb	v2_cf_plm_rf	0.19763844967261582	0.2614033882487259	0.0	0.0
source_heldout_NEPdb	v2_cf_plm_rf_hla_ranknorm	0.17531133063095186	0.24681684572886928	0.0	0.2
source_heldout_NEPdb	v2_multimodal_lr	0.2538117787188143	0.36446292207868114	0.1	0.6024999999999991
source_heldout_NEPdb	v2_multimodal_rf	0.19595758574783453	0.2579803235958533	0.0	0.0024999999999991474
source_heldout_NEPdb	v2_source_balanced_cf_rf	0.17808450609095344	0.2369560457982776	0.0	0.0
source_heldout_NEPdb	v2_groupdro_proxy_cf_lr	0.24122101346298908	0.339530525498605	0.2	0.8024999999999992
source_heldout_NEPdb	v2_class_balanced_cf_plm_hgb	0.2124772082191142	0.2924282141319248	0.0	0.4024999999999992
source_heldout_TESLA_mmc4	v2_counterfactual_lr	0.048161577912170093	0.11861832208314994	0.0	0.10249999999999915
source_heldout_TESLA_mmc4	v2_counterfactual_lr_hla_ranknorm	0.04894694947094591	0.1246435563858106	0.0	0.3
source_heldout_TESLA_mmc4	v2_counterfactual_rf	0.050044165007294646	0.09136097892976161	0.0	0.0
source_heldout_TESLA_mmc4	v2_counterfactual_hgb	0.047892172504478775	0.10434318255135644	0.0	0.0
source_heldout_TESLA_mmc4	v2_plm_lr_frozen_hash_pilot	0.05496438779964827	0.14665319260630388	0.0	0.3
source_heldout_TESLA_mmc4	v2_plm_rf_frozen_hash_pilot	0.060275444303635795	0.12786463173676832	0.0	0.1
source_heldout_TESLA_mmc4	v2_cf_plm_lr	0.05137833865572723	0.128249199096753	0.0	0.2
source_heldout_TESLA_mmc4	v2_cf_plm_rf	0.04983303142939355	0.1024559767664144	0.0	0.0
source_heldout_TESLA_mmc4	v2_cf_plm_rf_hla_ranknorm	0.05495855776694602	0.14327205808551416	0.0	0.3
source_heldout_TESLA_mmc4	v2_multimodal_lr	0.05133152047463214	0.12821169479406905	0.0	0.2
source_heldout_TESLA_mmc4	v2_multimodal_rf	0.05148229407296918	0.10660261170047543	0.0	0.0
source_heldout_TESLA_mmc4	v2_source_balanced_cf_rf	0.04833646461471858	0.09341196530075857	0.0	0.0
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_lr	0.05150190993460396	0.1401266621746627	0.0	0.30249999999999916
source_heldout_TESLA_mmc4	v2_class_balanced_cf_plm_hgb	0.05738094714333729	0.12762922928520998	0.0	0.3
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr	0.00626386010833606	0.07091649715659222	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_counterfactual_lr_hla_ranknorm	0.009893700787401575	0.10245467173298799	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_counterfactual_rf	0.00693279269202088	0.051397346481316386	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_counterfactual_hgb	0.0053309546414323	0.05166019212541611	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_plm_lr_frozen_hash_pilot	0.00681340254071912	0.04386027835620737	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	0.0034403357531760433	0.02196112712517982	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_cf_plm_lr	0.005643163703249541	0.043561044871251134	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf	0.0037432498772704955	0.023634162465980206	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_cf_plm_rf_hla_ranknorm	0.008577325261419924	0.08639294883190554	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_multimodal_lr	0.005551670926363505	0.043561044871251134	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_multimodal_rf	0.003831151118385161	0.023915283321961037	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	0.007546026044005389	0.052229210947091306	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_lr	0.009144208664288616	0.04499735930325442	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_class_balanced_cf_plm_hgb	0.005086214218975623	0.027869613762489934	0.0	0.0
study_heldout	v2_counterfactual_lr	0.1770589407092866	0.5355687164673768	0.0	0.6
study_heldout	v2_counterfactual_lr_hla_ranknorm	0.1608524178567282	0.4373372180590889	0.09750000000000002	0.7024999999999991
study_heldout	v2_counterfactual_rf	0.16646196060235677	0.47580351249695463	0.0	0.6
study_heldout	v2_counterfactual_hgb	0.13558280203603068	0.2931452548071037	0.0	0.5
study_heldout	v2_plm_lr_frozen_hash_pilot	0.1499843201574986	0.35419774453703196	0.0	0.3
study_heldout	v2_plm_rf_frozen_hash_pilot	0.1415760943570582	0.3133186798104122	0.0	0.3
study_heldout	v2_cf_plm_lr	0.1695745434758714	0.45865015476917387	0.0	0.5
study_heldout	v2_cf_plm_rf	0.15281542445755616	0.3805154404740653	0.0	0.30249999999999916
study_heldout	v2_cf_plm_rf_hla_ranknorm	0.16412600321027287	0.41564548828980014	0.0	0.5024999999999992
study_heldout	v2_multimodal_lr	0.16719543783209173	0.47609892545764015	0.0	0.4
study_heldout	v2_multimodal_rf	0.16528873913477343	0.41145958963412926	0.0	0.5024999999999992
study_heldout	v2_source_balanced_cf_rf	0.16646196060235677	0.47580351249695463	0.0	0.6
study_heldout	v2_groupdro_proxy_cf_lr	0.1826418562129733	0.562490287821835	0.0	0.6
study_heldout	v2_class_balanced_cf_plm_hgb	0.13228579595330292	0.28563050532293877	0.0	0.4024999999999992
exact_peptide_hla_holdout	v2_rule_moe_cf_plm_structure	0.38995585377905145	0.7371719707050405	0.3	1.0
hla_stratified_group_5fold	v2_rule_moe_cf_plm_structure	0.3697415012361474	0.6802985937546662	0.2975	0.8
