split_name	model_name	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20	model_family	claim_status
source_heldout_CEDAR	anchor_rf	913	851	0.932092004381161	0.91808240664723	0.41634130624312954	0.37090045711445097	0.5509498873106363	0.8	0.004700352526439483	0.8582843713278496	0.9	0.010575793184488837	0.9655699177438308	0.95	0.022326674500587545	1.0192126909518213	source_clean_anchor	reviewer_safe_internal_locked
source_heldout_CEDAR	source_qk_compact_gamma1	913	851	0.932092004381161	0.9267438507831547	0.4613168568287783	0.5276384932319151	0.5803726878016227	0.8	0.004700352526439483	0.8582843713278496	0.9	0.010575793184488837	0.9655699177438308	0.95	0.022326674500587545	1.0192126909518213	source_qk_fallback	diagnostic
source_heldout_NEPdb	anchor_rf	886	354	0.39954853273137697	0.4053403878591387	0.4952104838367104	0.26142795492335147	0.13617802771595922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	source_clean_anchor	reviewer_safe_internal_locked
source_heldout_NEPdb	source_qk_compact_gamma1	886	354	0.39954853273137697	0.40642565475609194	0.4826366764368548	0.4014077667799855	0.41590107354868633	0.4	0.005649717514124294	1.001129943502825	0.4	0.011299435028248588	1.001129943502825	0.4	0.022598870056497175	1.001129943502825	source_qk_fallback	diagnostic
source_heldout_TESLA_mmc4	anchor_rf	610	37	0.060655737704918035	0.06501090293105945	0.549266544030942	0.24214991448573273	0.42613828300934325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	source_clean_anchor	reviewer_safe_internal_locked
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	610	37	0.060655737704918035	0.051662525285099695	0.43790387245884627	0.4767137774437636	0.5098843604236369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	source_qk_fallback	diagnostic
source_heldout_TESLA_mmc7_validation	anchor_rf	319	6	0.018808777429467086	0.03780955444409747	0.6554845580404686	0.21254766160730756	0.43853063717039825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	source_clean_anchor	reviewer_safe_internal_locked
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	319	6	0.018808777429467086	0.014596475774591404	0.1805111821086262	0.350284076837968	0.41787693108403084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	source_qk_fallback	diagnostic
source_heldout_CEDAR	source_prespecified_rf_qk_compact_w0.5	909	851	0.9361936193619362	0.9288246260429772	0.45169982576279427	0.4138288256383927	0.5627765566693788	1.0	0.005875440658049354	1.0681551116333725	1.0	0.011750881316098707	1.0681551116333725	0.9	0.021151586368977675	0.9613396004700352	v1_foldsafe_fusion	reviewer_safe_internal_locked
source_heldout_NEPdb	source_prespecified_rf_qk_compact_w0.5	572	151	0.263986013986014	0.2353275886337432	0.44665020213619416	0.30339031794068605	0.2773909757135615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	v1_foldsafe_fusion	reviewer_safe_internal_locked
