split_name	model_name	model_family	claim_status	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
exact_peptide_hla_holdout	v2_cf_esm2_150m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5405663028295745	0.7352941176470589	0.215975490231699	0.2144349960427554	0.8	0.19047619047619047	3.390476190476191	0.8	0.38095238095238093	3.390476190476191	0.5	0.47619047619047616	2.119047619047619
exact_peptide_hla_holdout	v2_esm2_150m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5122418855378669	0.6687675070028012	0.21983963335312304	0.22102385392037768	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663	0.45	0.42857142857142855	1.9071428571428573
exact_peptide_hla_holdout	v2_groupdro_proxy_cf_esm2_150m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5121358311306088	0.7233893557422969	0.22591349432851432	0.22775514902132785	0.8	0.19047619047619047	3.390476190476191	0.7	0.3333333333333333	2.9666666666666663	0.45	0.42857142857142855	1.9071428571428573
exact_peptide_hla_holdout	v2_multimodal_esm2_150m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5252024497725759	0.7415966386554622	0.21629587698865865	0.20257554484470863	0.8	0.19047619047619047	3.390476190476191	0.7	0.3333333333333333	2.9666666666666663	0.5	0.47619047619047616	2.119047619047619
exact_peptide_hla_holdout	v2_source_balanced_cf_esm2_150m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5133139038097864	0.7247899159663865	0.22565310477019104	0.21939826329015352	0.8	0.19047619047619047	3.390476190476191	0.7	0.3333333333333333	2.9666666666666663	0.45	0.42857142857142855	1.9071428571428573
hla_stratified_group_5fold	v2_cf_esm2_150m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.47151099727114604	0.7247899159663865	0.22134835078923276	0.22698278803577435	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.45	0.42857142857142855	1.9071428571428573
hla_stratified_group_5fold	v2_esm2_150m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.40650239953973	0.5868347338935573	0.23867231223240853	0.27032108374780695	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.4	0.38095238095238093	1.6952380952380954
hla_stratified_group_5fold	v2_groupdro_proxy_cf_esm2_150m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.4479684355570644	0.7016806722689076	0.22725024453829826	0.19486287586068038	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.4	0.38095238095238093	1.6952380952380954
hla_stratified_group_5fold	v2_multimodal_esm2_150m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.4750449348620599	0.7429971988795518	0.2125236271571175	0.21510078252624265	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.5	0.47619047619047616	2.119047619047619
hla_stratified_group_5fold	v2_source_balanced_cf_esm2_150m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.44704327465276766	0.7009803921568628	0.2294054179905422	0.19742515724663884	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.4	0.38095238095238093	1.6952380952380954
