split_name	model_name	model_family	claim_status	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
exact_peptide_hla_holdout	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5152059078399371	0.7303921568627451	0.20657478158247053	0.20182906712011492	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663	0.6	0.5714285714285714	2.5428571428571427
exact_peptide_hla_holdout	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.47667678477130615	0.7023809523809523	0.20701023262841806	0.1730675951116808	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.45	0.42857142857142855	1.9071428571428573
exact_peptide_hla_holdout	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.4849573696255309	0.7177871148459384	0.20709820081417665	0.2062268908352632	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.55	0.5238095238095238	2.330952380952381
exact_peptide_hla_holdout	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.5229688289195524	0.7415966386554622	0.20343435770505397	0.22941981499122233	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663	0.5	0.47619047619047616	2.119047619047619
exact_peptide_hla_holdout	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.480026271069121	0.7177871148459383	0.20712739559231405	0.20667494917888277	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.55	0.5238095238095238	2.330952380952381
hla_stratified_group_5fold	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.469509844701146	0.7009803921568627	0.2583014285731511	0.2673643408953339	0.4	0.09523809523809523	1.6952380952380954	0.5	0.23809523809523808	2.119047619047619	0.5	0.47619047619047616	2.119047619047619
hla_stratified_group_5fold	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.41078301115640037	0.7065826330532213	0.22268943958330528	0.18194075075608301	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.45	0.42857142857142855	1.9071428571428573
hla_stratified_group_5fold	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.4379886650343428	0.6855742296918768	0.2555204490038377	0.28716278577008747	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.4	0.38095238095238093	1.6952380952380954
hla_stratified_group_5fold	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.47605567651097364	0.7303921568627451	0.24689246325645398	0.24626061534072696	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.45	0.42857142857142855	1.9071428571428573
hla_stratified_group_5fold	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.4371273688081398	0.6841736694677871	0.2583732525131597	0.2888313017066003	0.4	0.09523809523809523	1.6952380952380954	0.5	0.23809523809523808	2.119047619047619	0.4	0.38095238095238093	1.6952380952380954
hla_supertype_heldout	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	72	15	0.20833333333333334	0.4690678446922578	0.7298245614035088	0.232895919411641	0.2367169012584331	0.6	0.2	2.88	0.4	0.26666666666666666	1.92	0.3	0.4	1.44
hla_supertype_heldout	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	72	15	0.20833333333333334	0.3441283720695485	0.7157894736842105	0.22046506762566137	0.1872516524054116	0.2	0.06666666666666667	0.96	0.3	0.2	1.44	0.4	0.5333333333333333	1.92
hla_supertype_heldout	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	72	15	0.20833333333333334	0.44657556241869967	0.7239766081871345	0.2242328030161239	0.2506755653065139	0.4	0.13333333333333333	1.92	0.4	0.26666666666666666	1.92	0.4	0.5333333333333333	1.92
hla_supertype_heldout	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	72	15	0.20833333333333334	0.5141483015322024	0.7801169590643274	0.20516852621338466	0.20015273372584946	0.4	0.13333333333333333	1.92	0.6	0.4	2.88	0.45	0.6	2.16
hla_supertype_heldout	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	72	15	0.20833333333333334	0.44862193652389726	0.7239766081871345	0.2262381061992931	0.2517685708655979	0.4	0.13333333333333333	1.92	0.4	0.26666666666666666	1.92	0.4	0.5333333333333333	1.92
low_prevalence_stress_split	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	915	41	0.04480874316939891	0.06116351072968254	0.5289110900262322	0.3915947982966396	0.48630986301680396	0.2	0.024390243902439025	4.463414634146342	0.1	0.024390243902439025	2.231707317073171	0.05	0.024390243902439025	1.1158536585365855
low_prevalence_stress_split	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	915	41	0.04480874316939891	0.08147063494156433	0.5705475246972149	0.33327155812301146	0.4529734186916045	0.2	0.024390243902439025	4.463414634146342	0.1	0.024390243902439025	2.231707317073171	0.1	0.04878048780487805	2.231707317073171
low_prevalence_stress_split	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	915	41	0.04480874316939891	0.06126235710099433	0.5300273483284033	0.41090656659277924	0.5054107336876289	0.2	0.024390243902439025	4.463414634146342	0.1	0.024390243902439025	2.231707317073171	0.05	0.024390243902439025	1.1158536585365855
low_prevalence_stress_split	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	915	41	0.04480874316939891	0.0611552823203903	0.528799464196015	0.3916257996460948	0.4863186939984134	0.2	0.024390243902439025	4.463414634146342	0.1	0.024390243902439025	2.231707317073171	0.05	0.024390243902439025	1.1158536585365855
low_prevalence_stress_split	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	915	41	0.04480874316939891	0.061260513664576036	0.5299994418708489	0.41090594834237537	0.5054064321532808	0.2	0.024390243902439025	4.463414634146342	0.1	0.024390243902439025	2.231707317073171	0.05	0.024390243902439025	1.1158536585365855
