split_name	model_name	model_family	claim_status	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
near_peptide_cluster_holdout	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.42048567165094153	0.6372549019607844	0.29236189947863295	0.3018431522644361	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663	0.4	0.38095238095238093	1.6952380952380954
near_peptide_cluster_holdout	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.3544986095655432	0.6330532212885154	0.2575377112550258	0.23952781601665213	0.2	0.047619047619047616	0.8476190476190477	0.2	0.09523809523809523	0.8476190476190477	0.35	0.3333333333333333	1.4833333333333332
near_peptide_cluster_holdout	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.38124901976236497	0.6204481792717087	0.2948815707463191	0.3031338292136445	0.4	0.09523809523809523	1.6952380952380954	0.6	0.2857142857142857	2.5428571428571427	0.4	0.38095238095238093	1.6952380952380954
near_peptide_cluster_holdout	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.393626527102207	0.6323529411764706	0.28763822844249415	0.3014623524301705	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.4	0.38095238095238093	1.6952380952380954
near_peptide_cluster_holdout	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.38107688089159597	0.6197478991596639	0.29550678147984266	0.30289823179803	0.4	0.09523809523809523	1.6952380952380954	0.6	0.2857142857142857	2.5428571428571427	0.4	0.38095238095238093	1.6952380952380954
repeated_stratified_5x5_internal	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	445	105	0.23595505617977527	0.37152638070868294	0.6664145658263305	0.2519109526946074	0.24846986742337523	0.0	0.0	0.0	0.2	0.01904761904761905	0.8476190476190477	0.35	0.06666666666666667	1.4833333333333332
repeated_stratified_5x5_internal	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	445	105	0.23595505617977527	0.40003588263327194	0.6669467787114846	0.22642610938163313	0.18189299390682753	0.8	0.0380952380952381	3.390476190476191	0.6	0.05714285714285714	2.5428571428571427	0.5	0.09523809523809523	2.119047619047619
repeated_stratified_5x5_internal	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	445	105	0.23595505617977527	0.3678341412268217	0.6650140056022409	0.25182369478325134	0.24179700371752028	0.0	0.0	0.0	0.1	0.009523809523809525	0.42380952380952386	0.3	0.05714285714285714	1.2714285714285714
repeated_stratified_5x5_internal	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	445	105	0.23595505617977527	0.3933251568512891	0.6787955182072829	0.2464546173234213	0.23071862068578042	0.2	0.009523809523809525	0.8476190476190477	0.3	0.02857142857142857	1.2714285714285714	0.4	0.0761904761904762	1.6952380952380954
repeated_stratified_5x5_internal	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	445	105	0.23595505617977527	0.36673346775564925	0.6639495798319328	0.2521458886713103	0.24457209343227732	0.0	0.0	0.0	0.1	0.009523809523809525	0.42380952380952386	0.3	0.05714285714285714	1.2714285714285714
source_heldout_CEDAR	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	909	851	0.9361936193619362	0.9219718454724884	0.39403946675310997	0.5186970617173136	0.568043907769143	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.9	0.021151586368977675	0.9613396004700352
source_heldout_CEDAR	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	909	851	0.9361936193619362	0.9285947461303496	0.433688561124843	0.43005306892149947	0.5146253312041359	0.8	0.004700352526439483	0.854524089306698	0.9	0.010575793184488837	0.9613396004700352	0.9	0.021151586368977675	0.9613396004700352
source_heldout_CEDAR	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	909	851	0.9361936193619362	0.9231259564317675	0.395599497548523	0.5142048703042454	0.5608171462424135	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_CEDAR	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	909	851	0.9361936193619362	0.9219133789125837	0.39381660521090806	0.5186435599160659	0.567950357365345	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.9	0.021151586368977675	0.9613396004700352
source_heldout_CEDAR	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	909	851	0.9361936193619362	0.9231259564317675	0.395599497548523	0.5142049863389578	0.560817235467513	1.0	0.005875440658049354	1.0681551116333725	0.9	0.010575793184488837	0.9613396004700352	0.95	0.022326674500587545	1.0147473560517037
source_heldout_NEPdb	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	572	151	0.263986013986014	0.2431004780056697	0.45413002784288437	0.354258274831016	0.33928613689920606	0.4	0.013245033112582781	1.5152317880794701	0.2	0.013245033112582781	0.7576158940397351	0.1	0.013245033112582781	0.37880794701986753
source_heldout_NEPdb	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	572	151	0.263986013986014	0.2506800310964975	0.4799043589057904	0.3121876475941373	0.26849232466698764	0.2	0.006622516556291391	0.7576158940397351	0.1	0.006622516556291391	0.37880794701986753	0.2	0.026490066225165563	0.7576158940397351
source_heldout_NEPdb	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	572	151	0.263986013986014	0.25160108194132613	0.4761054568907206	0.34845320435195887	0.32166361232019436	0.4	0.013245033112582781	1.5152317880794701	0.2	0.013245033112582781	0.7576158940397351	0.15	0.019867549668874173	0.5682119205298013
source_heldout_NEPdb	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	572	151	0.263986013986014	0.2431004780056697	0.45413002784288437	0.354282210349937	0.33930326371695674	0.4	0.013245033112582781	1.5152317880794701	0.2	0.013245033112582781	0.7576158940397351	0.1	0.013245033112582781	0.37880794701986753
source_heldout_NEPdb	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	572	151	0.263986013986014	0.25160108194132613	0.4761054568907206	0.3484532070108961	0.32166360918436204	0.4	0.013245033112582781	1.5152317880794701	0.2	0.013245033112582781	0.7576158940397351	0.15	0.019867549668874173	0.5682119205298013
source_heldout_TESLA_mmc4	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	605	37	0.06115702479338843	0.0834368447842588	0.5456794822992006	0.36279216194243297	0.45701473055671854	0.0	0.0	0.0	0.2	0.05405405405405406	3.2702702702702706	0.15	0.08108108108108109	2.4527027027027026
source_heldout_TESLA_mmc4	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	605	37	0.06115702479338843	0.08949063301703764	0.579939094023601	0.32655278038322977	0.4420098572691922	0.2	0.02702702702702703	3.2702702702702706	0.2	0.05405405405405406	3.2702702702702706	0.1	0.05405405405405406	1.6351351351351353
source_heldout_TESLA_mmc4	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	605	37	0.06115702479338843	0.08116702262035179	0.5514370003806625	0.3834899300181703	0.4736605386288859	0.0	0.0	0.0	0.2	0.05405405405405406	3.2702702702702706	0.1	0.05405405405405406	1.6351351351351353
source_heldout_TESLA_mmc4	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	605	37	0.06115702479338843	0.08348613976431435	0.545489151122954	0.362829127246797	0.45703922673794495	0.0	0.0	0.0	0.2	0.05405405405405406	3.2702702702702706	0.15	0.08108108108108109	2.4527027027027026
source_heldout_TESLA_mmc4	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	605	37	0.06115702479338843	0.08116702262035179	0.5514370003806625	0.38349195986246454	0.4736619603370218	0.0	0.0	0.0	0.2	0.05405405405405406	3.2702702702702706	0.1	0.05405405405405406	1.6351351351351353
source_heldout_TESLA_mmc7_validation	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	310	4	0.012903225806451613	0.018275251681533003	0.5400326797385622	0.2279645567511462	0.3818757851479323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	310	4	0.012903225806451613	0.02803971238683154	0.6331699346405228	0.20868102974152214	0.3785919098438255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	310	4	0.012903225806451613	0.023069140987093274	0.5939542483660131	0.231739859196785	0.38731631295363445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	310	4	0.012903225806451613	0.018275251681533003	0.5400326797385622	0.22798079272450653	0.3818839262832359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	310	4	0.012903225806451613	0.023069140987093274	0.5939542483660131	0.23173954117324705	0.3873167791958248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
study_heldout	v2_cf_esm2_650m_lr_fast	counterfactual_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.33949225776699093	0.5826330532212886	0.2833744605490374	0.2621805120618503	0.4	0.09523809523809523	1.6952380952380954	0.3	0.14285714285714285	1.2714285714285714	0.25	0.23809523809523808	1.0595238095238095
study_heldout	v2_esm2_650m_lr_fast	real_frozen_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.3955196966840194	0.6302521008403361	0.23458544340784815	0.19918212741356936	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.35	0.3333333333333333	1.4833333333333332
study_heldout	v2_groupdro_proxy_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.33949225776699093	0.5826330532212886	0.2833744605490374	0.2621805120618503	0.4	0.09523809523809523	1.6952380952380954	0.3	0.14285714285714285	1.2714285714285714	0.25	0.23809523809523808	1.0595238095238095
study_heldout	v2_multimodal_esm2_650m_lr_fast	multimodal_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.3355672068883843	0.5763305322128852	0.3130127308310171	0.2952018929014468	0.4	0.09523809523809523	1.6952380952380954	0.3	0.14285714285714285	1.2714285714285714	0.3	0.2857142857142857	1.2714285714285714
study_heldout	v2_source_balanced_cf_esm2_650m_lr_fast	source_robust_real_plm_fast	reviewer_safe_internal_locked	89	21	0.23595505617977527	0.33949225776699093	0.5826330532212886	0.2833744605490374	0.2621805120618503	0.4	0.09523809523809523	1.6952380952380954	0.3	0.14285714285714285	1.2714285714285714	0.25	0.23809523809523808	1.0595238095238095
