territory_label_set	outcome	dropped_sample	full_beta	drop_beta	delta_beta_vs_full	drop_r	drop_p	n	sign_changed
arm_level_expression_cnv	TACSTD2_z	GSM7980864_PTC-1	-0.36038389260987314	-0.35187695116332784	0.00850694144654529	-0.08845464360645088	7.440473468563286e-72	40910	False
arm_level_expression_cnv	TACSTD2_z	GSM7980865_PTC-2	-0.36038389260987314	-0.3995105436904658	-0.039126651080592656	-0.09678675095900624	3.1569527407958564e-80	38228	False
arm_level_expression_cnv	TACSTD2_z	GSM7980866_PTC-3	-0.36038389260987314	-0.48635714559668763	-0.1259732529868145	-0.11684548510943787	1.4243006947500994e-117	38656	False
arm_level_expression_cnv	TACSTD2_z	GSM7980867_PTC-4	-0.36038389260987314	-0.2755282443817004	0.08485564822817271	-0.06603688557778532	2.071894012029738e-38	38432	False
arm_level_expression_cnv	TACSTD2_z	GSM7980868_LPTC-1	-0.36038389260987314	-0.3602123984228843	0.0001714941869888631	-0.08743334916219564	1.7023152876204962e-71	41660	False
arm_level_expression_cnv	TACSTD2_z	GSM7980869_LPTC-2	-0.36038389260987314	-0.45518790914703744	-0.0948040165371643	-0.11385024126256574	1.1205883485512592e-112	39006	False
arm_level_expression_cnv	TACSTD2_z	GSM7980870_LPTC-3	-0.36038389260987314	-0.35159033185264105	0.008793560757232088	-0.08518255078387642	5.282190551994939e-63	38547	False
arm_level_expression_cnv	TACSTD2_z	GSM7980871_LPTC-4	-0.36038389260987314	-0.2749439800811989	0.08543991252867422	-0.06446819457302103	1.0774108736737587e-36	38443	False
arm_level_expression_cnv	TACSTD2_z	GSM7980872_ATC-1	-0.36038389260987314	-0.2979200427888717	0.06246384982100145	-0.07219844424831734	1.2776546377136074e-45	38458	False
arm_level_expression_cnv	TACSTD2_z	GSM7980873_ATC-2	-0.36038389260987314	-0.29346199890319113	0.066921893706682	-0.07132047416852215	7.969563376451713e-47	40496	False
arm_level_expression_cnv	TACSTD2_z	GSM7980874_ATC-3	-0.36038389260987314	-0.39034518886835007	-0.029961296258476933	-0.09415730936840719	1.818590539303124e-82	41558	False
arm_level_expression_cnv	TACSTD2_z	GSM7980875_ATC-4	-0.36038389260987314	-0.34339429423094064	0.01698959837893249	-0.08117611965026879	2.646634396602442e-60	40586	False
arm_level_expression_cnv	TROP2_raw	GSM7980864_PTC-1	-0.3822453289960448	-0.360325431278288	0.02191989771775682	-0.046469173231199555	5.265225657790726e-21	40910	False
arm_level_expression_cnv	TROP2_raw	GSM7980865_PTC-2	-0.3822453289960448	-0.505518100288502	-0.12327277129245717	-0.06361463597362152	1.3962412299227038e-35	38228	False
arm_level_expression_cnv	TROP2_raw	GSM7980866_PTC-3	-0.3822453289960448	-0.641267978962785	-0.2590226499667402	-0.07949136072765267	3.1608938718709646e-55	38656	False
arm_level_expression_cnv	TROP2_raw	GSM7980867_PTC-4	-0.3822453289960448	-0.12711041551051305	0.25513491348553174	-0.015450588508351827	0.002453417918222644	38432	False
arm_level_expression_cnv	TROP2_raw	GSM7980868_LPTC-1	-0.3822453289960448	-0.38951789893932387	-0.0072725699432790725	-0.04899271491096885	1.4415552600297128e-23	41660	False
arm_level_expression_cnv	TROP2_raw	GSM7980869_LPTC-2	-0.3822453289960448	-0.558542826930882	-0.17629749793483718	-0.0717091367358732	1.213056629515405e-45	39006	False
arm_level_expression_cnv	TROP2_raw	GSM7980870_LPTC-3	-0.3822453289960448	-0.307480965388167	0.0747643636078778	-0.036647220875360716	6.142738180125086e-13	38547	False
arm_level_expression_cnv	TROP2_raw	GSM7980871_LPTC-4	-0.3822453289960448	-0.38430314315638076	-0.002057814160335958	-0.045563431313603714	3.9655876648570705e-19	38443	False
arm_level_expression_cnv	TROP2_raw	GSM7980872_ATC-1	-0.3822453289960448	-0.3584791823160118	0.023766146680033018	-0.04590507371700886	2.1222078199054665e-19	38458	False
arm_level_expression_cnv	TROP2_raw	GSM7980873_ATC-2	-0.3822453289960448	-0.17694759823020023	0.20529773076584457	-0.02259615037230856	5.426031812158604e-06	40496	False
arm_level_expression_cnv	TROP2_raw	GSM7980874_ATC-3	-0.3822453289960448	-0.4683530518162667	-0.08610772282022189	-0.058315483744295675	1.2145940371450736e-32	41558	False
arm_level_expression_cnv	TROP2_raw	GSM7980875_ATC-4	-0.3822453289960448	-0.2808938239565342	0.10135150503951057	-0.03438733840038344	4.223371316054577e-12	40586	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980864_PTC-1	0.1763611036457498	0.17114748235901608	-0.005213621286733722	0.072954116019771	2.1204347865868728e-49	40910	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980865_PTC-2	0.1763611036457498	0.18992033065531516	0.013559227009565356	0.07904241569102152	4.8786557317781727e-54	38228	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980866_PTC-3	0.1763611036457498	0.2175733966824853	0.04121229303673549	0.08953673746934629	1.2406941946816085e-69	38656	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980867_PTC-4	0.1763611036457498	0.16162399682107248	-0.014737106824677326	0.06547885511013196	8.612023852665427e-38	38432	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980868_LPTC-1	0.1763611036457498	0.17084955667482216	-0.00551154697092765	0.07158850495311136	1.8050168566849607e-48	41660	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980869_LPTC-2	0.1763611036457498	0.19866334206828226	0.022302238422532455	0.08469972733765824	4.972933148378987e-63	39006	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980870_LPTC-3	0.1763611036457498	0.18802221690304521	0.011661113257295408	0.07655068148086111	3.3957129124543744e-51	38547	False
arm_level_expression_cnv	Macrophage_TAM_z	GSM7980871_LPTC-4	0.1763611036457498	0.1771051535280623	0.0007440498823124975	0.07352844948986863	3.084384761909942e-47	38443	False
