territory_label_set	covariate_set	outcome	scope	n_slides	median_beta	mean_beta	q25_beta	q75_beta	n_positive	sign_test_p	wilcoxon_p
arm_level_expression_cnv	qc	Tcell_cytotoxic_z	condition_ATC	4	0.3026970039180187	0.31091143069221966	0.05244293138906356	0.5611655032211749	3	0.625	0.625
arm_level_expression_cnv	qc	Tcell_cytotoxic_z	condition_LPTC	4	0.0147037208697047	0.026018111240452738	-0.006349958120873347	0.04707179023103079	2	1.0	0.625
arm_level_expression_cnv	qc	Tcell_cytotoxic_z	condition_PTC	4	0.04043867217864909	0.06401931875757662	0.01710154284197237	0.08735644809425333	4	0.125	0.125
arm_level_expression_cnv	qc_composition	EMT_stress_z	all_cancer_slides	12	-0.003251734029434513	0.004497253262609764	-0.048611995097957564	0.0726854081783211	5	0.7744140625	0.791015625
arm_level_expression_cnv	qc_composition	EMT_stress_z	condition_ATC	4	-0.05239381729087483	-0.04125493287937372	-0.08736862869799303	-0.006280121472255519	1	0.625	0.625
arm_level_expression_cnv	qc_composition	EMT_stress_z	condition_LPTC	4	0.025745257968667393	0.03414257096746083	-0.014115285919315202	0.07400311485544343	2	1.0	0.625
arm_level_expression_cnv	qc_composition	EMT_stress_z	condition_PTC	4	0.03504257897737638	0.02060412169974218	-0.017038707501202545	0.0726854081783211	2	1.0	0.625
arm_level_expression_cnv	qc_composition	Macrophage_TAM_z	all_cancer_slides	12	0.10659997360119912	0.15344491481945122	0.062303136284207875	0.21289846068126492	10	0.03857421875	0.01220703125
arm_level_expression_cnv	qc_composition	Macrophage_TAM_z	condition_ATC	4	0.21846461216254687	0.27611830497755707	0.07695511550155801	0.4176278016385459	4	0.125	0.125
arm_level_expression_cnv	qc_composition	Macrophage_TAM_z	condition_LPTC	4	0.08663421566184404	0.061410752912261696	-0.0048127789945887345	0.15285774756869447	3	0.625	0.625
arm_level_expression_cnv	qc_composition	Macrophage_TAM_z	condition_PTC	4	0.14309845608733063	0.12280568656853494	0.05403861411196145	0.2118655285439041	3	0.625	0.25
arm_level_expression_cnv	qc_composition	RAI_thyroid_z	all_cancer_slides	12	-0.001453758037532687	-0.017944716011045417	-0.021138805941889674	0.020690280333418867	6	1.0	0.85009765625
arm_level_expression_cnv	qc_composition	RAI_thyroid_z	condition_ATC	4	-0.0036131258341587807	-0.08016116109001456	-0.0814854861124389	-0.002288800811734431	1	0.625	0.25
arm_level_expression_cnv	qc_composition	RAI_thyroid_z	condition_LPTC	4	0.03589717776095055	0.05513091828638652	-0.0015366171509305585	0.09256471319826762	3	0.625	0.375
