territory_label_set	sample_id	condition	outcome	n_high	n_low	delta_high_low	cohen_d	mw_p
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	TACSTD2_z	746	698	1.0654493495943211	0.4325332835532512	2.168782245131874e-24
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	TROP2_raw	746	698	4.635129514184891	1.0343101944617836	2.655542340788108e-82
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	Macrophage_TAM_z	746	698	0.9885123564411109	0.9291351581652199	4.004069185482509e-91
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	TLS_B_z	746	698	1.6939327159810054	0.76811415859082	4.8848553263162494e-79
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	Tcell_cytotoxic_z	746	698	0.37475793717017875	0.6673735206064918	9.448609276978335e-62
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	RAI_thyroid_z	746	698	0.2696255442497888	0.4055819132857335	0.00018078198114923535
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	EMT_stress_z	746	698	0.5033324955591177	1.17716651681925	1.0607319686353065e-91
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	TACSTD2_z	2326	860	2.1382539156654925	1.308711103400327	2.6451124238030817e-144
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	TROP2_raw	2326	860	7.663812256378516	2.42274826802806	0.0
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	Macrophage_TAM_z	2326	860	0.04793119456649875	0.051172545318135754	1.3557437456293872e-06
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	TLS_B_z	2326	860	-0.4476570462468423	-0.5902160661119189	2.586082500029737e-21
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	Tcell_cytotoxic_z	2326	860	0.03624198727945292	0.09902572918444416	4.298616441123883e-18
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	RAI_thyroid_z	2326	860	0.5180966231923098	1.5806343307057755	1.600364370105945e-215
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	EMT_stress_z	2326	860	0.41824402026016383	1.2876843144787158	5.973792282834427e-160
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	TACSTD2_z	2217	470	3.0947899432846966	2.0489555054851376	1.03745913151784e-155
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	TROP2_raw	2217	470	8.602532753448283	3.145664367510437	5.606730103147964e-210
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	Macrophage_TAM_z	2217	470	-0.40761251910895596	-0.4561321322484028	8.514058052116848e-09
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	TLS_B_z	2217	470	-0.8143319338841483	-0.9945790913060567	2.2804528408112743e-58
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	Tcell_cytotoxic_z	2217	470	-0.040299917327386976	-0.11002018884815369	0.030909545557027424
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	RAI_thyroid_z	2217	470	0.7363315526468773	2.22998600598612	3.86203923544107e-157
arm_level_expression_cnv	GSM7980866_PTC-3	PTC	EMT_stress_z	2217	470	0.3187508295336711	0.9705270545968196	2.2029441718912245e-62
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	TACSTD2_z	1193	1082	1.739703685236026	0.829285327165385	6.301105973795501e-99
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	TROP2_raw	1193	1082	4.244107223987256	1.1024632687863125	1.2649226194540294e-118
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	Macrophage_TAM_z	1193	1082	0.25689745378910955	0.26546429305954305	7.358148093103817e-28
arm_level_expression_cnv	GSM7980867_PTC-4	PTC	TLS_B_z	1193	1082	0.0942309417574205	0.1978236973500093	1.3109063187387105e-13
