territory_label_set	sample_id	condition	covariate_set	outcome	n	beta_high	pearson_r	p
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	TACSTD2_z	2270	-0.3168161206811037	-0.03836252130889859	0.06763518289999074
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	TROP2_raw	2270	-0.5456300157582816	-0.03535894892112889	0.0921316675668963
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	Macrophage_TAM_z	2270	0.2306913467455915	0.06257405211572674	0.002858192690479307
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	TLS_B_z	2270	0.6521764889375213	0.09501620455444253	5.766622930893421e-06
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	Tcell_cytotoxic_z	2270	0.1668209177579962	0.08672773312109144	3.509224829086082e-05
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	RAI_thyroid_z	2270	-0.16657829032838348	-0.07625338550080943	0.0002765287817834127
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc	EMT_stress_z	2270	0.08423050039611543	0.05713336203619138	0.006472804265931225
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	TACSTD2_z	2270	-0.33697487543482085	-0.04125579370957061	0.049371841485708313
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	TROP2_raw	2270	-0.5752854436319097	-0.03764176324367131	0.07296153233210421
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	Macrophage_TAM_z	2270	0.22249340609376145	0.060270731042576145	0.0040710947430147
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	TLS_B_z	2270	0.6679472273651494	0.09744700592168078	3.29798559127407e-06
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	Tcell_cytotoxic_z	2270	0.1702472368163657	0.08856971759432737	2.3804689852239543e-05
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	RAI_thyroid_z	2270	-0.1568008630584478	-0.07181447991426121	0.000616831850654374
arm_level_expression_cnv	GSM7980864_PTC-1	PTC	qc_composition	EMT_stress_z	2270	0.07276569290649669	0.05018977958799607	0.01678160902187368
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	TACSTD2_z	4952	0.08769575200756066	0.016347045954446852	0.2500881129684575
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	TROP2_raw	4952	0.27896809429195996	0.02536123538756779	0.07433953858757192
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	Macrophage_TAM_z	4952	0.2091176863981798	0.07359956988785078	2.1606116023110456e-07
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	TLS_B_z	4952	0.1522196758409037	0.06456918992552678	5.432269504562159e-06
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	Tcell_cytotoxic_z	4952	0.060868291539672374	0.051723430626555655	0.0002712442788453952
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	RAI_thyroid_z	4952	-0.018635119005874924	-0.018466691241695803	0.19384371778528608
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc	EMT_stress_z	4952	0.07196992037854943	0.07138715925684826	4.938302625447646e-07
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc_composition	TACSTD2_z	4952	0.09140724180280717	0.01709316933828758	0.2291163658595451
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc_composition	TROP2_raw	4952	0.2847926444091958	0.025969586691565225	0.06764892484638878
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc_composition	Macrophage_TAM_z	4952	0.20832290269395168	0.07344758806926148	2.2885992296996856e-07
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc_composition	TLS_B_z	4952	0.14909973232053503	0.0634403282722006	7.906584244263834e-06
arm_level_expression_cnv	GSM7980865_PTC-2	PTC	qc_composition	Tcell_cytotoxic_z	4952	0.06070829686008394	0.05160513380449564	0.0002801664294583548
