ModelID	StrippedCellLineName	OncotreeLineage	OncotreePrimaryDisease	OncotreeCode	pancan_lineage	DM1_like_score	DIO1	DNMT1	EZH2	FOXE1	FYN	HHEX	JAK1	JAK2	KCNN4	LYN	MYC	NAMPT	NKX2-1	PAX8	SLC5A5	SRC	STAT3	TACSTD2	TG	TPO	TSHR
ACH-000001	NIHOVCAR3	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	HGSOC	ovarian serous cystadenocarcinoma	1.4778614424663126	0.1053543301249965	-0.71981003664478	-0.0809608847407922	0.0609509761706348	0.0643908770455007	0.0214774982366296	-0.1938097617635606	0.0440163229207122	0.2909053968087648	-0.1197849594030544	-0.8459284685441957	-0.154894335959539	0.3395367558162458	-2.021328603222635	-0.1803313381592223	0.3080306565231892	-0.1126014619682737	-0.0773053615134006	-0.0199320086964149	-0.0068963772032411	0.1365497687703868
ACH-000004	HEL	Myeloid	Acute Myeloid Leukemia	AMLNOS	acute myeloid leukemia	1.631754677029301	-0.1589270278793166	-0.4113471357274261	-0.0188025156322878	0.0265300750322984	-0.0796204170003319	-0.2336854058780621	-0.1575342055972006	-0.7091900015203915	0.0580215439073015	0.0328424605105182	-2.5219739964664187	-1.3037326167899377	0.0194926289478247	-0.1821522788487326	-0.4206372998602113	0.153071425443651	-0.0716517312292899	-0.0199919674091298	0.0358193278136478	0.2113759795144663	0.3402945390120018
ACH-000005	HEL9217	Myeloid	Acute Myeloid Leukemia	AML	acute myeloid leukemia	1.631754677029301	0.0031520760016009	-0.5766958979366186	0.2014006869023581	-0.065370102090679	0.131516854163429	-0.1982934707907862	-0.1199169969554401	-0.1228363560071557	0.0220323268552442	0.2743436210873346	-2.5642218186376686	-1.0424352712062048	0.171904699400393	0.1493136381325372	-0.3869706164914678	-0.1478624959316824	-0.0706533711519355	0.121716674124244	0.3421640995173728	0.1576309884066705	0.2426147628346312
ACH-000007	LS513	Bowel	Colorectal Adenocarcinoma	COAD	colon adenocarcinoma	1.6297219961170546	0.0497421607552485	-0.6415876591810781	-0.0602005845021954	0.0640766722564585	-0.1891296498799783	-0.1860811012755359	0.0147443021592578	0.1709079278353655	0.0034521238636491	0.1336487824121532	-2.43089986863372	-0.5564905120996484	-0.1027693851189182	-0.1092904761157389	-0.1477597244248383	-0.114832207356954	0.1501547212641543	-0.075636907975331	0.0987226826552799	-0.148115137953928	0.0945688770278638
ACH-000009	C2BBE1	Bowel	Colorectal Adenocarcinoma	COAD	colon adenocarcinoma	1.6297219961170546	0.0656341530589917	-0.817308100924989	0.2584607741116253	-0.070338003794742	-0.0246144124852931	0.0508561689262313	-0.0054034078813676	0.1536622514647435	0.0403554783733773	0.1315619816033029	-2.0132676482964813	-0.1485103047789422	0.1024160422635906	-0.1225342564098546	-0.0892528627043343	-0.2095877810183157	0.0239017452218456	0.0307909196633109	-0.0080428138852841	-0.1993717144324545	0.2716573138406901
ACH-000011	253J	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	BLCA	bladder urothelial carcinoma	1.6050912802741992	0.0342864923121517	-0.4495694085185964	0.146058963479456	-0.1689776498807301	0.0157001126493033	-0.0850596593549192	-0.0791882416910241	0.0978362495094327	0.0173799145651726	0.0199672938644665	-2.307424595065424	-0.1624469344705352	-0.0615689850256131	-1.0839096965985602	-0.208389184429129	-0.6893399286317736	-0.0602463912619267	-0.1844220377268734	-0.0542073452084876	-0.1097270685712179	0.0263553678147303
ACH-000012	HCC827	Lung	Non-Small Cell Lung Cancer	LUAD	lung adenocarcinoma	1.4273774475579395	0.0971602480817464	-0.5224975014229697	0.0880589168251953	0.1045382614963471	0.0631483422806395	-0.0114493526696687	-0.305473720762535	0.1681422376296155	-0.1229030089023207	0.1470330737555326	-2.4673114876548783	-0.2824349166616632	0.2833387390270643	-0.1381286446959689	-0.0334285115275468	-0.0250371707530178	-0.4155930213109433	-0.1307241028381791	-0.0405721755606364	-0.0101608518675558	0.1419386823817249
ACH-000013	ONCODG1	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	HGSOC	ovarian serous cystadenocarcinoma	1.4778614424663126	-0.0032091853138265	-0.7823307248664197	-0.139711406798996	-0.0675336259461731	0.0315599651010903	-0.0894380719941305	-0.0938625011058478	0.141742332996891	-0.0271086263834179	0.0131939256611285	-1.028105642697141	-0.2996180907564805	-0.2659075610045034	-2.5962461792312745	-0.2110608667995235	-0.0458065643389119	-0.1410632857004153	-0.0527230822902449	0.0636634838951807	-0.0427330228177229	0.1238878575788261
ACH-000014	HS294T	Skin	Melanoma	MEL	skin cutaneous melanoma	1.6404157471292853	-0.1464312693085842	-0.4873591014289825	0.0503598331865657	-0.2438463103679819	0.1480883465546751	0.0237360634878261	0.4421160328239403	0.1198900104580624	-0.1266831390743707	-0.1943448692887748	-1.2656740976657566	-0.0738102123162496	0.0548890089709534	-0.297230246780301	-0.1545797854326824	-0.1003058622438737	0.239922898658391	0.0778110681887628	-0.0897704804368955	0.0427518708941962	0.1367669041241485
ACH-000015	NCIH1581	Lung	Non-Small Cell Lung Cancer	LCLC	lung adenocarcinoma	1.4273774475579395	0.0355740781412901	-0.4248420618110557	-0.2476518521178737	-0.3035770791230823	-0.0377021361598652	-0.0033354762094179	0.1004889289052334	0.1128339825815005	0.0307171319156916	-0.1121422286705476	-3.148951856203626	-0.1050472801752229	-0.0491645105419135	-0.131886351514348	-0.1717599784083794	0.0585000839133239	-0.0258221451397495	-0.1778007251886147	0.1024169807987376	0.0916464370460156	0.1332735224544186
