score	k	n_pos	n_total	logOR	se	OR	lo	hi	p
HLA_class_I	4	4	4	0.296866907600733	0.12120760145979997	1.345636193580003	1.0610935303254942	1.7064817697239465	0.014315670570384187
HLA_class_II	4	3	4	0.02415006366540533	0.11919532232595004	1.0244440381837903	0.8110117245278691	1.2940449017321787	0.8394405329167152
IFNG_T_cell_inflamed	4	4	4	0.4216425090801791	0.11829704024911415	1.5244634454193045	1.2089839670244553	1.9222660182495928	0.00036487119908823473
checkpoint_exhaustion	4	4	4	0.27687880895442374	0.1187449015242925	1.3190065095702488	1.045127410561358	1.664656533459612	0.019715892709609273
cytolytic_GZMA_PRF1	4	3	4	0.23556654625357698	0.11833481861999447	1.2656256010971054	1.0036368992850713	1.596003657591145	0.04651627452652263
myeloid_suppressive	4	3	4	-0.11641213860701174	0.12020162997065172	0.890108299696249	0.7032749645963282	1.1265761260859248	0.3328077592332326
DM1_inflam_composite	4	4	4	0.1821461701316192	0.12008104191216046	1.1997895544604074	0.948178340038708	1.5181690133667654	0.1293019485340099
lineage_portable_DM1	4	4	4	0.16820773078345874	0.11952517516987998	1.1831823685215768	0.9360731886591882	1.4955246386081686	0.15933856895632093
TLS_CXCL13_like	4	3	4	0.08578673943968533	0.11705742337108273	1.0895739403773905	0.8661944908417079	1.3705598270382697	0.4636436334965792
