family	model	split_name	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	ECE	subset
v1_gated_moe	rule_gated_C_QK_structure	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.6470729425430086	0.7787114845938375	0.18251052716251745	1.0	0.23809523809523808	4.238095238095238	0.7	0.3333333333333333	2.9666666666666663	0.20587163743336936	all_rows
v1_gated_moe	nested_learned_gate_C_QK_structure	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.6100338128075729	0.7745098039215687	0.18286552036995385	0.8	0.19047619047619047	3.390476190476191	0.8	0.38095238095238093	3.390476190476191	0.202573258208096	all_rows
v1_gated_moe	prespecified_equal_weight_C_QK_no_anchor	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.5949920807284135	0.7661064425770309	0.1870936500654733	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.20937640510810848	all_rows
v0_reference	v0_fixed_late_fusion_C_QK_no_anchor	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.5869645960912089	0.7570028011204482	0.18427719438277027	1.0	0.23809523809523808	4.238095238095238	0.7	0.3333333333333333	2.9666666666666663	0.1869314847609036	all_rows
v1_pu_ranking	pu_logistic_weighted	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.5450082407292177	0.6981792717086834	0.19537492715196325	0.8	0.19047619047619047	3.390476190476191	0.7	0.3333333333333333	2.9666666666666663	0.1898678517790432	all_rows
v0_reference	v0_C_counterfactual_RF	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.525436253778695	0.714985994397759	0.17838280139563123	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.14892273779518966	all_rows
v1_pu_ranking	bagging_pu_rf	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.503928248087202	0.7184873949579832	0.18954613371667167	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.17055147025926504	all_rows
v1_gated_moe	prespecified_C_0.5_QK_quantum_0.5	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.5032603111149236	0.7289915966386555	0.19049998883038238	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663	0.22556456085914706	all_rows
v0_reference	v0_fixed_late_fusion_C_QK_quantum	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.4983550105222275	0.7205882352941178	0.19192385519425062	0.6	0.14285714285714285	2.5428571428571427	0.8	0.38095238095238093	3.390476190476191	0.21806600799041595	all_rows
v1_pu_ranking	pairwise_positive_over_unlabeled	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.49738533118744116	0.6862745098039216	0.28991128374490727	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427	0.2984951529703743	all_rows
v1_gated_moe	stacked_calibrated_meta_model_lowdim_only	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.46577113382816165	0.5406162464985994	0.21987573699152882	1.0	0.23809523809523808	4.238095238095238	0.6	0.2857142857142857	2.5428571428571427	0.25734291627382355	all_rows
v0_reference	v0_QK_no_anchor_fallback	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.4521131101029039	0.7030812324929971	0.21442745032547658	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619	0.21713863123915114	all_rows
v0_reference	v0_QK_quantum_only_fallback	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.4324270661561637	0.65406162464986	0.23578470032759685	0.6	0.14285714285714285	2.5428571428571427	0.4	0.19047619047619047	1.6952380952380954	0.23919732146918452	all_rows
v0_reference	v0_Structure_baseline_RF	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.31281360864753793	0.6022408963585434	0.20508822712844285	0.0	0.0	0.0	0.3	0.14285714285714285	1.2714285714285714	0.1584903066107737	all_rows
v1_pu_ranking	positive_only_centroid	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.29355160418914855	0.5378151260504201	0.199307353628324	0.2	0.047619047619047616	0.8476190476190477	0.3	0.14285714285714285	1.2714285714285714	0.13838550718257228	all_rows
v1_decoy_focal	decoy_focal_positive_pattern	exact_peptide_hla_holdout	89	21	0.23595505617977527	0.20250429691319127	0.41596638655462187	0.2256393503977421	0.2	0.047619047619047616	0.8476190476190477	0.1	0.047619047619047616	0.42380952380952386	0.21883453442931777	all_rows
v1_gated_moe	prespecified_equal_weight_C_QK_no_anchor	hla_stratified_group_5fold	89	21	0.23595505617977527	0.5333982427105284	0.7521008403361344	0.1914421301507187	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619	0.19193657519258503	all_rows
