family	model	split_name	observed_AUPRC	permutation_p_ge_observed	n_permutations
v1_gated_moe	prespecified_equal_weight_C_QK_no_anchor	hla_stratified_group_5fold	0.5333982427105284	0.0033222591362126247	300
