split_name	model	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
exact_peptide_hla_holdout	rule_gated_C_QK_structure	89	21	0.23595505617977527	0.6470729425430086	0.7787114845938375	0.18251052716251745	1.0	0.23809523809523808	4.238095238095238	0.7	0.3333333333333333	2.9666666666666663
exact_peptide_hla_holdout	nested_learned_gate_C_QK_structure	89	21	0.23595505617977527	0.6100338128075729	0.7745098039215687	0.1828655203699539	0.8	0.19047619047619047	3.390476190476191	0.8	0.38095238095238093	3.390476190476191
exact_peptide_hla_holdout	prespecified_equal_weight_C_QK_no_anchor	89	21	0.23595505617977527	0.5949920807284135	0.7661064425770309	0.18709365006547327	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427
exact_peptide_hla_holdout	prespecified_C_0.5_QK_quantum_0.5	89	21	0.23595505617977527	0.5032603111149236	0.7289915966386555	0.19049998883038244	0.6	0.14285714285714285	2.5428571428571427	0.7	0.3333333333333333	2.9666666666666663
exact_peptide_hla_holdout	stacked_calibrated_meta_model_lowdim_only	89	21	0.23595505617977527	0.46577113382816165	0.5406162464985994	0.21987573699142396	1.0	0.23809523809523808	4.238095238095238	0.6	0.2857142857142857	2.5428571428571427
hla_stratified_group_5fold	prespecified_equal_weight_C_QK_no_anchor	89	21	0.23595505617977527	0.5333982427105284	0.7521008403361344	0.19144213015071873	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619
hla_stratified_group_5fold	rule_gated_C_QK_structure	89	21	0.23595505617977527	0.5304085940851184	0.7626050420168067	0.1884007864910989	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619
hla_stratified_group_5fold	prespecified_C_0.5_QK_quantum_0.5	89	21	0.23595505617977527	0.47671168045826073	0.7156862745098039	0.1969073557656832	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427
hla_stratified_group_5fold	nested_learned_gate_C_QK_structure	89	21	0.23595505617977527	0.4538340391509882	0.7710084033613446	0.19311379683577565	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619
hla_stratified_group_5fold	stacked_calibrated_meta_model_lowdim_only	89	21	0.23595505617977527	0.3102079774723776	0.5511204481792717	0.4170192218300657	0.2	0.047619047619047616	0.8476190476190477	0.3	0.14285714285714285	1.2714285714285714
hla_supertype_heldout	nested_learned_gate_C_QK_structure	72	15	0.20833333333333334	0.6116341691171768	0.816374269005848	0.17383178238699903	0.8	0.26666666666666666	3.84	0.5	0.3333333333333333	2.4
hla_supertype_heldout	rule_gated_C_QK_structure	72	15	0.20833333333333334	0.5369844004785218	0.7461988304093568	0.18591861254654984	0.8	0.26666666666666666	3.84	0.5	0.3333333333333333	2.4
hla_supertype_heldout	prespecified_equal_weight_C_QK_no_anchor	72	15	0.20833333333333334	0.5104198910047456	0.7192982456140351	0.19045864749006045	0.6	0.2	2.88	0.5	0.3333333333333333	2.4
hla_supertype_heldout	prespecified_C_0.5_QK_quantum_0.5	72	15	0.20833333333333334	0.49292667895879866	0.7087719298245614	0.19440250926566532	0.8	0.26666666666666666	3.84	0.5	0.3333333333333333	2.4
hla_supertype_heldout	stacked_calibrated_meta_model_lowdim_only	72	15	0.20833333333333334	0.2893847486231954	0.5649122807017544	0.4886369135415756	0.2	0.06666666666666667	0.96	0.1	0.06666666666666667	0.48
near_peptide_cluster_holdout	rule_gated_C_QK_structure	89	21	0.23595505617977527	0.5137396778236479	0.7170868347338936	0.1860812714954227	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427
near_peptide_cluster_holdout	prespecified_C_0.5_QK_quantum_0.5	89	21	0.23595505617977527	0.5022381781425612	0.7331932773109244	0.19118057355027562	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427
near_peptide_cluster_holdout	nested_learned_gate_C_QK_structure	89	21	0.23595505617977527	0.464199630173106	0.6981792717086834	0.18761487468739127	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619
near_peptide_cluster_holdout	stacked_calibrated_meta_model_lowdim_only	89	21	0.23595505617977527	0.4325440110021694	0.6134453781512605	0.2207634119226565	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619
near_peptide_cluster_holdout	prespecified_equal_weight_C_QK_no_anchor	89	21	0.23595505617977527	0.4315300211234773	0.6981792717086834	0.1904158844938415	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619
repeated_stratified_5x5_internal	rule_gated_C_QK_structure	445	105	0.23595505617977527	0.5615221560257874	0.7489635854341736	0.18497395748875034	1.0	0.047619047619047616	4.238095238095238	1.0	0.09523809523809523	4.238095238095238
repeated_stratified_5x5_internal	prespecified_equal_weight_C_QK_no_anchor	445	105	0.23595505617977527	0.5465973349357555	0.7404481792717086	0.18881413748813272	1.0	0.047619047619047616	4.238095238095238	1.0	0.09523809523809523	4.238095238095238
