split_name	fold_id	feature_group	inner_val_AUPRC	permuted_AUPRC	delta
repeated_stratified_5x5_internal	rs_00	C_counterfactual	0.4570760233918129	0.2726495726495727	0.18442645074224023
repeated_stratified_5x5_internal	rs_00	QK_fixed	0.4570760233918129	0.42322986954565905	0.03384615384615386
repeated_stratified_5x5_internal	rs_00	structure_geometry	0.4570760233918129	0.466031746031746	-0.008955722639933106
repeated_stratified_5x5_internal	rs_01	C_counterfactual	0.5009415584415584	0.3073717948717949	0.19356976356976352
repeated_stratified_5x5_internal	rs_01	QK_fixed	0.5009415584415584	0.48353174603174603	0.017409812409812375
repeated_stratified_5x5_internal	rs_01	structure_geometry	0.5009415584415584	0.5192982456140351	-0.018356687172476738
repeated_stratified_5x5_internal	rs_02	C_counterfactual	0.44547152194211015	0.30144110275689223	0.14403041918521792
repeated_stratified_5x5_internal	rs_02	QK_fixed	0.44547152194211015	0.4254715219421102	0.019999999999999962
repeated_stratified_5x5_internal	rs_02	structure_geometry	0.44547152194211015	0.43454545454545457	0.010926067396655581
repeated_stratified_5x5_internal	rs_03	C_counterfactual	0.39583333333333326	0.2808855472013366	0.11494778613199663
repeated_stratified_5x5_internal	rs_03	QK_fixed	0.39583333333333326	0.37858391608391606	0.017249417249417198
repeated_stratified_5x5_internal	rs_03	structure_geometry	0.39583333333333326	0.47264069264069264	-0.07680735930735938
repeated_stratified_5x5_internal	rs_04	C_counterfactual	0.319047619047619	0.20398268398268402	0.11506493506493501
repeated_stratified_5x5_internal	rs_04	QK_fixed	0.319047619047619	0.3665509928667823	-0.04750337381916325
repeated_stratified_5x5_internal	rs_04	structure_geometry	0.319047619047619	0.5012698412698413	-0.18222222222222229
repeated_stratified_5x5_internal	rs_05	C_counterfactual	0.40796703296703296	0.30653679653679655	0.10143023643023641
repeated_stratified_5x5_internal	rs_05	QK_fixed	0.40796703296703296	0.3171428571428571	0.09082417582417585
repeated_stratified_5x5_internal	rs_05	structure_geometry	0.40796703296703296	0.46083670715249664	-0.05286967418546368
repeated_stratified_5x5_internal	rs_06	C_counterfactual	0.24314019314019314	0.2865998329156224	-0.04345963977542927
repeated_stratified_5x5_internal	rs_06	QK_fixed	0.24314019314019314	0.376031746031746	-0.13289155289155286
repeated_stratified_5x5_internal	rs_06	structure_geometry	0.24314019314019314	0.312156862745098	-0.06901666960490488
repeated_stratified_5x5_internal	rs_07	C_counterfactual	0.3404761904761905	0.44272727272727264	-0.10225108225108215
repeated_stratified_5x5_internal	rs_07	QK_fixed	0.3404761904761905	0.34809523809523807	-0.007619047619047581
repeated_stratified_5x5_internal	rs_07	structure_geometry	0.3404761904761905	0.3454256854256854	-0.004949494949494926
repeated_stratified_5x5_internal	rs_08	C_counterfactual	0.8625	0.6491666666666667	0.21333333333333337
repeated_stratified_5x5_internal	rs_08	QK_fixed	0.8625	0.700952380952381	0.16154761904761905
repeated_stratified_5x5_internal	rs_08	structure_geometry	0.8625	0.8833333333333333	-0.02083333333333326
repeated_stratified_5x5_internal	rs_09	C_counterfactual	0.5445378151260505	0.3959663865546218	0.1485714285714287
repeated_stratified_5x5_internal	rs_09	QK_fixed	0.5445378151260505	0.48249999999999993	0.062037815126050555
repeated_stratified_5x5_internal	rs_09	structure_geometry	0.5445378151260505	0.5115384615384615	0.032999353587588987
repeated_stratified_5x5_internal	rs_10	C_counterfactual	0.4881313131313131	0.5833333333333333	-0.09520202020202018
repeated_stratified_5x5_internal	rs_10	QK_fixed	0.4881313131313131	0.519047619047619	-0.030916305916305897
repeated_stratified_5x5_internal	rs_10	structure_geometry	0.4881313131313131	0.3666666666666667	0.12146464646464639
repeated_stratified_5x5_internal	rs_11	C_counterfactual	0.406060606060606	0.2226374760430488	0.18342313001755722
repeated_stratified_5x5_internal	rs_11	QK_fixed	0.406060606060606	0.4264285714285714	-0.02036796536796537
repeated_stratified_5x5_internal	rs_11	structure_geometry	0.406060606060606	0.5526315789473684	-0.14657097288676235
repeated_stratified_5x5_internal	rs_12	C_counterfactual	0.5365384615384616	0.5125	0.024038461538461675
repeated_stratified_5x5_internal	rs_12	QK_fixed	0.5365384615384616	0.39916666666666667	0.13737179487179496
repeated_stratified_5x5_internal	rs_12	structure_geometry	0.5365384615384616	0.5632034632034633	-0.02666500166500163
repeated_stratified_5x5_internal	rs_13	C_counterfactual	0.47777777777777775	0.30635706914344685	0.1714207086343309
repeated_stratified_5x5_internal	rs_13	QK_fixed	0.47777777777777775	0.49777777777777776	-0.020000000000000018
repeated_stratified_5x5_internal	rs_13	structure_geometry	0.47777777777777775	0.39805555555555555	0.0797222222222222
repeated_stratified_5x5_internal	rs_14	C_counterfactual	0.44963369963369965	0.21507936507936506	0.23455433455433458
