split_name	expert	stratum	value	n	mean_score	median_rank_pct	label_rate
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	C12	1	0.4151792267099072	0.3	1.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A01	5	0.3901890280209541	0.45454545454545453	0.4
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A02	33	0.37703592762945426	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A03	15	0.4485105884352439	0.5	0.06666666666666667
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A11	2	0.24013630659398827	0.8	0.5
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A24	3	0.36319190096667237	0.6363636363636364	0.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A26	2	0.4092050104930455	0.4090909090909091	0.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	A68	1	0.2770938469182746	0.8	1.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	B07	4	0.40455924330323384	0.35	0.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	B08	2	0.3597120041598768	0.55	0.5
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	B27	19	0.4848523205807106	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	B35	1	0.3234259085445935	0.8181818181818182	1.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	B44	1	0.2697193007573668	0.9375	1.0
hla_stratified_group_5fold	E_quantum_fixed_rf	hla_supertype	C12	1	0.3998160460906159	0.3	1.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A01	5	0.4392576057385476	0.36363636363636365	0.4
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A02	33	0.38140233053381145	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A03	15	0.3293672331872442	0.5625	0.06666666666666667
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A11	2	0.26122034005286265	0.7	0.5
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A24	3	0.3829249459849205	0.5454545454545454	0.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A26	2	0.48784115576270226	0.45454545454545453	0.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	A68	1	0.4988765081121208	0.1	1.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	B07	4	0.3264541511069203	0.45	0.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	B08	2	0.216273984037895	0.95	0.5
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	B27	19	0.322074503565787	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	B35	1	0.3526981610400851	0.8181818181818182	1.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	B44	1	0.5053517730671365	0.125	1.0
hla_stratified_group_5fold	F_CROSS_all_rf	hla_supertype	C12	1	0.4542543536476881	0.2	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A01	5	0.4599308502356149	0.36363636363636365	0.4
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A02	33	0.4705366927980242	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A03	15	0.39899832344599273	0.5625	0.06666666666666667
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A11	2	0.23921140987573755	0.75	0.5
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A24	3	0.30609300852304994	0.9090909090909091	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A26	2	0.37412394751956357	0.6363636363636364	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A68	1	0.33300344661867365	0.4	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B07	4	0.31467154097580136	0.44999999999999996	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B08	2	0.2702218168001622	0.75	0.5
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B27	19	0.3460277123667803	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B35	1	0.6177712368166809	0.09090909090909091	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B44	1	0.5999933709236231	0.0625	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	C12	1	0.46085574649695293	0.1	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A01	5	0.4919641523109428	0.36363636363636365	0.4
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A02	33	0.45295337934764984	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A03	15	0.43911646584847125	0.5625	0.06666666666666667
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A11	2	0.21216932356924917	0.9	0.5
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A24	3	0.35115641224804195	0.8181818181818182	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A26	2	0.44510284579009907	0.5909090909090909	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A68	1	0.5484513684857961	0.2	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B07	4	0.4035862076860491	0.55	0.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B08	2	0.3727994574119549	0.6	0.5
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B27	19	0.37685406888538425	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B35	1	0.6627303495411736	0.18181818181818182	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B44	1	0.48621960226251576	0.3125	1.0
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	C12	1	0.4723261749400226	0.4	1.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A01	5	0.47488103840960694	0.36363636363636365	0.4
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A02	33	0.5375927768813822	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A03	15	0.44668406803325583	0.5625	0.06666666666666667
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A11	2	0.2472500354658189	0.6	0.5
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A24	3	0.21916202451050104	0.9090909090909091	0.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A26	2	0.3185018299270112	0.6363636363636364	0.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	A68	1	0.1477791649074082	0.9	1.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	B07	4	0.2644057983513251	0.6000000000000001	0.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	B08	2	0.3050151421339165	0.44999999999999996	0.5
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	B27	19	0.3925638129547176	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	B35	1	0.8532740706406031	0.09090909090909091	1.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	B44	1	0.6584269670164279	0.3125	1.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	hla_supertype	C12	1	0.434845096680021	0.1	1.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A01	5	0.5389476425602625	0.45454545454545453	0.4
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A02	33	0.5024261499806335	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A03	15	0.5269203528382128	0.5	0.06666666666666667
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A11	2	0.1931658628528421	0.85	0.5
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A24	3	0.309288831960485	0.8181818181818182	0.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A26	2	0.46045962646808225	0.5454545454545454	0.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	A68	1	0.578675008641653	0.3	1.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	B07	4	0.4422351317718206	0.55	0.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	B08	2	0.510170423357502	0.55	0.5
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	B27	19	0.4542165259919255	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	B35	1	0.9431922960895884	0.09090909090909091	1.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	B44	1	0.4308794296942131	0.625	1.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	hla_supertype	C12	1	0.4577859535661603	0.4	1.0
hla_supertype_heldout	C_counterfactual_rf	hla_supertype	A01	5	0.4428332457142865	0.6	0.4
hla_supertype_heldout	C_counterfactual_rf	hla_supertype	A02	33	0.4034806087146661	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	C_counterfactual_rf	hla_supertype	A03	15	0.34917322255736977	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	C_counterfactual_rf	hla_supertype	B27	19	0.29949161177884304	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	D_structure_geometry_rf	hla_supertype	A01	5	0.4953117747043385	0.6	0.4
hla_supertype_heldout	D_structure_geometry_rf	hla_supertype	A02	33	0.298690164580736	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	D_structure_geometry_rf	hla_supertype	A03	15	0.36753367620952093	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	D_structure_geometry_rf	hla_supertype	B27	19	0.49855488632427647	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	E_quantum_fixed_rf	hla_supertype	A01	5	0.4059836054397589	0.6	0.4
hla_supertype_heldout	E_quantum_fixed_rf	hla_supertype	A02	33	0.37703592762945426	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	E_quantum_fixed_rf	hla_supertype	A03	15	0.4290995095288654	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	E_quantum_fixed_rf	hla_supertype	B27	19	0.4848523205807106	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	F_CROSS_all_rf	hla_supertype	A01	5	0.42962024960281875	0.6	0.4
hla_supertype_heldout	F_CROSS_all_rf	hla_supertype	A02	33	0.3814023305338114	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	F_CROSS_all_rf	hla_supertype	A03	15	0.32120625880154663	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	F_CROSS_all_rf	hla_supertype	B27	19	0.322074503565787	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A01	5	0.4932520299556248	0.6	0.4
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A02	33	0.4705366927980242	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A03	15	0.3955275591675648	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B27	19	0.3460277123667803	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A01	5	0.47975429003965814	0.6	0.4
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A02	33	0.4529533793476498	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A03	15	0.4357380120190339	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B27	19	0.3768540688853843	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	qk_no_anchor_gamma1	hla_supertype	A01	5	0.5436708141969631	0.6	0.4
hla_supertype_heldout	qk_no_anchor_gamma1	hla_supertype	A02	33	0.5375927768813822	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	qk_no_anchor_gamma1	hla_supertype	A03	15	0.4418818957777598	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	qk_no_anchor_gamma1	hla_supertype	B27	19	0.3925638129547176	0.5263157894736842	0.10526315789473684
hla_supertype_heldout	qk_quantum_only_gamma1	hla_supertype	A01	5	0.5166753343650298	0.6	0.4
hla_supertype_heldout	qk_quantum_only_gamma1	hla_supertype	A02	33	0.5024261499806335	0.5151515151515151	0.30303030303030304
hla_supertype_heldout	qk_quantum_only_gamma1	hla_supertype	A03	15	0.5223028014806979	0.5333333333333333	0.06666666666666667
hla_supertype_heldout	qk_quantum_only_gamma1	hla_supertype	B27	19	0.4542165259919255	0.5263157894736842	0.10526315789473684
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A01	5	0.44269544890821155	0.16666666666666666	0.4
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A02	33	0.39915869120181563	0.3333333333333333	0.30303030303030304
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A03	15	0.3108709886584438	0.7222222222222222	0.06666666666666667
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A11	2	0.25848118879371895	0.8823529411764706	0.5
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A24	3	0.3745854425404911	0.3888888888888889	0.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A26	2	0.4113792897391469	0.3758169934640523	0.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	A68	1	0.5697785266342612	0.05555555555555555	1.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	B07	4	0.40454640539947456	0.5526315789473684	0.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	B08	2	0.3025133868049361	0.7337461300309598	0.5
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	B27	19	0.30726865792816394	0.7368421052631579	0.10526315789473684
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	B35	1	0.3313257220110057	0.5882352941176471	1.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	B44	1	0.5868674647587585	0.05263157894736842	1.0
near_peptide_cluster_holdout	C_counterfactual_rf	hla_supertype	C12	1	0.4626583178186269	0.17647058823529413	1.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A01	5	0.3914893132128197	0.3888888888888889	0.4
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A02	33	0.36613054526992933	0.5	0.30303030303030304
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A03	15	0.33449246925348874	0.6470588235294118	0.06666666666666667
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A11	2	0.5602788690736733	0.08660130718954248	0.5
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A24	3	0.3600369501192871	0.3333333333333333	0.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A26	2	0.5312340060298162	0.1715686274509804	0.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	A68	1	0.3061031522913275	0.7777777777777778	1.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	B07	4	0.3412770062822088	0.631578947368421	0.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	B08	2	0.4067783837657508	0.33746130030959753	0.5
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	B27	19	0.36227965985247	0.5294117647058824	0.10526315789473684
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	B35	1	0.2440023663431655	0.8235294117647058	1.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	B44	1	0.3937584579480686	0.3157894736842105	1.0
near_peptide_cluster_holdout	D_structure_geometry_rf	hla_supertype	C12	1	0.2822356185378863	0.5882352941176471	1.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A01	5	0.36406438731269597	0.3888888888888889	0.4
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A02	33	0.373442623237948	0.5	0.30303030303030304
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A03	15	0.3194415547358762	0.7058823529411765	0.06666666666666667
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A11	2	0.3036668287090786	0.7369281045751634	0.5
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A24	3	0.3925186854164909	0.6111111111111112	0.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A26	2	0.45514855719721864	0.20261437908496732	0.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	A68	1	0.2895291844276164	0.8888888888888888	1.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	B07	4	0.4751996588172099	0.32748538011695905	0.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	B08	2	0.329595914287634	0.56656346749226	0.5
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	B27	19	0.40746018577592136	0.42105263157894735	0.10526315789473684
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	B35	1	0.2681165160353186	0.7647058823529411	1.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	B44	1	0.4274028223154091	0.2631578947368421	1.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	hla_supertype	C12	1	0.3899436218302515	0.4117647058823529	1.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A01	5	0.4252469679708728	0.3157894736842105	0.4
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A02	33	0.39179746124674575	0.4117647058823529	0.30303030303030304
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A03	15	0.2915360483334713	0.7777777777777778	0.06666666666666667
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A11	2	0.43611194078098714	0.36601307189542487	0.5
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A24	3	0.39630521737589935	0.2222222222222222	0.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A26	2	0.4542594438133475	0.22549019607843135	0.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	A68	1	0.5167645879825763	0.1111111111111111	1.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	B07	4	0.35739078549985204	0.48684210526315785	0.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	B08	2	0.2587791848951939	0.78328173374613	0.5
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	B27	19	0.2958483231396475	0.6470588235294118	0.10526315789473684
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	B35	1	0.23477463679438	0.9411764705882353	1.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	B44	1	0.575047753031937	0.05263157894736842	1.0
near_peptide_cluster_holdout	F_CROSS_all_rf	hla_supertype	C12	1	0.3888242244593066	0.29411764705882354	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A01	5	0.4073070902521231	0.5555555555555556	0.4
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A02	33	0.463909999727633	0.3888888888888889	0.30303030303030304
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A03	15	0.38058753409453133	0.6111111111111112	0.06666666666666667
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A11	2	0.36830602627128417	0.684640522875817	0.5
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A24	3	0.33861323253131115	0.7777777777777778	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A26	2	0.5147642046363324	0.19934640522875818	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A68	1	0.5653923316693149	0.16666666666666666	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B07	4	0.3452296093637076	0.7368421052631579	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B08	2	0.39361280800889004	0.5139318885448916	0.5
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B27	19	0.3681825176027969	0.6470588235294118	0.10526315789473684
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B35	1	0.49997429431448803	0.35294117647058826	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B44	1	0.6403298285858553	0.15789473684210525	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	C12	1	0.41455740989347	0.47058823529411764	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A01	5	0.4390483403369923	0.47368421052631576	0.4
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A02	33	0.4319856704450478	0.42105263157894735	0.30303030303030304
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A03	15	0.3978174506572171	0.5294117647058824	0.06666666666666667
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A11	2	0.22674239236293076	1.0	0.5
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A24	3	0.398534972236891	0.7777777777777778	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A26	2	0.48648050693732814	0.31862745098039214	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A68	1	0.5794419661390169	0.05555555555555555	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B07	4	0.39215323343800884	0.5277777777777778	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B08	2	0.37442097573563715	0.6052631578947368	0.5
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B27	19	0.36609581284011367	0.6470588235294118	0.10526315789473684
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B35	1	0.5293763162065019	0.058823529411764705	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B44	1	0.6090335444181288	0.10526315789473684	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	C12	1	0.578327162249701	0.17647058823529413	1.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A01	5	0.37191873159603434	0.7222222222222222	0.4
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A02	33	0.5286613082534505	0.42105263157894735	0.30303030303030304
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A03	15	0.45030407953061885	0.6111111111111112	0.06666666666666667
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A11	2	0.47813086374884933	0.5735294117647058	0.5
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A24	3	0.3026410225221313	0.8333333333333334	0.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A26	2	0.618149119533518	0.3104575163398693	0.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	A68	1	0.5610061367043686	0.3333333333333333	1.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	B07	4	0.28591281332794066	0.7880116959064327	0.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	B08	2	0.48471222921284396	0.4582043343653251	0.5
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	B27	19	0.42909637727743	0.5	0.10526315789473684
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	B35	1	0.6686228666179703	0.29411764705882354	1.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	B44	1	0.6937921924129521	0.15789473684210525	1.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	hla_supertype	C12	1	0.3664565019683132	0.6470588235294118	1.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A01	5	0.4354012317657731	0.631578947368421	0.4
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A02	33	0.46481264968827984	0.5	0.30303030303030304
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A03	15	0.4847639126559902	0.4444444444444444	0.06666666666666667
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A11	2	0.19500359593214256	0.9150326797385621	0.5
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A24	3	0.42248450193329096	0.6666666666666666	0.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A26	2	0.5615817241355094	0.2875816993464052	0.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	A68	1	0.5891054056437727	0.2222222222222222	1.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	hla_supertype	B07	4	0.3797600614765431	0.5277777777777778	0.0
