split_name	fold_id	variant	candidate	weights	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
repeated_stratified_5x5_internal	rs_01	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.4099240945415805	0.630718954248366	0.20981126164115643	0.6	0.17647058823529413	2.5058823529411764	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_01	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.37793315438972974	0.6023965141612201	0.204737129192237	0.6	0.17647058823529413	2.5058823529411764	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_01	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.35757710024884737	0.6176470588235294	0.20362714381159597	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_01	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3386051625248503	0.6198257080610021	0.22057820049467602	0.2	0.058823529411764705	0.835294117647059	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_01	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.4561941251596424, ""expert_qk_no_anchor"": 0.35197956577266915, ""expert_qk_quantum_only"": 0.09910600255427843, ""expert_structure"": 0.046998722860791826, ""expert_retrieval"": 0.04572158365261814}"												
repeated_stratified_5x5_internal	rs_01	nested_selected_weights	selected	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.4218257628164749	0.6993464052287582	0.19233252605079335	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.36244569609961125	0.6873638344226579	0.1982673884600547	0.2	0.058823529411764705	0.835294117647059	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.35201695303810765	0.6808278867102396	0.19444048799751099	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3490789091055297	0.6579520697167757	0.2015802843125329	0.2	0.058823529411764705	0.835294117647059	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3432500174926886	0.6612200435729847	0.20530301369231432	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_02	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.32300067479889694	0.6241830065359477	0.21316601961556936	0.4	0.11764705882352941	1.670588235294118	0.2	0.11764705882352941	0.835294117647059
repeated_stratified_5x5_internal	rs_02	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.44999999999999996, ""expert_qk_no_anchor"": 0.3499999999999999, ""expert_qk_quantum_only"": 0.10000000000000002, ""expert_structure"": 0.05000000000000001, ""expert_retrieval"": 0.05000000000000001}"												
repeated_stratified_5x5_internal	rs_02	nested_selected_weights	selected	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.4935449531157084	0.7069716775599129	0.18987661700717862	0.8	0.23529411764705882	3.341176470588236	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.4798359511122863	0.7222222222222222	0.190509534007743	0.6	0.17647058823529413	2.5058823529411764	0.6	0.35294117647058826	2.5058823529411764
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.4518085140573218	0.6917211328976035	0.20972843215997422	0.4	0.11764705882352941	1.670588235294118	0.6	0.35294117647058826	2.5058823529411764
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.45093266723391573	0.7004357298474946	0.1999238906185397	0.6	0.17647058823529413	2.5058823529411764	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.447705810014274	0.7058823529411765	0.19518284585372128	0.4	0.11764705882352941	1.670588235294118	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_03	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.43757726278615616	0.6982570806100219	0.2011654910705328	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_03	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.45309706257982124, ""expert_qk_no_anchor"": 0.35098978288633453, ""expert_qk_quantum_only"": 0.09955300127713923, ""expert_structure"": 0.04849936143039592, ""expert_retrieval"": 0.047860791826309076}"												
repeated_stratified_5x5_internal	rs_03	nested_selected_weights	selected	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	72.0	17.0	0.2361111111111111	0.4075068674690188	0.6374331550802139	0.19737105011867254	0.4	0.11764705882352941	1.6941176470588237	0.4	0.23529411764705882	1.6941176470588237
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	72.0	17.0	0.2361111111111111	0.3879423491245678	0.6106951871657754	0.20850958576298934	0.4	0.11764705882352941	1.6941176470588237	0.4	0.23529411764705882	1.6941176470588237
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	72.0	17.0	0.2361111111111111	0.3532223150157706	0.5818181818181819	0.20942156978374188	0.4	0.11764705882352941	1.6941176470588237	0.3	0.17647058823529413	1.2705882352941176
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	72.0	17.0	0.2361111111111111	0.3380063889134056	0.562566844919786	0.20824800214171202	0.4	0.11764705882352941	1.6941176470588237	0.3	0.17647058823529413	1.2705882352941176
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	72.0	17.0	0.2361111111111111	0.33229388800135	0.5336898395721925	0.22354799734721936	0.4	0.11764705882352941	1.6941176470588237	0.3	0.17647058823529413	1.2705882352941176
repeated_stratified_5x5_internal	rs_04	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	72.0	17.0	0.2361111111111111	0.3321937324154246	0.5454545454545454	0.20434433142918554	0.4	0.11764705882352941	1.6941176470588237	0.3	0.17647058823529413	1.2705882352941176
repeated_stratified_5x5_internal	rs_04	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.4441176470588235, ""expert_qk_no_anchor"": 0.34411764705882353, ""expert_qk_quantum_only"": 0.1, ""expert_structure"": 0.05, ""expert_retrieval"": 0.061764705882352944}"												
repeated_stratified_5x5_internal	rs_04	nested_selected_weights	selected	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	16.0	0.22535211267605634	0.25257475974365146	0.525	0.22417518878315632	0.0	0.0	0.0	0.2	0.125	0.8875000000000001
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	16.0	0.22535211267605634	0.2520680604626546	0.5420454545454545	0.21038186648893642	0.2	0.0625	0.8875000000000001	0.3	0.1875	1.3312499999999998
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	16.0	0.22535211267605634	0.23608465097223316	0.509090909090909	0.2111936609093843	0.0	0.0	0.0	0.2	0.125	0.8875000000000001
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	16.0	0.22535211267605634	0.23019557201175614	0.5079545454545454	0.21633141960591398	0.0	0.0	0.0	0.1	0.0625	0.44375000000000003
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	16.0	0.22535211267605634	0.2200234910816838	0.48522727272727273	0.22310387545879196	0.0	0.0	0.0	0.1	0.0625	0.44375000000000003
repeated_stratified_5x5_internal	rs_05	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	16.0	0.22535211267605634	0.20607644295653132	0.4534090909090909	0.23839828256923867	0.0	0.0	0.0	0.0	0.0	0.0
repeated_stratified_5x5_internal	rs_05	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.45309706257982124, ""expert_qk_no_anchor"": 0.35098978288633453, ""expert_qk_quantum_only"": 0.09955300127713923, ""expert_structure"": 0.04849936143039592, ""expert_retrieval"": 0.047860791826309076}"												
repeated_stratified_5x5_internal	rs_05	nested_selected_weights	selected	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3591969878266532	0.6339869281045751	0.21235445580952397	0.4	0.11764705882352941	1.670588235294118	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.30400920925753566	0.5718954248366013	0.22792266150214596	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.2961392717081703	0.5424836601307189	0.2237523548361026	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.28164608190384544	0.5435729847494554	0.2468478372932676	0.2	0.058823529411764705	0.835294117647059	0.2	0.11764705882352941	0.835294117647059
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.27493661540191	0.5577342047930284	0.22362678758320964	0.0	0.0	0.0	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_06	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.2577047600882279	0.5065359477124183	0.220439867992261	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_06	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.44754150702426565, ""expert_qk_no_anchor"": 0.345434227330779, ""expert_qk_quantum_only"": 0.09955300127713923, ""expert_structure"": 0.04849936143039592, ""expert_retrieval"": 0.05897190293742019}"												
repeated_stratified_5x5_internal	rs_06	nested_selected_weights	selected	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.38796486957363885	0.6132897603485838	0.2061438315883451	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3707910686086726	0.6078431372549019	0.214907513165392	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3439467281014309	0.5740740740740741	0.2261869628239177	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.33414882632508086	0.5871459694989106	0.20907881251767294	0.2	0.058823529411764705	0.835294117647059	0.2	0.11764705882352941	0.835294117647059
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3331555764977388	0.6339869281045751	0.2099913413523874	0.2	0.058823529411764705	0.835294117647059	0.3	0.17647058823529413	1.2529411764705882
repeated_stratified_5x5_internal	rs_07	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3169487477207958	0.5577342047930284	0.21820271759896115	0.2	0.058823529411764705	0.835294117647059	0.1	0.058823529411764705	0.4176470588235295
repeated_stratified_5x5_internal	rs_07	rule_gated_mean_weights	rule	"{""expert_counterfactual"": 0.45309706257982124, ""expert_qk_no_anchor"": 0.35098978288633453, ""expert_qk_quantum_only"": 0.09955300127713923, ""expert_structure"": 0.04849936143039592, ""expert_retrieval"": 0.04786079182630907}"												
repeated_stratified_5x5_internal	rs_07	nested_selected_weights	selected	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"												
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	C_heavy_QKno	"{""expert_counterfactual"": 0.65, ""expert_qk_no_anchor"": 0.35, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.5348204017142324	0.7538126361655774	0.18727191580240304	0.6	0.17647058823529413	2.5058823529411764	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	C_QKquant_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.0, ""expert_qk_quantum_only"": 0.5, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.49709704821854683	0.7363834422657953	0.19936050087726612	0.6	0.17647058823529413	2.5058823529411764	0.6	0.35294117647058826	2.5058823529411764
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	C_QKno_equal	"{""expert_counterfactual"": 0.5, ""expert_qk_no_anchor"": 0.5, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.436117203663877	0.6873638344226579	0.20083295666832085	0.6	0.17647058823529413	2.5058823529411764	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	all_lowdim_equalish	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.3, ""expert_qk_quantum_only"": 0.15, ""expert_structure"": 0.1, ""expert_retrieval"": 0.1}"	71.0	17.0	0.23943661971830985	0.4299042953409923	0.6775599128540305	0.1969124801757801	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	C_QKno_structure	"{""expert_counterfactual"": 0.45, ""expert_qk_no_anchor"": 0.4, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.15, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.4255851728164518	0.6851851851851851	0.1986578926079076	0.4	0.11764705882352941	1.670588235294118	0.5	0.29411764705882354	2.088235294117647
repeated_stratified_5x5_internal	rs_08	nested_candidate_grid	QKno_heavy	"{""expert_counterfactual"": 0.35, ""expert_qk_no_anchor"": 0.65, ""expert_qk_quantum_only"": 0.0, ""expert_structure"": 0.0, ""expert_retrieval"": 0.0}"	71.0	17.0	0.23943661971830985	0.3743454360789648	0.6023965141612201	0.21731654243468318	0.4	0.11764705882352941	1.670588235294118	0.4	0.23529411764705882	1.670588235294118
