scope	condition	axis	n_high	n_low	mean_high	mean_low	delta_high_low	cohen_d	mw_p
pooled_cancer_spots	PTC_LPTC_ATC	TACSTD2_z	13726	13662	1.9890722392979876	1.171478826328604	0.8175934129693836	0.35702651531419877	0.0
pooled_cancer_spots	PTC_LPTC_ATC	TROP2_raw	13726	13662	6.664873857160366	3.1615444653436766	3.5033293918166892	0.7094080665784924	0.0
pooled_cancer_spots	PTC_LPTC_ATC	CAF_ECM_z	13726	13662	0.5228644006284141	0.4759164256795761	0.04694797494883801	0.044615200560203905	0.05247750540819227
pooled_cancer_spots	PTC_LPTC_ATC	TLS_B_z	13726	13662	0.511568122403029	0.2760935152697785	0.23547460713325047	0.2520121762403836	1.304748799280437e-274
pooled_cancer_spots	PTC_LPTC_ATC	Tcell_cytotoxic_z	13726	13662	0.6231818273727425	0.19010229239145	0.43307953498129254	0.2933027062557813	3.459762375545229e-222
pooled_cancer_spots	PTC_LPTC_ATC	Macrophage_TAM_z	13726	13662	0.9706538988685075	0.5910952848473408	0.37955861402116675	0.33948579889077624	7.629287520176784e-290
pooled_cancer_spots	PTC_LPTC_ATC	RAI_thyroid_z	13726	13662	-1.5303927736039764	-1.961674450308566	0.4312816767045895	0.5007784606614138	0.0
pooled_cancer_spots	PTC_LPTC_ATC	EMT_stress_z	13726	13662	0.8815652803926792	0.5438763902464405	0.3376888901462387	0.601263014793961	0.0
pooled_cancer_spots	PTC_LPTC_ATC	DM1_like_score	782	654	-0.05974572524203325	0.12320393839113149	-0.18294966363316473	-0.4389070072428579	1.8402392993008076e-23
pooled_cancer_spots	PTC_LPTC_ATC	RAI_8_score	782	654	0.05974572524203325	-0.12320393839113149	0.18294966363316473	0.4389070072428579	1.8402392993008076e-23
pooled_cancer_spots	PTC_LPTC_ATC	n_fib	782	654	100.8542199488491	84.47400611620795	16.38021383264116	0.49809156120351505	9.762304728280594e-21
pooled_cancer_spots	PTC_LPTC_ATC	n_lym	782	654	0.0	0.0	0.0		1.0
GSM7980864_PTC-1	PTC	TACSTD2_z	736	680	2.356025503951216	1.1830626097387906	1.1729628942124255	0.4797776134253713	6.494399781357627e-28
GSM7980864_PTC-1	PTC	TROP2_raw	736	680	7.208115521707469	2.3156182297606516	4.8924972919468175	1.1065061825713112	1.0313295645246132e-88
GSM7980864_PTC-1	PTC	CAF_ECM_z	736	680	1.451420781353063	0.24840612532462722	1.2030146560284358	1.2160604292768955	1.707406345750487e-91
GSM7980864_PTC-1	PTC	TLS_B_z	736	680	2.5749371217411543	0.8641785148556594	1.710758606885495	0.7680019891945521	1.1955240837370702e-76
GSM7980864_PTC-1	PTC	Tcell_cytotoxic_z	736	680	0.32802897595233504	-0.03888037205330738	0.36690934800564245	0.6483406664253087	4.5767501462310685e-59
GSM7980864_PTC-1	PTC	Macrophage_TAM_z	736	680	1.4037776938554614	0.3663383944962037	1.0374392993592576	0.9807307644477233	4.0102151716989385e-93
GSM7980864_PTC-1	PTC	RAI_thyroid_z	736	680	-1.5219059474515912	-1.795196978876914	0.27329103142532274	0.4100697246220491	0.00018139556052724245
GSM7980864_PTC-1	PTC	EMT_stress_z	736	680	1.1142014871834325	0.5937906403309234	0.520410846852509	1.2378170474476842	4.082189849193693e-96
GSM7980864_PTC-1	PTC	DM1_like_score	57	60	-0.0787429852491228	0.24743555146666665	-0.32617853671578945	-0.8625445980667096	4.566580501022388e-05
GSM7980864_PTC-1	PTC	RAI_8_score	57	60	0.0787429852491228	-0.24743555146666665	0.32617853671578945	0.8625445980667096	4.566580501022388e-05
