sample_id	condition	label	same_knn_obs	same_knn_null_mean	same_knn_z	perm_p
GSM7980860_N-1	N	infercnv_t00_territory	0.7768033109972409	0.3711164761529366	89.95867187777607	0.009900990099009901
GSM7980860_N-1	N	infercnv_aneuploidy_territory	0.7768033109972409	0.370739061884115	88.7341054986285	0.009900990099009901
GSM7980861_N-2	N	infercnv_t00_territory	0.7221688640530866	0.41463546668995016	75.34700445938398	0.009900990099009901
GSM7980861_N-2	N	infercnv_aneuploidy_territory	0.7221688640530866	0.41447568322710204	76.53751987170158	0.009900990099009901
GSM7980862_N-3	N	infercnv_t00_territory	0.6365842894969108	0.44668137687555165	51.979607228826744	0.009900990099009901
GSM7980862_N-3	N	infercnv_aneuploidy_territory	0.6365842894969108	0.44592894969108565	50.065636864870434	0.009900990099009901
GSM7980863_N-4	N	infercnv_t00_territory	0.4993374558303887	0.3743970848056537	25.89677102484265	0.009900990099009901
GSM7980863_N-4	N	infercnv_aneuploidy_territory	0.4993374558303887	0.3738791961130742	26.274255063738163	0.009900990099009901
GSM7980864_PTC-1	PTC	infercnv_t00_territory	0.7423794021899971	0.33548091151228165	70.15644806806017	0.009900990099009901
GSM7980864_PTC-1	PTC	infercnv_aneuploidy_territory	0.7423794021899971	0.33517904705534174	69.39310288343347	0.009900990099009901
GSM7980865_PTC-2	PTC	infercnv_t00_territory	0.5929311395490554	0.3835391698828628	51.028055004257	0.009900990099009901
GSM7980865_PTC-2	PTC	infercnv_aneuploidy_territory	0.5929311395490554	0.38293791048818465	52.261487515044145	0.009900990099009901
GSM7980866_PTC-3	PTC	infercnv_t00_territory	0.6164980429805775	0.4057927774905841	48.59837525221742	0.009900990099009901
GSM7980866_PTC-3	PTC	infercnv_aneuploidy_territory	0.6164980429805775	0.4056797873126062	55.19545281107145	0.009900990099009901
GSM7980867_PTC-4	PTC	infercnv_t00_territory	0.6794312262424328	0.38774813459101787	84.24208182348701	0.009900990099009901
GSM7980867_PTC-4	PTC	infercnv_aneuploidy_territory	0.6794312262424328	0.38761579614247504	70.8792268041967	0.009900990099009901
GSM7980868_LPTC-1	LPTC	infercnv_t00_territory	0.631439894319683	0.3613033905768384	38.933856181693876	0.009900990099009901
GSM7980868_LPTC-1	LPTC	infercnv_aneuploidy_territory	0.631439894319683	0.361180096873624	36.14509154817009	0.009900990099009901
GSM7980869_LPTC-2	LPTC	infercnv_t00_territory	0.5893587994542974	0.3444434636064521	60.922980380579574	0.009900990099009901
GSM7980869_LPTC-2	LPTC	infercnv_aneuploidy_territory	0.5893587994542974	0.3440349891661985	56.1242896937368	0.009900990099009901
GSM7980870_LPTC-3	LPTC	infercnv_t00_territory	0.7035750470400927	0.3651715154146766	94.56788095849139	0.009900990099009901
GSM7980870_LPTC-3	LPTC	infercnv_aneuploidy_territory	0.7035750470400927	0.3645440729483282	83.11239605471587	0.009900990099009901
GSM7980871_LPTC-4	LPTC	infercnv_t00_territory	0.6870223606000566	0.47562340786866686	54.80959819179005	0.009900990099009901
GSM7980871_LPTC-4	LPTC	infercnv_aneuploidy_territory	0.6870223606000566	0.47573733371072746	56.07587301736514	0.009900990099009901
GSM7980872_ATC-1	ATC	infercnv_t00_territory	0.6717806662405	0.34134952766531723	91.92023530368573	0.009900990099009901
GSM7980872_ATC-1	ATC	infercnv_aneuploidy_territory	0.6717806662405	0.34136586405284464	94.0475133066172	0.009900990099009901
GSM7980873_ATC-2	ATC	infercnv_t00_territory	0.7973260027489691	0.3772285392977633	84.8841452844604	0.009900990099009901
GSM7980873_ATC-2	ATC	infercnv_aneuploidy_territory	0.7973260027489691	0.3768211920529802	87.83331285620228	0.009900990099009901
GSM7980874_ATC-3	ATC	infercnv_t00_territory	0.6514711976792374	0.4714753418980523	25.250472562659038	0.009900990099009901
GSM7980874_ATC-3	ATC	infercnv_aneuploidy_territory	0.6514711976792374	0.4715188561956072	26.816334932832486	0.009900990099009901
GSM7980875_ATC-4	ATC	infercnv_t00_territory	0.6479762825470482	0.39871616395978343	47.771659405170624	0.009900990099009901
GSM7980875_ATC-4	ATC	infercnv_aneuploidy_territory	0.6479762825470482	0.39911317349832437	47.96547455047592	0.009900990099009901
