covariate	coef	exp(coef)	se(coef)	coef lower 95%	coef upper 95%	exp(coef) lower 95%	exp(coef) upper 95%	cmp to	z	p	-log2(p)
aiHLA_any	-0.003303207429772941	0.996702242157865	0.6729431661935684	-1.3222475768115192	1.3156411619519732	0.26653556908094395	3.72713991962861	0.0	-0.004908597925820665	0.996083521227296	0.0056613780874499465
Age	0.10587107785666189	1.1116785472865551	0.021905102557082112	0.0629378657671247	0.14880428994619907	1.0649606666614706	1.1604458560627673	0.0	4.833169695543509	1.3437614850623013e-06	19.505291483926918
stage_high	0.04894468431827195	1.0501622586920778	0.6426471330731752	-1.210620551273071	1.3085099199096148	0.2980122901321194	3.7006553289876676	0.0	0.076161056043642	0.9392909654381331	0.09035596217241482
