sample	lineage	DM1_like	DM1_portable	epi_writers	epi_PRC2	epi_HDACs	epi_demethylase	epi_silencing_index
TCGA-AB-2803-03	acute myeloid leukemia	1.5797118672147863	-2.456128051178877	-1.431895439980152	-1.1281596246286811	-0.3491367091596995	-1.0182144599529406	-0.9697305912561776
TCGA-AB-2805-03	acute myeloid leukemia	1.6358268114191767	1.4627200626411017	-1.3666513343703668	0.2547859925736447	-0.5685893716723067	0.10757321180540882	-0.560151571156343
TCGA-AB-2806-03	acute myeloid leukemia	1.592364399520189	-0.5802701939799686	0.0742770752658674	0.7503648095305339	0.40115122115656165	0.8314327316231243	0.40859770198432094
TCGA-AB-2807-03	acute myeloid leukemia	1.693841718080048	0.2759827488686875	0.4626440053232323	0.3891166299310332	0.26976861856981327	0.5955126999059739	0.3738430846080263
TCGA-AB-2808-03	acute myeloid leukemia	1.7486516304966406	0.4935526216463334	-0.1252543824112104	1.1179471570112576	0.4809658862266076	-0.03360365687202145	0.49121955360888486
TCGA-AB-2810-03	acute myeloid leukemia	1.5593158336442248	-1.8337625329219245	0.2131190280293741	-1.4847686032271792	0.629975494678497	-0.0016575376806129694	-0.21389136017310265
TCGA-AB-2811-03	acute myeloid leukemia	1.629854327903968	-1.5319934209198796	-0.5809628326190129	0.06665362000993297	0.5267446898879768	-0.23860852821534828	0.004145159092965607
TCGA-AB-2812-03	acute myeloid leukemia	1.431945936952859	-1.626426887774113	-0.11933250177786058	0.016064945728168127	-0.38653905024083046	0.6845603224380095	-0.16326886876350763
TCGA-AB-2813-03	acute myeloid leukemia	1.7165883840613618	1.754962545828275	-0.500776985386262	-0.4329389179308825	-0.6934818505004763	-0.15712070753203736	-0.5423992512725403
TCGA-AB-2814-03	acute myeloid leukemia	1.7890373008801197	0.3657419343198091	-0.7083024207852279	-0.013927530379546665	-0.8922286785633597	-0.10980880991434215	-0.5381528765760447
TCGA-AB-2815-03	acute myeloid leukemia	1.7787793781826589	0.3755080198214749	-0.5110567883371574	0.4010138613474829	-0.27389356029363116	-0.13809472588090616	-0.12797882909443523
TCGA-AB-2816-03	acute myeloid leukemia	1.443355120146988	-0.7257260190195468	-1.8228976316763141	-2.588645057668878	-1.0395393900969099	-0.671420743989809	-1.817027359814034
TCGA-AB-2817-03	acute myeloid leukemia	1.66277516084286	0.5563439922303535	0.30120978304704493	-0.33306079455285353	-0.2323421736038606	-0.10026330721488416	-0.0880643950365564
TCGA-AB-2818-03	acute myeloid leukemia	1.8020878293652869	0.0006999130336239	-1.3402591285230532	0.15707372181232893	-0.23759749539669422	0.2354566504208026	-0.47359430070247277
TCGA-AB-2819-03	acute myeloid leukemia	1.7307425501912537	0.9200751372636102	0.0031767061191772714	0.2536792301748205	0.888152641074831	0.3058432298691507	0.3816695257896096
TCGA-AB-2820-03	acute myeloid leukemia	1.6538178502395129	0.1034502740186259	0.5225462951344279	-0.3066787626267588	-0.1569339573691062	0.19388526865988234	0.019644525046187616
TCGA-AB-2821-03	acute myeloid leukemia	1.698089977549273	0.7598942310813526	0.2184936791165342	0.3389694020590598	-0.22666511579764226	0.13595084125636098	0.11026598845931723
TCGA-AB-2822-03	acute myeloid leukemia	1.4996671883056596	-0.2525782199949356	-0.20164722796830378	0.22964261831165572	0.2545217539672687	0.7859292640182571	0.09417238143687356
TCGA-AB-2823-03	acute myeloid leukemia	1.741208175514096	-0.6889437231310376	-0.4155054173844144	-0.41772192920865825	-0.30943979704519947	-0.6496171862461957	-0.380889047879424
TCGA-AB-2824-03	acute myeloid leukemia	1.738267593920163	0.8424364427297892	0.21172392157749273	0.10455968195497817	0.5899443893415761	0.20491998324857288	0.30207599762468235
TCGA-AB-2825-03	acute myeloid leukemia	1.5851309189692888	0.3543545742308172	-0.81982381093704	-0.39238349114649806	-0.26450327415591934	-0.4115308033861508	-0.49223685874648576
TCGA-AB-2826-03	acute myeloid leukemia	1.713049654636457	-0.509820516717661	-0.9513820080887682	-0.5070551945523454	-0.44170092651704845	-0.05308051563344862	-0.633379376386054
TCGA-AB-2828-03	acute myeloid leukemia	1.8222703054565856	0.4715234175472822	-0.7468505840652336	0.3207895707454314	-0.4015660627851057	-0.1654560803537111	-0.2758756920349693
TCGA-AB-2830-03	acute myeloid leukemia	1.696878639607964	0.4068074878935033	0.7539429489353145	0.7275338590807406	0.16826672193624193	-0.08764688813960396	0.5499145099840991
TCGA-AB-2832-03	acute myeloid leukemia	1.2582807943239018	0.3379794080210537	-0.9772348968526585	-1.0269264002116252	1.5089820216501533	-0.6016476258712691	-0.1650597584713768
TCGA-AB-2833-03	acute myeloid leukemia	1.6126877211024535	0.7494828772347489	-0.6743089526394699	-0.806833189543273	-0.10534072151738266	-0.4238965860075007	-0.5288276212333752
TCGA-AB-2834-03	acute myeloid leukemia	1.678915458476937	0.3230193543552688	0.10979874866798933	0.837478652973789	-0.2007317787016617	-0.330369334915547	0.24884854098003886
TCGA-AB-2835-03	acute myeloid leukemia	1.6353150852230527	-0.3241307515586543	-0.5651490239193336	-0.22689271951786033	0.5542673511519008	-0.30229950161587205	-0.0792581307617644
TCGA-AB-2836-03	acute myeloid leukemia	1.480888100615753	0.7727088791324364	-0.3042232047785191	-0.14041800502298563	-0.5642283433101399	-0.43330403761290753	-0.3362898510372149
TCGA-AB-2837-03	acute myeloid leukemia	1.4862149396237962	0.4971334674939346	-1.3542635286770466	-0.4115436398475721	-0.9372465993190064	-0.4801624939416417	-0.9010179226145416
