testset	in_master	n	n_pos	AUROC	AUROC_lo95	AUROC_hi95
ITSNdb_combined	all	319	136	0.5673015107682416	0.5005628481502761	0.6275664572930638
ITSNdb_no_overlap	False	106	33	0.572436695724367	0.4524786678280829	0.6862275631645695
ITSNdb_in_master	True	213	103	0.5638570167696382	0.4867196592972107	0.6364655017249138
