signature	n_DM2	n_DM1	mean_DM2	mean_DM1	cohens_d_DM2_vs_DM1	MW_p
sig_score	360	140	0.2320132416044689	-0.5966054784114911	0.9191199757934406	1.61868680910412e-27
HLA_I	360	140	0.30614262297769973	-0.7872238876569414	1.4203831398116333	6.1950299590075555e-34
HLA_II	360	140	0.3020697441853588	-0.7767507707623512	1.4092256172759265	7.921855476287555e-33
B_cell	360	140	0.042416762226091295	-0.10907167429566271	0.18251495217349417	0.5697695364699161
T_cell	360	140	0.20905745233618842	-0.5375763060073416	0.8763383901754811	8.698170946568001e-23
IFN_resp	360	140	0.16842375877956425	-0.43308966543316557	0.7253665127959068	2.579791593918093e-18
TLS	360	140	0.1495954055957574	-0.3846739001033759	0.7234475492743175	7.58495350306682e-23
Stromal	360	140	0.2012188662755161	-0.5174199418513282	1.0467542940960546	4.853941064925887e-23
