init_seed	overall	ras	braf	male	female	seconds
42	0.7068965517241379	0.6153846153846154	0.6717948717948719	0.95	0.6875	36.5
1	0.6264367816091954	0.9230769230769231	0.48717948717948717	0.75	0.5890151515151515	36.1
7	0.6609195402298851	0.6923076923076923	0.6820512820512821	0.625	0.6723484848484849	36.7
13	0.628735632183908	0.8205128205128205	0.5358974358974359	0.525	0.6609848484848485	36.3
