init_seed	overall	ras	braf	seconds
42	0.7310344827586207	0.7948717948717948	0.6512820512820512	37.0
1	0.8	0.9230769230769231	0.7205128205128206	37.7
7	0.8436781609195402	0.8974358974358974	0.8128205128205128	39.8
13	0.8011494252873563	0.9230769230769231	0.7538461538461538	42.4
