cohort	sample_id	histology	diff_score	score_type
TCGA-THCA	TCGA-ET-A25N-01A	PTC	-0.0707513295360739	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PQ-01A	PTC	-0.5183814925289397	tds_score (z)
TCGA-THCA	TCGA-E8-A438-01A	PTC	-0.2039575362420626	tds_score (z)
TCGA-THCA	TCGA-EM-A22I-01A	PTC	-1.2770412916010103	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QO-01A	PTC	-0.1945393319452098	tds_score (z)
TCGA-THCA	TCGA-E8-A3X7-01A	PTC	-0.7831699503622138	tds_score (z)
TCGA-THCA	TCGA-E3-A3E2-01A	PTC	-0.3708651714439446	tds_score (z)
TCGA-THCA	TCGA-E8-A434-01A	PTC	1.0098870171858998	tds_score (z)
TCGA-THCA	TCGA-EL-A3MZ-01A	PTC	-1.3027249530579916	tds_score (z)
TCGA-THCA	TCGA-ET-A3DQ-01A	PTC	0.5265582548609448	tds_score (z)
TCGA-THCA	TCGA-J8-A3O1-01A	PTC	-1.6493461593206675	tds_score (z)
TCGA-THCA	TCGA-BJ-A0Z2-01A	PTC	1.18854824291971	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PN-01A	PTC	0.0192120598630003	tds_score (z)
TCGA-THCA	TCGA-EL-A3CV-01A	PTC	-1.14558461664641	tds_score (z)
TCGA-THCA	TCGA-FE-A239-01A	PTC	1.5874694571616026	tds_score (z)
TCGA-THCA	TCGA-DE-A4M8-01A	PTC	0.0247276019621167	tds_score (z)
TCGA-THCA	TCGA-BJ-A28W-01A	PTC	0.0647854315904223	tds_score (z)
TCGA-THCA	TCGA-EM-A22L-01A	PTC	1.7847444096000389	tds_score (z)
TCGA-THCA	TCGA-BJ-A28T-01A	PTC	1.307545644471832	tds_score (z)
TCGA-THCA	TCGA-EM-A3FQ-06A	PTC	0.4308796386649871	tds_score (z)
TCGA-THCA	TCGA-DJ-A4V0-01A	PTC	1.4439574929611665	tds_score (z)
TCGA-THCA	TCGA-EL-A3H2-01A	PTC	2.014651587086985	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UY-01A	PTC	0.5800139166300464	tds_score (z)
TCGA-THCA	TCGA-J8-A3O2-01A	PTC	0.2951205839951616	tds_score (z)
TCGA-THCA	TCGA-EM-A2CO-01A	PTC	0.9690903422832758	tds_score (z)
TCGA-THCA	TCGA-FE-A3PB-01A	PTC	-1.50174075667376	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZM-01A	PTC	-2.618829989684111	tds_score (z)
TCGA-THCA	TCGA-BJ-A4O8-01A	PTC	-1.1425571899117986	tds_score (z)
TCGA-THCA	TCGA-EM-A3AP-01A	PTC	0.916451582796214	tds_score (z)
TCGA-THCA	TCGA-FE-A3PA-01A	PTC	-0.0667828047093776	tds_score (z)
TCGA-THCA	TCGA-ET-A25P-01A	PTC	1.1306252530275192	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZH-01A	PTC	1.8041242745560944	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PU-01A	PTC	-0.3678570513215977	tds_score (z)
TCGA-THCA	TCGA-ET-A3DP-01A	PTC	-0.2544645544457138	tds_score (z)
TCGA-THCA	TCGA-DJ-A2QC-01A	PTC	-0.5937409188532987	tds_score (z)
TCGA-THCA	TCGA-MK-A4N9-01A	PTC	-0.9833417169988716	tds_score (z)
TCGA-THCA	TCGA-EL-A3GS-01A	PTC	-0.5359808969617168	tds_score (z)
TCGA-THCA	TCGA-MK-A84Z-01A	PTC	1.1471660807939896	tds_score (z)
TCGA-THCA	TCGA-EM-A3OA-01A	PTC	1.1440616473850764	tds_score (z)
TCGA-THCA	TCGA-DJ-A3VA-01A	PTC	-0.7899127491029743	tds_score (z)
TCGA-THCA	TCGA-BJ-A191-01A	PTC	-0.1923353829477979	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZG-01A	PTC	-0.591769589402288	tds_score (z)
TCGA-THCA	TCGA-EM-A3O9-01A	PTC	-1.206827468950959	tds_score (z)
TCGA-THCA	TCGA-EL-A3N2-01A	PTC	-0.8941981679228309	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UV-01A	PTC	1.327830040855842	tds_score (z)
TCGA-THCA	TCGA-FE-A3PD-01A	PTC	0.2042670410809373	tds_score (z)
TCGA-THCA	TCGA-IM-A4EB-01A	PTC	-1.0151765151448695	tds_score (z)
TCGA-THCA	TCGA-ET-A3BN-01A	PTC	-0.0721267187989221	tds_score (z)
TCGA-THCA	TCGA-BJ-A45E-01A	PTC	-0.9925938605547722	tds_score (z)
TCGA-THCA	TCGA-FY-A40L-01A	PTC	-0.6450736333728199	tds_score (z)
TCGA-THCA	TCGA-E3-A3E5-01A	PTC	-0.598080521426873	tds_score (z)
TCGA-THCA	TCGA-EL-A3D5-01A	PTC	0.8035675789958536	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UW-01A	PTC	-0.6590612595633315	tds_score (z)
TCGA-THCA	TCGA-EL-A3D0-01A	PTC	-1.022534026202138	tds_score (z)
TCGA-THCA	TCGA-EL-A4K6-01A	PTC	0.2618587761087363	tds_score (z)
TCGA-THCA	TCGA-ET-A3BV-01A	PTC	-1.5956051761793122	tds_score (z)
TCGA-THCA	TCGA-H2-A3RH-01A	PTC	0.6220019056874259	tds_score (z)
TCGA-THCA	TCGA-FY-A4B3-01A	PTC	-0.5595762193759078	tds_score (z)
TCGA-THCA	TCGA-EL-A3CW-01A	PTC	1.1110681703431604	tds_score (z)
TCGA-THCA	TCGA-FY-A3NP-01A	PTC	1.7282038000042546	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PP-01A	PTC	1.0292948025473525	tds_score (z)
TCGA-THCA	TCGA-EL-A4K0-01A	PTC	-0.4816881699984602	tds_score (z)
TCGA-THCA	TCGA-DJ-A13T-01A	PTC	-0.4792891787715251	tds_score (z)
TCGA-THCA	TCGA-KS-A41J-01A	PTC	-0.675173404704801	tds_score (z)
TCGA-THCA	TCGA-ET-A2N0-01A	PTC	-0.736727075345587	tds_score (z)
TCGA-THCA	TCGA-H2-A2K9-01A	PTC	1.0193222384638416	tds_score (z)
TCGA-THCA	TCGA-EM-A1CT-01A	PTC	-0.3196577964281771	tds_score (z)
TCGA-THCA	TCGA-EL-A3CN-01A	PTC	-1.2357547874720876	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZA-01A	PTC	1.5984867309303268	tds_score (z)
TCGA-THCA	TCGA-KS-A41L-01A	PTC	1.5657975424993564	tds_score (z)
TCGA-THCA	TCGA-E8-A433-01A	PTC	-0.2200051685736757	tds_score (z)
TCGA-THCA	TCGA-E8-A242-01A	PTC	-1.4883844043059078	tds_score (z)
TCGA-THCA	TCGA-EL-A4JW-01A	PTC	-0.4661569717804674	tds_score (z)
TCGA-THCA	TCGA-KS-A4I9-01A	PTC	-0.789572427894439	tds_score (z)
TCGA-THCA	TCGA-BJ-A28R-01A	PTC	-0.453046979008338	tds_score (z)
TCGA-THCA	TCGA-BJ-A28S-01A	PTC	0.907800675913874	tds_score (z)
TCGA-THCA	TCGA-FY-A4B4-01A	PTC	-0.3987823739671726	tds_score (z)
TCGA-THCA	TCGA-BJ-A45J-01A	PTC	-0.5561129255051276	tds_score (z)
TCGA-THCA	TCGA-BJ-A28Z-01A	PTC	-0.9056999114884609	tds_score (z)
TCGA-THCA	TCGA-EM-A3AR-01A	PTC	1.4107797966121507	tds_score (z)
TCGA-THCA	TCGA-DJ-A3US-01A	PTC	1.2165683644006369	tds_score (z)
TCGA-THCA	TCGA-BJ-A2N8-01A	PTC	0.7349369378103581	tds_score (z)
TCGA-THCA	TCGA-FE-A231-01A	PTC	-0.8935339928120296	tds_score (z)
TCGA-THCA	TCGA-DE-A2OL-01A	PTC	1.4643723684535863	tds_score (z)
TCGA-THCA	TCGA-EM-A1CV-01A	PTC	-0.5395939680926365	tds_score (z)
TCGA-THCA	TCGA-DJ-A13O-01A	PTC	0.5725666673037575	tds_score (z)
TCGA-THCA	TCGA-EL-A3MY-01A	PTC	-1.6580941797426334	tds_score (z)
TCGA-THCA	TCGA-BJ-A45H-01A	PTC	1.0699937159760238	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V2-01A	PTC	-0.4797604432920743	tds_score (z)
TCGA-THCA	TCGA-FK-A3S3-01A	PTC	0.0333719893003175	tds_score (z)
TCGA-THCA	TCGA-ET-A39T-01A	PTC	-0.232089373318211	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q7-01A	PTC	-0.2950596322977411	tds_score (z)
TCGA-THCA	TCGA-DE-A69K-01A	PTC	-0.075425482514628	tds_score (z)
TCGA-THCA	TCGA-ET-A25M-01A	PTC	-0.5179987297949515	tds_score (z)
TCGA-THCA	TCGA-DJ-A4V5-01A	PTC	0.158630722270609	tds_score (z)
TCGA-THCA	TCGA-DE-A4M9-01A	PTC	1.0397820749385691	tds_score (z)
TCGA-THCA	TCGA-BJ-A0Z9-01A	PTC	-2.1243467509430065	tds_score (z)
TCGA-THCA	TCGA-ET-A39N-01A	PTC	0.4843822871620414	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZH-01A	PTC	-0.6550683939798884	tds_score (z)
TCGA-THCA	TCGA-E8-A416-01A	PTC	1.3852155907002306	tds_score (z)
TCGA-THCA	TCGA-KS-A4ID-01A	PTC	0.5451883455910083	tds_score (z)
TCGA-THCA	TCGA-DJ-A13U-01A	PTC	-0.0483846381330722	tds_score (z)
TCGA-THCA	TCGA-EL-A3T2-01A	PTC	1.2909499926532604	tds_score (z)
TCGA-THCA	TCGA-FY-A40K-01A	PTC	-0.0642362694136439	tds_score (z)
TCGA-THCA	TCGA-DE-A4MA-01A	PTC	-1.6447884783580893	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q0-01A	PTC	-0.2418054534185416	tds_score (z)
TCGA-THCA	TCGA-EL-A3T6-01A	PTC	-0.6110753798093211	tds_score (z)
TCGA-THCA	TCGA-KS-A41F-01A	PTC	-1.2502625120644544	tds_score (z)
TCGA-THCA	TCGA-EL-A3T8-01A	PTC	-0.2233447793040972	tds_score (z)
TCGA-THCA	TCGA-EM-A3O8-01A	PTC	1.3582371200301502	tds_score (z)
TCGA-THCA	TCGA-L6-A4EP-01A	PTC	-0.7538671462326334	tds_score (z)
TCGA-THCA	TCGA-J8-A3YG-01A	PTC	-0.0200140617230042	tds_score (z)
TCGA-THCA	TCGA-DE-A69J-01A	PTC	-1.0434415884017771	tds_score (z)
TCGA-THCA	TCGA-J8-A3YH-06A	PTC	-0.6315872364766744	tds_score (z)
TCGA-THCA	TCGA-E8-A419-01A	PTC	-1.2987891357308026	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q2-01A	PTC	1.644680417261112	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZG-01A	PTC	1.704070173215964	tds_score (z)
TCGA-THCA	TCGA-EM-A2OW-01A	PTC	1.595507187178871	tds_score (z)
TCGA-THCA	TCGA-BJ-A3F0-01A	PTC	1.931866372946474	tds_score (z)
TCGA-THCA	TCGA-EL-A3CY-01A	PTC	-0.7285053373851726	tds_score (z)
TCGA-THCA	TCGA-EM-A3AQ-01A	PTC	-0.4279822558012003	tds_score (z)
TCGA-THCA	TCGA-J8-A4HW-06A	PTC	-0.1407209407240327	tds_score (z)
TCGA-THCA	TCGA-J8-A4HW-01A	PTC	0.2829504884764587	tds_score (z)
TCGA-THCA	TCGA-L6-A4ET-01A	PTC	-0.7112469254798344	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V4-01A	PTC	0.5069874409257848	tds_score (z)
TCGA-THCA	TCGA-BJ-A291-01A	PTC	0.7370474557649618	tds_score (z)
TCGA-THCA	TCGA-J8-A3NZ-01A	PTC	-1.145393198107759	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UU-01A	PTC	0.374433260232221	tds_score (z)
TCGA-THCA	TCGA-EL-A4K4-01A	PTC	-1.5065485305700657	tds_score (z)
TCGA-THCA	TCGA-J8-A3YF-01A	PTC	-1.0723743673696011	tds_score (z)
TCGA-THCA	TCGA-ET-A25I-01A	PTC	1.1873554146387293	tds_score (z)
TCGA-THCA	TCGA-DJ-A3VI-01A	PTC	-0.6506435543535325	tds_score (z)
TCGA-THCA	TCGA-CE-A3MD-01A	PTC	-0.0008310044352695	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q5-01A	PTC	-0.7890521120047247	tds_score (z)
TCGA-THCA	TCGA-EM-A22P-01A	PTC	-0.5470571291724936	tds_score (z)
TCGA-THCA	TCGA-EL-A4KI-01A	PTC	0.0915571112604043	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZN-01A	PTC	0.1379057315329273	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QN-01A	PTC	-0.7254807610353751	tds_score (z)
TCGA-THCA	TCGA-BJ-A2N9-01A	PTC	1.2754788808343682	tds_score (z)
TCGA-THCA	TCGA-DE-A7U5-01A	PTC	-1.3062246848835062	tds_score (z)
TCGA-THCA	TCGA-EL-A3D6-01A	PTC	-1.5224477579849407	tds_score (z)
TCGA-THCA	TCGA-E8-A414-01A	PTC	0.3930018410803572	tds_score (z)
TCGA-THCA	TCGA-DJ-A4UP-01A	PTC	0.6826137639181704	tds_score (z)
TCGA-THCA	TCGA-EL-A3CM-01A	PTC	-0.8518139787142067	tds_score (z)
TCGA-THCA	TCGA-EL-A3CR-01A	PTC	-0.7210047595397173	tds_score (z)
TCGA-THCA	TCGA-BJ-A3PT-01A	PTC	1.110835252725615	tds_score (z)
TCGA-THCA	TCGA-ET-A3BW-01A	PTC	-0.3362775536091996	tds_score (z)
TCGA-THCA	TCGA-EM-A2CM-01A	PTC	-0.2074612883065646	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PR-01A	PTC	-0.5959580185405193	tds_score (z)
TCGA-THCA	TCGA-EL-A3GZ-01A	PTC	-0.7366370211397355	tds_score (z)
TCGA-THCA	TCGA-E8-A44M-01A	PTC	0.4824634477943498	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V9-01A	PTC	0.1710894909092587	tds_score (z)
TCGA-THCA	TCGA-DJ-A13X-01A	PTC	0.5613599117810211	tds_score (z)
TCGA-THCA	TCGA-EM-A3O6-01A	PTC	1.4825205624763336	tds_score (z)
TCGA-THCA	TCGA-DE-A0XZ-01A	PTC	-0.8161486566604254	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V6-01A	PTC	-0.7765368300555013	tds_score (z)
TCGA-THCA	TCGA-EM-A4FH-01A	PTC	1.6170947505485762	tds_score (z)
TCGA-THCA	TCGA-ET-A3DW-01A	PTC	-1.1447258288399773	tds_score (z)
TCGA-THCA	TCGA-ET-A39P-01A	PTC	-0.4956034071119275	tds_score (z)
TCGA-THCA	TCGA-BJ-A3PU-01A	PTC	-1.2029067090776375	tds_score (z)
TCGA-THCA	TCGA-EM-A2CN-01A	PTC	0.8037479128625551	tds_score (z)
TCGA-THCA	TCGA-FY-A40N-01A	PTC	1.1160189372079867	tds_score (z)
TCGA-THCA	TCGA-ET-A3BU-01A	PTC	0.1546681374981053	tds_score (z)
TCGA-THCA	TCGA-KS-A4IC-01A	PTC	-0.2590062962700916	tds_score (z)
TCGA-THCA	TCGA-EL-A3GQ-01A	PTC	0.7333984330004385	tds_score (z)
TCGA-THCA	TCGA-J8-A3YD-01A	PTC	1.6506136913581353	tds_score (z)
TCGA-THCA	TCGA-EM-A4FQ-01A	PTC	-0.9488480798501908	tds_score (z)
TCGA-THCA	TCGA-FY-A3WA-01A	PTC	1.7144264156448197	tds_score (z)
TCGA-THCA	TCGA-ET-A2MX-01A	PTC	-1.1599332731178589	tds_score (z)
TCGA-THCA	TCGA-FY-A3I5-01B	PTC	1.4765420319606215	tds_score (z)
TCGA-THCA	TCGA-IM-A41Y-01A	PTC	-0.8851729870115992	tds_score (z)
TCGA-THCA	TCGA-EM-A2OV-01A	PTC	1.3484790835831393	tds_score (z)
TCGA-THCA	TCGA-E3-A3E3-01A	PTC	-0.4584543247042588	tds_score (z)
TCGA-THCA	TCGA-ET-A3BQ-01B	PTC	-0.1068440888492576	tds_score (z)
TCGA-THCA	TCGA-J8-A3O0-01A	PTC	0.7195644854750541	tds_score (z)
TCGA-THCA	TCGA-EL-A3CL-01A	PTC	-0.0104837170817379	tds_score (z)
TCGA-THCA	TCGA-EL-A3T3-01A	PTC	-0.9372533422786588	tds_score (z)
TCGA-THCA	TCGA-ET-A25J-01A	PTC	-0.3404299784191678	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZT-01A	PTC	-0.4867772363613844	tds_score (z)
TCGA-THCA	TCGA-EM-A3AI-01A	PTC	1.6801594642349924	tds_score (z)
TCGA-THCA	TCGA-EM-A22O-01A	PTC	-0.8651684304703658	tds_score (z)
TCGA-THCA	TCGA-ET-A40Q-01A	PTC	-1.3560452657391409	tds_score (z)
TCGA-THCA	TCGA-FY-A4B0-01A	PTC	1.2277123073441334	tds_score (z)
TCGA-THCA	TCGA-ET-A39K-01A	PTC	-0.9610112081533112	tds_score (z)
TCGA-THCA	TCGA-EM-A2CQ-01A	PTC	1.206161356158744	tds_score (z)
TCGA-THCA	TCGA-EM-A2CS-01A	PTC	0.6872309973401864	tds_score (z)
TCGA-THCA	TCGA-EM-A2CS-06A	PTC	0.4229683643477607	tds_score (z)
TCGA-THCA	TCGA-FY-A40M-01A	PTC	-0.7522593435817299	tds_score (z)
TCGA-THCA	TCGA-ET-A4KN-01A	PTC	-2.8440175340638074	tds_score (z)
TCGA-THCA	TCGA-KS-A41I-01A	PTC	-0.4120437097655295	tds_score (z)
TCGA-THCA	TCGA-DJ-A4UL-01A	PTC	-0.855559655421698	tds_score (z)
TCGA-THCA	TCGA-ET-A40P-01A	PTC	0.5201136064740264	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V5-01A	PTC	-0.5098061925814885	tds_score (z)
TCGA-THCA	TCGA-FE-A22Z-01A	PTC	-1.464523886017724	tds_score (z)
TCGA-THCA	TCGA-FE-A237-01A	PTC	-0.5244780551717979	tds_score (z)
TCGA-THCA	TCGA-FK-A3SG-01A	PTC	-0.145205696884335	tds_score (z)
TCGA-THCA	TCGA-GE-A2C6-01A	PTC	-0.6340832435836733	tds_score (z)
TCGA-THCA	TCGA-EM-A22Q-01A	PTC	0.568189119108842	tds_score (z)
TCGA-THCA	TCGA-FY-A3W9-01A	PTC	1.4270299150814507	tds_score (z)
TCGA-THCA	TCGA-DE-A4MC-01A	PTC	-1.1646805005166827	tds_score (z)
TCGA-THCA	TCGA-EL-A4K9-01A	PTC	-0.2765130444326771	tds_score (z)
TCGA-THCA	TCGA-FK-A3SB-01A	PTC	-0.2357827012133073	tds_score (z)
TCGA-THCA	TCGA-H2-A422-01A	PTC	-0.1397349295698391	tds_score (z)
TCGA-THCA	TCGA-EM-A3FM-01A	PTC	-1.4698673357683578	tds_score (z)
TCGA-THCA	TCGA-DJ-A13S-01A	PTC	0.8422435060397491	tds_score (z)
TCGA-THCA	TCGA-EM-A3SY-01A	PTC	-0.1949911166149546	tds_score (z)
TCGA-THCA	TCGA-EM-A2P1-01A	PTC	-1.0238188849876049	tds_score (z)
TCGA-THCA	TCGA-EL-A3T1-01A	PTC	-1.5158986436841535	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PS-01A	PTC	0.331201274175309	tds_score (z)
TCGA-THCA	TCGA-EL-A3TB-01A	PTC	0.4860160125102496	tds_score (z)
TCGA-THCA	TCGA-BJ-A45C-01A	PTC	1.0015209600683903	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UX-01A	PTC	0.8920344926005971	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PX-01A	PTC	0.1607957064061924	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZS-01A	PTC	0.3715975393590074	tds_score (z)
GSE76039	GSM2024824	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024825	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024826	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024827	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024828	PDTC	-4.199752674419122	logit(p_DM2)
GSE76039	GSM2024829	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024830	PDTC	-1.0521141395547486	logit(p_DM2)
GSE76039	GSM2024831	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024832	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024833	PDTC	3.3140100051540338	logit(p_DM2)
GSE76039	GSM2024834	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024835	PDTC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024836	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024837	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024838	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024839	ATC	3.8217050179504612	logit(p_DM2)
GSE76039	GSM2024840	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024841	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024842	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024843	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024844	PDTC	-0.3564351366774795	logit(p_DM2)
GSE76039	GSM2024845	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024846	ATC	-2.3076774637900295	logit(p_DM2)
GSE76039	GSM2024847	ATC	4.0925760756755745	logit(p_DM2)
GSE76039	GSM2024848	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024849	PDTC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024850	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024851	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024852	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024853	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024854	PDTC	-4.569394792936417	logit(p_DM2)
GSE76039	GSM2024855	PDTC	-0.5343738517098169	logit(p_DM2)
GSE76039	GSM2024856	PDTC	-4.59511985013459	logit(p_DM2)
GSE76039	GSM2024857	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024858	ATC	4.595119850134589	logit(p_DM2)
GSE76039	GSM2024859	PDTC	-4.591157128712743	logit(p_DM2)
GSE76039	GSM2024860	ATC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1512530	PTC	3.489974440744494	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518626	PTC	3.489974440744494	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518627	PTC	2.6527058282703453	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518628	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518629	PTC	2.1870373304071395	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518630	PTC	0.48599247291374653	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518631	PTC	2.8502063814159073	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518632	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518633	PTC	2.2300918597866666	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518634	PTC	1.5273220816619937	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518635	PTC	1.2009283217351496	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518636	PTC	2.946261169184474	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518637	PTC	2.099696503228773	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518638	PTC	1.7360784013316235	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518639	PTC	1.0579810154863771	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518640	PTC	3.028700044633675	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518641	PTC	2.0325838739448727	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518642	PTC	-0.8757068039805476	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518643	PTC	2.2388951228609644	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518644	PTC	-2.0419396450252765	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518645	PTC	3.6952106024896314	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518646	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518647	PTC	3.371077778287517	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518648	PTC	1.2732066638572905	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518649	PTC	3.2359894891636594	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518650	PTC	3.099996059658795	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518653	PTC	2.4955533791198774	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518654	PTC	-0.7881752746173465	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518655	PTC	1.0701049919425063	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518656	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518657	PTC	2.5824924248803263	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518658	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518659	PTC	1.3751946359903717	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518660	PTC	-1.6055796829322844	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518661	PTC	3.5921048465659244	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518662	PTC	0.22574067898689157	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518663	PTC	2.0999374553438996	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518664	PTC	2.991699567049506	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518665	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518666	PTC	0.16963037461093142	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518667	PTC	3.888109765158709	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518668	PTC	2.8941360824175995	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518669	PTC	2.32947635551863	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518670	PTC	4.232944823020551	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518671	PTC	2.6638839355482755	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518672	PTC	0.8604808215941215	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518673	PTC	2.1415026659349197	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518674	PTC	3.8606617453295318	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518675	PTC	4.595119850134589	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518676	PTC	1.78173479205444	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518677	PTC	3.296043384403164	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518678	PTC	0.13173444387789685	logit(p_DM2)
K2 (PRJEB11591 Yoo 2016)	ERR1518679	PTC	3.108349863377449	logit(p_DM2)
