method_name	method_role	method_family	bma_v2_weight	bma_v2_utility_norm	bma_v2_use_class	stress_min_floor	stress_delta_floor	redundancy_penalty_proxy	public_or_clean_comparator_penalty	fallback_role_cap	uses_public_pretraining	clean_comparator_allowed	overall_mean_AUPRC	source_heldout_median_AUPRC	source_heldout_min_AUPRC	source_heldout_median_delta_AUPRC	source_heldout_loss_rate_vs_anchor	study_heldout_median_AUPRC	hla_stress_median_AUPRC	hla_stress_min_AUPRC	hla_stress_median_delta_AUPRC	korean_hla_median_AUPRC	korean_hla_median_delta_AUPRC	low_prevalence_AUPRC	low_prevalence_median_delta_AUPRC	mean_top10_precision	mean_ECE	mean_AUPRC	median_AUPRC	reviewer_safe_score	n_split_rows	stress_flags	recommended_use	stress_safe_score	mean_AUPRC_leaderboard	mean_top10_precision_leaderboard	mean_ECE_leaderboard	reviewer_safe_score_leaderboard	n_split_rows_leaderboard	source_stress_prior	hla_stress_prior	korean_hla_prior	low_prevalence_prior	calibration_prior	role_prior	stress_guarded_base_utility	stress_guarded_base_weight	bma_v2_weight_raw
W7A_QK_only	bounded_fallback	qk_fallback	0.0037544671379200396	0.0676509728385764	bounded_fallback_only	0.4238095238095238	0.0727112008362007	0.22321428571428573	1.0	0.45	False	True	0.6767484970911705	0.7876179668626742	0.5456275846691616	0.0882929607528537	0.0	0.7876179668626742	0.7694805194805195	0.4238095238095238	0.0727112008362007	0.7219118642548173	0.1746161864169021	0.8976190476190475	0.0882929607528537	0.8033167495854063	0.2495473877349688	0.7185594821534456	0.7047619047619047	0.8539572600163183	32	bounded_fallback; calibration_risk	bounded fallback/fusion component; never headline	0.7654140338704041	0.7185594821534456	0.8020833333333334	0.2501888880379391	0.8539572600163183	32	0.5882929607528538	0.5727112008362008	0.6746161864169021	0.5882929607528538	0.6256789183975469	0.38	0.6980376937416229	0.1989407427163625	0.012384830583099839
VQC	bounded_fallback	qk_fallback	0.0025216203644648806	0.04543655984165066	bounded_fallback_only	0.1681082922501686	-0.1181683995828732	0.22321428571428573	1.0	0.45	False	True	0.4954371016351485	0.5575745910632186	0.457351993579432	0.0302224598252101	0.3333333333333333	0.5575745910632186	0.5433862433862434	0.1681082922501686	-0.1181683995828732	0.5613264241410513	0.014030746303136	0.8395485466914039	0.0302224598252101	0.7630182421227197	0.2097737372440314	0.5579112980450861	0.5575745910632186	0.6956181062204816	32	bounded_fallback; hla_shift_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.397898429218787	0.5579112980450861	0.7833333333333333	0.1895985849127108	0.6956181062204816	32	0.5302224598252101	0.3818316004171268	0.514030746303136	0.5302224598252101	0.685339394133953	0.38	0.5668776729307392	0.1615601367852606	0.008318048836643494
GP_quantum	bounded_fallback	qk_fallback	0.0024728526706196802	0.044557824774722	bounded_fallback_only	0.1709351503759398	-0.0619544109230892	0.22321428571428573	1.0	0.45	False	True	0.5062588503236364	0.5204929514623023	0.49268830960554	-0.0619544109230892	1.0	0.5204929514623023	0.6885964912280702	0.1709351503759398	-0.0416427974698651	0.5549574393109465	0.0076617614730313	0.7473716759431045	-0.0619544109230892	0.760033167495854	0.2521220588218993	0.5946414016568287	0.5659008438250187	0.7242393697357615	32	bounded_fallback; source_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.3685201025209079	0.5946414016568287	0.7677083333333333	0.2394369858773386	0.7242393697357615	32	0.4380455890769108	0.4583572025301349	0.5076617614730313	0.4380455890769108	0.621816911767151	0.38	0.5709060937495988	0.1627082367186356	0.008157179236773754
prespecified_lr_qk_quantum_only_w0.5	bounded_fallback	qk_fallback	0.0022497123924955986	0.04053710589770777	bounded_fallback_only	0.1857882874940356	-0.0801935470709361	0.22321428571428573	1.0	0.45	False	True	0.4835633837668512	0.6348379999939004	0.5126818671911657	-0.0271753351962489	0.5	0.6348379999939004	0.5928589587654701	0.1857882874940356	-0.0801935470709361	0.5527317253419172	0.0054360475040019	0.7569941327966351	-0.0523319540695587	0.6260162601626016	0.2123491398720741	0.5698246252535977	0.5527045699592192	0.6718092888851057	17	bounded_fallback; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.3520912667458465	0.5698246252535977	0.6209150326797386	0.2219834290443963	0.6718092888851057	17	0.472824664803751	0.4198064529290639	0.505436047504002	0.4476680459304413	0.6814762901918888	0.38	0.5551024382350292	0.1582041948969833	0.007421108194116144
rule_gated_C_QK_structure	bounded_fallback	qk_fallback	0.00199614279109189	0.03596808728944949	bounded_fallback_only	0.1139149739149739	-0.2412669087777652	0.22321428571428573	1.0	0.45	False	True	0.5313417518018263	0.5724383746501576	0.5680591780884285	-0.0895749605399917	0.5	0.5724383746501576	0.5865075032055709	0.1139149739149739	-0.064829931972789	0.5064427542436984	-0.0408529235942167	0.5680591780884285	-0.2412669087777652	0.5869918699186992	0.1745931778592606	0.5519147906953146	0.5497004649451274	0.6532321273534715	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.32423405698143	0.5519147906953146	0.5915032679738562	0.1698331693661433	0.6532321273534715	17	0.4104250394600083	0.435170068027211	0.4591470764057833	0.2587330912222348	0.7381102332111091	0.38	0.526812494584424	0.1501415609565608	0.006584660187236303
prespecified_equal_weight_C_QK_no_anchor	bounded_fallback	qk_fallback	0.0019732375565037733	0.035555362568188406	bounded_fallback_only	0.1036134225228139	-0.221148694711522	0.22321428571428573	1.0	0.45	False	True	0.4999651593777752	0.5604578011995068	0.5327382102443419	-0.1015555339906424	0.5	0.5604578011995068	0.6140155908227812	0.1036134225228139	-0.0330839002267573	0.50344381050767	-0.0438518673302452	0.5881773921546718	-0.221148694711522	0.5869918699186992	0.1803955353574639	0.5481642876965633	0.5275275530878093	0.6500546638555277	17	bounded_fallback; source_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.3350196942806638	0.5481642876965633	0.5973856209150327	0.1758674802404224	0.6500546638555277	17	0.3984444660093575	0.4669160997732427	0.4561481326697548	0.278851305288478	0.7294066969638042	0.38	0.5271482028947764	0.1502372378250112	0.006509102873929482
source_prespecified_rf_qk_compact_w0.5	bounded_fallback	qk_fallback	0.0018560926209874457	0.0334445520164726	bounded_fallback_only	0.0267134162878377	-0.7616504302201811	0.22321428571428573	1.0	0.45	False	True	0.6255296834629016	0.1887338564642386	0.0267134162878377	-0.2913619790842447	0.25	0.1887338564642386	0.7226643867367297	0.032258064516129	-0.084483055972399	0.5032764176380783	-0.0440192601998369	0.0476756566460127	-0.7616504302201811	0.7251499812523435	0.2518007351091472	0.5814672387086828	0.6802197802197802	0.7042044438627366	70	bounded_fallback; source_shift_collapse; source_low_floor; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0765586736969455	0.5814672387086828	0.7429591836734695	0.2585463158064002	0.7042044438627366	70	0.2086380209157552	0.415516944027601	0.455980739800163	0.05	0.6222988973362792	0.38	0.4967867588203216	0.1415842262637916	0.006122677816326868
prespecified_C_0.5_QK_quantum_0.5	bounded_fallback	qk_fallback	0.0017854783413028094	0.03217216780282159	bounded_fallback_only	0.0845593461265103	-0.1305980477315238	0.22321428571428573	1.0	0.45	False	True	0.4559743563435869	0.5654031708294562	0.4520783025242426	-0.096610164360693	1.0	0.5654031708294562	0.4616727214653283	0.0845593461265103	-0.0917892989818046	0.4804323771888691	-0.0668633006490461	0.67872803913467	-0.1305980477315238	0.5699186991869919	0.1878441432240465	0.4988849562031652	0.4540263294339148	0.5909871867795894	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.2147435802130452	0.4988849562031652	0.5562091503267974	0.1913959948893525	0.5909871867795894	17	0.4033898356393069	0.4082107010181954	0.4331366993509539	0.3694019522684761	0.7182337851639302	0.38	0.4940627923322202	0.1408078958146827	0.005889743059272011
prespecified_rf_qk_quantum_only_w0.5	bounded_fallback	qk_fallback	0.0017701068431662961	0.031895191932552656	bounded_fallback_only	0.0709858962032875	-0.145301214383402	0.22321428571428573	1.0	0.45	False	True	0.444882157262809	0.5548636854829887	0.4457024984831857	-0.1071496497071605	1.0	0.5548636854829887	0.4883171177413011	0.0709858962032875	-0.0774211924269974	0.4627461176367023	-0.0845495602012129	0.6640248724827917	-0.145301214383402	0.5821138211382114	0.1983159988355816	0.5019037265468916	0.4667239225384496	0.5975591959881961	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.2146723550184565	0.5019037265468916	0.5797385620915033	0.2029224297699629	0.5975591959881961	17	0.3928503502928395	0.4225788075730026	0.4154504397987871	0.354698785616598	0.7025260017466276	0.38	0.4936481125089134	0.1406897120650403	0.005839037221869311
v0_fixed_late_fusion_C_QK_quantum	bounded_fallback	qk_fallback	0.001758770966092515	0.031690933089993004	bounded_fallback_only	0.0721248535096465	-0.1317276619521069	0.22321428571428573	1.0	0.45	False	True	0.4535921607944434	0.5659922608027437	0.4543860966914004	-0.0960210743874056	1.0	0.5659922608027437	0.4539328891213471	0.0721248535096465	-0.0776500082734602	0.4681086194036191	-0.0791870584342961	0.6775984249140868	-0.1317276619521069	0.567479674796748	0.1917055883934235	0.4987288707365597	0.4539891287429219	0.5894398221199036	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.2240631510656142	0.4987288707365597	0.550326797385621	0.1935440809378029	0.5894398221199036	17	0.4039789256125944	0.4223499917265398	0.4208129415657039	0.3682723380478931	0.7124416174098648	0.38	0.4941035787330889	0.1408195199389303	0.005801643655242597
H_anchor_rf_plus_qk_compact_w0.5	bounded_fallback	qk_fallback	0.001726210922334506	0.031104240343731222	bounded_fallback_only	0.024390243902439	-0.7636878896459894	0.22321428571428573	1.0	0.45	False	True	0.5310081384003018	0.178619831203779	0.0341382575757575	-0.308210275250464	0.25	0.178619831203779	0.7045394429859029	0.024390243902439	-0.1125050231805602	0.431547167075918	-0.1157485107619972	0.0456381972202043	-0.7636878896459894	0.7133389576302962	0.2778898890824041	0.5687384291291067	0.6666666666666667	0.6868656042681518	70	bounded_fallback; source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0117395832452765	0.5687384291291067	0.7329591836734693	0.2846466159564871	0.6868656042681518	70	0.1917897247495359	0.3874949768194398	0.3842514892380028	0.05	0.5831651663763939	0.38	0.4750534043992069	0.1353902202537739	0.005694238100497307
prespecified_lr_qk_no_anchor_w0.5	bounded_fallback	qk_fallback	0.0017157302247686444	0.030915390805218483	bounded_fallback_only	0.1162314622314622	-0.193394911019911	0.22321428571428573	1.0	0.45	False	True	0.4225549141055286	0.525120207749185	0.4301271870658138	-0.1368931274409642	1.0	0.525120207749185	0.5407591771535063	0.1162314622314622	-0.193394911019911	0.5671841661982641	0.0198884883603488	0.6201132284325562	-0.1892128584336375	0.5455284552845528	0.2001863714272884	0.4959900934072867	0.456174704644018	0.5826043626663033	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0521299527781395	0.4959900934072867	0.538562091503268	0.2109814904163695	0.5826043626663033	17	0.3631068725590358	0.306605088980089	0.5198884883603488	0.3107871415663625	0.6997204428590674	0.38	0.4756282436392546	0.1355540494371875	0.005659665507642543
nested_learned_gate_C_QK_structure	bounded_fallback	qk_fallback	0.001651345926619626	0.02975526335029473	bounded_fallback_only	0.1330350111282314	-0.2544802523799321	0.22321428571428573	1.0	0.45	False	True	0.4322964112871433	0.5032198446287384	0.4515938547712151	-0.1587934905614109	1.0	0.5032198446287384	0.4896591955292743	0.1330350111282314	-0.1107212230644976	0.4307274610463976	-0.1165682167915176	0.5548458344862617	-0.2544802523799321	0.4991869918699188	0.1854860512991357	0.4944848041881513	0.4510116784704374	0.572829193525308	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.1178284286002638	0.4944848041881513	0.4856209150326798	0.1877979366937925	0.572829193525308	17	0.3412065094385891	0.3892787769355024	0.3834317832084823	0.2455197476200679	0.7217709230512964	0.38	0.4661700186352006	0.1328584553110321	0.005447281540625288
nested_lr_qk_quantum_only_train_selected	bounded_fallback	qk_fallback	0.0016490014142319432	0.0297130180627393	bounded_fallback_only	0.1327547489307119	-0.2322846282145038	0.22321428571428573	1.0	0.45	False	True	0.3835371015352514	0.5390063772205554	0.3865818823897088	-0.1230069579695938	1.0	0.5390063772205554	0.4649801587301586	0.1327547489307119	-0.2322846282145038	0.5191237360773479	-0.0281719417605673	0.6914308720514021	-0.1178952148147917	0.5357723577235772	0.1930418544437412	0.4583593245017353	0.4043028459567591	0.5435435270515845	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0047899135762543	0.4583593245017353	0.526797385620915	0.2017527457433393	0.5435435270515845	17	0.3769930420304062	0.2677153717854962	0.4718280582394327	0.3821047851852083	0.7104372183343882	0.38	0.4527763200171598	0.1290412512048905	0.0054395477164487045
prespecified_rf_qk_no_anchor_w0.5	bounded_fallback	qk_fallback	0.0016287548455223267	0.029348199296311786	bounded_fallback_only	0.1231014626615263	-0.2371814851871879	0.22321428571428573	1.0	0.45	False	True	0.4431464969203272	0.5167910679300478	0.4614375341810899	-0.1452222672601014	1.0	0.5167910679300478	0.4505421865715983	0.1231014626615263	-0.2133017475395727	0.5410461008835944	-0.0062495769543208	0.5721446016790058	-0.2371814851871879	0.5382113821138211	0.1879743600348323	0.4593730962920596	0.4561341952166036	0.5454678005443793	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0010305742901272	0.4593730962920596	0.526797385620915	0.1926477287186332	0.5454678005443793	17	0.3547777327398986	0.2866982524604273	0.4937504230456792	0.2628185148128121	0.7180384599477515	0.38	0.4484353111335865	0.1278040636730721	0.005372760522914603
nested_rf_qk_quantum_only_train_selected	bounded_fallback	qk_fallback	0.001590891316876586	0.028665944144278487	bounded_fallback_only	0.0793534005875203	-0.1877949410465995	0.22321428571428573	1.0	0.45	False	True	0.4130048998652035	0.5097135510048795	0.3978959561901647	-0.1522997841852698	1.0	0.5097135510048795	0.477726741628002	0.0793534005875203	-0.1579738822669032	0.4291779748669309	-0.1181177029709843	0.6215311458195942	-0.1877949410465995	0.5308943089430895	0.1722719260398543	0.4679665324103141	0.4397847471161593	0.5531251927374481	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0705796002454207	0.4679665324103141	0.5150326797385621	0.1784787562057855	0.5531251927374481	17	0.3477002158147302	0.3420261177330967	0.3818822970290157	0.3122050589534005	0.7415921109402186	0.38	0.4530556168954124	0.1291208508151925	0.0052478604051802834
hard_decoy_nested_meta_C_QK_aux	bounded_fallback	qk_fallback	0.0015906062192260137	0.02866080702822268	bounded_fallback_only	0.0833670976502216	-0.1550068670752278	0.22321428571428573	1.0	0.45	False	True	0.3962278712799431	0.526690577531479	0.3862047842720547	-0.1353227576586703	1.0	0.526690577531479	0.5022842317594929	0.0833670976502216	-0.1550068670752278	0.4876632392792293	-0.0596324385586859	0.6671763707909032	-0.1421497160752906	0.5089430894308943	0.1741892998222065	0.465127826424441	0.4466531741792101	0.5479418671865071	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0834229426304024	0.465127826424441	0.5032679738562091	0.1783955400917585	0.5479418671865071	17	0.3646772423413297	0.3449931329247722	0.4403675614413141	0.3578502839247094	0.7387160502666903	0.38	0.4608496524025545	0.131342150934728	0.005246919955850919
nested_lr_qk_no_anchor_train_selected	bounded_fallback	qk_fallback	0.0015531908133545114	0.0279866265084913	bounded_fallback_only	0.1018825164714543	-0.2628001095234977	0.22321428571428573	1.0	0.45	False	True	0.4025680016738194	0.5070524245292628	0.4076371371037623	-0.1549609106608865	1.0	0.5070524245292628	0.4802614379084966	0.1018825164714543	-0.2628001095234977	0.5457653258968324	-0.0015303519410828	0.6064677119547632	-0.2028583749114305	0.5406504065040649	0.1959211052747569	0.4490730811848039	0.44270745744077	0.5335616149809876	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0801205104781534	0.4490730811848039	0.526797385620915	0.2087094332799915	0.5335616149809876	17	0.3450390893391135	0.2371998904765023	0.4984696480589172	0.2971416250885695	0.7061183420878647	0.38	0.4364875233058517	0.1243989441421677	0.005123498057111598
v0_fixed_late_fusion_C_QK_no_anchor	bounded_fallback	qk_fallback	0.0015253888732269215	0.027485669055052706	bounded_fallback_only	0.1068045812137854	-0.2775272082989843	0.22321428571428573	1.0	0.45	False	True	0.4434338851759217	0.4992224616249134	0.4666460446826175	-0.1627908735652358	1.0	0.4992224616249134	0.4188321346845374	0.1068045812137854	-0.2536724104856654	0.5306725887620302	-0.016623089075885	0.5317988785672094	-0.2775272082989843	0.5186991869918699	0.1916220433362937	0.4539569437057641	0.4588902944846094	0.5373738070118876	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0707115203753073	0.4539569437057641	0.515032679738562	0.1958967264158899	0.5373738070118876	17	0.3372091264347642	0.2463275895143346	0.483376910924115	0.2224727917010157	0.7125669349955595	0.38	0.4340917069746227	0.1237161364877674	0.005031788020583634
rule_gate_rf_qk_fallback_train_selected	bounded_fallback	qk_fallback	0.0015215228453046307	0.027416007891335886	bounded_fallback_only	0.0994641334794787	-0.236324414096424	0.22321428571428573	1.0	0.45	False	True	0.4146521943726408	0.5137464549585273	0.4161772237546357	-0.1482668802316219	1.0	0.5137464549585273	0.4623472478076058	0.0994641334794787	-0.236324414096424	0.4982090710674791	-0.0490866067704361	0.611315686162419	-0.1980104007037747	0.5040650406504066	0.1788039207500639	0.4511283644634047	0.4154147090636382	0.5289899610243313	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.0344052540537786	0.4511283644634047	0.4797385620915032	0.1808611585737402	0.5289899610243313	17	0.351733119768378	0.263675585903576	0.4509133932295639	0.3019895992962252	0.7317941188749042	0.38	0.4379767268231521	0.1248233671445983	0.005019035185337451
source_qk_compact_gamma1	bounded_fallback	qk_fallback	0.0015204490589139962	0.02739665955473345	bounded_fallback_only	0.0223294566531046	-0.7603372670480245	0.22321428571428573	1.0	0.45	False	True	0.4801712061195693	0.1895625193521168	0.0223294566531046	-0.2915974484909853	0.25	0.1895625193521168	0.5557366659563612	0.0625	-0.2349903547077607	0.3932892947826529	-0.1540063830552623	0.0489888198181693	-0.7603372670480245	0.6999531308586429	0.267854778386968	0.4958582825298849	0.4859523809523809	0.6115559641872319	70	bounded_fallback; source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.1828866173984821	0.4958582825298849	0.7158163265306122	0.2746558364877545	0.6115559641872319	70	0.2084025515090147	0.2650096452922393	0.3459936169447377	0.05	0.5982178324195481	0.38	0.4207668628169686	0.119918555902836	0.0050154930947978555
sourceheld_qk_compact_gamma1	bounded_fallback	qk_fallback	0.0015033166315436028	0.027087953861990206	bounded_fallback_only	0.0164670742710601	-0.7600188474368181	0.22321428571428573	1.0	0.45	False	True	0.4808179829771009	0.1836424042956491	0.0164670742710601	-0.3057261135288899	0.25	0.1836424042956491	0.615142537862233	0.0238095238095238	-0.2371843645582944	0.3958401971146459	-0.1514554807232693	0.0493072394293757	-0.7600188474368181	0.6834176977877765	0.2717168298406783	0.5092857296574265	0.5192857142857142	0.6219051061526667	70	bounded_fallback; source_shift_collapse; source_low_floor; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.1927222017751959	0.5092857296574265	0.7029591836734693	0.2797246023945368	0.6219051061526667	70	0.1942738864711101	0.2628156354417056	0.3485445192767307	0.05	0.5924247552389825	0.38	0.4246694417663378	0.1210307909034062	0.004958978494279303
qk_quantum_only	bounded_fallback	qk_fallback	0.0014753223217278475	0.026583530138620092	bounded_fallback_only	0.0571281473381998	-0.1809058427736435	0.22321428571428573	1.0	0.45	False	True	0.3355962157790759	0.4811074924165057	0.327821341528784	-0.1809058427736435	1.0	0.4811074924165057	0.4193536832520234	0.0571281473381998	-0.1394212640483808	0.3866495209967602	-0.160646156841155	0.6343936433042275	-0.1749324435619662	0.497560975609756	0.1558972466591093	0.4453381614243109	0.3731259094255653	0.5304186791791111	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0541943256979774	0.4453381614243109	0.5117647058823529	0.1727242342167048	0.5304186791791111	17	0.3190941572263565	0.3605787359516192	0.339353843158845	0.3250675564380338	0.766154130011336	0.38	0.4369358366758674	0.1245267134526222	0.004866633889406557
nested_rf_qk_no_anchor_train_selected	bounded_fallback	qk_fallback	0.0014635430487545825	0.026371281836344632	bounded_fallback_only	0.0892940803881994	-0.2774276608984585	0.22321428571428573	1.0	0.45	False	True	0.4239838544648381	0.5054671679054803	0.4289028326283243	-0.1565461672846689	1.0	0.5054671679054803	0.4180302377361201	0.0892940803881994	-0.2774276608984585	0.5265725765852782	-0.0207231012526369	0.5820315031826363	-0.2272945836835574	0.5089430894308943	0.1829254438649906	0.4346894126653668	0.4264433435465812	0.5159161778137618	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.1009830942343563	0.4346894126653668	0.5032679738562091	0.1942682962284694	0.5159161778137618	17	0.3434538327153311	0.2225723391015415	0.4792768987473631	0.2727054163164426	0.7256118342025141	0.38	0.4241460148272877	0.1208816142257769	0.004827777696288618
hard_decoy_rule_aux_C_QK_no_anchor	bounded_fallback	qk_fallback	0.0014284987225039846	0.02573982531369178	bounded_fallback_only	0.1298793455415775	-0.2955442176870748	0.22321428571428573	1.0	0.45	False	True	0.3690369642114952	0.4693105210371963	0.3780199392727553	-0.1927028141529529	1.0	0.4693105210371963	0.4031919210963328	0.1298793455415775	-0.2955442176870748	0.4918810276404295	-0.0554146501974857	0.5606011028016373	-0.2487249840645564	0.5024390243902439	0.1637803940144667	0.4047721799483591	0.3815669700977899	0.4868854958233084	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.1651419300311861	0.4047721799483591	0.5	0.1788668412505069	0.4868854958233084	17	0.3072971858470471	0.2044557823129252	0.4445853498025143	0.2512750159354436	0.7543294089782999	0.38	0.3978334658250687	0.1133825377601445	0.004712177258844657
qk_quantum_only_gamma1	bounded_fallback	qk_fallback	0.0014143765155844902	0.0254853601654735	bounded_fallback_only	0.0556536770244464	-0.1965058553255707	0.22321428571428573	1.0	0.45	False	True	0.3253076504548811	0.4655074798645786	0.3159921515333802	-0.1965058553255707	1.0	0.4655074798645786	0.41079619201604	0.0556536770244464	-0.1344751993692837	0.3788288490388777	-0.1684668287990375	0.615022808195777	-0.1943032786704167	0.4853658536585366	0.1595611971491894	0.431278368065646	0.3612277950212584	0.5142118458346864	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0236695939906424	0.431278368065646	0.5	0.170665222309597	0.5142118458346864	17	0.3034941446744293	0.3655248006307163	0.3315331712009625	0.3056967213295833	0.7606582042762159	0.38	0.4250567926199801	0.1211411858966943	0.004665592448342277
v0_QK_quantum_only_fallback	bounded_fallback	qk_fallback	0.0014143765155844902	0.0254853601654735	bounded_fallback_only	0.0556536770244464	-0.1965058553255707	0.22321428571428573	1.0	0.45	False	True	0.3253076504548811	0.4655074798645786	0.3159921515333802	-0.1965058553255707	1.0	0.4655074798645786	0.41079619201604	0.0556536770244464	-0.1344751993692837	0.3788288490388777	-0.1684668287990375	0.615022808195777	-0.1943032786704167	0.4853658536585366	0.1595611971491894	0.431278368065646	0.3612277950212584	0.5142118458346864	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	0.0236695939906424	0.431278368065646	0.5	0.170665222309597	0.5142118458346864	17	0.3034941446744293	0.3655248006307163	0.3315331712009625	0.3056967213295833	0.7606582042762159	0.38	0.4250567926199801	0.1211411858966943	0.004665592448342277
qk_no_anchor	bounded_fallback	qk_fallback	0.0012080453594126407	0.021767521407223822	bounded_fallback_only	0.0663329365489015	-0.2825126987008907	0.22321428571428573	1.0	0.45	False	True	0.3232014670304938	0.4226884635154356	0.3185635388655682	-0.2393248716747136	1.0	0.4226884635154356	0.370690854218153	0.0663329365489015	-0.2822108843537415	0.456677902132006	-0.0906177757059092	0.5268133881653031	-0.2825126987008907	0.4609756097560976	0.1599445429586857	0.3703926922118239	0.3307134240458292	0.4475114558636341	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.2339688431235068	0.3703926922118239	0.4764705882352941	0.1817535399524862	0.4475114558636341	17	0.2606751283252864	0.2177891156462585	0.4093822242940907	0.2174873012991093	0.7600831855619714	0.38	0.3679923737669975	0.1048778265235942	0.003984969521217886
v0_QK_no_anchor_fallback	bounded_fallback	qk_fallback	0.0011733603202790381	0.02114253880539654	bounded_fallback_only	0.0658654570154164	-0.3034013605442177	0.22321428571428573	1.0	0.45	False	True	0.3220217136943737	0.4231426644918367	0.3198356725660797	-0.2388706706983126	1.0	0.4231426644918367	0.3703777759843602	0.0658654570154164	-0.3034013605442177	0.4665569347654951	-0.0807387430724201	0.5264496564175937	-0.2828764304486001	0.4463414634146342	0.1593281138046343	0.364254055021712	0.3299524544463174	0.4388293650135775	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.2627707800335871	0.364254055021712	0.4647058823529412	0.1836586647872279	0.4388293650135775	17	0.2611293293016874	0.1965986394557823	0.4192612569275799	0.2171235695513999	0.7610078292930486	0.38	0.3624152640291649	0.103288350248312	0.0038705542613001144
qk_no_anchor_gamma1	bounded_fallback	qk_fallback	0.0011733603202790381	0.02114253880539654	bounded_fallback_only	0.0658654570154164	-0.3034013605442177	0.22321428571428573	1.0	0.45	False	True	0.3220217136943737	0.4231426644918367	0.3198356725660797	-0.2388706706983126	1.0	0.4231426644918367	0.3703777759843602	0.0658654570154164	-0.3034013605442177	0.4665569347654951	-0.0807387430724201	0.5264496564175937	-0.2828764304486001	0.4463414634146342	0.1593281138046343	0.364254055021712	0.3299524544463174	0.4388293650135775	17	bounded_fallback; source_shift_collapse; hla_shift_collapse; korean_hla_collapse; low_prevalence_collapse; calibration_risk	bounded fallback/fusion component; never headline	-0.2627707800335871	0.364254055021712	0.4647058823529412	0.1836586647872279	0.4388293650135775	17	0.2611293293016874	0.1965986394557823	0.4192612569275799	0.2171235695513999	0.7610078292930486	0.38	0.3624152640291649	0.103288350248312	0.0038705542613001144
