method_name	method_family	method_role	uses_public_pretraining	clean_comparator_allowed	hla_stress_n_splits	hla_stress_median_AUPRC	hla_stress_min_AUPRC	hla_stress_median_top10_precision	hla_stress_median_ECE	other_n_splits	other_median_AUPRC	other_min_AUPRC	other_median_top10_precision	other_median_ECE	overall_n_splits	overall_median_AUPRC	overall_min_AUPRC	overall_median_top10_precision	overall_median_ECE	overlap_audit_n_splits	overlap_audit_median_AUPRC	overlap_audit_min_AUPRC	overlap_audit_median_top10_precision	overlap_audit_median_ECE	source_heldout_n_splits	source_heldout_median_AUPRC	source_heldout_min_AUPRC	source_heldout_median_top10_precision	source_heldout_median_ECE	study_heldout_n_splits	study_heldout_median_AUPRC	study_heldout_min_AUPRC	study_heldout_median_top10_precision	study_heldout_median_ECE	bma_v2_weight	bma_v2_utility_norm	bma_v2_use_class	stress_min_floor	stress_delta_floor	public_or_clean_comparator_penalty	fallback_role_cap	contract_source_heldout_pass	contract_hla_stress_pass	contract_low_prevalence_pass	contract_topk_pass	contract_calibration_pass	contract_clean_internal_pass	external_claim_contract_v2	required_next_evidence
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	18	0.4666666666666666	0.0866063798364697	0.5777777777777777	0.093624424800181	14	0.4156626627824574	0.0866063798364697	0.5277777777777778	0.1246318208272099	1	0.4046932210489894	0.4046932210489894	0.5	0.0347958503326417	2	0.37559545725922244	0.3737193728583087	0.45	0.04734043881058315	3	0.6610419364476042	0.3971417618313775	0.7	0.3067637097386042	3	0.5768253968253969	0.3971417618313775	0.5555555555555556	0.3067637097386042	0.01463907436372526	0.26377847662050025	bounded_fallback_only	0.0866063798364697	-0.2354231937771891	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
ESMFold_3D_CV_score	structure_proxy	internal_candidate	False	True	15	0.35986141644036373	0.1042780748663101	0.4	0.15399207788256158	14	0.4166666666666666	0.1042780748663101	0.4	0.1691523023626802	1	0.2575827308803493	0.2575827308803493	0.3	0.1121455185690782	1	0.2337867080977528	0.2337867080977528	0.2	0.1032819480446043	3	0.4688888888888888	0.2541374135621458	0.5555555555555556	0.4333194890739648	2	0.3615131512255173	0.2541374135621458	0.4277777777777778	0.2717168516749468	0.013605727143053886	0.24515880512240704	bounded_fallback_only	0.1042780748663101	-0.340437197977305	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
D_positive_class_reweighting	classical_biophysical	internal_candidate	False	True	66	0.8152777777777778	0.0170401493930905	1.0	0.1863959120082979	46	0.8528471804232889	0.0714285714285714	1.0	0.16056403700705416	1	0.7983795435638199	0.7983795435638199	0.8	0.0206055532109942	1	0.0177376735818294	0.0177376735818294	0.0	0.1919328566905083	9	0.075793986247342	0.0189185049019607	0.0	0.1711026084067486	4	0.1440806915890061	0.0189185049019607	0.0	0.17864938607544534	0.01235974564051899	0.22270772013780005	bounded_fallback_only	0.0189185049019607	-0.7492804711579639	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
hard_decoy_sequence_only_source_stress	classical_biophysical	internal_candidate	False	True	66	0.9214285714285716	0.0153670952963961	0.95	0.2073425588419723	46	0.9294521307909835	0.0970360520094562	0.9	0.21102431894026386	1	0.5932758411092947	0.5932758411092947	0.2	0.0220481472375678	1	0.0163742690058479	0.0163742690058479	0.0	0.1381778230330672	9	0.0729916377031683	0.0591593923462576	0.1	0.3320104875138424	4	0.22715093112628065	0.0591593923462576	0.15000000000000002	0.2389957728581175	0.012080753292388977	0.21768061427372518	bounded_fallback_only	0.0591593923462576	-0.7385440711261992	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
mean_pLDDT_peptide	structure_proxy	internal_candidate	False	True	15	0.32731915231915226	0.1269841269841269	0.4	0.15060627983857505	14	0.3333333333333333	0.1269841269841269	0.35	0.1568627450980392	1	0.2693523598635059	0.2693523598635059	0.2	0.0783619610500679	1	0.2455977932241352	0.2455977932241352	0.2	0.0986924981210975	3	0.4859523809523809	0.2672769424668158	0.5555555555555556	0.4430866524082301	2	0.37661466170959834	0.2672769424668158	0.4277777777777778	0.2558831972615154	0.01205651753838514	0.21724391519617134	bounded_fallback_only	0.1269841269841269	-0.3233737059138128	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
min_pLDDT_peptide	structure_proxy	internal_candidate	False	True	15	0.3061168298057516	0.1223776223776223	0.3	0.183150506866317	14	0.325	0.1223776223776223	0.35	0.1859942884007309	1	0.2675983884126658	0.2675983884126658	0.3	0.0761650635051873	1	0.2424332395340889	0.2424332395340889	0.1	0.0898110475643109	3	0.4720634920634921	0.2633656100201834	0.5555555555555556	0.5093653623065387	2	0.3677145510418377	0.2633656100201834	0.4277777777777778	0.3035882826758815	0.012040256577923738	0.2169509122868123	bounded_fallback_only	0.1223776223776223	-0.3372625948027017	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
stacked_calibrated_meta_model_lowdim_only	ensemble_or_fusion	internal_candidate	False	True	18	0.3143234636568429	0.070152806885466	0.4	0.135919734166207	14	0.380649399856561	0.070152806885466	0.45	0.1423284507436165	1	0.2865995105234026	0.2865995105234026	0.5	0.0642179585015918	2	0.31549717862958365	0.2782168138230902	0.45	0.06287966994266456	3	0.5723158830210111	0.2536875210683275	0.6	0.2894892784105133	3	0.5723158830210111	0.2536875210683275	0.5555555555555556	0.2894892784105133	0.011163564755862426	0.20115398226629042	bounded_fallback_only	0.070152806885466	-0.3036965127457807	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
pu_weighted_rf	classical_biophysical	internal_candidate	False	True	66	0.7595238095238095	0.0101282174964275	0.95	0.2394674611183142	46	0.7917394707306988	0.0238095238095238	0.9	0.22389080145853815	1	0.6029778914374333	0.6029778914374333	1.0	0.0118713978897646	1	0.0105975799201573	0.0105975799201573	0.0	0.3747507175939353	9	0.0448758739878942	0.0115337964311171	0.0	0.313939010297526	4	0.1678730640840566	0.0115337964311171	0.0	0.32823435023590225	0.011020866115766859	0.19858272475608216	bounded_fallback_only	0.0115337964311171	-0.7772968838856968	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
E_pu_style_conservative_ranker	classical_biophysical	internal_candidate	False	True	66	0.7509523809523809	0.0169491525423728	0.9	0.2758862975954297	46	0.7859530439394693	0.0169491525423728	0.8666666666666667	0.2718912182380357	1	0.5412152810738926	0.5412152810738926	1.0	0.0089406628334993	1	0.0428122192273135	0.0428122192273135	0.2	0.443734081360667	9	0.0546697397596304	0.0326633134155258	0.1	0.3499501030860823	4	0.16341873414774685	0.0326633134155258	0.15000000000000002	0.3671548644092386	0.010539515898063585	0.18990937396955024	bounded_fallback_only	0.0169491525423728	-0.7693619418977435	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
decoy_focal_positive_pattern	classical_biophysical	internal_candidate	False	True	69	0.7246915365336417	0.0454545454545454	0.9	0.2612745588570871	47	0.830928330928331	0.0454545454545454	0.8	0.2924834827813697	1	0.5101222666083555	0.5101222666083555	0.0	0.0355174908969974	2	0.1985520116458107	0.185416067408945	0.05	0.23938162127714685	11	0.1803202201968166	0.0680981642415837	0.1	0.2049374846510175	7	0.363581072109871	0.0680981642415837	0.3	0.1809444487128485	0.010364998200066453	0.18676477538515687	bounded_fallback_only	0.0454545454545454	-0.6290058666693772	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
G_abstention_extreme_ood	classical_biophysical	internal_candidate	False	True	66	0.6666666666666667	0.025	0.9	0.2892136437776779	46	0.7054275190564634	0.025	0.9	0.2704805895609521	1	0.6316462396297524	0.6316462396297524	0.9	0.016229892173751	1	0.0312044586238134	0.0312044586238134	0.0	0.4026161611520068	9	0.0640086759811496	0.0307030159734144	0.0	0.3212705794153446	4	0.1693725727814967	0.0307030159734144	0.15	0.3393246734211629	0.01031525243518825	0.1858684166570115	bounded_fallback_only	0.025	-0.7638417260092398	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
source_balanced_rf	classical_biophysical	internal_candidate	False	True	66	0.7266666666666667	0.015625	0.95	0.2637827534759149	46	0.7423637670563457	0.015625	0.8666666666666667	0.25496941720136373	1	0.4823643675186621	0.4823643675186621	0.6	0.0063296396646042	1	0.0355326388158125	0.0355326388158125	0.2	0.4119116567425162	9	0.0753313065284006	0.0281838210065671	0.2	0.3901217488519785	4	0.1887510008388684	0.0281838210065671	0.2	0.3950647331467504	0.010066882052376937	0.1813930817015474	bounded_fallback_only	0.015625	-0.7494207374999651	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
elastic_net_lr	classical_biophysical	internal_candidate	False	True	18	0.4209357577436088	0.0945999885955408	0.5	0.0856991668370438	14	0.4491577303836377	0.0945999885955408	0.5	0.205436110407172	1	0.3755882188914395	0.3755882188914395	0.9	0.0659641304223099	2	0.33680075455657454	0.2926031376569082	0.4	0.07524272373383425	3	0.6190388918725385	0.3797274711095113	0.6	0.2896549204572995	3	0.575	0.3797274711095113	0.6	0.2896549204572995	0.00983965120217176	0.17729865564570146	bounded_fallback_only	0.0945999885955408	-0.1902871949936553	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
v0_Structure_baseline_RF	structure_proxy	internal_candidate	False	True	18	0.2797415689253441	0.0616410256410256	0.3	0.1184972588338793	14	0.3078852212253559	0.0616410256410256	0.35	0.1384991390424663	1	0.2704503826577739	0.2704503826577739	0.2	0.036779036824248	2	0.24631290121755878	0.2386837893488082	0.2	0.056711814049348504	3	0.4789621597693762	0.2556564664345291	0.3	0.3558167419000271	3	0.4789621597693762	0.2556564664345291	0.3	0.3178951482264413	0.009223683655442086	0.16619966283461	bounded_fallback_only	0.0616410256410256	-0.3303639270968176	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
qk_clean_no_tcr_gamma1	tcr_aware	internal_candidate	False	True	18	0.3401510233725962	0.0824686018349781	0.4	0.0923909231794271	14	0.3424168436364176	0.0824686018349781	0.30000000000000004	0.1420943408302319	1	0.2653067153183194	0.2653067153183194	0.2	0.0188975856995875	2	0.2837327064530222	0.267566270772711	0.1	0.018853994391147152	3	0.4357421423057997	0.2602041837525291	0.3	0.3233678800402434	3	0.2602041837525291	0.1691506270564514	0.2	0.1820073329164722	0.009068265075895686	0.16339920734591754	bounded_fallback_only	0.0824686018349781	-0.373583944560394	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
F_topk_diversification_hla_cluster	classical_biophysical	internal_candidate	False	True	66	0.4929070929070929	0.0087209560620196	0.8	0.2156111295894043	46	0.5864284012945639	0.1937204655622904	0.7071428571428571	0.21018758496402778	1	0.5445087894856386	0.5445087894856386	0.8	0.0209496376706146	1	0.0091239266116113	0.0091239266116113	0.0	0.4025544417167847	9	0.0652024759020753	0.0109997594062887	0.1	0.342034471154052	4	0.187945080971231	0.0109997594062887	0.45	0.3564822190393505	0.008557060949952124	0.15418792511364443	bounded_fallback_only	0.0109997594062887	-0.7652439860508458	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
source_balanced_plus_pu_rf	classical_biophysical	internal_candidate	False	True	66	0.5137362637362637	0.014221702707968	0.8166666666666667	0.2541850515074102	46	0.5791971916971916	0.0914522058823529	0.7571428571428571	0.2384444165846783	1	0.4611679998134962	0.4611679998134962	0.5	0.0041348035440647	1	0.0150617283950617	0.0150617283950617	0.0	0.4558168255477502	9	0.0756218295978689	0.0150295244174912	0.1	0.3934957378702214	4	0.16519205560997166	0.0150295244174912	0.3	0.40824814168384804	0.008115905138404593	0.14623882908263855	bounded_fallback_only	0.0150295244174912	-0.7631063335014509	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
ESM2_Bayesian	bayesian_uncertainty	uncertainty_only	False	True	27	0.5608073660143571	0.2001488095238095	1.0	0.20589824645281601	28	0.5549480653620475	0.2001488095238095	1.0	0.22693551450062	1	0.5668400064450175	0.5668400064450175	0.8	0.0528852146458035	1	0.3593573506151424	0.3593573506151424	0.3	0.2030769544749678	4	0.9251973750912026	0.3430761525404446	0.9	0.2660798185484067	3	0.9127833419827616	0.3430761525404446	0.9	0.2038584409856467	0.00794582609845624	0.14317420976669176	bounded_fallback_only	0.2001488095238095	-0.1746067492449071	1.0	0.75	False	True	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
C_source_balanced_training	classical_biophysical	internal_candidate	False	True	66	0.4773684210526316	0.0103614399496453	0.8	0.2533142276639305	46	0.5283334208822883	0.0990373181420821	0.7571428571428571	0.25386087853462375	1	0.5192381901667901	0.5192381901667901	0.7	0.0075463964471585	1	0.0107212475633528	0.0107212475633528	0.0	0.4156992270020804	9	0.0640435086064502	0.0150287615610196	0.0	0.3554067800019176	4	0.134987257634032	0.0150287615610196	0.0	0.3690328825213345	0.007579654074700592	0.1365762312191785	bounded_fallback_only	0.0150287615610196	-0.7666628179774608	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
B_rank_normalization_hla_supertype_train_only	classical_biophysical	internal_candidate	False	True	66	0.4665816326530612	0.0214941319884312	0.8	0.2643561211228794	46	0.502017555299723	0.0526315789473684	0.7071428571428571	0.2483021054995997	1	0.4574429707295892	0.4574429707295892	0.5	0.0180229648653808	1	0.0226049528029726	0.0226049528029726	0.0	0.4035902958084012	9	0.0774725250290466	0.0517237771500188	0.1	0.3829715589754846	4	0.14768655654709176	0.0517237771500188	0.1	0.38768254654246337	0.0075214646152054155	0.13552772729060758	bounded_fallback_only	0.0517237771500188	-0.7427032749422283	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
interface_contacts_8A	classical_biophysical	internal_candidate	False	True	15	0.2975009475803486	0.0883458646616541	0.3	0.15524368824631704	14	0.306688235136511	0.0883458646616541	0.35	0.1690858059342422	1	0.2165649671090239	0.2165649671090239	0.2	0.0456262896941411	1	0.2120751739337471	0.2120751739337471	0.2	0.0390670431376361	3	0.5063492063492063	0.1964478391931485	0.5555555555555556	0.3361731005141858	2	0.35139852277117745	0.1964478391931485	0.37777777777777777	0.1970333301853165	0.007334845954636271	0.13216508394507842	bounded_fallback_only	0.0883458646616541	-0.3106148124189718	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
A_score_standardization_train_only	classical_biophysical	internal_candidate	False	True	66	0.4509523809523809	0.0113098071213254	0.8	0.2832783066301367	46	0.47031115094565534	0.0878468899521531	0.7071428571428571	0.2452824334905035	1	0.4966988850047113	0.4966988850047113	0.7	0.0128124668886625	1	0.0116527637140974	0.0116527637140974	0.0	0.3704383477953168	9	0.0734844275926569	0.0144048433526533	0.1	0.3733986132949196	4	0.1423745012552424	0.0144048433526533	0.1	0.3714700211437977	0.007171906005078453	0.12922910243374158	bounded_fallback_only	0.0144048433526533	-0.7505680951919014	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
calibrated_linear_svm	classical_biophysical	internal_candidate	False	True	18	0.2663103425347484	0.0894831667093907	0.3	0.0808336102627711	14	0.3353201288252703	0.0894831667093907	0.3	0.1615078930802412	1	0.2385563107769517	0.2385563107769517	0.4	0.026451404594583	2	0.2249170537136915	0.2213559975539243	0.3	0.0279293978350793	3	0.5888691182718061	0.2071558570848302	0.4	0.3131531126197359	3	0.5711111111111111	0.2071558570848302	0.4	0.3131531126197359	0.006505803099499606	0.11722673088069721	bounded_fallback_only	0.0894831667093907	-0.2975863798614256	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
pairwise_positive_over_unlabeled	classical_biophysical	internal_candidate	False	True	48	0.3539201686049265	0.0682151808091657	0.3666666666666667	0.08244572685955764	38	0.3333333333333333	0.0636286350844277	0.2928571428571428	0.0853265085102096	1	0.2352019526954706	0.2352019526954706	0.7	0.0171995987536703	2	0.3674447150270497	0.3010959703361631	0.45	0.06330681640725375	9	0.0909359816055823	0.0610075828684253	0.1	0.1161302272145688	6	0.3511566362536444	0.0610075828684253	0.3277777777777778	0.12389000665844874	0.006460550455641416	0.11641133277809985	bounded_fallback_only	0.0610075828684253	-0.7183901052606114	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
xgboost_depth2	classical_biophysical	internal_candidate	False	True	18	0.3216863830702485	0.0842726863779495	0.2	0.0771218357178802	14	0.3421135697200725	0.0842726863779495	0.35	0.1870420001505876	1	0.2547357992039145	0.2547357992039145	0.1	0.0502090323815781	2	0.2406352854823025	0.2274145537932109	0.1	0.053215873883651996	3	0.5188413085382744	0.2305446033832919	0.5	0.2753147087350789	3	0.5188413085382744	0.2305446033832919	0.5	0.2753147087350789	0.006330829808809879	0.11407392306507608	bounded_fallback_only	0.0842726863779495	-0.2904847783279194	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
peptide_helicity_proxy	classical_biophysical	internal_candidate	False	True	15	0.3761055531390459	0.0833333333333333	0.4	0.15520781669938627	14	0.4	0.0833333333333333	0.4	0.1651755539115764	1	0.2495818389487432	0.2495818389487432	0.2	0.1327649893240874	1	0.2502950752950753	0.2502950752950753	0.2	0.1453245674936442	3	0.4633333333333333	0.2165152464494569	0.5555555555555556	0.4858585858585858	2	0.3399242898913951	0.2165152464494569	0.4777777777777778	0.29854118187718015	0.006146564636168343	0.11075368673551425	bounded_fallback_only	0.0833333333333333	-0.3459927535328604	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
interface_contacts_10A	classical_biophysical	internal_candidate	False	True	15	0.2926471975514492	0.125	0.4	0.16806636332045277	14	0.2901181768423148	0.125	0.35	0.1720211790658701	1	0.23615737528403	0.23615737528403	0.2	0.0672868629933252	1	0.2158734683157321	0.2158734683157321	0.1	0.0918115752175803	3	0.4711111111111111	0.2003420552377308	0.5555555555555556	0.3560131902237165	2	0.33572658317442094	0.2003420552377308	0.37777777777777777	0.22026328618092686	0.006082718154415013	0.10960325008384973	bounded_fallback_only	0.125	-0.3382149757550827	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
rf_secondary	classical_biophysical	internal_candidate	False	True	18	0.295227232547804	0.0836158192090395	0.3	0.0696230259711871	14	0.3043469204189377	0.0836158192090395	0.35	0.1744365518273536	1	0.2461024224437782	0.2461024224437782	0.3	0.0414981771570771	2	0.25527698612282734	0.2279829204719567	0.3	0.0459430757263597	3	0.5091076856274425	0.2143957180549995	0.3	0.2804886172449476	3	0.5091076856274425	0.2143957180549995	0.3	0.2788735383697817	0.006012391457316672	0.10833604776180135	bounded_fallback_only	0.0836158192090395	-0.309634441631759	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
pu_logistic_weighted	classical_biophysical	internal_candidate	False	True	48	0.3967948717948717	0.0506452997258816	0.275	0.09403835121811596	38	0.3076190476190476	0.0506452997258816	0.2	0.0961010639306183	1	0.155944710206746	0.155944710206746	0.1	0.0179256450391767	2	0.32925384779407785	0.1804472782623306	0.6	0.0589705027247734	9	0.1419083879246302	0.0612327958096851	0.1	0.123245401359731	6	0.37557073719006295	0.0612327958096851	0.4277777777777778	0.13969795266127993	0.005790422618146191	0.10433643680288067	bounded_fallback_only	0.0506452997258816	-0.7475297749635336	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
radius_of_gyration_peptide	classical_biophysical	internal_candidate	False	True	15	0.32335200216450216	0.0833333333333333	0.3	0.13613699527550724	14	0.325	0.0833333333333333	0.35	0.1500227205560423	1	0.2474855172455916	0.2474855172455916	0.2	0.0908126298130224	1	0.2638095338280589	0.2638095338280589	0.3	0.0755664939491587	3	0.467936507936508	0.2066283078030306	0.5555555555555556	0.4597914630172695	2	0.33728240786976926	0.2066283078030306	0.4777777777777778	0.2885220581251875	0.005633151992111592	0.10150260966860807	bounded_fallback_only	0.0833333333333333	-0.3413895789296858	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
positive_only_centroid	classical_biophysical	internal_candidate	False	True	48	0.2437939897991023	0.0744947017268445	0.225	0.07585354622633765	38	0.2428571428571428	0.0588235294117647	0.2928571428571428	0.0981887612605028	1	0.1641870844322321	0.1641870844322321	0.2	0.0122960259046426	2	0.22730411831680614	0.1807688654816336	0.25	0.04996005060604005	9	0.0976803435748927	0.0296926885077451	0.0	0.1168757552066304	6	0.2262438196639061	0.0296926885077451	0.05	0.13428003034866004	0.00465142558901167	0.08381308308832758	bounded_fallback_only	0.0296926885077451	-0.711645743291301	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
bagging_pu_rf	classical_biophysical	internal_candidate	False	True	48	0.24642857142857139	0.0528292002802007	0.225	0.0865630353305729	38	0.2388095238095238	0.0528292002802007	0.1625	0.1045909763179432	1	0.1495632566536536	0.1495632566536536	0.3	0.01732559015629	2	0.28599846126138134	0.1504339136180426	0.35	0.05775459004875645	9	0.0651144453573856	0.0192020830427415	0.1	0.1168400112530307	6	0.28681914881282217	0.0192020830427415	0.3	0.13921900182091002	0.004459547269458041	0.08035566702698325	bounded_fallback_only	0.0192020830427415	-0.7463999277553008	1.0	1.0	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
VQC	qk_fallback	bounded_fallback	False	True	29	0.5523563337636473	0.1681082922501686	1.0	0.22209333853735347	29	0.5433862433862434	0.1604964076409533	1.0	0.2504705429711044	1	0.4954371016351485	0.4954371016351485	0.6	0.0381663549854893	1	0.5842482299878136	0.5842482299878136	0.9	0.0686618772596996	4	0.6985615688773112	0.457351993579432	0.6	0.17944780191613324	3	0.5575745910632186	0.457351993579432	0.6	0.0892963959027855	0.0025216203644648806	0.04543655984165066	bounded_fallback_only	0.1681082922501686	-0.1181683995828732	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
GP_quantum	qk_fallback	bounded_fallback	False	True	29	0.6119186758807633	0.1709351503759398	1.0	0.28252007396708323	29	0.6885964912280702	0.0674237913154169	1.0	0.3438962959913306	1	0.5062588503236364	0.5062588503236364	0.8	0.0652458193098192	1	0.4466522854038134	0.4466522854038134	0.5	0.1063304061459421	4	0.6339323137027034	0.49268830960554	0.6	0.17221131449873991	3	0.5204929514623023	0.49268830960554	0.6	0.0952751929160414	0.0024728526706196802	0.044557824774722	bounded_fallback_only	0.1709351503759398	-0.0619544109230892	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
prespecified_lr_qk_quantum_only_w0.5	qk_fallback	bounded_fallback	False	True	18	0.5260202035355273	0.1857882874940356	0.6	0.1234833073691841	14	0.5927272727272728	0.1857882874940356	0.5777777777777777	0.1785390710867482	1	0.4835633837668512	0.4835633837668512	1.0	0.0508326014715336	2	0.44855721200899856	0.4415759218316066	0.65	0.05505474308912635	3	0.7569941327966351	0.5126818671911657	0.9	0.3942168428688171	3	0.7111111111111111	0.5126818671911657	0.9	0.3942168428688171	0.0022497123924955986	0.04053710589770777	bounded_fallback_only	0.1857882874940356	-0.0801935470709361	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
rule_gated_C_QK_structure	qk_fallback	bounded_fallback	False	True	18	0.5307927841889195	0.1139149739149739	0.6277777777777778	0.1007835813954515	14	0.6422222222222222	0.1139149739149739	0.6277777777777778	0.1389257978552682	1	0.5313417518018263	0.5313417518018263	0.9	0.0401390310878718	2	0.5014509340937756	0.4955869773395366	0.75	0.0523691537735677	3	0.5680591780884285	0.5680591780884285	0.5	0.3373793698887234	3	0.5768175712118866	0.5680591780884285	0.5555555555555556	0.3373793698887234	0.00199614279109189	0.03596808728944949	bounded_fallback_only	0.1139149739149739	-0.2412669087777652	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
prespecified_equal_weight_C_QK_no_anchor	qk_fallback	bounded_fallback	False	True	18	0.5223168959312767	0.1036134225228139	0.6277777777777778	0.1135324142195557	14	0.6648083260906014	0.1036134225228139	0.6277777777777778	0.1348053797361886	1	0.4999651593777752	0.4999651593777752	0.9	0.0516958635904626	2	0.44889592557597224	0.4103215369463617	0.7	0.06771239783960654	3	0.5881773921546718	0.5327382102443419	0.6	0.3266245531839464	3	0.5881773921546718	0.5327382102443419	0.6	0.3266245531839464	0.0019732375565037733	0.035555362568188406	bounded_fallback_only	0.1036134225228139	-0.221148694711522	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
source_prespecified_rf_qk_compact_w0.5	qk_fallback	bounded_fallback	False	True	66	0.6837121212121212	0.0285092006653976	0.95	0.2351117289291003	46	0.7274793643233546	0.032258064516129	0.8666666666666667	0.2416221365311648	1	0.6255296834629016	0.6255296834629016	1.0	0.0220607226210375	1	0.0294412377745711	0.0294412377745711	0.0	0.4144790219139626	9	0.0677233929869286	0.0267134162878377	0.0	0.3270305480900147	4	0.18873385646423865	0.0267134162878377	0.2	0.3417993219312177	0.0018560926209874457	0.0334445520164726	bounded_fallback_only	0.0267134162878377	-0.7616504302201811	1.0	0.45	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
prespecified_C_0.5_QK_quantum_0.5	qk_fallback	bounded_fallback	False	True	18	0.4796461456723561	0.0845593461265103	0.6499999999999999	0.1179932105393606	14	0.505917007626103	0.0845593461265103	0.5777777777777777	0.1325136353785046	1	0.4559743563435869	0.4559743563435869	0.7	0.0449099918158622	2	0.4516376995654986	0.439383042799649	0.6499999999999999	0.05700578312803055	3	0.67872803913467	0.4520783025242426	0.8	0.3160061381558966	3	0.6111111111111112	0.4520783025242426	0.6	0.3160061381558966	0.0017854783413028094	0.03217216780282159	bounded_fallback_only	0.0845593461265103	-0.1305980477315238	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
prespecified_rf_qk_quantum_only_w0.5	qk_fallback	bounded_fallback	False	True	18	0.4627461176367023	0.0709858962032875	0.6277777777777778	0.1028850502730817	14	0.4888888888888888	0.0709858962032875	0.5777777777777777	0.1476813852337685	1	0.444882157262809	0.444882157262809	0.8	0.0581108656880605	2	0.4590861206972444	0.4332903602722884	0.75	0.08674063530867354	3	0.6640248724827917	0.4457024984831857	0.8	0.3367120675089795	3	0.5777777777777777	0.4457024984831857	0.8	0.3367120675089795	0.0017701068431662961	0.031895191932552656	bounded_fallback_only	0.0709858962032875	-0.145301214383402	1.0	0.45	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
