split_name	feature_group	model	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	ECE
repeated_stratified_5x5_internal	C_counterfactual	rf_secondary	445	105	0.23595505617977527	0.3528711845875475	0.6099159663865547	0.194697791322462	0.8	0.0380952380952381	3.390476190476191	0.5	0.047619047619047616	2.119047619047619	0.13583934886874785
repeated_stratified_5x5_internal	A_structure_baseline_features	rf_secondary	445	105	0.23595505617977527	0.2867025205030699	0.5759943977591037	0.20833582079732066	0.0	0.0	0.0	0.0	0.0	0.0	0.1708125438313318
repeated_stratified_5x5_internal	F_CROSS_all	rf_secondary	445	105	0.23595505617977527	0.2853426261108788	0.5859103641456582	0.19742193599555338	0.2	0.009523809523809525	0.8476190476190477	0.3	0.02857142857142857	1.2714285714285714	0.13287779593639693
repeated_stratified_5x5_internal	C_counterfactual	elastic_net_lr	445	105	0.23595505617977527	0.27111781325497	0.5812605042016807	0.25781638326820416	0.0	0.0	0.0	0.0	0.0	0.0	0.21477952908731107
repeated_stratified_5x5_internal	A_structure_baseline_features	elastic_net_lr	445	105	0.23595505617977527	0.24624013526223337	0.5344537815126051	0.26044287630426866	0.0	0.0	0.0	0.0	0.0	0.0	0.23533632038704413
repeated_stratified_5x5_internal	F_CROSS_all	elastic_net_lr	445	105	0.23595505617977527	0.243632388684617	0.5376470588235294	0.28242286573325376	0.0	0.0	0.0	0.1	0.009523809523809525	0.42380952380952386	0.24926752075044525
repeated_stratified_5x5_internal	E_quantum_fixed	elastic_net_lr	445	105	0.23595505617977527	0.23818855812988152	0.4811764705882353	0.2564393812127605	0.6	0.02857142857142857	2.5428571428571427	0.4	0.0380952380952381	1.6952380952380954	0.25120946389474896
repeated_stratified_5x5_internal	B_retrieval_only_clean_flags	elastic_net_lr	445	105	0.23595505617977527	0.23552959001037815	0.49642857142857144	0.32768296474333536	0.4	0.01904761904761905	1.6952380952380954	0.4	0.0380952380952381	1.6952380952380954	0.3378668970565071
repeated_stratified_5x5_internal	B_retrieval_only_clean_flags	rf_secondary	445	105	0.23595505617977527	0.2345655491374645	0.49799719887955185	0.24811157610929294	0.2	0.009523809523809525	0.8476190476190477	0.1	0.009523809523809525	0.42380952380952386	0.2604064013134793
repeated_stratified_5x5_internal	E_quantum_fixed	rf_secondary	445	105	0.23595505617977527	0.22292794417583045	0.4896358543417367	0.2275744406365321	0.0	0.0	0.0	0.1	0.009523809523809525	0.42380952380952386	0.1835780602761745
repeated_stratified_5x5_internal	D_structure_geometry	elastic_net_lr	445	105	0.23595505617977527	0.21846507786162594	0.4672829131652661	0.2678685969368525	0.0	0.0	0.0	0.0	0.0	0.0	0.2639457583650692
repeated_stratified_5x5_internal	D_structure_geometry	rf_secondary	445	105	0.23595505617977527	0.21264112091319926	0.4691596638655462	0.22052633550390552	0.0	0.0	0.0	0.0	0.0	0.0	0.1640597340007283
